"","id","login"
"625","625","School Bus Technician: Drive Train"
"626","626","Medium/Heavy Truck Technician: Heating, Ventilation, & A/C"
"627","627","School Bus Technician: Brakes"
"628","628","Automobile and Light Truck Certification: : Engine Repair  (A1)"
"629","629","Transit Bus Technician: Brakes"
"630","630","School Bus Technician: Air Conditioning Systems and Controls"
"631","631","Medium/Heavy Truck Technician: Preventive Maintenance Inspection"
"632","632","School Bus Technician: Suspension and Steering"
"633","633","Automobile and Light Truck Certification:  Automatic Transmission/Transaxle  (A2)"
"634","634","Automobile Advanced Engine Performance Specialist"
"635","635","Automobile and Light Truck Certification: Heating and Air Conditioning  (A7)"
"636","636","Automobile and Light Truck Certification:  Electrical/Electronic Systems  (A6)"
"637","637","Automobile and Light Truck Certification: Engine Performance  (A8)"
"638","638","Medium/Heavy Truck Aftermarket Parts Specialist (Suspension and Steering)"
"639","639","Diagnostician"
"640","640","Transit Bus Technician: Preventive Maintenance & Inspection"
"641","641","Master Technician"
"642","642","Advanced Engine Performance Specialist"
"643","643","Master Transit Bus Technician"
"644","644","Transit Bus - Drive Train (H3)"
"645","645","Master School Bus Technician"
"646","646","Transit Bus - Heating Ventilation and Air Conditioning (HVAC) (H7)"
"647","647","Transit Bus - Suspension and Steering (H5)"
"648","648","Transit Bus Technician: Heating Ventilation & Air Conditioning"
"649","649","Military Tactical Wheeled Vehicle Certification - Electrical/ Electronic Systems (MIL6)"
"650","650","Military Tactical Wheeled Vehicle Certification - Diesel Engines (MIL2)"
"651","651","School Bus Technician: Diesel Engines"
"652","652","Transit Bus Technician: Diesel Engines"
"653","653","Transit Bus Technician: Drive Train"
"654","654","Transit Bus - Diesel Engines (H2)"
"655","655","Transit Bus - Compressed Natural Gas (CNG) Engines (H1)"
"656","656","Transit Bus - Preventive Maintenance and Inspection (PMI) (H8)"
"657","657","Certified Irrigation Designer - Agriculture"
"658","658","Certified Landscape Irrigation Auditor"
"659","659","Certified Irrigation Designer - Landscape"
"660","660","Fluid Power Pneumatic Mechanic"
"661","661","Fluid Power Mobile Hydraulic Mechanic"
"662","662","Fluid Power Industrial Hydraulic Mechanic"
"663","663","Generator Technician Certification"
"664","664","Electrical Technician Certification"
"665","665","Compact Diesel Technician Certification"
"666","666","Two Stroke Engine Certification Test"
"667","667","Driveline/Hydro Technician Certification"
"668","668","Reel Technology Certification"
"669","669","Four Stroke Engine Certification Test"
"670","670","Mechanical Systems Certification Test"
"671","671","Principles of Small Engine Technology"
"672","672","Certified Bicycle Technician"
"673","673","Master Specialist Hands On Supply Water Temperature Reset Controls Set-up and Testing"
"674","674","Master Specialist Hands On Water Valve Leakage Testing"
"675","675","Air Distribution Installation Certification"
"676","676","Air to Air Heat Pump Service Certification"
"677","677","Air to Air Heat Pump Installation"
"678","678","Gas Heating (Air) Installation"
"679","679","Gas Heat Certification"
"680","680","Heat Pump Installer Certification"
"681","681","Certified Master Specialist Hands-On - Residential Gas Furnace"
"682","682","Hydronics Gas Service"
"683","683","HVAC Efficiency Analyst - Senior"
"684","684","Certified Industrial Refrigeration Operator"
"685","685","Master Specialist Hands On Combustion Analysis Certification"
"686","686","Air Leakage Control Installer"
"687","687","Section 608 Technician Certification (Type II)"
"688","688","Infiltration and Duct Leakage"
"689","689","Crew Leader"
"690","690","Principles of Electrical and Refrigeration Theory"
"691","691","Light Commercial Air Conditioning Certification"
"692","692","Basic Refrigeration and Charging Procedures Certification"
"693","693","Master Specialist Hands On Constant Air Volume, A/C and Heat Pump Systems Set-up and Commissioning"
"694","694","Carbon Monoxide Safety Certification"
"695","695","Green Awareness Certification"
"696","696","Universal R-410A Certification"
"697","697","Instructor Certification"
"698","698","Carbon Monoxide & Combustion Analysis Certification"
"699","699","Master Specialist Hands On Residential Air Conditioning"
"700","700","Combustion Appliance Zone Certification"
"701","701","Residential & Light Commercial Hydronic Heat Certification"
"702","702","Master Specialist Residential Electric Heat"
"703","703","Master Specialist Hands On System Charging and Start-up"
"704","704","Certified in Hydrocarbon Refrigerants"
"705","705","Master Specialist Hands On Air Economizer Controls"
"706","706","Master Specialist Hands On Commercial TEV Metering Device Troubleshooting"
"707","707","Fuel Oil Combustion Certification"
"708","708","Heating Associate"
"709","709","Hydronics Oil Service"
"710","710","Certified Refrigeration Compliance Manager"
"711","711","Air Conditioning Installation Technician"
"712","712","Oil Heating (Air) Service"
"713","713","Cleanroom Testing Engineer"
"714","714","Air Systems Cleaning Specialist"
"715","715","Residential and Light Commercial Low Pressure Hydronic Heat Certification"
"716","716","Heating Professional"
"717","717","Residential Air Conditioning Certification"
"718","718","Master Oil Heat Specialist Certification"
"719","719","Ground Source Heat Pump Loop"
"720","720","Certified Master Technician"
"721","721","Master Specialist Hands On Light Commercial Air Conditioning Certification"
"722","722","EPA Section 608 Certification - Refrigerant Handling"
"723","723","System Diagnostics & Troubleshooting Certification"
"724","724","Geothermal Heat Pump Certification"
"725","725","System Diagnostics and Troubleshooting"
"726","726","Master Specialist Hands On Outdoor Air Set-up and Commissioning"
"727","727","Master Specialist Hands On Hydronic System Variable Flow Control Set-up and Commissioning"
"728","728","Certified Subject Matter Educator - Gas Heat"
"729","729","Light Commercial HVAC Design"
"730","730","Residential HVAC Design for Quality Installation"
"731","731","Oil Heat Certification"
"732","732","Light Commercial Refrigeration Certification"
"733","733","Master Specialist Hands On Residential Heat Gain and Heat Loss Calculation"
"734","734","Certified Duct and Envelope Testing"
"735","735","Master Specialist Hands On Fault Detection & Diagnostics for Packaged DX Units Set-up and Commissioning"
"736","736","Master Specialist Hands On Duct Leak Testing"
"737","737","Certified Residential Heat Load Analyst"
"738","738","Master Specialist Hands On Economizer Set-up and Commissioning"
"739","739","Air Distribution Service Technician"
"740","740","Air Conditioning Service Certification"
"741","741","Light Commercial Refrigeration Service"
"742","742","Commercial Refrigeration Service"
"743","743","Gas Heating (Air) Service"
"744","744","Certified National Appliance Service Technician - Refrigeration and Air Conditioning"
"745","745","Heat Pump Service Certification"
"746","746","Air Conditioning and Heat Pump Professional"
"747","747","NAFA Certified Technician"
"748","748","Test and Balance Technician"
"749","749","NAFA Certified Air Filter Specialist"
"750","750","Certified Technician"
"751","751","STAR HVAC Mastery"
"752","752","STAR Commercial Refrigeration Mastery"
"753","753","STAR Residential-Light Commercial HVACR Mastery"
"754","754","Master Specialist Hands On Light Commercial Refrigeration Certification"
"755","755","Master Specialist Hands On Residential Energy Auditing Certification"
"756","756","Master Specialist Hands On Residential Heat Pump"
"757","757","Master Specialist Hands On Variable Air Volume Set-up and Commissioning"
"758","758","Residential Heat Load Analyst"
"759","759","Retrofit Installer Technician"
"760","760","Section 608 Technician Certification (Universal)"
"761","761","Section 608 Technician Certification (Type III)"
"762","762","Heat Pump Certification"
"763","763","Fluid Power Pneumatic Technician"
"764","764","Fluid Power Electronic Controls Specialist"
"765","765","Certified Vibration Analyst - Category III"
"766","766","Fluid Power Accredited Instructor"
"767","767","Certified Vibration Analyst Category I"
"768","768","Plant Maintenance Technologist Certification Class II"
"769","769","Plant Maintenance Technologist Certification Class III"
"770","770","Mechatronics: Fluid Power 1"
"771","771","Certified Vibration Analyst - Category IV"
"772","772","Certified Vibration Analyst - Category II"
"773","773","Machine Maintenance, Service and Repair Level II - Preventative Maintenance"
"774","774","Machine Maintenance, Service and Repair Level III - Machine Repair/Rebuilding"
"775","775","Level I Machine Lubricant Analyst"
"776","776","Level II Machine Lubricant Analyst"
"777","777","Level III Machine Lubricant Analyst"
"778","778","Fiber Optics Designer"
"779","779","Fiber Optics Technician"
"780","780","Fiber Optics Installer"
"781","781","Certified Fiber Optic Specialist/Testing"
"782","782","Fiber Optics Technician-Inside Plant"
"783","783","Data Cabling Installer"
"784","784","ARINC Installer, Technician"
"785","785","Certified Fiber Optic Technician - Home/Premise/Curb/Node"
"786","786","Certified Fiber Optic Instructor"
"787","787","Certified Fiber Optic Specialist/Connectors"
"788","788","Broadband Premises Technician"
"789","789","Broadband-Voice over Internet Protocol"
"790","790","Fiber Optics Technician - Outside Plant"
"791","791","Certified Fiber Optic Specialist/Splicing"
"792","792","Certified Fiber Optic Specialist/Design"
"793","793","Certified Fiber Optic Specialist - Outside Plant"
"794","794","Broadband Premises Expert"
"795","795","Fiber To The Antenna"
"796","796","Certified DME Specialist"
"797","797","Certified Electronics Technician - Journeyman-Level - Medical"
"798","798","Certified Radiology Equipment Specialist"
"799","799","Certified Biomedical Equipment Technician"
"800","800","Biomedical Imaging Electronics Technician"
"801","801","Certified Hemodialysis Bio-Medical Technician"
"802","802","Certified Master Watchmaker of the 21st Century"
"803","803","Certified Watchmaker of the 21st Century"
"804","804","Certified Building Operator"
"805","805","Certified Apartment Maintenance Technician"
"806","806","Certified Maintenance Employee"
"807","807","Small Wind Installer - Level 1"
"808","808","Small Wind Associate"
"809","809","Bell/Saturation Diving Supervisor"
"810","810","Open Water Diver"
"811","811","Saturation Technician"
"812","812","Diver Medic Technician"
"813","813","Mixed Gas Diving Supervisor"
"814","814","Life Support Technician"
"815","815","Mixed Gas Diver"
"816","816","Air Diver"
"817","817","Air Diving Supervisor"
"818","818","Bell/Saturation Diving"
"819","819","Nitrobox Supervisor"
"820","820","Entry Level Tender Diver"
"821","821","Certified Registered Locksmith"
"822","822","Certified Master Locksmith"
"823","823","Certified Professional Locksmith"
"824","824","Certified Master Safe Technician"
"825","825","Certified Professional Safe Technician"
"826","826","Fundamental Locksmith"
"827","827","Manufactured Housing Professional"
"828","828","Envelope Professional"
"829","829","Certified Electrical Safety Worker"
"830","830","Universal Design Certified Remodeler"
"831","831","Welding Inspection and Metallurgy Professional"
"832","832","Certified Metalworking Fluids Specialist"
"833","833","Screw Machining Level II - Operate with Single Spindles II"
"834","834","Screw Machining Level III - Set Up & Operate with Multiple Spindles III"
"835","835","Screw Machining Level II - Operate with Multiple Spindles II"
"836","836","Screw Machining Level III - Set Up & Operate with Single Spindles III"
"837","837","Machining Level I - CNC Milling: Programming Setup & Operations"
"838","838","Stamping Level II - Operate with Progressive Dies II"
"839","839","Stamping Level III - Setup with Deep Draw Dies III"
"840","840","Diemaking Level III"
"841","841","Stamping Level II - Compound Dies"
"842","842","Level III - Setup with Single Hit Tooling III"
"843","843","Stamping Level II - Operate with Single Hit Tooling II"
"844","844","Stamping Level II - Operate with Deep Draw Dies II"
"845","845","Stamping Level III - Setup with Progressive Dies III"
"846","846","Stamping Level III - Setup with Compound Dies III"
"847","847","Diemaking Level II"
"848","848","Certified Oil Monitoring Analyst II"
"849","849","Protective Coatings Specialist - Industrial and Marine Structures"
"850","850","Coatings Inspector Program Level 3 - Peer Review"
"851","851","Protective Coating Technician"
"852","852","Coating Inspector Program Level 3 Peer Review - Nuclear Specialty"
"853","853","Coating Inspector Program Level 2 - Bridge Specialty"
"854","854","Cathodic Protection 2 -  Technician Maritime"
"855","855","Certified Coating Applicator"
"856","856","Coating Inspector Program Level 3 Peer Review - Marine Specialty"
"857","857","Coating Inspector Program Level I"
"858","858","Coatings Inspector Program Level 3 Peer Review - Bridge Specialty"
"859","859","Certified Composites Technicians"
"860","860","Certified Biosolids Land Appliers Class I"
"861","861","Certified Water Technologist"
"862","862","Wastewater Lab Analyst Class III"
"863","863","Wastewater Lab Analyst Class II"
"864","864","Certified  Biosolids Land Appliers Class II"
"865","865","Certified Operator Class I"
"866","866","Certified Public Works Professional-Supervision"
"867","867","Certified Public Works Professional-Management"
"868","868","Water Distribution Operator Class III"
"869","869","Inspection and Testing of Water-Based Systems I"
"870","870","Certified Collection Systems - Manager"
"871","871","Water Distribution Operator Class II"
"872","872","Water Lab Analyst Class IV"
"873","873","Certified Operator Class III"
"874","874","Water Lab Analyst Class III"
"875","875","Wastewater Lab Analyst Class IV"
"876","876","Inspection and Testing of Water-Based Systems III"
"877","877","Water Distribution Operator Class IV"
"878","878","Water Lab Analyst Class I"
"879","879","Certified MSW Collection Systems - Manager"
"880","880","Certified Stormwater Manager"
"881","881","Very Small Water Systems Operator"
"882","882","Wastewater Lab Analyst Class I"
"883","883","Water Collection Operator Class IV"
"884","884","Certified Operator Class II"
"885","885","Certified Operator Class IV"
"886","886","Household Hazardous Waste & CESQG Collection Facility Operations - Specialist"
"887","887","Water Distribution Operator Class I"
"888","888","Water Lab Analyst Class II"
"889","889","Pressure Vessels Inspector Certification"
"890","890","Piping Inspector Certification"
"891","891","Recognized Graduate"
"892","892","Certified Preventative Functions Dental Assistant"
"893","893","Certified Welding Engineer"
"894","894","National 2nd Assistant Engineer Steam/Motor/GT"
"895","895","National Assistant Engineer (OSV)"
"896","896","National Assistant Engineer of MODU"
"897","897","National QMED: Fireman/Watertender"
"898","898","National QMED"
"899","899","National QMED: Electrician/Refrigerating Engineer"
"900","900","National QMED: Oiler"
"901","901","Diplomate, Navigation Engineering"
"902","902","Diplomate, Coastal Engineering"
"903","903","National QMED: Junior Engineer"
"904","904","Unlicensed Deck Engineer"
"905","905","Chief Engineer (Unlimited)"
"906","906","National QMED: Machinist/Pumpman"
"907","907","Diplomate, Port Engineering"
"908","908","National Chief Engineer (Limited) Steam/Motor/GT"
"909","909","National Designated Duty Engineer Steam/Motor/GT"
"910","910","National Assistant Engineer (Limited) Steam/Motor/GT"
"911","911","National Chief Engineer/Assistant Engineer UFIV"
"912","912","National Radio Officer"
"913","913","Unlicensed Pumpman"
"914","914","Chief Engineer (Limited)"
"915","915","National Chief Engineer OSV"
"916","916","Diplomate, Ocean Engineering"
"917","917","Chief Engineer (OSV) - Near Coastal Domestic"
"918","918","National 3rd Assistant Engineer Steam/Motor/GT"
"919","919","National Chief Engineer of MODU"
"920","920","National 1st Assistant Engineer Steam/Motor/GT"
"921","921","Unlicensed Oiler"
"922","922","National Chief Engineer"
"923","923","Unlicensed Refrigeration Engineer"
"924","924","National Chief Engineer Steam/Motor/GT"
"925","925","Roadway Lighting Technician Level I"
"926","926","Traffic Operations Practitioner Specialist"
"927","927","Traffic Signal Design/Engineering Technician Level II"
"928","928","Fiber Optic Technician for ITS, Traffic, Fire Alarm, and Communication Systems"
"929","929","Traffic Signal Senior Bench Technician Level III"
"930","930","Traffic Signal Operations Specialist"
"931","931","Electronics in Traffic Signal Technician"
"932","932","Truck-Mounted Attenuator Operator"
"933","933","Accredited Traffic Accident Reconstructionist"
"934","934","Certified Community Transit Manager"
"935","935","Traffic Signal Bench Technician Level II"
"936","936","Traffic Signal Technician Level I"
"937","937","Traffic Control Design Specialist"
"938","938","Traffic Control Supervisor"
"939","939","Traffic Control Technician"
"940","940","Traffic Signal Field Technician Level II"
"941","941","Guardrail Installer"
"942","942","Pipeline Construction Inspector"
"943","943","Certified Pump Installer"
