,slug,page_rank,btw_cent,deg_cent,x,y,description,language,commits,prog_go,prog_ruby,prog_cpp,prog_csharp,prog_clang,prog_objc,prog_objcpp,prog_rust,prog_perl,prog_swift,prog_haskell,prog_groovy,prog_clojure,prog_ocaml,prog_dotnet,prog_vbdotnet,prog_fsharp,prog_fortran,prog_commonlisp,prog_coq,prog_gen_all,prog_python,prog_scala,prog_rlang,prog_matlab,prog_stata,prog_sas,prog_julia,prog_stat_all,prog_javascript,prog_java,prog_typescript,prog_php,prog_html,prog_css,prog_dart,prog_kotlin,prog_lua,prog_coffeescript,prog_dm,prog_erlang,prog_elixer,prog_jsonnet,prog_elm,prog_webassembly,prog_purescript,prog_web_all,sys_general,sys_os,sys_windows,sys_linux,sys_mac,sys_modern,sys_bsd,sys_android,sys_solaris,sys_virtual,sys_handheld,sys_emulapi,sys_grouping,sys_other,system_all,topics_ai,topics_dataviz,app_cryptocurrency,app_blockchain_all,app_business_all,app_database_all
325,kenwheeler/slick,0.001191601347990328,0.0,0.033734939759036145,-0.9474482,-3.0403154,the last carousel you'll ever need,JavaScript,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,netty/netty,0.001237823987762906,0.0068560094168371565,0.02168674698795181,18.73077,15.63771,netty project - an event-driven asynchronous network application framework,Java,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,quilljs/quill,0.0006412458625809239,0.0,0.004819277108433735,-16.305737,-23.732965,quill is a modern wysiwyg editor built for compatibility and extensibility.,JavaScript,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,jiahaog/nativefier,0.0009017568930975381,0.00017072752517980632,0.014457831325301207,13.467764,-14.272783,make any web page a desktop application,TypeScript,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,gothinkster/realworld,0.0006866572277284022,6.878147660877092e-06,0.012048192771084338,8.743442,-1.4118187,"""the mother of all demo apps"" — exemplary fullstack medium.com clone powered by react, angular, node, django, and many more 🏅",JavaScript,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,PostgREST/postgrest,0.001091312208780186,0.001644334902669602,0.016867469879518072,-4.9662037,-8.953053,rest api for any postgres database,Haskell,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,labstack/echo,0.001636712957610338,0.005473403097179777,0.024096385542168676,-19.871174,-15.026465,"high performance, minimalist go web framework",Go,1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,topjohnwu/Magisk,0.0014327524405496482,0.00043640526522589697,0.0072289156626506035,-27.977757,-10.796798,the magic mask for android,Kotlin,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
333,testerSunshine/12306,0.0013276094869369866,0.0,0.024096385542168676,-17.740437,-0.0938856,12306智能刷票，订票,Python,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,leonardomso/33-js-concepts,0.0010240169626771671,0.0006873759677598914,0.02168674698795181,5.2705407,-11.191154,📜 33 concepts every javascript developer should know.,JavaScript,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,google/web-starter-kit,0.0007358342429785397,6.695070787758675e-06,0.012048192771084338,-5.9465494,-1.0532979,web starter kit - a workflow for multi-device websites,HTML,720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,SpaceVim/SpaceVim,0.001150953934573709,0.0006144325183317803,0.024096385542168676,-11.138434,-10.707827,a community-driven modular vim distribution - the ultimate vim configuration,Vim script,4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,florinpop17/app-ideas,0.0007037756594035045,1.9009931075005158e-05,0.012048192771084338,8.048844,0.9519738,a collection of application ideas which can be used to improve your coding skills.,,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,wangzheng0822/algo,0.0014702269153806765,0.0006465953969414675,0.026506024096385545,-18.077572,-0.8817043,数据结构和算法必知必会的50个代码实现,Python,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,kdn251/interviews,0.0006069873381194354,0.0,0.004819277108433735,9.948961,-1.4169317,everything you need to know to get the job.,Java,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,StevenBlack/hosts,0.0007165797110397768,3.73084859566141e-05,0.00963855421686747,-0.069737285,-1.4337574,"consolidating and extending hosts files from several well-curated sources. you can optionally pick extensions to block pornography, social media, and other categories.",Python,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,sherlock-project/sherlock,0.0018731447900476378,0.006183254784856806,0.03614457831325302,-17.01981,0.4911427,🔎 hunt down social media accounts by username across social networks,Python,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,ycm-core/YouCompleteMe,0.0010288941068987032,0.00011109720327227191,0.01927710843373494,-12.763598,-7.938632,a code-completion engine for vim,Python,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,ryanoasis/nerd-fonts,0.0009041428601446437,0.0005397988473298228,0.004819277108433735,-25.854868,-2.3162768,"iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: hack, source code pro, more. glyph collections: font awesome, material design icons, octicons, & more",CSS,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,VundleVim/Vundle.vim,0.0009269558058860644,0.00016321020393714165,0.004819277108433735,-25.856192,-2.316658,"vundle, the plug-in manager for vim",Vim script,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,obsproject/obs-studio,0.0007153931637698396,7.257377056941447e-06,0.0072289156626506035,-5.045841,-12.621053,obs studio - free and open source software for live streaming and screen recording,C,7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,tsenart/vegeta,0.0007560546101731981,2.689101733237022e-05,0.00963855421686747,-15.597168,-17.553463,http load testing tool and library. it's over 9000!,Go,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,academic/awesome-datascience,0.000523059987731585,0.0,0.0024096385542168677,11.806636,10.345235,:memo: an awesome data science repository to learn and apply for real world problems.,,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,x64dbg/x64dbg,0.001327469720500838,0.002562540688727526,0.028915662650602414,-1.5803059,5.4484887,an open-source x64/x32 debugger for windows.,C++,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
349,Genymobile/scrcpy,0.0006394709026387518,5.961609369520188e-05,0.004819277108433735,-16.773102,2.5571976,display and control your android device,C,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
350,TheAlgorithms/Java,0.0013972065777623122,0.0048192771084337345,0.00963855421686747,-16.150497,-1.4903882,all algorithms implemented in java,Java,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,popperjs/popper-core,0.0005187033664651869,0.0,0.0024096385542168677,7.242294,-0.42454472,🍿positioning tooltips and popovers is difficult. popper is here to help!,JavaScript,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,chubin/cheat.sh,0.0010763917613328658,0.004450834214637976,0.0072289156626506035,5.402739,-19.578272,the only cheat sheet you need,Python,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,sdmg15/Best-websites-a-programmer-should-visit,0.0012235702643510855,4.203520595045645e-05,0.004819277108433735,5.415207,-19.342144,:link: some useful websites for programmers.,,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,huginn/huginn,0.0008192335730318692,8.703956773232295e-05,0.012048192771084338,-14.099589,-12.906086,create agents that monitor and act on your behalf.  your agents are standing by!,Ruby,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,tuvtran/project-based-learning,0.000634364139466594,1.6936818869452398e-05,0.004819277108433735,15.682371,18.661129,curated list of project-based tutorials,,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,CymChad/BaseRecyclerViewAdapterHelper,0.0013687678072207116,0.009615272684942666,0.004819277108433735,-1.165346,18.556034,brvah:powerful and flexible recycleradapter,Java,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,tiimgreen/github-cheat-sheet,0.0008034698169715576,0.00018841624743820256,0.012048192771084338,-6.1480985,-5.926941,a list of cool features of git and github.,,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,yangshun/front-end-interview-handbook,0.0012595337215408132,0.0053989645948553265,0.014457831325301207,5.0263996,-18.043316,"🕸  no-bullshit answers to the famous h5bp ""front-end job interview questions""",JavaScript,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,nylas/nylas-mail,0.0007758355450648269,0.00010254583320674413,0.00963855421686747,-14.448256,12.604403,:love_letter: an extensible desktop mail app built on the modern web.  forks welcome!,JavaScript,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,jaredhanson/passport,0.0006433996439324605,0.0,0.0072289156626506035,-3.666808,-4.836761,"simple, unobtrusive authentication for node.js.",JavaScript,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,wenyan-lang/wenyan,0.0006871715228621144,5.07861093540189e-05,0.0072289156626506035,-15.338711,0.55724394,文言文編程語言 a programming language for the ancient chinese.,TypeScript,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,myliang/x-spreadsheet,0.0009157950738634383,0.0,0.00963855421686747,20.196009,-11.117316,a web-based javascript（canvas） spreadsheet,JavaScript,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,niklasvh/html2canvas,0.0005482635158292498,0.0,0.0024096385542168677,-1.8491732,3.5115647,screenshots with javascript,TypeScript,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,microsoft/calculator,0.0006656968412608646,0.0,0.0024096385542168677,8.327955,-13.20517,windows calculator: a simple yet powerful calculator that ships with windows,C++,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
365,tiangolo/fastapi,0.0010227589640730288,0.00034750793989168775,0.012048192771084338,-17.126026,-7.030154,"fastapi framework, high performance, easy to learn, fast to code, ready for production",Python,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,axios/axios,0.0008067166792453139,0.0002157573227181379,0.012048192771084338,-20.506048,-13.742516,promise based http client for the browser and node.js,JavaScript,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,mitmproxy/mitmproxy,0.001048402114287668,0.0005201241338063341,0.01927710843373494,-9.663225,-6.5472426,an interactive tls-capable intercepting http proxy for penetration testers and software developers.,Python,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,bcit-ci/CodeIgniter,0.0005483394168678175,0.0,0.0024096385542168677,7.6107526,-12.258553,open source php framework (originally from ellislab),PHP,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,zsh-users/zsh-autosuggestions,0.0006994215223007525,0.0,0.0072289156626506035,-9.1027775,-10.912202,fish-like autosuggestions for zsh,Shell,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,android/architecture-components-samples,0.0013131149607240157,0.0,0.0024096385542168677,-1.3283945,18.897367,samples for android architecture components. ,Kotlin,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
371,android/architecture-samples,0.002092828998136064,0.004819277108433734,0.004819277108433735,-1.2854779,18.803015,a collection of samples to discuss and showcase different architectural tools and patterns for android apps.,Kotlin,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
372,google-research/google-research,0.0008581039192614973,0.0,0.004819277108433735,-20.420439,-7.364956,google research,Jupyter Notebook,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,airbnb/lottie-web,0.0011955178913047766,0.004960289363779942,0.012048192771084338,20.24362,1.8598534,"render after effects animations natively on web, android and ios, and react native. http://airbnb.io/lottie/",JavaScript,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
374,xuxueli/xxl-job,0.0005734121346600199,0.0,0.0024096385542168677,19.621597,14.308876,a distributed task scheduling framework.（分布式任务调度平台xxl-job）,Java,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,LeCoupa/awesome-cheatsheets,0.0007319740501801875,3.6990620213705856e-05,0.00963855421686747,-10.962252,-16.310486,"👩‍💻👨‍💻 awesome cheatsheets for popular programming languages, frameworks and development tools. they include everything you should know in one single file.",JavaScript,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,alvarotrigo/fullPage.js,0.0006779558747444276,3.776553819260354e-05,0.00963855421686747,-23.497995,-17.936111,fullpage plugin by alvaro trigo. create full screen pages fast and simple,JavaScript,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,hankcs/HanLP,0.000678957030601095,0.0,0.004819277108433735,21.79842,16.437943,"natural language processing for the next decade. tokenization, part-of-speech tagging, named entity recognition, syntactic & semantic dependency parsing, document classification",Python,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,nostalgic-css/NES.css,0.0005613959476095331,0.0,0.0024096385542168677,-17.482944,-16.49441,nes-style css framework | ファミコン風cssフレームワーク,SCSS,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,norvig/pytudes,0.0008062441106253383,1.9792707834863947e-05,0.012048192771084338,-3.2949429,-12.412842,"python programs, usually short, of considerable difficulty, to perfect particular skills.",Jupyter Notebook,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,binhnguyennus/awesome-scalability,0.0005903292112254078,0.0,0.004819277108433735,-23.316526,-17.901735,"the patterns of scalable, reliable, and performant large-scale systems",,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,necolas/normalize.css,0.000520166832573388,0.0,0.0024096385542168677,12.675135,6.5373244,a modern alternative to css resets,CSS,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,mozilla/DeepSpeech,0.0006187759659452899,0.0,0.0024096385542168677,11.743189,-14.609348,"deepspeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a raspberry pi 4 to high power gpu servers.",C++,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,jgraph/drawio,0.0006195069684577162,0.0,0.0024096385542168677,-6.229019,18.169231,source to app.diagrams.net,JavaScript,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,swisskyrepo/PayloadsAllTheThings,0.0005619226008644635,0.0,0.0024096385542168677,-6.280015,13.822986,a list of useful payloads and bypass for web application security and pentest/ctf,Python,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,danielgindi/Charts,0.0006808125591288616,0.0,0.004819277108433735,-15.440742,7.9650445,beautiful charts for ios/tvos/osx! the apple side of the crossplatform mpandroidchart.,Swift,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
