dpid,full_address,numberof_bedrooms,numberof_baths,building_area
191670002479,"1611 18TH ST, ROCK VALLEY, IA, 51247",0,100,1176
191670002492,"1905 17TH ST, ROCK VALLEY, IA, 51247",0,100,1616
191670002493,"1915 17TH ST, ROCK VALLEY, IA, 51247",0,200,1456
191670002494,"1909 17TH ST, ROCK VALLEY, IA, 51247",0,100,1248
191670002495,"1921 17TH ST, ROCK VALLEY, IA, 51247",0,200,1304
191670002496,"2001 17TH ST, ROCK VALLEY, IA, 51247",0,100,1643
191670002497,"2007 17TH ST, ROCK VALLEY, IA, 51247",0,200,1656
191670002507,"1706 21ST AVE, ROCK VALLEY, IA, 51247",0,300,1691
191670002485,"1730 19TH AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002486,"1728 19TH AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002487,"1726 19TH AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002488,"1722 19TH AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002491,"1901 17TH ST, ROCK VALLEY, IA, 51247",0,100,1344
191670002051,"1225 16TH ST, ROCK VALLEY, IA, 51247",0,100,1287
191670002052,"1617 13TH AVE, ROCK VALLEY, IA, 51247",0,100,1095
191670002053,"1609 13TH AVE, ROCK VALLEY, IA, 51247",0,100,977
191670002055,"1211 16TH ST, ROCK VALLEY, IA, 51247",0,200,1160
191670002056,"1213 16TH ST, ROCK VALLEY, IA, 51247",0,200,920
191670032572,"3023 FIG AVE, ROCK VALLEY, IA, 51247",0,100,2040
191670002513,"2115 17TH ST, ROCK VALLEY, IA, 51247",0,200,1856
191670002519,"2111 17TH ST, ROCK VALLEY, IA, 51247",0,200,1776
191670002514,"2117 17TH ST, ROCK VALLEY, IA, 51247",0,100,1992
191670002515,"2121 17TH ST, ROCK VALLEY, IA, 51247",0,200,1684
191670002516,"2123 17TH ST, ROCK VALLEY, IA, 51247",0,100,1360
191670002517,"2113 17TH ST, ROCK VALLEY, IA, 51247",0,100,2200
191670002521,"1610 MAIN ST, ROCK VALLEY, IA, 51247",0,0,18728
191670002522,"1614 17TH ST, ROCK VALLEY, IA, 51247",0,0,0
191670002524,"1702 17TH ST, ROCK VALLEY, IA, 51247",0,100,2109
191670002525,"1712 17TH ST, ROCK VALLEY, IA, 51247",0,100,2536
191670002526,"1716 17TH ST, ROCK VALLEY, IA, 51247",0,200,1192
191670002527,"1720 17TH ST, ROCK VALLEY, IA, 51247",0,100,1185
191670002528,"1724 17TH ST, ROCK VALLEY, IA, 51247",0,100,1008
191670002529,"1625 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1260
191670002530,"1602 17TH AVE, ROCK VALLEY, IA, 51247",0,200,1476
191670002531,"1705 16TH ST, ROCK VALLEY, IA, 51247",0,100,1248
191670002532,"1709 16TH ST, ROCK VALLEY, IA, 51247",0,200,1606
191670002533,"1713 16TH ST, ROCK VALLEY, IA, 51247",0,200,1370
191670002534,"1717 16TH ST, ROCK VALLEY, IA, 51247",0,100,1293
191670002535,"1605 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1368
191670002536,"1802 17TH ST, ROCK VALLEY, IA, 51247",0,100,1244
191670002537,"1806 17TH ST, ROCK VALLEY, IA, 51247",0,200,1389
191670002538,"1810 17TH ST, ROCK VALLEY, IA, 51247",0,100,1073
191670002520,"2109 17TH ST, ROCK VALLEY, IA, 51247",0,0,2700
191670002539,"1814 17TH ST, ROCK VALLEY, IA, 51247",0,100,920
191670002540,"1818 17TH ST, ROCK VALLEY, IA, 51247",0,100,688
191670002541,"1822 17TH ST, ROCK VALLEY, IA, 51247",0,100,1726
191670002542,"1606 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1292
191670002543,"1807 16TH ST, ROCK VALLEY, IA, 51247",0,100,1484
191670002544,"1811 16TH ST, ROCK VALLEY, IA, 51247",0,100,1554
191670002545,"1815 16TH ST, ROCK VALLEY, IA, 51247",0,100,832
191670002546,"1821 16TH ST, ROCK VALLEY, IA, 51247",0,100,1407
191670002547,"1801 16TH ST, ROCK VALLEY, IA, 51247",0,400,1704
191670002548,"1540 MAIN ST, ROCK VALLEY, IA, 51247",0,100,2032
191670002550,"1534 MAIN ST, ROCK VALLEY, IA, 51247",0,200,1176
191670002551,"1526 MAIN ST, ROCK VALLEY, IA, 51247",0,100,1381
191670002553,"1510 MAIN ST, ROCK VALLEY, IA, 51247",0,0,1950
191670002554,"1502 MAIN ST, ROCK VALLEY, IA, 51247",0,0,6155
191670002555,"1610 16TH ST, ROCK VALLEY, IA, 51247",0,100,680
191670002556,"1612 16TH ST, ROCK VALLEY, IA, 51247",0,100,2211
191670002557,"1529 17TH AVE, ROCK VALLEY, IA, 51247",0,100,1488
191670002558,"2020 16TH ST, ROCK VALLEY, IA, 51247",0,0,2360
191670002586,"1815 15TH ST, ROCK VALLEY, IA, 51247",0,100,1368
191670002559,"1523 17TH AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002564,"1514 MAIN ST, ROCK VALLEY, IA, 51247",0,0,2184
191670032573,"1514 MAIN ST, ROCK VALLEY, IA, 51247",0,0,1500
191670002567,"1712 16TH ST, ROCK VALLEY, IA, 51247",0,100,864
191670002568,"1521 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1804
191670002569,"1701 15TH ST, ROCK VALLEY, IA, 51247",0,200,1986
191670002570,"1707 15TH ST, ROCK VALLEY, IA, 51247",0,100,1117
191670002571,"1711 15TH ST, ROCK VALLEY, IA, 51247",0,100,1434
191670002572,"1715 15TH ST, ROCK VALLEY, IA, 51247",0,200,1512
191670032574,"1522 MAIN ST, ROCK VALLEY, IA, 51247",0,0,1020
191670032575,"1629 15TH ST, ROCK VALLEY, IA, 51247",0,0,3792
191670032576,"1623 15TH ST, ROCK VALLEY, IA, 51247",0,0,6648
191670035770,"1540 MAIN ST, ROCK VALLEY, IA, 51247",0,100,2032
191670002565,"1702 16TH ST, ROCK VALLEY, IA, 51247",0,200,1796
191670002566,"1708 16TH ST, ROCK VALLEY, IA, 51247",0,200,1420
191670002573,"1719 15TH ST, ROCK VALLEY, IA, 51247",0,100,1082
191670002574,"1503 18TH AVE, ROCK VALLEY, IA, 51247",0,200,1376
191670002575,"1802 16TH ST, ROCK VALLEY, IA, 51247",0,100,1681
191670002576,"1808 16TH ST, ROCK VALLEY, IA, 51247",0,100,1323
191670002577,"1812 16TH ST, ROCK VALLEY, IA, 51247",0,100,1091
191670002578,"1816 16TH ST, ROCK VALLEY, IA, 51247",0,100,1661
191670002579,"1820 16TH ST, ROCK VALLEY, IA, 51247",0,200,1640
191670002580,"1516 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1362
191670002581,"1521 19TH AVE, ROCK VALLEY, IA, 51247",0,100,1092
191670002582,"1801 15TH ST, ROCK VALLEY, IA, 51247",0,200,1664
191670002583,"1805 15TH ST, ROCK VALLEY, IA, 51247",0,100,2214
191670002584,"1807 15TH ST, ROCK VALLEY, IA, 51247",0,200,1387
191670002585,"1811 15TH ST, ROCK VALLEY, IA, 51247",0,100,844
191670002592,"1422 MAIN ST, ROCK VALLEY, IA, 51247",0,0,5275
191670002593,"1418 MAIN ST, ROCK VALLEY, IA, 51247",0,0,3425
191670002594,"1414 MAIN ST, ROCK VALLEY, IA, 51247",0,0,1926
191670002595,"1408 MAIN ST, ROCK VALLEY, IA, 51247",0,0,2375
191670002596,"1402 MAIN ST, ROCK VALLEY, IA, 51247",0,0,12950
191670002597,"1618 15TH ST, ROCK VALLEY, IA, 51247",0,0,3200
191670002598,"1622 15TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670002599,"1619 15TH ST, ROCK VALLEY, IA, 51247",0,0,0
191670002600,"1630 15TH ST, ROCK VALLEY, IA, 51247",0,0,9000
191670002601,"1627 14TH ST, ROCK VALLEY, IA, 51247",0,0,0
191670002587,"1819 15TH ST, ROCK VALLEY, IA, 51247",0,100,1248
191670002588,"1446 MAIN ST, ROCK VALLEY, IA, 51247",0,0,6546
191670002589,"1442 MAIN ST, ROCK VALLEY, IA, 51247",0,0,2675
191670002590,"1438 MAIN ST, ROCK VALLEY, IA, 51247",0,0,4620
191670002591,"1434 MAIN ST, ROCK VALLEY, IA, 51247",0,0,8050
191670002659,"1916 17TH ST, ROCK VALLEY, IA, 51247",0,100,1860
191670002610,"1415 18TH AVE, ROCK VALLEY, IA, 51247",0,200,1152
191670002611,"1705 14TH ST, ROCK VALLEY, IA, 51247",0,200,1304
191670002612,"1711 14TH ST, ROCK VALLEY, IA, 51247",0,200,1832
191670002613,"1715 14TH ST, ROCK VALLEY, IA, 51247",0,100,1776
191670002614,"1719 14TH ST, ROCK VALLEY, IA, 51247",0,200,1778
191670002615,"1721 14TH ST, ROCK VALLEY, IA, 51247",0,200,2719
191670002641 02,"1721 13TH ST, ROCK VALLEY, IA, 51247",0,200,1482
191670002641 03,"1721 13TH ST, ROCK VALLEY, IA, 51247",0,200,1482
191670002642,"1723 13TH ST, ROCK VALLEY, IA, 51247",0,100,1333
191670002643,"1314 18TH AVE, ROCK VALLEY, IA, 51247",0,300,1488
191670002644,"1806 14TH ST, ROCK VALLEY, IA, 51247",0,100,1152
191670002645,"1810 14TH ST, ROCK VALLEY, IA, 51247",0,100,1300
191670002646,"1814 14TH ST, ROCK VALLEY, IA, 51247",0,100,1228
191670002647,"1818 14TH ST, ROCK VALLEY, IA, 51247",0,100,984
191670002648,"1822 14TH ST, ROCK VALLEY, IA, 51247",0,200,2096
191670002649,"1801 13TH ST, ROCK VALLEY, IA, 51247",0,100,932
191670002650,"1805 13TH ST, ROCK VALLEY, IA, 51247",0,100,1280
191670002651,"1809 13TH ST, ROCK VALLEY, IA, 51247",0,100,858
191670002652,"1813 13TH ST, ROCK VALLEY, IA, 51247",0,100,1092
191670002653,"1819 13TH ST, ROCK VALLEY, IA, 51247",0,200,1582
191670002654,"1313 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1144
191670002655,"1825 13TH ST, ROCK VALLEY, IA, 51247",0,200,1448
191670002656,"1620 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1716
191670002657,"1906 17TH ST, ROCK VALLEY, IA, 51247",0,100,970
191670002658,"1910 17TH ST, ROCK VALLEY, IA, 51247",0,200,1326
191670002624,"1308 MAIN ST, ROCK VALLEY, IA, 51247",0,0,7800
191670002629,"1629 13TH ST, ROCK VALLEY, IA, 51247",0,0,6300
191670002630,"1928 14TH ST, ROCK VALLEY, IA, 51247",0,0,1980
191670032578,"1705 14TH ST, ROCK VALLEY, IA, 51247",0,200,1304
191670034802,"1704 15TH ST, ROCK VALLEY, IA, 51247",0,0,4908
191670035772,"1705 14TH ST, ROCK VALLEY, IA, 51247",0,200,1304
191670034803,"1704 15TH ST, ROCK VALLEY, IA, 51247",0,0,0
191670002616,"1821 14TH ST, ROCK VALLEY, IA, 51247",0,200,3626
191670002617,"1616 14TH ST, ROCK VALLEY, IA, 51247",0,0,1983
191670002636,"1315 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1112
191670002637,"1304 17TH AVE, ROCK VALLEY, IA, 51247",0,300,1674
191670002638,"1709 13TH ST, ROCK VALLEY, IA, 51247",0,100,1288
191670002639,"1713 13TH ST, ROCK VALLEY, IA, 51247",0,100,857
191670002640,"1717 13TH ST, ROCK VALLEY, IA, 51247",0,100,1482
191670002641 01,"1721 13TH ST, ROCK VALLEY, IA, 51247",0,200,1482
191670002604,"1626 15TH ST, ROCK VALLEY, IA, 51247",0,0,6582
191670002606,"1708 15TH ST, ROCK VALLEY, IA, 51247",0,100,1020
191670002607,"1712 15TH ST, ROCK VALLEY, IA, 51247",0,200,1341
191670002608,"1718 15TH ST, ROCK VALLEY, IA, 51247",0,200,1228
191670002609,"1720 15TH ST, ROCK VALLEY, IA, 51247",5,300,2152
191670002676,"1615 21ST AVE, ROCK VALLEY, IA, 51247",0,300,1144
191670002677,"2005 16TH ST, ROCK VALLEY, IA, 51247",0,300,1856
191670002678,"2007 16TH ST, ROCK VALLEY, IA, 51247",0,100,1176
191670002679,"2015 16TH ST, ROCK VALLEY, IA, 51247",0,200,1758
191670002680,"2021 16TH ST, ROCK VALLEY, IA, 51247",0,100,1872
191670002681,"2025 16TH ST, ROCK VALLEY, IA, 51247",0,100,1234
191670002697,"2029 15TH ST, ROCK VALLEY, IA, 51247",0,100,1564
191670002698,"2033 15TH ST, ROCK VALLEY, IA, 51247",0,200,1728
191670002699,"2037 15TH ST, ROCK VALLEY, IA, 51247",0,200,2496
191670002700,"2045 15TH ST, ROCK VALLEY, IA, 51247",0,100,1649
191670002701,"1902 15TH ST, ROCK VALLEY, IA, 51247",0,100,1584
191670002702,"1908 15TH ST, ROCK VALLEY, IA, 51247",0,100,1565
191670002716,"2016 15TH ST, ROCK VALLEY, IA, 51247",0,200,1096
191670002717,"2020 15TH ST, ROCK VALLEY, IA, 51247",0,100,1044
191670002718,"2022 15TH ST, ROCK VALLEY, IA, 51247",0,100,640
191670002719,"2024 15TH ST, ROCK VALLEY, IA, 51247",0,200,1321
191670002720,"2030 15TH ST, ROCK VALLEY, IA, 51247",0,100,1567
191670002721,"2038 15TH ST, ROCK VALLEY, IA, 51247",0,100,1748
191670002739,"1915 13TH ST, ROCK VALLEY, IA, 51247",0,200,1890
191670002740,"1921 13TH ST, ROCK VALLEY, IA, 51247",0,200,1578
191670002741,"1903 13TH ST, ROCK VALLEY, IA, 51247",0,100,2504
191670002742,"2002 14TH ST, ROCK VALLEY, IA, 51247",0,200,1812
191670002691,"2034 16TH ST, ROCK VALLEY, IA, 51247",0,100,1345
191670002692,"2038 16TH ST, ROCK VALLEY, IA, 51247",0,200,1408
191670002693,"2009 15TH ST, ROCK VALLEY, IA, 51247",0,100,884
191670002694,"2015 15TH ST, ROCK VALLEY, IA, 51247",0,100,1088
191670002695,"2019 15TH ST, ROCK VALLEY, IA, 51247",0,300,1800
191670002696,"2025 15TH ST, ROCK VALLEY, IA, 51247",0,100,976
191670002722,"2044 15TH ST, ROCK VALLEY, IA, 51247",0,200,1340
191670002723,"2001 14TH ST, ROCK VALLEY, IA, 51247",0,200,1894
191670002724,"2009 14TH ST, ROCK VALLEY, IA, 51247",0,100,1738
191670002725,"2015 14TH ST, ROCK VALLEY, IA, 51247",0,100,1871
191670002726,"2021 14TH ST, ROCK VALLEY, IA, 51247",0,200,1176
191670002727,"2025 14TH ST, ROCK VALLEY, IA, 51247",0,100,1072
191670002631,"1704 14TH ST, ROCK VALLEY, IA, 51247",0,100,2048
191670002632,"1706 14TH ST, ROCK VALLEY, IA, 51247",0,200,1608
191670002633,"1710 14TH ST, ROCK VALLEY, IA, 51247",0,100,1248
191670002634,"1714 14TH ST, ROCK VALLEY, IA, 51247",0,100,1169
191670002635,"1718 14TH ST, ROCK VALLEY, IA, 51247",0,100,1820
191670002664,"1911 16TH ST, ROCK VALLEY, IA, 51247",0,100,1424
191670002665,"1917 16TH ST, ROCK VALLEY, IA, 51247",0,200,1480
191670002666,"1925 16TH ST, ROCK VALLEY, IA, 51247",0,100,1836
191670002667,"2004 17TH ST, ROCK VALLEY, IA, 51247",0,200,1728
191670002668,"2008 17TH ST, ROCK VALLEY, IA, 51247",0,200,2560
191670002669,"2012 17TH ST, ROCK VALLEY, IA, 51247",0,300,2706
191670002618,"1624 14TH ST, ROCK VALLEY, IA, 51247",0,0,3192
191670002619,"1628 14TH ST, ROCK VALLEY, IA, 51247",0,0,1104
191670002620,"1636 14TH ST, ROCK VALLEY, IA, 51247",0,200,1836
191670002621,"1644 14TH ST, ROCK VALLEY, IA, 51247",0,100,1850
191670002622,"1652 14TH ST, ROCK VALLEY, IA, 51247",0,200,1780
191670002682,"2001 16TH ST, ROCK VALLEY, IA, 51247",0,100,1216
191670002683,"2037 16TH ST, ROCK VALLEY, IA, 51247",0,200,1526
191670002684,"2034 17TH ST, ROCK VALLEY, IA, 51247",0,200,1176
191670002685,"2010 16TH ST, ROCK VALLEY, IA, 51247",0,100,1451
191670002686,"2014 16TH ST, ROCK VALLEY, IA, 51247",0,300,1658
191670002687,"2020 16TH ST, ROCK VALLEY, IA, 51247",0,200,1523
191670002733,"1908 14TH ST, ROCK VALLEY, IA, 51247",0,100,1440
191670002734,"1914 14TH ST, ROCK VALLEY, IA, 51247",0,100,1238
191670002735,"1918 14TH ST, ROCK VALLEY, IA, 51247",0,100,1828
191670002736,"1924 14TH ST, ROCK VALLEY, IA, 51247",0,200,1301
191670002737,"1312 19TH AVE, ROCK VALLEY, IA, 51247",0,100,1120
191670002738,"1911 13TH ST, ROCK VALLEY, IA, 51247",0,200,1649
191670002703,"1916 15TH ST, ROCK VALLEY, IA, 51247",0,100,2106
191670002704,"1920 15TH ST, ROCK VALLEY, IA, 51247",0,200,1659
191670002705,"1926 15TH ST, ROCK VALLEY, IA, 51247",0,100,1857
191670002706,"1901 14TH ST, ROCK VALLEY, IA, 51247",0,200,2132
191670002707,"1907 14TH ST, ROCK VALLEY, IA, 51247",0,100,1236
191670002708,"1913 14TH ST, ROCK VALLEY, IA, 51247",0,200,1432
191670002711,"1923 14TH ST, ROCK VALLEY, IA, 51247",0,300,1330
191670002712,"1407 20TH AVE, ROCK VALLEY, IA, 51247",0,100,1724
191670002713,"2002 15TH ST, ROCK VALLEY, IA, 51247",0,100,1325
191670002714,"2008 15TH ST, ROCK VALLEY, IA, 51247",0,200,1141
191670002715,"2012 15TH ST, ROCK VALLEY, IA, 51247",0,100,1308
191670002728,"2031 14TH ST, ROCK VALLEY, IA, 51247",0,100,1666
191670002729,"2037 14TH ST, ROCK VALLEY, IA, 51247",0,200,960
191670002730,"2041 14TH ST, ROCK VALLEY, IA, 51247",0,200,880
191670032582,"2047 14TH ST, ROCK VALLEY, IA, 51247",0,100,1436
191670002732,"1902 14TH ST, ROCK VALLEY, IA, 51247",0,100,1606
191670002688,"2022 16TH ST, ROCK VALLEY, IA, 51247",0,200,1852
191670002689,"2026 16TH ST, ROCK VALLEY, IA, 51247",0,100,960
191670002690,"2030 16TH ST, ROCK VALLEY, IA, 51247",0,100,1299
191670002670,"2020 17TH ST, ROCK VALLEY, IA, 51247",0,100,1040
191670002671,"2022 17TH ST, ROCK VALLEY, IA, 51247",0,100,2056
191670002672,"2030 17TH ST, ROCK VALLEY, IA, 51247",0,200,1232
191670002673,"2032 17TH ST, ROCK VALLEY, IA, 51247",0,200,1176
191670002674,"1625 21ST AVE, ROCK VALLEY, IA, 51247",0,300,1828
191670002675,"2033 16TH ST, ROCK VALLEY, IA, 51247",0,100,1363
191670002660,"1920 17TH ST, ROCK VALLEY, IA, 51247",0,200,1706
191670002661,"1623 20TH AVE, ROCK VALLEY, IA, 51247",0,200,1366
191670002662,"1604 19TH AVE, ROCK VALLEY, IA, 51247",0,100,1196
191670002663,"1903 16TH ST, ROCK VALLEY, IA, 51247",0,200,1808
191670002743,"2008 14TH ST, ROCK VALLEY, IA, 51247",0,300,1792
191670002744,"2014 14TH ST, ROCK VALLEY, IA, 51247",0,100,2048
191670002745,"2018 14TH ST, ROCK VALLEY, IA, 51247",0,200,1991
191670002746,"2022 14TH ST, ROCK VALLEY, IA, 51247",0,100,1536
191670002747,"2028 14TH ST, ROCK VALLEY, IA, 51247",0,200,2500
191670002748,"2034 14TH ST, ROCK VALLEY, IA, 51247",0,300,1981
191670002749,"2038 14TH ST, ROCK VALLEY, IA, 51247",0,200,1561
191670002750,"2044 14TH ST, ROCK VALLEY, IA, 51247",0,100,1178
191670002751,"2003 13TH ST, ROCK VALLEY, IA, 51247",0,100,1568
191670002752,"2009 13TH ST, ROCK VALLEY, IA, 51247",0,100,1876
191670002753,"2013 13TH ST, ROCK VALLEY, IA, 51247",0,100,1204
191670002754,"2017 13TH ST, ROCK VALLEY, IA, 51247",0,100,1392
191670002755,"2021 13TH ST, ROCK VALLEY, IA, 51247",0,100,676
191670002756,"2025 13TH ST, ROCK VALLEY, IA, 51247",0,100,1314
191670002757,"2029 13TH ST, ROCK VALLEY, IA, 51247",0,100,1675
191670002758,"2033 13TH ST, ROCK VALLEY, IA, 51247",0,100,1376
191670002759,"2037 13TH ST, ROCK VALLEY, IA, 51247",0,100,624
191670002760,"1313 21ST AVE, ROCK VALLEY, IA, 51247",0,100,976
191670002761,"2041 13TH ST, ROCK VALLEY, IA, 51247",0,100,1322
191670002762,"1524 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1664
191670002763,"1904 16TH ST, ROCK VALLEY, IA, 51247",0,200,1268
191670002764,"1910 16TH ST, ROCK VALLEY, IA, 51247",0,200,1831
191670002765,"1916 16TH ST, ROCK VALLEY, IA, 51247",0,300,1426
191670002766,"1922 16TH ST, ROCK VALLEY, IA, 51247",0,200,1287
191670002767,"2002 16TH ST, ROCK VALLEY, IA, 51247",0,100,1468
191670002768,"2006 16TH ST, ROCK VALLEY, IA, 51247",0,200,1204
191670002769,"1921 15TH ST, ROCK VALLEY, IA, 51247",0,200,1440
191670002770,"1925 15TH ST, ROCK VALLEY, IA, 51247",0,300,1444
191670002771,"2001 15TH ST, ROCK VALLEY, IA, 51247",0,200,1468
191670002772,"2005 15TH ST, ROCK VALLEY, IA, 51247",0,300,1384
191670002774,"2004 16TH ST, ROCK VALLEY, IA, 51247",0,200,1180
191670002775,"1704 13TH ST, ROCK VALLEY, IA, 51247",0,100,1148
191670002776,"1708 13TH ST, ROCK VALLEY, IA, 51247",0,100,1147
191670002777,"1712 13TH ST, ROCK VALLEY, IA, 51247",0,100,598
191670002778,"1716 13TH ST, ROCK VALLEY, IA, 51247",0,100,1255
191670002779,"1724 13TH ST, ROCK VALLEY, IA, 51247",0,100,1168
191670002782,"1802 13TH ST, ROCK VALLEY, IA, 51247",0,100,1295
191670002783,"1810 13TH ST, ROCK VALLEY, IA, 51247",0,100,880
191670002784,"1814 13TH ST, ROCK VALLEY, IA, 51247",0,100,1149
191670002785,"1818 13TH ST, ROCK VALLEY, IA, 51247",0,100,2237
191670002786,"1822 13TH ST, ROCK VALLEY, IA, 51247",0,200,1176
191670002787,"1826 13TH ST, ROCK VALLEY, IA, 51247",0,100,797
191670002788,"1213 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1244
191670002789,"1211 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1236
191670002792,"1108 MAIN ST, ROCK VALLEY, IA, 51247",0,100,1496
191670002794,"1921 12TH ST, ROCK VALLEY, IA, 51247",0,100,2104
191670002795,"1021 PARK LN, ROCK VALLEY, IA, 51247",0,200,1794
191670002796,"1020 PARK LN, ROCK VALLEY, IA, 51247",0,200,1384
191670002797,"1030 18TH AVE, ROCK VALLEY, IA, 51247",0,200,2815
191670002798,"1030 18TH AVE, ROCK VALLEY, IA, 51247",0,0,4660
191670002800,"1018 17TH AVE, ROCK VALLEY, IA, 51247",0,200,1870
191670002813,"1011 17TH AVE, ROCK VALLEY, IA, 51247",0,100,2008
191670002814,"1010 17TH AVE, ROCK VALLEY, IA, 51247",0,300,2526
191670002815,"1011 PARK LN, ROCK VALLEY, IA, 51247",0,200,1848
191670002816,"1010 PARK LN, ROCK VALLEY, IA, 51247",0,200,2064
191670002817,"1005 18TH AVE, ROCK VALLEY, IA, 51247",0,200,1280
191670002818,"1002 18TH AVE, ROCK VALLEY, IA, 51247",0,0,2944
191670002826,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670002827,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670002828,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670002829,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670031960,"1102 MAIN ST, ROCK VALLEY, IA, 51247",0,100,1768
191670031961,"1021 17TH AVE, ROCK VALLEY, IA, 51247",0,200,2683
191670002819,"1004 MAIN ST, ROCK VALLEY, IA, 51247",0,0,3544
191670002823,"1126 MAIN ST, ROCK VALLEY, IA, 51247",0,0,19740
191670002824,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,720
191670002825,"1702 13TH ST, ROCK VALLEY, IA, 51247",0,0,880
191670002833,"1914 13TH ST, ROCK VALLEY, IA, 51247",0,100,884
191670002834,"1916 13TH ST, ROCK VALLEY, IA, 51247",0,100,1032
191670002835,"1920 13TH ST, ROCK VALLEY, IA, 51247",0,100,1323
191670002836,"1922 13TH ST, ROCK VALLEY, IA, 51247",0,100,810
191670002837,"1909 12TH ST, ROCK VALLEY, IA, 51247",0,100,1170
191670002838,"1911 12TH ST, ROCK VALLEY, IA, 51247",0,100,1205
191670002806,"1016 17TH AVE, ROCK VALLEY, IA, 51247",0,200,2116
191670002807,"1017 PARK LN, ROCK VALLEY, IA, 51247",0,200,1652
191670002808,"1014 PARK LN, ROCK VALLEY, IA, 51247",0,200,1952
191670002809,"1019 18TH AVE, ROCK VALLEY, IA, 51247",0,100,1765
191670002810,"1014 18TH AVE, ROCK VALLEY, IA, 51247",0,200,1660
191670002812,"1010 MAIN ST, ROCK VALLEY, IA, 51247",0,100,1256
191670032583,"1219 MAIN ST, ROCK VALLEY, IA, 51247",0,0,0
191670034804,"1011 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1522
191670034805,"1009 19TH AVE, ROCK VALLEY, IA, 51247",0,200,1552
191670002830,"1902 13TH ST, ROCK VALLEY, IA, 51247",0,200,1092
191670002831,"1906 13TH ST, ROCK VALLEY, IA, 51247",0,100,1440
191670002832,"1910 13TH ST, ROCK VALLEY, IA, 51247",0,100,858
191670002846,"2030 13TH ST, ROCK VALLEY, IA, 51247",0,100,1396
191670002847,"2036 13TH ST, ROCK VALLEY, IA, 51247",0,100,1440
191670002848,"2040 13TH ST, ROCK VALLEY, IA, 51247",0,100,2162
191670002849,"1202 20TH AVE, ROCK VALLEY, IA, 51247",0,200,1473
191670002850,"2005 12TH ST, ROCK VALLEY, IA, 51247",0,100,1196
191670002851,"2011 12TH ST, ROCK VALLEY, IA, 51247",0,100,1386
191670002839,"1921 12TH ST, ROCK VALLEY, IA, 51247",0,0,11843
191670002840,"2002 13TH ST, ROCK VALLEY, IA, 51247",0,200,1452
191670002841,"2006 13TH ST, ROCK VALLEY, IA, 51247",0,200,1120
191670002842,"2010 13TH ST, ROCK VALLEY, IA, 51247",0,100,1032
191670002843,"2014 13TH ST, ROCK VALLEY, IA, 51247",0,200,1725
191670002844,"2018 13TH ST, ROCK VALLEY, IA, 51247",0,100,2322
191670002845,"2026 13TH ST, ROCK VALLEY, IA, 51247",0,100,1392
191670002801,"1019 PARK LN, ROCK VALLEY, IA, 51247",0,200,1566
191670002802,"1018 PARK LN, ROCK VALLEY, IA, 51247",0,300,1484
191670002803,"1025 18TH AVE, ROCK VALLEY, IA, 51247",0,300,1508
191670002804,"1016 MAIN ST, ROCK VALLEY, IA, 51247",0,100,1064
191670002805,"1017 17TH AVE, ROCK VALLEY, IA, 51247",0,200,2240
191670002866,"2032 12TH ST, ROCK VALLEY, IA, 51247",0,200,1281
191670002867,"2038 12TH ST, ROCK VALLEY, IA, 51247",0,100,999
191670002868,"2040 12TH ST, ROCK VALLEY, IA, 51247",0,200,1708
191670002870,"1121 21ST AVE, ROCK VALLEY, IA, 51247",0,100,936
191670031962,"1115 21ST AVE, ROCK VALLEY, IA, 51247",0,0,3190
191670031963,"1115 21ST AVE, ROCK VALLEY, IA, 51247",0,0,2976
191670002881,"1007 21ST AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002882,"1006 19TH AVE, ROCK VALLEY, IA, 51247",0,0,3044
191670002883,"1000 19TH AVE, ROCK VALLEY, IA, 51247",0,0,3480
191670002885,"2033 10TH ST, ROCK VALLEY, IA, 51247",0,100,1184
191670002886,"1003 21ST AVE, ROCK VALLEY, IA, 51247",0,0,0
191670002887,"2005 10TH ST, ROCK VALLEY, IA, 51247",0,0,3684
