"","source","target","weight"
"10053","furlough","take",1
"10054","furlough","think",1
"10055","furlough","time",5
"10056","furlough","training",3
"10057","furlough","travel",1
"10058","furlough","traveling",1
"10059","furlough","turn",2
"10060","furlough","unclear",2
"10061","furlough","want",1
"10062","furlough","week",2
"10063","furlough","wonder",1
"10064","furlough","year",1
"10065","Furlough","give",1
"10066","furloughs","fellow",1
"10067","furloughs","get",1
"10068","furloughs","time",1
"10069","Furloughs","can",1
"10070","furnish","hall",1
"10071","furnish","licqor",1
"10072","furnish","mess",1
"10073","furolgh","home",1
"10074","furthermore","get",1
"10075","furthermore","meal",1
"10076","fussy","nonsense",1
"10077","fussy","part",1
"10078","future","army",1
"10079","future","bright",1
"10080","future","check",1
"10081","future","common",1
"10082","future","face",1
"10083","future","fact",1
"10084","future","follow",1
"10085","future","foster",1
"10086","future","future",1
"10087","future","generation",2
"10088","future","life",2
"10089","future","man",1
"10090","future","many",1
"10091","future","measure",1
"10092","future","paragraph",1
"10093","future","soldier",1
"10094","future","thought",1
"10095","future","war",2
"10096","future","wars",1
"10097","future","welfare",1
"10098","G.i","party",1
"10099","gain","army",1
"10100","gain","average",1
"10101","gain","basic",1
"10102","gain","cause",1
"10103","gain","clear",1
"10104","gain","cut",1
"10105","gain","experience",1
"10106","gain","freedom",1
"10107","gain","hope",1
"10108","gain","idea",1
"10109","gain","limited",1
"10110","gain","lost",1
"10111","gain","man",1
"10112","gain","merit",1
"10113","gain","momentum",1
"10114","gain","monetary",1
"10115","gain","respect",1
"10116","gain","time",1
"10117","gain","war",1
"10118","gain","way",1
"10119","gain","wealth",1
"10120","gallop","poll",1
"10121","gambling","man",1
"10122","game","politics",1
"10123","game","unclear",1
"10124","gang","soldier",1
"10125","garrison","better",1
"10126","garrison","give",1
"10127","garrison","hat",1
"10128","garrison","hats",1
"10129","garrison","order",1
"10130","garrison","rations",1
"10131","garrison","wear",1
"10132","gas","car",1
"10133","gas","man",1
"10134","gas","mask",2
"10135","gas","run",1
"10136","gas","think",1
"10137","gas","training",1
"10138","gasoline","furolgh",1
"10139","gasoline","spend",1
"10140","gassing","oil",1
"10141","gassing","plane",1
"10142","gather","collective",1
"10143","gather","definite",1
"10144","gather","dislike",1
"10145","gather","good",1
"10146","gather","information",2
"10147","gather","last",1
"10148","gather","mass",1
"10149","gather","mean",1
"10150","gather","money",1
"10151","gather","opinion",1
"10152","gather","question",1
"10153","gather","questionnaire",1
"10154","gather","sort",1
"10155","geather","aur",1
"10156","general","adaptabilty",1
"10157","general","allright",1
"10158","general","answer",1
"10159","general","antagonism",1
"10160","general","armed",1
"10161","general","Army",2
"10162","general","bad",1
"10163","general","benefit",1
"10164","general","civilian",1
"10165","general","come",1
"10166","general","comparison",1
"10167","general","condition",1
"10168","general","course",1
"10169","general","crack",1
"10170","general","deal",1
"10171","general","duty",1
"10172","general","Eisenhower",1
"10173","general","enlisted",1
"10174","general","enthusiasm",1
"10175","general","example",1
"10176","general","feeling",1
"10177","general","find",1
"10178","general","first",1
"10179","general","force",1
"10180","general","good",1
"10181","general","help",1
"10182","general","idea",3
"10183","general","intensive",1
"10184","general","lack",1
"10185","general","life",1
"10186","general","man",1
"10187","general","officr",1
"10188","general","opinion",3
"10189","general","part",1
"10190","general","people",1
"10191","general","prescribe",1
"10192","general","promote",1
"10193","general","pull",1
"10194","general","questionaire",1
"10195","general","questionnaire",1
"10196","general","routine",1
"10197","general","rule",1
"10198","general","run",1
"10199","general","seem",1
"10200","general","soldier",1
"10201","general","state",1
"10202","general","test",1
"10203","general","thank",1
"10204","general","think",1
"10205","general","touch",1
"10206","general","value",1
"10207","general","various",1
"10208","general","vizulize",1
"10209","general","work",1
"10210","general","worry",1
"10211","General","guy",1
"10212","generation","child",1
"10213","generation","family",1
"10214","generation","measure",1
"10215","generation","people",1
"10216","generation","political",1
"10217","generation","rehabilitate",1
"10218","generation","single",1
"10219","generation","win",1
"10220","generation","world",1
"10221","generation","year",1
"10222","gentleman","help",1
"10223","german","crush",1
"10224","german","make",1
"10225","german","peace",1
"10226","german","people",1
"10227","German","crush",1
"10228","German","dong",1
"10229","gestapo","activity",1
"10230","get","1st",1
"10231","get","account",1
"10232","get","accurate",2
"10233","get","action",4
"10234","get","advanced",1
"10235","get","advice",1
"10236","get","afraid",1
"10237","get","afternoon",1
"10238","get","afterwards",1
"10239","get","air",2
"10240","get","allright",1
"10241","get","alotment",1
"10242","get","amount",1
"10243","get","army",8
"10244","get","Army",2
"10245","get","ask",2
"10246","get","ass",1
"10247","get","attitude",1
"10248","get","baby",1
"10249","get","bad",2
"10250","get","ball",1
"10251","get","band",1
"10252","get","barrick",1
"10253","get","basic",3
"10254","get","battle",1
"10255","get","become",1
"10256","get","begge",1
"10257","get","believe",1
"10258","get","beside",1
"10259","get","best",2
"10260","get","better",19
"10261","get","big",4
"10262","get","boresome",2
"10263","get","boy",1
"10264","get","brag",1
"10265","get","brain",1
"10266","get","branch",8
"10267","get","brass",1
"10268","get","break",3
"10269","get","breakfast",2
"10270","get","bus",4
"10271","get","buse",1
"10272","get","buss",1
"10273","get","call",1
"10274","get","camp",2
"10275","get","can",2
"10276","get","care",1
"10277","get","cause",1
"10278","get","centr",1
"10279","get","chanc",1
"10280","get","chance",22
"10281","get","change",2
"10282","get","cheaper",1
"10283","get","check",1
"10284","get","chickens",1
"10285","get","civilian",2
"10286","get","ckeme",1
"10287","get","class",1
"10288","get","closer",1
"10289","get","clothes",1
"10290","get","clothing",1
"10291","get","co-operation",1
"10292","get","cold",1
"10293","get","colored",1
"10294","get","combat",3
"10295","get","comment",1
"10296","get","Commersionl",1
"10297","get","commision",1
"10298","get","commissions",1
"10299","get","comparison",1
"10300","get","compliment",1
"10301","get","concern",1
"10302","get","consideration",2
"10303","get","cook",1
"10304","get","cooperation",2
"10305","get","cooperative",1
"10306","get","corp",1
"10307","get","corps",1
"10308","get","couple",1
"10309","get","credit",2
"10310","get","crop",1
"10311","get","cross",1
"10312","get","crowded",1
"10313","get","cured",1
"10314","get","cut",2
"10315","get","dam",1
"10316","get","day",6
"10317","get","deal",3
"10318","get","decent",2
"10319","get","deferment",1
"10320","get","deserve",1
"10321","get","detail",3
"10322","get","different",4
"10323","get","diploma",1
"10324","get","discharge",2
"10325","get","disgust",1
"10326","get","dislike",1
"10327","get","division",1
"10328","get","dodge",1
"10329","get","dollar",1
"10330","get","done",1
"10331","get","dress",2
"10332","get","drill",1
"10333","get","drink",1
"10334","get","drunk",1
"10335","get","easy",1
"10336","get","eat",9
"10337","get","end",5
"10338","get","enjoy",1
"10339","get","enough",12
"10340","get","enter",2
"10341","get","even",1
"10342","get","evening",1
"10343","get","example",1
"10344","get","experience",1
"10345","get","express",1
"10346","get","extra",1
"10347","get","eye",1
"10348","get","eyesight",1
"10349","get","fair",7
"10350","get","faster",1
"10351","get","feel",4
"10352","get","fellows",1
"10353","get","field",1
"10354","get","fight",3
"10355","get","fighting",2
"10356","get","fine",2
"10357","get","finished",1
"10358","get","first",1
"10359","get","fit",1
"10360","get","fix",1
"10361","get","food",11
"10362","get","foot",1
"10363","get","forty",1
"10364","get","freedom",1
"10365","get","full",1
"10366","get","furglough",1
"10367","get","furlough",26
"10368","get","furloughs",1
"10369","get","game",1
"10370","get","gasoline",1
"10371","get","general",5
"10372","get","get",9
"10373","get","give",3
"10374","get","goat",2
"10375","get","good",10
"10376","get","grade",1
"10377","get","great",2
"10378","get","grub",1
"10379","get","habit",1
"10380","get","hair",1
"10381","get","half",2
"10382","get","hand",1
"10383","get","havent",1
"10384","get","head",4
"10385","get","heart",1
"10386","get","hell",3
"10387","get","help",3
"10388","get","herculean",1
"10389","get","high",2
"10390","get","higher",1
"10391","get","highest",1
"10392","get","honest",2
"10393","get","honorable",1
"10394","get","hot",1
"10395","get","hour",3
"10396","get","idea",8
"10397","get","ideal",1
"10398","get","illness",1
"10399","get","increa",1
"10400","get","Induction",1
"10401","get","information",1
"10402","get","inner",1
"10403","get","job",24
"10404","get","keep",2
"10405","get","kill",1
"10406","get","kind",5
"10407","get","knock",1
"10408","get","know",1
"10409","get","lean",1
"10410","get","let",4
"10411","get","liberate",1
"10412","get","life",1
"10413","get","light",1
"10414","get","like",4
"10415","get","limit",1
"10416","get","line",1
"10417","get","list",2
"10418","get","little",1
"10419","get","livelier",1
"10420","get","load",3
"10421","get","long",2
"10422","get","longer",2
"10423","get","look",2
"10424","get","lot",2
"10425","get","lousy",1
"10426","get","low",1
"10427","get","man",13
"10428","get","many",2
"10429","get","march",1
"10430","get","married",2
"10431","get","marry",1
"10432","get","meal",2
"10433","get","mean",1
"10434","get","measurement",1
"10435","get","meat",6
"10436","get","mighty",2
"10437","get","milk",1
"10438","get","money",5
"10439","get","month",3
"10440","get","morning",1
"10441","get","much",6
"10442","get","neck",1
"10443","get","need",1
"10444","get","nervous",1
"10445","get","new",1
"10446","get","night",2
"10447","get","non-educated",1
"10448","get","nose",1
"10449","get","nown",1
"10450","get","nuff",1
"10451","get","O.c.",1
"10452","get","Oclock",1
"10453","get","officer",1
"10454","get","officr",3
"10455","get","oftener",1
"10456","get","oil",1
"10457","get","old",2
"10458","get","one",1
"10459","get","opinion",12
"10460","get","opion",1
"10461","get","opioun",1
"10462","get","oppenion",1
"10463","get","oppinion",1
"10464","get","opportunity",1
"10465","get","order",1
"10466","get","outfit",4
"10467","get","outside",1
"10468","get","paragraph",5
"10469","get","part",3
"10470","get","particular",1
"10471","get","pasis",1
"10472","get","pass",23
"10473","get","past",1
"10474","get","pay",2
"10475","get","people",3
"10476","get","pettery",1
"10477","get","phyfiscial",1
"10478","get","piss",1
"10479","get","pit",1
"10480","get","place",2
"10481","get","play",1
"10482","get","plent",1
"10483","get","plenty",3
"10484","get","point",1
"10485","get","poor",2
"10486","get","post",1
"10487","get","power",1
"10488","get","practice",1
"10489","get","price",1
"10490","get","privileges",1
"10491","get","promise",1
"10492","get","promoss",1
"10493","get","promote",1
"10494","get","promotion",2
"10495","get","promotions",4
"10496","get","proper",4
"10497","get","prosecut",1
"10498","get","public",1
"10499","get","question",1
"10500","get","quick",1
"10501","get","railroad",1
"10502","get","raise",1
"10503","get","rank",1
"10504","get","rate",1
"10505","get","rateing",3
"10506","get","rating",14
"10507","get","ration",1
"10508","get","raw",1
"10509","get","ready",1
"10510","get","recommend",1
"10511","get","relax",1
"10512","get","relief",1
"10513","get","respect",2
"10514","get","rest",1
"10515","get","result",5
"10516","get","return",2
"10517","get","rich",1
"10518","get","rid",5
"10519","get","ride",1
"10520","get","right",3
"10521","get","rightful",1
"10522","get","rights",2
"10523","get","roll",2
"10524","get","run",2
"10525","get","sang",1
"10526","get","sat",1
"10527","get","say",2
"10528","get","school",1
"10529","get","see",3
"10530","get","seem",1
"10531","get","sentence",1
"10532","get","serious",1
"10533","get","serve",1
"10534","get","service",4
"10535","get","serviceman",1
"10536","get","several",1
"10537","get","Sgt",3
"10538","get","shipped",1
"10539","get","shipping",1
"10540","get","shoe",1
"10541","get","shoot",1
"10542","get","sic",1
"10543","get","sick",3
"10544","get","significance",1
"10545","get","slacker",1
"10546","get","sleep",4
"10547","get","small",1
"10548","get","soldier",10
"10549","get","someplace",1
"10550","get","somewhere",1
"10551","get","specialist",1
"10552","get","spend",1
"10553","get","spirit",1
"10554","get","spot",1
"10555","get","square",1
"10556","get","staple",1
"10557","get","start",2
"10558","get","stay",1
"10559","get","stick",1
"10560","get","stop",1
"10561","get","straighten",1
"10562","get","stripe",2
"10563","get","strips",1
"10564","get","struggle",1
"10565","get","stuck",1
"10566","get","stuff",1
"10567","get","suffer",1
"10568","get","supply",1
"10569","get","survey",1
"10570","get","system",1
"10571","get","tacks",1
"10572","get","take",1
"10573","get","talk",1
"10574","get","term",1
"10575","get","thing",15
"10576","get","think",5
"10577","get","ticket",1
"10578","get","till",2
"10579","get","time",6
"10580","get","tired",2
"10581","get","town",4
"10582","get","train",3
"10583","get","training",12
"10584","get","transfer",7
"10585","get","transportation",1
"10586","get","treatment",1
"10587","get","trouble",3
"10588","get","type",2
"10589","get","unclear",10
"10590","get","underline",1
"10591","get","use",2
"10592","get","used",1
"10593","get","value",1
"10594","get","verous",1
"10595","get","view",1
"10596","get","wait",1
"10597","get","want",4
"10598","get","war",12
"10599","get","wars",1
"10600","get","wash",1
"10601","get","way",3
"10602","get","wear",1
"10603","get","week",5
"10604","get","weekend",3
"10605","get","white",2
"10606","get","wife",1
"10607","get","win",2
"10608","get","wish",1
"10609","get","work",9
"10610","get","worried",1
"10611","get","worse",1
"10612","get","worthwhile",1
"10613","get","wrong",1
"10614","gether","get",1
"10615","gether","hour",1
"10616","gether","private",1
"10617","getting","south",1
"10618","gift","fight",1
"10619","girl","come",1
"10620","girl","friend",1
"10621","girl","intend",1
"10622","girl","marry",1
"10623","girl","month",1
"10624","girl","terrible",1
"10625","girl","walk",1
"10626","girlfriend","wait",1
"10627","git","read",1
"10628","give","2nd",1
"10629","give","A.g.c.t",1
"10630","give","ability",2
"10631","give","able",1
"10632","give","accord",1
"10633","give","advanc",1
"10634","give","ambition",1
"10635","give","answer",6
"10636","give","army",1
"10637","give","attend",1
"10638","give","attention",1
"10639","give","authority",1
"10640","give","basic",4
"10641","give","become",1
"10642","give","befor",1
"10643","give","best",4
"10644","give","better",5
"10645","give","betterchance",1
"10646","give","boy",3
"10647","give","branch",1
"10648","give","break",3
"10649","give","camp",1
"10650","give","camps",1
"10651","give","can",1
"10652","give","chance",70
"10653","give","chane",1
"10654","give","change",1
"10655","give","check",1
"10656","give","choice",2
"10657","give","choose",1
"10658","give","cival",1
"10659","give","close",1
"10660","give","clothing",1
"10661","give","cold",1
"10662","give","combat",1
"10663","give","come",1
"10664","give","command",1
"10665","give","comment",2
"10666","give","commission",1
"10667","give","common",1
"10668","give","compare",1
"10669","give","complete",2
"10670","give","concrete",1
"10671","give","confidence",2
"10672","give","considerable",1
"10673","give","consideration",4
"10674","give","constructive",1
"10675","give","cook",2
"10676","give","course",1
"10677","give","credit",1
"10678","give","cross",1
"10679","give","dam",3
"10680","give","damn",3
"10681","give","darn",1
"10682","give","day",2
"10683","give","daypass",1
"10684","give","deacent",1
"10685","give","deal",1
"10686","give","decent",1
"10687","give","deepest",1
"10688","give","deferement",1
"10689","give","definite",1
"10690","give","deletion",2
"10691","give","detail",3
"10692","give","determining",1
"10693","give","different",2
"10694","give","direct",1
"10695","give","dirty",1
"10696","give","drill",1
"10697","give","duty",3
"10698","give","eat",2
"10699","give","eff",1
"10700","give","efficiency",1
"10701","give","end",3
"10702","give","enjoy",1
"10703","give","enlist",3
"10704","give","enotch",1
"10705","give","enough",11
"10706","give","equal",2
"10707","give","equip",1
"10708","give","essential",1
"10709","give","excellent",1
"10710","give","express",2
"10711","give","extra",5
"10712","give","fair",11
"10713","give","far",1
"10714","give","farmer",1
"10715","give","favoritism",1
"10716","give","fear",1
"10717","give","feeling",1
"10718","give","fellow",1
"10719","give","field",2
"10720","give","final",1
"10721","give","firing",1
"10722","give","first",1
"10723","give","fitting",1
"10724","give","folk",1
"10725","give","follow",1
"10726","give","food",4
"10727","give","free",1
"10728","give","freedom",2
"10729","give","friendship",1
"10730","give","furlough",11
"10731","give","Furloughs",1
"10732","give","general",1
"10733","give","get",3
"10734","give","give",1
"10735","give","gladly",1
"10736","give","good",16
"10737","give","govt",1
"10738","give","guy",1
"10739","give","hell",1
"10740","give","help",1
"10741","give","honest",1
"10742","give","ide",1
"10743","give","idea",7
"10744","give","ideal",1
"10745","give","importance",1
"10746","give","impression",1
"10747","give","inch",2
"10748","give","indeal",1
"10749","give","indididual",1
"10750","give","individual",1
"10751","give","inefficient",1
"10752","give","information",2
"10753","give","interview",1
"10754","give","invalide",1
"10755","give","job",8
"10756","give","kind",3
"10757","give","know",2
"10758","give","last",1
"10759","give","leader",1
"10760","give","learn",1
"10761","give","leeway",1
"10762","give","less",1
"10763","give","let",2
"10764","give","liberty",1
"10765","give","life",7
"10766","give","limited",1
"10767","give","little",5
"10768","give","live",2
"10769","give","living",1
"10770","give","longevity",1
"10771","give","lot",2
"10772","give","make",1
"10773","give","man",30
"10774","give","manpower",1
"10775","give","many",3
"10776","give","meaning",1
"10777","give","medical",2
"10778","give","midway",1
"10779","give","military",2
"10780","give","missplace",1
"10781","give","money",1
"10782","give","mother",1
"10783","give","much",8
"10784","give","necessary",1
"10785","give","negro",5
"10786","give","night",1
"10787","give","non-com",1
"10788","give","occupy",1
"10789","give","officer",1
"10790","give","opinion",7
"10791","give","oportunity",1
"10792","give","opportunity",12
"10793","give","order",3
"10794","give","ordr",1
"10795","give","pair",1
"10796","give","paragraph",1
"10797","give","pass",5
"10798","give","peace",1
"10799","give","people",4
"10800","give","period",1
"10801","give","person",3
"10802","give","Personnel",1
"10803","give","plane",1
"10804","give","poor",1
"10805","give","power",1
"10806","give","practice",1
"10807","give","privilege",1
"10808","give","privileges",2
"10809","give","privledge",1
"10810","give","promotion",1
"10811","give","proper",1
"10812","give","punishment",1
"10813","give","put",1
"10814","give","question",2
"10815","give","questionnaire",1
"10816","give","rase",1
"10817","give","rating",6
"10818","give","rational",1
"10819","give","rations",1
"10820","give","real",1
"10821","give","realization",1
"10822","give","rebel",1
"10823","give","recruit",1
"10824","give","regular",1
"10825","give","right",8
"10826","give","rights",1
"10827","give","rotten",1
"10828","give","run",1
"10829","give","runaround",1
"10830","give","safe",1
"10831","give","school",1
"10832","give","scientific",1
"10833","give","section",1
"10834","give","see",1
"10835","give","service",3
"10836","give","Sgt",1
"10837","give","short",1
"10838","give","show",6
"10839","give","sick",1
"10840","give","size",1
"10841","give","skilled",1
"10842","give","slip",1
"10843","give","smoke",1
"10844","give","soldier",26
"10845","give","space",1
"10846","give","special",1
"10847","give","statement",1
"10848","give","stiff",1
"10849","give","stripe",1
"10850","give","stuff",1
"10851","give","sweet",1
"10852","give","take",2
"10853","give","test",4
"10854","give","thier",1
"10855","give","thing",3
"10856","give","thought",1
"10857","give","time",15
"10858","give","today",1
"10859","give","tough",1
"10860","give","train",1
"10861","give","training",7
"10862","give","transfer",1
"10863","give","treatment",1
"10864","give","true",1
"10865","give","truthful",1
"10866","give","type",1
"10867","give","unclear",6
"10868","give","Underlined",1
"10869","give","use",1
"10870","give","useful",1
"10871","give","value",1
"10872","give","various",1
"10873","give","wage",1
"10874","give","way",2
"10875","give","week",4
"10876","give","weight",1
"10877","give","white",1
"10878","give","wife",2
"10879","give","word",1
"10880","give","work",6
"10881","give","world",1
"10882","give","worry",2
"10883","give","wrong",2
"10884","give","year",1
"10885","given","fool",1
"10886","Given","time",1
"10887","givien","privilage",1
"10888","glad","chance",1
"10889","glad","get",1
"10890","glad","give",2
"10891","glad","job",1
"10892","glad","negro",1
"10893","glad","question",1
"10894","glad","war",1
"10895","gladly","mean",1
"10896","glass","break",1
"10897","glass","front",1
"10898","glass","incorrect",1
"10899","glass","issue",1
"10900","glass","limited",1
"10901","glass","line",1
"10902","glass","service",1
"10903","glasses","combat",1
"10904","glorious","cause",1
"10905","glorious","civilian",1
"10906","glory","honor",1
"10907","goat","boy",1
"10908","goat","feed",1
"10909","goat","make",1
"10910","goat","meat",4
"10911","goat","ranch",1
"10912","goat","stew",1
"10913","goat","time",1
"10914","god","bonus",1
"10915","god","help",1
"10916","god","job",1
"10917","god","sick",1
"10918","gods","food",1
"10919","gods","get",1
"10920","gods","let",1
"10921","gods","sake",2
"10922","goin","vancor",1
"10923","gold","ass",1
"10924","gold","bar",1
"10925","gold","brass",1
"10926","gold","brick",2
"10927","gold","bricking",1
"10928","gold","brigger",1
"10929","gold","carry",1
"10930","gold","give",1
"10931","gold","hat",1
"10932","gold","kissing",1
"10933","gold","seem",1
"10934","goldbrick","army",2
"10935","goldbrick","seem",1
"10936","goldbrick","whole",1
"10937","goldbriker","paragraph",1
"10938","gone","ready",1
"10939","good",".W.O.L.",1
"10940","good","1st",1
"10941","good","ability",3
"10942","good","advantage",3
"10943","good","age",1
"10944","good","airplane",1
"10945","good","algie",1
"10946","good","answer",1
"10947","good","antoher",1
"10948","good","arm",1
"10949","good","armed",1
"10950","good","army",11
"10951","good","Army",1
"10952","good","ask",1
"10953","good","assign",1
"10954","good","attitude",1
"10955","good","authority",2
"10956","good","bad",5
"10957","good","band",1
"10958","good","basket",1
"10959","good","become",1
"10960","good","bed",1
"10961","good","behavior",2
"10962","good","believe",2
"10963","good","benefit",2
"10964","good","better",1
"10965","good","bitch",1
"10966","good","body",1
"10967","good","book",1
"10968","good","boy",2
"10969","good","branch",2
"10970","good","bring",3
"10971","good","btry",1
"10972","good","built",1
"10973","good","bull",1
"10974","good","bunch",2
"10975","good","bus",3
"10976","good","buy",1
"10977","good","camp",6
"10978","good","can",1
"10979","good","care",2
"10980","good","certain",2
"10981","good","chance",13
"10982","good","change",1
"10983","good","citizen",1
"10984","good","city",1
"10985","good","civilian",1
"10986","good","clean",1
"10987","good","clothes",1
"10988","good","combat",2
"10989","good","come",3
"10990","good","company",1
"10991","good","compare",1
"10992","good","concern",1
"10993","good","condition",1
"10994","good","conduct",1
"10995","good","contente",1
"10996","good","cook",2
"10997","good","country",6
"10998","good","Country",1
"10999","good","course",2
"11000","good","cover",2
"11001","good","cross",1
"11002","good","cross-section",1
"11003","good","day",1
"11004","good","deal",2
"11005","good","deed",1
"11006","good","defense",1
"11007","good","deletion",1
"11008","good","democratic",1
"11009","good","dental",1
"11010","good","derive",1
"11011","good","describe",1
"11012","good","deserve",2
"11013","good","deter",1
"11014","good","different",2
"11015","good","dinner",1
"11016","good","done",1
"11017","good","drilling",1
"11018","good","duty",1
"11019","good","eat",2
"11020","good","education",3
"11021","good","efficient",1
"11022","good","effort",1
"11023","good","egg",1
"11024","good","enlisted",1
"11025","good","enough",2
"11026","good","essential",1
"11027","good","example",1
"11028","good","expect",1
"11029","good","express",1
"11030","good","facility",1
"11031","good","fair",1
"11032","good","farm",1
"11033","good","feeding",1
"11034","good","feel",2
"11035","good","feeling",1
"11036","good","fellow",2
"11037","good","field",1
"11038","good","fight",3
"11039","good","fighter",2
"11040","good","fighting",2
"11041","good","fill",1
"11042","good","find",13
"11043","good","fine",2
"11044","good","fit",2
"11045","good","food",5
"11046","good","friend",2
"11047","good","gather",1
"11048","good","general",3
"11049","good","get",19
"11050","good","give",21
"11051","good","goat",1
"11052","good","good",6
"11053","good","gripe",1
"11054","good","half",1
"11055","good","health",2
"11056","good","healthy",1
"11057","good","hear",1
"11058","good","help",6
"11059","good","high",1
"11060","good","higher",1
"11061","good","hold",1
"11062","good","home",1
"11063","good","hope",5
"11064","good","ide",1
"11065","good","idea",106
"11066","good","ideal",1
"11067","good","idear",3
"11068","good","idia",2
"11069","good","improve",2
"11070","good","include",1
"11071","good","individual",1
"11072","good","insertion",1
"11073","good","inspections",1
"11074","good","instructor",1
"11075","good","intelligence",1
"11076","good","issue",1
"11077","good","job",14
"11078","good","judgment",1
"11079","good","keep",2
"11080","good","kill",1
"11081","good","know",5
"11082","good","knowledge",1
"11083","good","leader",2
"11084","good","leave",2
"11085","good","less",1
"11086","good","lesson",1
"11087","good","let",4
"11088","good","lick",1
"11089","good","lif",1
"11090","good","life",3
"11091","good","light",1
"11092","good","like",1
"11093","good","line",2
"11094","good","little",2
"11095","good","living",1
"11096","good","long",1
"11097","good","lose",3
"11098","good","lot",2
"11099","good","luck",1
"11100","good","majority",1
"11101","good","mak",1
"11102","good","make",8
"11103","good","man",18
"11104","good","mans",1
"11105","good","many",6
"11106","good","material",1
"11107","good","meal",4
"11108","good","meat",2
"11109","good","mechanic",1
"11110","good","medals",1
"11111","good","medical",2
"11112","good","medicare",1
"11113","good","men",1
"11114","good","mess",1
"11115","good","method",1
"11116","good","mix",1
"11117","good","money",2
"11118","good","move",1
"11119","good","much",2
"11120","good","need",2
"11121","good","negroe",2
"11122","good","new",1
"11123","good","non-com",1
"11124","good","non-commissioned",2
"11125","good","number",1
"11126","good","obtain",2
"11127","good","officer",4
"11128","good","officr",1
"11129","good","old",2
"11130","good","one",6
"11131","good","opinion",2
"11132","good","opportunity",1
"11133","good","orchestra",1
"11134","good","order",1
"11135","good","ordering",1
"11136","good","outfit",3
"11137","good","overlooked",1
"11138","good","P.X.",1
"11139","good","pal",1
"11140","good","paragraph",2
"11141","good","part",5
"11142","good","partiallity",1
"11143","good","pay",1
"11144","good","peace",1
"11145","good","perform",1
"11146","good","pill",1
"11147","good","place",8
"11148","good","plan",1
"11149","good","plane",1
"11150","good","pleasant",1
"11151","good","pleasure",1
"11152","good","plenty",1
"11153","good","point",3
"11154","good","politician",2
"11155","good","poor",2
"11156","good","possible",2
"11157","good","post",2
"11158","good","prisoner",1
"11159","good","private",1
"11160","good","procedure",1
"11161","good","produce",1
"11162","good","promotion",2
"11163","good","proportion",1
"11164","good","prove",1
"11165","good","provide",1
"11166","good","psychological",1
"11167","good","psychology",1
"11168","good","public",1
"11169","good","purpo",1
"11170","good","put",1
"11171","good","quality",1
"11172","good","Quarter",1
"11173","good","question",10
"11174","good","questionaire",3
"11175","good","questionier",2
"11176","good","questionnaire",18
"11177","good","quit",1
"11178","good","rank",1
"11179","good","ration",1
"11180","good","reason",2
"11181","good","recreation",1
"11182","good","regret",1
"11183","good","relief",1
"11184","good","relieve",1
"11185","good","report",1
"11186","good","result",1
"11187","good","ride",2
"11188","good","right",3
"11189","good","row",1
"11190","good","say",1
"11191","good","section",1
"11192","good","see",2
"11193","good","select",2
"11194","good","send",1
"11195","good","sense",1
"11196","good","sergeant",2
"11197","good","service",1
"11198","good","shape",1
"11199","good","shit",1
"11200","good","show",6
"11201","good","single",1
"11202","good","size",1
"11203","good","sleep",1
"11204","good","smoot",1
"11205","good","solder",2
"11206","good","soldier",35
"11207","good","soldiering",1
"11208","good","soldy",1
"11209","good","solve",1
"11210","good","sou",1
"11211","good","space",1
"11212","good","speak",1
"11213","good","spec",1
"11214","good","special",1
"11215","good","spirit",1
"11216","good","sport",1
"11217","good","station",1
"11218","good","stay",1
"11219","good","straw",1
"11220","good","superior",1
"11221","good","supper",1
"11222","good","survey",1
"11223","good","system",1
"11224","good","take",5
"11225","good","talent",1
"11226","good","taste",1
"11227","good","team",1
"11228","good","technical",1
"11229","good","tell",2
"11230","good","test",3
"11231","good","thing",33
"11232","good","think",13
"11233","good","thong",1
"11234","good","thought",1
"11235","good","throw",1
"11236","good","time",8
"11237","good","touch",2
"11238","good","tough",1
"11239","good","trade",1
"11240","good","training",5
"11241","good","treat",1
"11242","good","treatment",1
"11243","good","trouble",1
"11244","good","try",2
"11245","good","type",1
"11246","good","unclear",7
"11247","good","underline",2
"11248","good","use",3
"11249","good","vacation",1
"11250","good","vague",1
"11251","good","valuable",1
"11252","good","wage",2
"11253","good","war",3
"11254","good","waste",1
"11255","good","way",14
"11256","good","weekend",1
"11257","good","welder",1
"11258","good","well",1
"11259","good","white",1
"11260","good","whole",3
"11261","good","win",1
"11262","good","work",7
"11263","good","worker",3
"11264","good","write",2
"11265","good","writer",1
"11266","good","young",1
"11267","goods","want",1
"11268","got","left",1
"11269","goto","club",1
"11270","gotz","send",1
"11271","gov.","stand",1
"11272","Gov't","People",1
"11273","goverment","manpower",1
"11274","goverment","self",1
"11275","goverment","valuable",1
"11276","goverment","waste",1
"11277","goverment","year",1
"11278","govern","ambition",1
"11279","govern","daily",1
"11280","govern","democracy",1
"11281","govern","life",1
"11282","governed","self",1
"11283","government","agency",1
"11284","government","army",1
"11285","government","benifit",1
"11286","government","best",1
"11287","government","bring",1
"11288","government","business",1
"11289","government","case",1
"11290","government","civilian",1
"11291","government","controll",1
"11292","government","country",1
"11293","government","defense",1
"11294","government","deserve",1
"11295","government","discharge",1
"11296","government","dollar",2
"11297","government","family",1
"11298","government","find",2
"11299","government","fit",1
