,PROJECT_ID,ABSTRACT,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,PROJECT_START_DATE,PROJECT_END_DATE,FY,FY_TOTAL_COST
47,89960,IMPACT MECHANICS AND CENTRAL PIT FORMATION ON ICY SATELLITES Central pit craters are an unusual morphological class of impact crater seen most commonly on the large icy satellites Ganymede and Callisto where they replace the peak-ring morphology expected,Ganymede; Mechanics; Morphology,IMPACT MECHANICS AND CENTRAL PIT FORMATION ON ICY SATELLITES CENTRAL PIT CRATERS ARE AN UNUSUAL MORPHOLOGICAL CLASS OF IMPACT CRATER SEEN MOST COMMONLY ON THE LARGE ICY SATELLITES GANYMEDE AND CALLISTO WHERE THEY REPLACE THE PEAK-RING MORPHOLOGY EXPECTED,NASA,NASA,9/17/2008,9/16/2012,2008,188920.0
48,89959,"The earliest detailed records of Australia's indigenous languages date from approximately two hundred years ago, and therefore our only access to the prehistory of Australia's indigenous past is through reconstruction in archeology and linguistics. While we know that humans have lived in Australia for more than 40,000 years, we do not know how speakers of the 250 currently attested languages came to live where they do today. This project uses linguistic evidence to trace the history of Aboriginal people in prehistoric times. Systematic similarities between words in these languages can be used to reconstruct various properties of prehistoric languages. These techniques will be used to determine the structure of the Pama-Nyungan language family, which will shed light on prehistoric population movements.Australia's linguistic prehistory is important for several reasons. It has been claimed that methods developed for Europe and the Americas do not work in Australia. If true, such a finding would be highly important, since these methods are based on properties of language change which until now have been assumed to be universal. However, preliminary work indicates that Australian languages show the same characteristics that we find elsewhere. Small speech community size, widespread multilingualism, and other factors have obscured relationships between these languages. These languages are an excellent laboratory for modeling what language change might have been like before the spread of agricultural communities. If we are ever going to be able to model accurately what prehistoric global language spread might have looked like, we need to understand how it operated in Australia.",Aborigine; Agriculture; Americas; Archaeology; Australia; base; Characteristics; Communities; Europe; Family; Human; Indigenous; Laboratories; Language; Life; Light; Linguistics; Methods; Modeling; Multilingualism; population movement; Property; reconstruction; Recording of previous events; Records; Speech; Structure; Techniques; Time; Work,CAREER: PAMA-NYUNGAN RECONSTRUCTION AND THE PREHISTORY OF AUSTRALIA,NSF,NSF,8/1/2008,6/30/2012,2008,407272.0
49,90112,IMPROVED NUMERICAL MODELING OF GAS-SURFACE INTERACTION IN HYPERSONIC FLOWS  A modification to the NASA DPLR code is proposed to improve the capability of the tool to simulate detailed gas/surface interaction chemistry on TPS materials for applications to,Chemistry; Code; Gases; improved; Modeling; Modification; Simulate; Surface; tool; United States National Aeronautics and Space Administration,IMPROVED NUMERICAL MODELING OF GAS-SURFACE INTERACTION IN HYPERSONIC FLOWS A MODIFICATION TO THE NASA DPLR CODE IS PROPOSED TO IMPROVE THE CAPABILITY OF THE TOOL TO SIMULATE DETAILED GAS/SURFACE INTERACTION CHEMISTRY ON TPS MATERIALS FOR APPLICATIONS TO,NASA,NASA,8/1/2008,11/2/2009,2008,38591.0
50,90115,"The Kentucky (KY) EPSCoR RII-7 proposal unites eight institutions, University of Kentucky, Berea College, Centre College of Kentucky, Kentucky State University, Morehead State University, Northern Kentucky University, University of Louisville, and Eastern Kentucky University, to continue the strategy of investing in infrastructure to develop Kentucky?s ?New Economy? by supporting research in Innovative Materials and Devices.  Intellectual Merit This project will pursue two major research initiatives. Initiative in Innovative Materials and Devices is focused on studies of bulk single-crystal transition metal oxides and epitaxial thin films with complementary functionalities, and applications of multilayered thin films for molecular electrodes as well as for single-molecule magnets. The other part of the project will focus on engineering new platforms to enhance our understanding of a single cell or multiple cell types, interactions between individual cells and cell types, and sensing at the molecular, intracellular and intercellular levels. A statewide Micro/Nano Network will advance micro/nanotechnology and the many fields that utilize this technology.Broader ImpactsKentucky EPSCoR has developed a comprehensive plan for increasing diversity and evaluating progress in that area.  Programs such as seed-funding that supports research at regional institutions and a program to involve diverse populations of Kentucky students in research will be supported through EPSCoR.  A special program for computer science graduate students at Kentucky State University will be introduced.  Kentucky EPSCoR also proposes the cyberinfrastructure plans for the state, and augments them with support for increasing the expertise and developing new sources of talent. The project is consistent with the state?s science and technology plan, and the associated higher education plan.  The project will develop new facilities and establish new faculty and staff positions in the bio-, nano-, & cyber-technology areas.  Kentucky EPSCoR has developed a review process intended to identify infrastructure that should support the most promising research.  A system of evaluation metrics has been developed to determine whether a strategy is working, and if it is improving Kentucky?s competitiveness.",Area; cell type; Cells; college; computer science; Devices; education planning; Electrodes; Engineering; Evaluation; Faculty; Film; Funding; graduate student; improved; Individual; innovation; Institution; Kentucky; metal oxide; Metric; Molecular; molecular film; nano; Nanotechnology; Population Heterogeneity; Positioning Attribute; Process; programs; Research; Research Infrastructure; Research Support; Science; Seeds; single molecule; Source; Students; System; Talents; Technology; Transition Elements; Universities; Work,TRANSFORMING KENTUCKY''S NEW ECONOMY,NSF,NSF,9/1/2008,8/31/2013,2008,7421000.0
51,90119,"The investigators propose to develop and test new instructional techniques aimed at teaching high-school science students how to use the diagrams that appear in their biology textbooks. Research from a range of disciplines has shown that people have difficulty making sense of diagrams. The investigators had previously found that inference and other high-level processes that are important for learning from text are even more important for learning from diagrams. They further showed that students show little gains in content understanding from textbook diagrams. The investigators will capitalize on commonalities among several theories of diagrammatic reasoning to develop four interventions, following an additive design, aimed at improving classroom instruction in how to use diagrams. In each iteration, one additional intervention feature is added to the initial intervention. In the first intervention, they will teach the components of diagrams (i.e., how to read captions, color keys, and other conventions of diagrams). In the second, they will also teach the coordinating of text and diagrams. In the third, they will also have the students engage in self-explanation. In the fourth, they will also have students construct their own drawings. In conjunction with these experimental studies, the investigators will collect eye tracking data on a subset of participants pre- and post-intervention in order to look for possible changes in gaze patterns.",Biology; Color; Data; design; Discipline; Educational process of instructing; Eye; gaze; high school; improved; Instruction; Intervention; Learning; Participant; Pattern; post intervention; Process; Reading; Research; Research Personnel; research study; Science; Students; Techniques; Testing; Text; Textbooks; theories,TEACHING EFFECTIVE USE OF DIAGRAMMATIC REASONING IN BIOLOGY,NSF,NSF,9/15/2008,8/31/2013,2008,999731.0
52,89956,"The Center for the Study of Black Youth in Context (CSBYC) will focus on research and action on social, psychological, and educational development among African American children and youth.  The CSBYC has four major objectives: (1) to develop an infrastructure for a series of coordinated research investigations of the ecological, cultural, racial, and familial contexts that influence the development of African American children; (2) to provide training for early scholars, graduate students, and undergraduate students around skills necessary to do research and practice with diverse populations of ethnic minority children in diverse community and school settings; (3) to cultivate collaborative relationships and partnerships between the University of Michigan and local communities to inform current and prospective practice and  intervention approaches for improving youth social and educational outcomes; (4) to serve as a resource and clearinghouse for scholarship, training, and practice approaches that can be utilized by scholarly and community stakeholders in the state more broadly, as well as among institutional and community settings nationally.  To meet these goals, CSBYC investigators will conduct an initial research study of middle school aged children in four diverse community settings. The goals of the research project are to study ways parents and family caregivers socialize their children around race and to examine the influence of various types of parenting on child academic and social outcomes. Using multiple methods (surveys, family diary studies, qualitative interviews, and observations), the research will show how parents choose parenting strategies based on characteristics of their communities (e.g., racial and economic diversity) along with their appraisals of the racial, cultural, and class dynamics of their communities. The CSBYC research will contribute to understanding of normative development of African American children within their varying family, neighborhood, and school contexts, which has received relatively little systematic attention. The study of Black youth from different social class backgrounds is important for a number of reasons.  First, despite the growing Black middle class in America, a disproportionate number of studies have focused only on low-income Black children in urban settings and/or on high-risk youth populations. Consequently, race and social class often are confounded in research and in its application to practices/interventions to enhance youth development.  There is less knowledge of family, educational, and social development processes of African American children across different social class groups and the implications of community social class and demographic diversity, such as Black families' movement to, and increasing representation in, middle class or suburban settings. For instance, studies show that parental education is one of the biggest predictors of school achievement among African American youth, yet even middle class African American students trail their European American counterparts in academic achievement. Such patterns suggest that parents of different social class backgrounds differentially negotiate the schooling process for their children. It also suggests there still is much to be learned about variation in family processes within lower and higher socioeconomic levels. By examining Black families from diverse community contexts, the CSBYC investigators will address important questions about the nature of development among Black youth in ways that can support the efforts of researchers, communities, schools, and families to encourage successful development among children and adolescents.",Academic achievement; Achievement; Action Research; Address; Adolescent; African American; American; Americas; Attention; base; Characteristics; Child; Child Rearing; Communities; community setting; Development; diaries; Economics; Education; ethnic minority population; European; Family; Family Caregiver; Family Process; Goals; graduate student; high risk; improved; Intervention; Interview; Investigation; junior high school; Knowledge; Learning; Low income; Mediation; meetings; Michigan; middle school; Movement; Nature; Neighborhoods; Outcome; Parenting behavior; Parents; Pattern; Population; Population Heterogeneity; Process; prospective; psychologic; Race; Research; Research Infrastructure; Research Personnel; Research Project Grants; research study; Resources; Scholarship; School-Age Population; Schools; Series; skills; social; Social Class; Social Development; socioeconomics; Students; suburb; Survey Methodology; Training; Universities; Variant; Youth,IRADS: CENTER FOR THE STUDY OF BLACK YOUTH IN CONTEXT (CSBYC),NSF,NSF,10/1/2008,9/30/2011,2008,1499901.0
53,89951,"Government policy today targets firms rather than firm ecosystems.  Given the increased fragmentation of firm activities and increased technological interdependency of these firms over the past 20 years, this mode of policy-making may be outdated.  This research leverages a natural experiment in the converging telecommunications and computing industry to examine the impact on the innovation ecosystem of removing a critical set of innovating firms. Drawing on the results, the researchers seek to define characteristics of innovation ecosystems that could provide resiliency against future shocks.Despite extensive study, there is little agreement within the academic, industrial, or policy communities on the impact of moving firm activities offshore on innovation back in the U.S.  Previous work by the P.I. has shown that moving manufacturing offshore changes technology development incentives.  Specifically, her results show that when U.S. firms shift production from the U.S. to developing East Asia, the most advanced technologies that were developed in the U.S. no longer pay.  Production characteristics are different abroad, and earlier technologies can be more cost-effective in developing country environment.  Building on these results, this project seeks to understand the impact of manufacturing offshore on (1) the innovative activities of the firms that moved manufacturing offshore, and (2) the continued advance of the advanced technologies within the same or other institutions in the U.S. In the case of the first part of the study, the results demonstrate whether firms which relocated manufacturing offshore are following a different technology trajectory from those firms still manufacturing in the U.S.  In the case of the second part of the study, the results shed insight into whether the relocation of manufacturing offshore has, in the case of the ecosystem of study, shifted the institutional locus of innovation. Broader Impact: In recent years, there has been rising concern over the ability of the U.S. to remain competitive in the global economy. Understanding how innovation ecosystems react to a set of innovating firms moving activities offshore is critical to redefining U.S. science and innovation policy and to improving the resiliency of such systems. The results of this study shed insights into the significance of institutional location -- small versus large firms, universities, or government labs -- on the quantity and direction of innovation.  Leveraging these results, the project characterizes critical metrics of innovation ecosystems that may aid in their resiliency against shocks such as a large set of innovating firms moving manufacturing offshore.  Metrics may include such units as coupling intensity between manufacturing location and innovative output, institutional fluidity, firm-university patent-publication interdependency, and other metrics that emerge from the result of the study.  These metrics can be used immediately by policy-makers to assess ecosystem resiliency, and will enable academics to build on them in future work characterizing industry ecosystems. Finally, the particular technology of study -- optoelectronics -- is critical to advance in communications, computing, and sensing.  Understanding the policy levers to continue technology development in optoelectronics may be essential to U.S. economic and military leadership.",Agreement; Back; Characteristics; Communication; Communities; cost effective; Coupling; Developing Countries; Economics; Ecosystem; Environment; Far East; fluidity; Future; Government; improved; Incentives; Industry; innovation; insight; Institution; Leadership; Legal patent; Location; Metric; Military Personnel; Natural experiment; Output; Policies; Policy Maker; Policy Making; Production; Publications; Research; Research Personnel; resilience; Science; Shock; System; Technology; technology development; Telecommunications; Universities; Work,QUANTIFYING THE RESILIENCE OF INDUSTRY INNOVATION ECOSYSTEMS: THE IMPACT OF MANUFACTURING OFFSHORE ON FIRM TECHNOLOGY TRAJECTORIES AND THE INSTITUTIONAL LOCUS OF INNOVATION,NSF,NSF,8/1/2008,7/31/2011,2008,208068.0
54,90127,"SES-0818337Meredith Kleykamp   University of KansasThe project will measure whether employers exhibit discriminatory or preferential attitudes toward military veterans and whether this affects veteran treatment in the hiring process. This study explores how and why veteran outcomes differ by race/ethnicity and gender. The main goals of the project are to: 1) identify how military veterans fare in hiring, document the extent of differential hiring treatment of veterans and whether such treatment varies by race and gender using an experimental design 2) explore the mechanisms explaining employer  treatment of veterans, how employers evaluate military experience, and what meaning military experience holds in the civilian hiring process using in-depth interviews with hiring agents and 3) adjudicate competing sociological explanations for differential veteran/nonveteran employment outcomes, of human capital development, selection, signaling or screening, and cultural capital development on the basis of the audit and interview data.  Broader ImpactsThe research has broad reaching social impacts.  First, it contributes to both the academic and practical understanding of veteran hiring practices. Findings will foster development of veteran-friendly transition and employment policies.  Evidence of discriminatory hiring practices or negative sentiments toward military job seekers would suggest the need for better employer education on laws protecting military members and better evaluation of compliance with such laws.  On the other hand, evidence of preferential treatment could clarify that employment transition difficulties facing veterans lie elsewhere in the hiring or job matching process.   The project contributes to the recent University of Kansas-Ft. Leavenworth initiative facilitating collaboration between the University and the Army?s Command and General Staff College by providing information that can be used to aid military policymaking.",adjudicate; Affect; Attitude; base; Capital; Collaborations; college; Data; Development; Education; Employment; Evaluation; Exhibits; experience; Experimental Designs; Fostering; Gender; Goals; Hand; human capital; Interview; Kansas; Laws; Measures; member; Military Personnel; Occupations; Outcome; Policies; Process; Race; Research; Role; Screening procedure; Signal Transduction; Social Impacts; Universities; Veterans; War; Work,FINDING WORK AFTER WAR: THE ROLE OF MILITARY EXPERIENCE IN CIVILIAN HIRING,NSF,NSF,9/15/2008,9/30/2010,2008,74060.0
55,90128,X-Ray Flares: The Last Breath of the Inner Engine Gamma-Ray Burst (GRB) explosions occur approximately three times per day in the visible universe (not considering the beaming correction) and have been observed routinely by highly successful dedicated mis,Explosion; Flare; Gamma Rays; Roentgen Rays; Time,X-RAY FLARES: THE LAST BREATH OF THE INNER ENGINE GAMMA-RAY BURST (GRB) EXPLOSIONS OCCUR APPROXIMATELY THREE TIMES PER DAY IN THE VISIBLE UNIVERSE (NOT CONSIDERING THE BEAMING CORRECTION) AND HAVE BEEN OBSERVED ROUTINELY BY HIGHLY SUCCESSFUL DEDICATED MIS,NASA,NASA,9/22/2008,3/7/2011,2008,45438.0
56,90129,DETERMINATION OF THE BONE MARROW MACROPHAGE PHENOTYPE IN SPACE Summary:  THE EXPERIMENTS PROPOSED BY THE PI FOR THE ULF2 MISSION DEFINITELY IS ALIGNED WITH NASA'S MISSION.  IN FACT THE EXPERIMENT PROPOSED BY THE PI FOR ULF2 MISSION ADDRESSES TWO QUESTIONS,Address; Bone Marrow; macrophage; Mission; Phenotype; research study; United States National Aeronautics and Space Administration,DETERMINATION OF THE BONE MARROW MACROPHAGE PHENOTYPE IN SPACE SUMMARY: THE EXPERIMENTS PROPOSED BY THE PI FOR THE ULF2 MISSION DEFINITELY IS ALIGNED WITH NASA''S MISSION. IN FACT THE EXPERIMENT PROPOSED BY THE PI FOR ULF2 MISSION ADDRESSES TWO QUESTIONS,NASA,NASA,10/1/2008,9/30/2009,2008,82420.0
57,90132,THE CENTER FOR RADIATION ENGINEERING AND SCIENCE FOR SPACE EXPLORATION (CRESSE) Prairie View A&M University (PVAMU) - a HBCU - proposes a research center with the infrastructure to investigate the scientific and engineering challenges faced by NASA and th,Engineering; Historically Black Colleges and Universities; Radiation; Research; Research Infrastructure; Science; Space Explorations; United States National Aeronautics and Space Administration; Universities,THE CENTER FOR RADIATION ENGINEERING AND SCIENCE FOR SPACE EXPLORATION (CRESSE) PRAIRIE VIEW A&M UNIVERSITY (PVAMU) - A HBCU - PROPOSES A RESEARCH CENTER WITH THE INFRASTRUCTURE TO INVESTIGATE THE SCIENTIFIC AND ENGINEERING CHALLENGES FACED BY NASA AND TH,NASA,NASA,10/1/2008,9/30/2010,2008,1999994.0
58,89947,ENHANCING THE USE OF NASA EARTH SCIENCE RESULTS / DATA / AND TECHNOLOGY BY ENGAGING THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS COMMUNITIES OF PRACTICE IN TARGET AREAS OF INTEREST TO NASA The Federation of Earth Science Information Partners ( Fed,Area; Community Practice; Data; feeding; Information Sciences; interest; Science; Technology; United States National Aeronautics and Space Administration,ENHANCING THE USE OF NASA EARTH SCIENCE RESULTS / DATA / AND TECHNOLOGY BY ENGAGING THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS COMMUNITIES OF PRACTICE IN TARGET AREAS OF INTEREST TO NASA THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS (''FED,NASA,NASA,7/28/2008,7/27/2011,2008,975000.0
59,89942,"As team members gain experience working together, team performance improves significantly. These  learning curves  have been observed in many team settings, including software development teams, hospital surgery teams and coal-mining crews.  This research project will examine constituents of team experience in order to learn more about the specific phenomena that underlie learning curve gains. Researchers have attributed some of the performance gains associated with team longevity to the development of  transactive memory  (TM) systems, which involve awareness of who knows and does what on a team. When a team has a well-defined TMS, team members know whom to rely on for specific skills or expertise. A series of laboratory studies will manipulate the match between team members' knowledge and roles and the extent to which team members share a common language. The experiments will examine the separate and interactive effects of these variables on team performance as well as the nature of the task (e.g., its uncertainty, urgency), characteristics of team members (e.g., member diversity), and features of the work context (e.g., whether team performance occurs in a virtual or co-located setting) in order to identify which component of transactive memory (or which interactions) increases team performance.  This research has theoretical and practical implications. Due to the rapid organizational and technological changes prevalent in today's workplace, teams often do not not have the luxury of staying together for extended periods.  By unpacking the constituents of learning curve effects we learn how to promote these effects more quickly. Conversely, we can learn to recognize the conditions in which there can be no substitute for time.",Awareness; Characteristics; Coal Mining; Development; experience; Hospitals; improved; Knowledge; Laboratory Study; Language; Learning; Longevity; member; Memory; Nature; Operative Surgical Procedures; Performance; Research; Research Personnel; Research Project Grants; research study; Role; Series; skills; software development; System; Time; Uncertainty; virtual; Work; Workplace,LEARNING EFFECTS IN WORK TEAMS: TRANSACTIVE MEMORY SYSTEMS AND TEAM PERFORMANCE,NSF,NSF,10/1/2008,9/30/2011,2008,398052.0
60,89937,"The project proposes a conference to stimulate a national conversation on new STEM learning research paradigms that cut across boundaries and investigate multiple contexts and media, rather than historical approaches that have viewed learning within limited temporal, spatial and socio-cultural contexts.The project will create a special peer-reviewed, international themed issue in the journal Science Education that reflects the meeting, convene the national conference of prominent learning sciences researchers, host a post-conference national web conference, follow-up on participants after one year, and host a series of national discussions around new paradigms in STEM at multiple national meetings.",follow-up; International; Internet; Journals; Learning; meetings; next generation; Participant; Peer Review; Research; Research Personnel; Science; science education; Series; symposium,TOWARDS THE NEXT GENERATION OF RESEARCH ON STEM LEARNING,NSF,NSF,10/1/2008,3/31/2012,2008,99999.0
61,89936,"Despite evidence that innovation has become increasingly collaborative, our understanding of collaborative creativity and its impact on economic productivity remains incomplete.  For example, how should firms structure the collaborations of their inventors, given that networks which enhance the generation of a new idea also appear to hamper the dissemination of that idea?  How does knowledge flow within and between regions and how can policy makers influence those flows for maximal social welfare?  How does investment in scientific research result in peer-reviewed publication, the diffusion of knowledge, invention, and patenting, and ultimate gains in economic productivity?  These questions remain unanswered because social network data are difficult to gather, particularly across time, space, and boundaries.  This proposal allows answering these questions by calculating and posting millions of relational data, based on all co-authorship ties between inventors of U.S. patents, from 1963 through the present.The database complements the National Bureau of Economic Research (NBER) patent database by providing the social networks of patent co-authorships.  It creates a standard social network patent database at the individual inventor and aggregate levels including organizational, regional, and technological.  It reduces barriers to entry to scholars who lack the requisite programming skills and hardware to create the data on their own and enables real time graphing of patent co-authorship networks.  It provides a website by which actual inventors can assess the accuracy of the algorithms used to uniquely identify them in the patent database.  Finally, the project provides data on a public website accessible by scholars, business analysts, and students.  Just as the original NBER database has unleashed broad and diverse scholarship on innovation (over 500 papers cite it, according to Google Scholar, by early 2008), the social network database project will unleash a similar wave of research, focused on collaborative creativity and the social networks of inventors and their organizations.Broader Impacts: The research will publish social network data from all U.S. patent co-authorships (1963-present) for use by researchers, students, and business analysts.  It will provide real-time ability to visually illustrate these networks, with a variety of variables illustrated by color and size of the nodes and co-authorship links.  It will enable answering how managers should structure collaborative relationships and how information flows across organizational, regional, and technological boundaries.  It will enable tracing the career productivity and mobility of millions of inventors around the world.  In conjunction with other databases on research grants and scientific publication, it will illuminate the process of knowledge creation and dissemination at many levels of analysis, from the individual, to the organizational, and international.The primary purpose of this project is to make social network data, based on the co-authorship of U.S. patents from 1963 through the present, available to researchers and the public at large.  The plan, within six months of project start, is to make the data available from the Harvard MIT Data Center.  The data will also be archived in the Henry A. Murray Research Archive.  Raw data and the source code will be included in these postings.",Algorithms; Archives; Authorship; Businesses; career; Collaborations; Color; Complement; Creativeness; Data; Data Sources; Databases; Diffusion; Economics; Generations; Graph; Individual; innovation; International; Investments; Knowledge; Legal patent; Link; Paper; Peer Review; Policy Maker; Process; Production; Productivity; programs; Publications; Publishing; Research; Research Personnel; Research Project Grants; Scholarship; skills; social; Social Network; Social Welfare; Source Code; Structure; Students; Time; web site,DAT: CREATING A PATENT COLLABORATION NETWORK DATABASE TO EXAMINE THE SOCIAL PRODUCTION OF KNOWLEDGE,NSF,NSF,10/1/2008,9/30/2011,2008,448667.0
62,89935,ENERGY MANAGEMENT IN SERIAL MANIPULATORS VIA SERIES ELASTIC ACTUATION SUBSYSTEMS The goal is to improve robot arm performance over a broad range of tasks that might include both intentional impacts (employing hammers / picks / chisels / etc.) and mitigati,arm; Goals; improved; Performance; Robot; Series,ENERGY MANAGEMENT IN SERIAL MANIPULATORS VIA SERIES ELASTIC ACTUATION SUBSYSTEMS THE GOAL IS TO IMPROVE ROBOT ARM PERFORMANCE OVER A BROAD RANGE OF TASKS THAT MIGHT INCLUDE BOTH INTENTIONAL IMPACTS (EMPLOYING HAMMERS / PICKS / CHISELS / ETC.) AND MITIGATI,NASA,NASA,9/22/2008,3/26/2010,2008,38298.0
63,89934,MOLECULAR BASIS OF DNA REPAIR AND PROTECTION FROM APOPTOSIS IN NEURONAL PROGENITORS EXPOSED TO SPACE RADIATION The health risks to astronauts exposed to space radiation include cognitive deficits and possibly accelerated aging. While the pathogenesis of r,Aging; Apoptosis; Astronauts; base; Cognitive deficits; DNA Repair; Health; Molecular; nerve stem cell; Pathogenesis; Radiation; Risk,MOLECULAR BASIS OF DNA REPAIR AND PROTECTION FROM APOPTOSIS IN NEURONAL PROGENITORS EXPOSED TO SPACE RADIATION THE HEALTH RISKS TO ASTRONAUTS EXPOSED TO SPACE RADIATION INCLUDE COGNITIVE DEFICITS AND POSSIBLY ACCELERATED AGING. WHILE THE PATHOGENESIS OF R,NASA,NASA,10/1/2008,9/30/2012,2008,1075789.0
64,89929,ENDEAVOR SCIENCE TEACHER CERTIFICATE PROGRAM (ESTCP)- U.S. Satellite Laboratory (USSL) will create / develop / implement / administer and support a competitive Endeavor Science Teacher Certificate Program (ESTCP) - awarding over 200 Fellowships to in-serv,Award; Fellowship; Laboratories; programs; Science; teacher,ENDEAVOR SCIENCE TEACHER CERTIFICATE PROGRAM (ESTCP)- U.S. SATELLITE LABORATORY (USSL) WILL CREATE / DEVELOP / IMPLEMENT / ADMINISTER AND SUPPORT A COMPETITIVE ENDEAVOR SCIENCE TEACHER CERTIFICATE PROGRAM (ESTCP) - AWARDING OVER 200 FELLOWSHIPS TO IN-SERV,NASA,NASA,9/1/2008,8/31/2013,2008,1249999.0
65,89928,TRACKING PLAGIOCLASE AND HIGH-CA PYROXENE AS INDICATORS OF THE PATHOGENESIS OF ASTEROIDS 433 EROS This project entitled Tracking Plagioclase and High-Ca Pyroxene As Indicators of the Petrogenesis of Asteroid 433 Eros  aims to try to better understand the,Minor Planets; Pathogenesis,TRACKING PLAGIOCLASE AND HIGH-CA PYROXENE AS INDICATORS OF THE PATHOGENESIS OF ASTEROIDS 433 EROS THIS PROJECT ENTITLED TRACKING PLAGIOCLASE AND HIGH-CA PYROXENE AS INDICATORS OF THE PETROGENESIS OF ASTEROID 433 EROS'' AIMS TO TRY TO BETTER UNDERSTAND THE,NASA,NASA,7/1/2008,12/31/2010,2008,112432.0
66,89927,AEOLIAN SEDIMENT MOVEMENT UNDER TITAN CONDITIONS: WIND TUNNEL EXPERIMENTS AND MODELING The objectives of this work are to conduct wind tunnel experiments and complementary modeling of aeolian sediment transport under Titan conditions in support of interpr,Environmental Wind; Modeling; Movement; research study; Titan; Work,AEOLIAN SEDIMENT MOVEMENT UNDER TITAN CONDITIONS: WIND TUNNEL EXPERIMENTS AND MODELING THE OBJECTIVES OF THIS WORK ARE TO CONDUCT WIND TUNNEL EXPERIMENTS AND COMPLEMENTARY MODELING OF AEOLIAN SEDIMENT TRANSPORT UNDER TITAN CONDITIONS IN SUPPORT OF INTERPR,NASA,NASA,8/16/2008,8/15/2011,2008,108140.0
67,89925,"It is often difficult to distinguish whether the graduates of a challenging academic program are successful because of their educational experiences, or whether the program simply selected individuals destined for success into the program.  It is usually impossible to conduct a true experiment with random assignment of students to educational opportunities.  However, large-scale shifts in policy can serve as  natural experiments  that change the way students are matched to educational programs and allow us to identify causal consequences of education.The specific research question addressed by this project is:  Do institution-level shifts in the number of science and engineering degrees conferred lead to measurable changes in graduate outcomes?for example: higher earnings, increased participation in the science and engineering workforce, or a larger probability of filing patents?relative to similar earlier graduates? And how does the research inform the science of science policy?Writing in 1994, William Trent and John Hill described a concerted effort by a group of Historically Black Colleges and Universities (HBCUs) to expand educational opportunities in engineering, computer science and other technical fields,  to prepare their students for expanded career choices.   Preliminary evidence suggests that a shift in the relative participation of black college graduates in occupations related to engineering, math, computer science, or physical sciences (EMS) occurred at about the same time.  Furthermore, growth in EMS college majors was particularly strong among students most likely to attend HBCUs:  those who attended high school in the South.  The initial phase of this project is designed to distinguish whether the growth was driven by HBCU policies, or by change at other southern institutions.  The second phase involves assembling more than 30 years of data on the number and type of degrees conferred by each U.S. institution of higher education (collected annually by the U.S. Department of Education), analyzing the data to find other examples of large institution-level (or state-level) shifts in the number of science and engineering degrees conferred, and combining this information with data from other sources to discover the resulting educational and economic impacts.The initial phase of this research is designed to reveal the institution-level processes underlying recent expansion of science and engineering participation by a persistently underrepresented minority group.  More generally, the research project expands knowledge about the extent to which exposure to science or engineering education at the undergraduate level changes the set of skills college graduates bring to the labor market, and whether that change is substantial enough to affect a whole host of outcome measures including earnings, occupation, and patent activity. Broader ImpactsThe knowledge gained from this research project informs individual-level career-path choices as well as educational and workforce policies.  Educational materials appropriate for middle school or high school students are intended teach fundamental mathematics concepts while they convey motivating information-- derived from this research-- about the economic value of pursuing academically challenging educational programs.",Address; Affect; career; Career Choice; college; computer science; Data; Data Analyses; design; economic impact; economic value; Education; Educational Materials; Educational process of instructing; Employment; Engineering; experience; Exposure to; Growth; high school; Historically Black Colleges and Universities; Individual; innovation; Institution; junior high school; Knowledge; Lead; Legal patent; Marketing; Mathematics; Measurable; middle school; Minority Groups; Natural experiment; Occupations; Outcome; Outcome Measure; Phase; physical science; Policies; Probability; Process; programs; Relative (related person); Research; Research Project Grants; research study; Science; Science Policy; skills; Source; Students; success; Time; Underrepresented Minority; Writing,"(DAT) IMPACTS OF HISTORICALLY BLACK INSTITUTIONS'' POLICIES ON SCIENCE AND ENGINEERING EDUCATION, EMPLOYMENT, EARNINGS AND INNOVATION: A ''NATURAL'' EXPERIMENT",NSF,NSF,1/1/2009,12/31/2012,2008,392518.0
68,89924,LAB-ON-A-CHIP APPLICATIONS OF PERMANENT NONWETTING The proposed research seeks to apply knowledge gained through previous NASA support to a problem of current interest-so-called  lab-on-a-chip  (hereafter abbreviated LOC) or  biochip  processing (Bousse -,biochip; interest; Knowledge; Lab-On-A-Chips; micro-total analysis system; Process; Research; United States National Aeronautics and Space Administration,LAB-ON-A-CHIP APPLICATIONS OF PERMANENT NONWETTING THE PROPOSED RESEARCH SEEKS TO APPLY KNOWLEDGE GAINED THROUGH PREVIOUS NASA SUPPORT TO A PROBLEM OF CURRENT INTEREST-SO-CALLED ''LAB-ON-A-CHIP'' (HEREAFTER ABBREVIATED LOC) OR ''BIOCHIP'' PROCESSING (BOUSSE -,NASA,NASA,6/6/2008,6/5/2012,2008,100000.0
