"","lemma","verb_count","item2","cooccurence_count"
"2579","accommodate",9,"complaint",2
"2580","accommodate",9,"conserve",2
"2581","accommodate",9,"dental",2
"2582","accommodate",9,"ia",2
"2583","accommodate",9,"less",2
"2584","accommodate",9,"life",2
"2585","accommodate",9,"mental",2
"2586","accommodate",9,"threaten",2
"2587","accommodate",9,"accession",2
"2588","accommodate",9,"ancillary",2
"2589","accommodate",9,"mcmo",2
"2590","accommodate",9,"optical",2
"2591","accommodate",9,"rff",2
"2592","comprise",9,"conferencing",1
"2593","comprise",9,"confident",1
"2594","comprise",9,"convene",1
"2595","comprise",9,"debris",1
"2596","comprise",9,"decentralize",1
"2597","comprise",9,"exert",1
"2598","comprise",9,"expire",1
"2599","comprise",9,"face",1
"2600","comprise",9,"focal",1
"2601","comprise",9,"foundation",1
"2602","comprise",9,"grant",1
"2603","comprise",9,"iads",1
"2604","comprise",9,"igos",1
"2605","comprise",9,"imminent",1
"2606","comprise",9,"integral",1
"2607","comprise",9,"interface",1
"2608","comprise",9,"interrelate",1
"2609","comprise",9,"introduce",1
"2610","comprise",9,"jammer",1
"2611","comprise",9,"jun",1
"2612","comprise",9,"lie",1
"2613","comprise",9,"naturally",1
"2614","comprise",9,"nature",1
"2615","comprise",9,"opposition",1
"2616","comprise",9,"optimize",1
"2617","comprise",9,"otherwise",1
"2618","comprise",9,"permission",1
"2619","comprise",9,"phenomenon",1
"2620","comprise",9,"radcs",1
"2621","comprise",9,"radio",1
"2622","comprise",9,"reside",1
"2623","comprise",9,"retargeting",1
"2624","comprise",9,"rf",1
"2625","comprise",9,"sadcs",1
"2626","comprise",9,"seamlessly",1
"2627","comprise",9,"several",1
"2628","comprise",9,"spin",1
"2629","comprise",9,"stress",1
"2630","comprise",9,"traditional",1
"2631","comprise",9,"troublesome",1
"2632","comprise",9,"underscore",1
"2633","comprise",9,"undesirable",1
"2634","constitute",9,"note",16
"2635","constitute",9,"dec",6
"2636","constitute",9,"gcc",6
"2637","constitute",9,"sep",6
"2638","constitute",9,"compatibility",3
"2639","constitute",9,"emc",3
"2640","constitute",9,"ffir",3
"2641","convey",9,"emotion",5
"2642","convey",9,"favorable",3
"2643","convey",9,"jcoie",3
"2644","convey",9,"motive",3
"2645","convey",9,"observer",3
"2646","convey",9,"originator",3
"2647","convey",9,"reason",3
"2648","convey",9,"surrounding",3
"2649","decentralize",9,"unity",6
"2650","decentralize",9,"optimize",2
"2651","decentralize",9,"prohibit",2
"2652","decentralize",9,"decide",1
"2653","decentralize",9,"delineation",1
"2654","decentralize",9,"discuss",1
"2655","decentralize",9,"diversity",1
"2656","decentralize",9,"efficient",1
"2657","decentralize",9,"emergence",1
"2658","decentralize",9,"emphasis",1
"2659","decentralize",9,"entire",1
"2660","decentralize",9,"evolution",1
"2661","decentralize",9,"executable",1
"2662","decentralize",9,"face",1
"2663","decentralize",9,"foundation",1
"2664","decentralize",9,"geographically",1
"2665","decentralize",9,"grant",1
"2666","decentralize",9,"iads",1
"2667","decentralize",9,"imminent",1
"2668","decentralize",9,"incorrect",1
"2669","decentralize",9,"interrelate",1
"2670","decentralize",9,"laterally",1
"2671","decentralize",9,"lone",1
"2672","decentralize",9,"msc",1
"2673","decentralize",9,"nature",1
"2674","decentralize",9,"nontraditional",1
"2675","decentralize",9,"novel",1
"2676","decentralize",9,"ntas",1
"2677","decentralize",9,"particular",1
"2678","decentralize",9,"possibility",1
"2679","decentralize",9,"pursuit",1
"2680","decentralize",9,"radcs",1
"2681","decentralize",9,"rdds",1
"2682","decentralize",9,"representation",1
"2683","decentralize",9,"routinely",1
"2684","decentralize",9,"sadcs",1
"2685","decentralize",9,"specifically",1
"2686","decentralize",9,"teamwork",1
"2687","decentralize",9,"traditional",1
"2688","decentralize",9,"trust",1
"2689","decentralize",9,"window",1
"2690","decide",9,"efficiency",2
"2691","decide",9,"large",2
"2692","decide",9,"lieu",2
"2693","decide",9,"delineation",1
"2694","decide",9,"diap",1
"2695","decide",9,"efficient",1
"2696","decide",9,"efficiently",1
"2697","decide",9,"executable",1
"2698","decide",9,"expiration",1
"2699","decide",9,"fcp",1
"2700","decide",9,"foundation",1
"2701","decide",9,"gauge",1
"2702","decide",9,"intention",1
"2703","decide",9,"interact",1
"2704","decide",9,"interface",1
"2705","decide",9,"interrelate",1
"2706","decide",9,"jcoie",1
"2707","decide",9,"jcs",1
"2708","decide",9,"laterally",1
"2709","decide",9,"likely",1
"2710","decide",9,"numerous",1
"2711","decide",9,"occupant",1
"2712","decide",9,"offer",1
"2713","decide",9,"optimally",1
"2714","decide",9,"orchestrate",1
"2715","decide",9,"particular",1
"2716","decide",9,"prospect",1
"2717","decide",9,"rationale",1
"2718","decide",9,"reassess",1
"2719","decide",9,"refer",1
"2720","decide",9,"renew",1
"2721","decide",9,"selection",1
"2722","decide",9,"spg",1
"2723","decide",9,"suggest",1
"2724","decide",9,"supervision",1
"2725","decide",9,"teamwork",1
"2726","decide",9,"trust",1
"2727","decide",9,"typical",1
"2728","decide",9,"unity",1
"2729","deem",9,"dj",6
"2730","deem",9,"routine",6
"2731","deem",9,"dec",4
"2732","deem",9,"derive",3
"2733","deem",9,"description",3
"2734","deem",9,"input",3
"2735","deem",9,"new",3
"2736","deem",9,"valid",3
"2737","deem",9,"value",3
"2738","deem",9,"accept",3
"2739","deem",9,"add",3
"2740","deem",9,"demonstrate",3
"2741","deem",9,"note",3
"2742","deem",9,"propose",3
"2743","deem",9,"represent",3
"2744","deem",9,"biennial",3
"2745","deem",9,"clearly",3
"2746","deem",9,"extant",3
"2747","deem",9,"invalid",3
"2748","deem",9,"transformational",3
"2749","demonstrate",9,"note",12
"2750","demonstrate",9,"nov",4
"2751","demonstrate",9,"false",3
"2752","demonstrate",9,"occur",3
"2753","demonstrate",9,"present",3
"2754","demonstrate",9,"success",3
"2755","demonstrate",9,"visit",3
"2756","demonstrate",9,"warning",3
"2757","deployment",9,"date",272
"2758","deployment",9,"require",256
"2759","deployment",9,"include",247
"2760","deployment",9,"note",241
"2761","deployment",9,"day",239
"2762","deployment",9,"priority",239
"2763","exit",9,"note",12
"2764","exit",9,"federation",7
"2765","exit",9,"finding",7
"2766","exit",9,"join",7
"2767","exit",9,"membership",7
"2768","exit",9,"remediate",7
"2769","flow",9,"note",27
"2770","flow",9,"timely",8
"2771","flow",9,"native",7
"2772","flow",9,"limitation",5
"2773","flow",9,"knowledge",4
"2774","flow",9,"notification",4
"2775","flow",9,"sep",4
"2776","flow",9,"downtime",4
"2777","foster",9,"include",14
"2778","foster",9,"description",13
"2779","foster",9,"routine",13
"2780","foster",9,"note",13
"2781","foster",9,"dj",12
"2782","furnish",9,"description",13
"2783","furnish",9,"note",13
"2784","furnish",9,"dj",12
"2785","furnish",9,"part",11
"2786","furnish",9,"apply",10
"2787","get",9,"module",3
"2788","get",9,"note",3
"2789","get",9,"happen",2
"2790","get",9,"how",2
"2791","get",9,"inaccurate",2
"2792","get",9,"incoming",2
"2793","get",9,"incomplete",2
"2794","get",9,"initiation",2
"2795","get",9,"is",2
"2796","get",9,"keep",2
"2797","get",9,"lag",2
"2798","get",9,"limit",2
"2799","get",9,"me",2
"2800","get",9,"much",2
"2801","get",9,"near",2
"2802","get",9,"nsa",2
"2803","get",9,"occur",2
"2804","get",9,"outcome",2
"2805","get",9,"present",2
"2806","get",9,"reinforce",2
"2807","get",9,"stop",2
"2808","get",9,"that",2
"2809","get",9,"things",2
"2810","get",9,"think",2
"2811","get",9,"to",2
"2812","get",9,"about",2
"2813","get",9,"around",2
"2814","get",9,"batch",2
"2815","get",9,"cannot",2
"2816","get",9,"come",2
"2817","get",9,"fail",2
"2818","get",9,"great",2
"2819","get",9,"like",2
"2820","get",9,"nerep",2
"2821","get",9,"simple",2
"2822","get",9,"thinking",2
"2823","get",9,"when",2
"2824","get",9,"will",2
"2825","get",9,"worse",2
"2826","joint",9,"operation",2463
"2827","joint",9,"percent",2346
"2828","joint",9,"measure",2241
"2829","joint",9,"plan",2152
"2830","joint",9,"priority",2147
"2831","name",9,"routine",15
"2832","name",9,"note",15
"2833","name",9,"various",4
"2834","name",9,"along",4
"2835","name",9,"nov",4
"2836","name",9,"worldwide",4
"2837","necessitate",9,"departure",7
"2838","necessitate",9,"acceleration",6
"2839","necessitate",9,"imminent",6
"2840","necessitate",9,"indicate",6
"2841","necessitate",9,"note",4
"2842","necessitate",9,"represent",4
"2843","negate",9,"note",10
"2844","negate",9,"sep",5
"2845","negate",9,"neutralize",3
"2846","negate",9,"osc",3
"2847","negate",9,"sabotage",2
"2848","negate",9,"threaten",2
"2849","negate",9,"another",2
"2850","negate",9,"destructive",2
"2851","negate",9,"every",2
"2852","negate",9,"exposure",2
"2853","negate",9,"instrument",2
"2854","negate",9,"jun",2
"2855","negate",9,"nondestructive",2
"2856","negate",9,"optimize",2
"2857","negate",9,"play",2
"2858","negate",9,"prophylaxis",2
"2859","negate",9,"virtually",2
"2860","prove",9,"unambiguous",2
"2861","prove",9,"radioisotope",1
"2862","prove",9,"smes",1
"2863","prove",9,"solely",1
"2864","prove",9,"survive",1
"2865","prove",9,"terror",1
"2866","prove",9,"vector",1
"2867","recognize",9,"view",2
"2868","recognize",9,"recur",1
"2869","recognize",9,"reform",1
"2870","recognize",9,"reject",1
"2871","recognize",9,"remainder",1
"2872","recognize",9,"reportable",1
"2873","recognize",9,"sensory",1
"2874","recognize",9,"sitrep",1
"2875","recognize",9,"socio",1
"2876","recognize",9,"specialist",1
"2877","recognize",9,"specifically",1
"2878","recognize",9,"standoff",1
"2879","recognize",9,"targetable",1
"2880","recognize",9,"technological",1
"2881","recognize",9,"together",1
"2882","recognize",9,"trace",1
"2883","recognize",9,"transnational",1
"2884","recognize",9,"undetected",1
"2885","recognize",9,"unusual",1
"2886","recognize",9,"valuable",1
"2887","recognize",9,"vector",1
"2888","recognize",9,"violation",1
"2889","redeploy",9,"withdraw",3
"2890","redeploy",9,"refer",1
"2891","redeploy",9,"remnant",1
"2892","redeploy",9,"rental",1
"2893","redeploy",9,"scheme",1
"2894","redeploy",9,"systematic",1
"2895","redeploy",9,"towards",1
"2896","redeploy",9,"transaction",1
"2897","redeploy",9,"transformation",1
"2898","redeploy",9,"translation",1
"2899","redeploy",9,"unique",1
"2900","redeploy",9,"unity",1
"2901","redeploy",9,"unsuitable",1
"2902","reject",9,"standoff",2
"2903","reject",9,"rejection",1
"2904","reject",9,"remainder",1
"2905","reject",9,"rend",1
"2906","reject",9,"rental",1
"2907","reject",9,"respective",1
"2908","reject",9,"sensitivity",1
"2909","reject",9,"spods",1
"2910","reject",9,"thirty",1
"2911","reject",9,"vary",1
"2912","reject",9,"window",1
"2913","reject",9,"withdraw",1
"2914","search",9,"note",37
"2915","search",9,"date",36
"2916","search",9,"description",36
"2917","search",9,"dj",36
"2918","search",9,"include",35
"2919","search",9,"routine",35
"2920","store",9,"description",19
"2921","store",9,"dj",19
"2922","store",9,"routine",19
"2923","store",9,"note",19
"2924","store",9,"delivery",11
"2925","test",9,"percent",91
"2926","test",9,"system",78
"2927","test",9,"joint",74
"2928","test",9,"service",73
"2929","test",9,"requirement",70
"2930","activate",8,"dj",13
"2931","activate",8,"routine",13
"2932","activate",8,"member",11
"2933","activate",8,"description",11
"2934","activate",8,"note",11
"2935","activate",8,"jtru",11
"2936","appoint",8,"note",5
"2937","appoint",8,"experience",4
"2938","appoint",8,"ct",2
"2939","appoint",8,"deconflict",2
"2940","appoint",8,"nov",2
"2941","appoint",8,"classification",2
"2942","appoint",8,"deconflicted",2
"2943","appoint",8,"density",2
"2944","appoint",8,"overt",2
"2945","appoint",8,"polygraph",2
"2946","appoint",8,"registry",2
"2947","appoint",8,"supervisory",2
"2948","augment",8,"note",9
"2949","augment",8,"core",4
"2950","augment",8,"nov",3
"2951","augment",8,"specialize",3
"2952","augment",8,"knowledgeable",3
"2953","augment",8,"mnfs",3
"2954","balance",8,"note",17
"2955","balance",8,"sep",8
"2956","balance",8,"scorecard",7
"2957","balance",8,"code",3
"2958","balance",8,"complex",3
"2959","balance",8,"constitute",3
"2960","balance",8,"dec",3
"2961","balance",8,"effective",3
"2962","balance",8,"guide",3
"2963","balance",8,"procure",3
"2964","balance",8,"cfr",3
"2965","balance",8,"designation",3
"2966","centralize",8,"note",7
"2967","centralize",8,"decentralize",7
"2968","centralize",8,"utilize",5
"2969","centralize",8,"unity",5
"2970","centralize",8,"itv",4
"2971","centralize",8,"maximize",4
"2972","confuse",8,"description",8
"2973","confuse",8,"dj",8
"2974","confuse",8,"routine",8
"2975","confuse",8,"note",8
"2976","confuse",8,"effectively",5
"2977","confuse",8,"good",5
"2978","confuse",8,"prepare",5
"2979","confuse",8,"capture",5
"2980","confuse",8,"communicate",5
"2981","confuse",8,"successfully",5
"2982","confuse",8,"take",5
"2983","confuse",8,"withdrawal",5
"2984","confuse",8,"culture",5
"2985","confuse",8,"decisive",5
"2986","confuse",8,"initiation",5
"2987","confuse",8,"knowledge",5
"2988","confuse",8,"scale",5
"2989","confuse",8,"often",5
"2990","confuse",8,"withdraw",5
"2991","experience",8,"note",16
"2992","experience",8,"sep",6
"2993","experience",8,"matter",4
"2994","experience",8,"expert",3
"2995","experience",8,"knowledge",3
"2996","experience",8,"mar",3
"2997","experience",8,"operator",3
"2998","experience",8,"primarily",3
"2999","experience",8,"suffer",3
"3000","experience",8,"timely",3
"3001","experience",8,"merge",3
"3002","field",8,"description",59
"3003","field",8,"routine",59
"3004","field",8,"note",57
"3005","field",8,"dj",55
"3006","field",8,"dec",16
"3007","govern",8,"note",13
"3008","govern",8,"sep",5
"3009","govern",8,"principle",4
"3010","govern",8,"letter",3
"3011","govern",8,"light",3
"3012","govern",8,"normally",3
"3013","govern",8,"occur",3
"3014","govern",8,"resolution",3
"3015","govern",8,"way",3
"3016","govern",8,"merge",3
"3017","incapacitate",8,"note",8
"3018","incapacitate",8,"minimum",3
"3019","incapacitate",8,"limit",2
"3020","incapacitate",8,"medicine",2
"3021","incapacitate",8,"mtf",2
"3022","incapacitate",8,"mtfs",2
"3023","incapacitate",8,"nudet",2
"3024","incapacitate",8,"permanent",2
"3025","incapacitate",8,"prediction",2
"3026","incapacitate",8,"preventive",2
"3027","incapacitate",8,"render",2
"3028","incapacitate",8,"safeguard",2
"3029","incapacitate",8,"simplify",2
"3030","incapacitate",8,"surgeon",2
"3031","incapacitate",8,"unnamed",2
"3032","incapacitate",8,"yield",2
"3033","incapacitate",8,"admit",2
"3034","incapacitate",8,"circumstance",2
"3035","incapacitate",8,"competition",2
"3036","incapacitate",8,"displace",2
"3037","incapacitate",8,"distance",2
"3038","incapacitate",8,"dps",2
"3039","incapacitate",8,"epws",2
"3040","incapacitate",8,"governmental",2
"3041","incapacitate",8,"ii",2
"3042","incapacitate",8,"internee",2
"3043","incapacitate",8,"kilotons",2
"3044","incapacitate",8,"nbc",2
"3045","incapacitate",8,"plot",2
"3046","incapacitate",8,"reasonable",2
"3047","incapacitate",8,"relay",2
"3048","incapacitate",8,"rtd",2
"3049","incapacitate",8,"sick",2
"3050","incapacitate",8,"size",2
"3051","incapacitate",8,"spin",2
"3052","incapacitate",8,"zero",2
"3053","maneuver",8,"description",101
"3054","maneuver",8,"priority",99
"3055","maneuver",8,"routine",99
"3056","maneuver",8,"date",98
"3057","maneuver",8,"dj",98
"3058","maneuver",8,"note",98
"3059","object",8,"description",20
"3060","object",8,"note",20
"3061","object",8,"dj",19
"3062","object",8,"routine",19
"3063","object",8,"sensor",11
"3064","object",8,"characterization",11
"3065","object",8,"detect",11
"3066","order",8,"date",347
"3067","order",8,"priority",346
"3068","order",8,"approval",345
"3069","order",8,"description",336
"3070","order",8,"dj",327
"3071","post",8,"note",38
"3072","post",8,"routine",37
"3073","post",8,"sep",14
"3074","post",8,"terminal",9
"3075","post",8,"inter",9
"3076","post",8,"vaccine",9
"3077","reconstitute",8,"attrited",5
"3078","reconstitute",8,"two",4
"3079","reconstitute",8,"arb",4
"3080","reconstitute",8,"regeneration",4
"3081","reconstitute",8,"reorganization",4
"3082","relay",8,"threatcon",2
"3083","relay",8,"retention",1
"3084","relay",8,"secondary",1
"3085","relay",8,"sop",1
"3086","relay",8,"techint",1
"3087","relay",8,"translation",1
"3088","relay",8,"view",1
"3089","relay",8,"violation",1
"3090","relay",8,"voltage",1
"3091","relay",8,"write",1
"3092","relay",8,"zero",1
"3093","risk",8,"description",99
"3094","risk",8,"routine",98
"3095","risk",8,"dj",95
"3096","risk",8,"note",93
"3097","risk",8,"st",40
"3098","safeguard",8,"sep",5
"3099","safeguard",8,"significance",3
"3100","safeguard",8,"another",3
"3101","safeguard",8,"segment",2
"3102","safeguard",8,"simultaneously",2
"3103","safeguard",8,"small",2
"3104","safeguard",8,"specialize",2
"3105","safeguard",8,"step",2
"3106","safeguard",8,"unintentional",2
"3107","safeguard",8,"antisatellite",2
"3108","safeguard",8,"aos",2
"3109","safeguard",8,"asat",2
"3110","safeguard",8,"combination",2
"3111","safeguard",8,"competition",2
"3112","safeguard",8,"debris",2
"3113","safeguard",8,"efficient",2
"3114","safeguard",8,"fscm",2
"3115","safeguard",8,"maneuverability",2
"3116","safeguard",8,"naturally",2
"3117","safeguard",8,"nbc",2
"3118","safeguard",8,"phenomenon",2
"3119","safeguard",8,"radio",2
"3120","safeguard",8,"subsequently",2
"3121","safeguard",8,"sustainable",2
"3122","safeguard",8,"traditional",2
"3123","stop",8,"bridge",4
"3124","stop",8,"uln",3
"3125","stop",8,"study",2
"3126","stop",8,"terrain",2
"3127","stop",8,"that",2
"3128","stop",8,"things",2
"3129","stop",8,"think",2
"3130","stop",8,"to",2
"3131","stop",8,"typically",2
"3132","stop",8,"utilize",2
"3133","stop",8,"about",2
"3134","stop",8,"arct",2
"3135","stop",8,"army",2
"3136","stop",8,"border",2
"3137","stop",8,"cannot",2
"3138","stop",8,"coast",2
"3139","stop",8,"corp",2
"3140","stop",8,"enforce",2
"3141","stop",8,"important",2
"3142","stop",8,"like",2
"3143","stop",8,"navy",2
"3144","stop",8,"preclude",2
"3145","stop",8,"thinking",2
"3146","stop",8,"underway",2
"3147","stop",8,"usaf",2
"3148","stop",8,"usmc",2
"3149","stop",8,"usn",2
"3150","stop",8,"when",2
"3151","stop",8,"will",2
"3152","stop",8,"worse",2
"3153","tool",8,"note",22
"3154","tool",8,"wide",7
"3155","tool",8,"aug",7
"3156","tool",8,"simultaneously",6
"3157","tool",8,"contact",5
"3158","tool",8,"discipline",5
"3159","tool",8,"read",5
"3160","transition",8,"priority",63
"3161","transition",8,"note",63
"3162","transition",8,"include",62
"3163","transition",8,"routine",62
"3164","transition",8,"date",61
"3165","transition",8,"description",61
"3166","transition",8,"dj",61
"3167","transport",8,"note",24
"3168","transport",8,"description",23
"3169","transport",8,"dj",21
"3170","transport",8,"routine",21
"3171","transport",8,"commercial",11
"3172","value",8,"note",54
"3173","value",8,"hvt",17
"3174","value",8,"aug",14
"3175","value",8,"neutralize",9
"3176","value",8,"feb",8
"3177","value",8,"knowledge",8
"3178","assemble",7,"note",21
"3179","assemble",7,"posture",6
"3180","assemble",7,"sealift",5
"3181","assemble",7,"sep",5
"3182","assemble",7,"ustranscom",5
"3183","bring",7,"broad",1
"3184","bring",7,"ciav",1
"3185","bring",7,"cluster",1
"3186","bring",7,"collaborator",1
"3187","bring",7,"constant",1
"3188","bring",7,"consultation",1
"3189","bring",7,"contribution",1
"3190","bring",7,"counteraction",1
"3191","bring",7,"counterpart",1
"3192","bring",7,"credible",1
"3193","bring",7,"currently",1
"3194","bring",7,"decide",1
"3195","bring",7,"distance",1
"3196","bring",7,"encourage",1
"3197","bring",7,"existence",1
"3198","bring",7,"fcp",1
"3199","bring",7,"fear",1
"3200","bring",7,"four",1
"3201","bring",7,"fragmentary",1
"3202","bring",7,"frago",1
"3203","bring",7,"imperative",1
"3204","bring",7,"jmao",1
"3205","bring",7,"jopp",1
"3206","bring",7,"jun",1
"3207","bring",7,"mimic",1
"3208","bring",7,"mind",1
"3209","bring",7,"mnfs",1
"3210","bring",7,"nationality",1
"3211","bring",7,"negative",1
"3212","bring",7,"niche",1
"3213","bring",7,"notate",1
"3214","bring",7,"occupant",1
"3215","bring",7,"often",1
"3216","bring",7,"optimize",1
"3217","bring",7,"otherwise",1
"3218","bring",7,"overcome",1
"3219","bring",7,"overwatch",1
"3220","bring",7,"pao",1
"3221","bring",7,"paos",1
"3222","bring",7,"particular",1
"3223","bring",7,"prohibition",1
"3224","bring",7,"realm",1
"3225","bring",7,"reassess",1
"3226","bring",7,"retire",1
"3227","bring",7,"scar",1
"3228","bring",7,"selective",1
"3229","bring",7,"subsequent",1
"3230","bring",7,"thread",1
"3231","bring",7,"unacceptable",1
"3232","bring",7,"unidentified",1
"3233","bring",7,"unintended",1
"3234","bring",7,"unique",1
"3235","bring",7,"valuable",1
"3236","bring",7,"view",1
"3237","bring",7,"vii",1
"3238","bring",7,"visual",1
"3239","bring",7,"weaponry",1
"3240","bring",7,"word",1
"3241","categorize",7,"note",10
"3242","categorize",7,"dec",7
"3243","categorize",7,"ipl",4
"3244","categorize",7,"rejection",4
"3245","categorize",7,"contribute",3
"3246","categorize",7,"deficiency",3
"3247","categorize",7,"modernization",3
"3248","categorize",7,"originate",3
"3249","collaborate",7,"note",7
"3250","collaborate",7,"rapid",3
"3251","collaborate",7,"comprehensive",2
"3252","collaborate",7,"criminal",2
"3253","collaborate",7,"deployable",2
"3254","collaborate",7,"feb",2
"3255","collaborate",7,"jan",2
"3256","collaborate",7,"loe",2
"3257","collaborate",7,"mar",2
"3258","collaborate",7,"mnf",2
"3259","collaborate",7,"participation",2
"3260","collaborate",7,"quantification",2
"3261","collaborate",7,"sample",2
"3262","collaborate",7,"sequence",2
"3263","collaborate",7,"specialize",2
"3264","collaborate",7,"threaten",2
"3265","collaborate",7,"threshold",2
"3266","collaborate",7,"two",2
"3267","collaborate",7,"typically",2
"3268","collaborate",7,"carry",2
"3269","collaborate",7,"doj",2
"3270","collaborate",7,"fbi",2
"3271","collaborate",7,"instrument",2
"3272","collaborate",7,"justice",2
"3273","collaborate",7,"large",2
"3274","collaborate",7,"like",2
"3275","collaborate",7,"sofa",2
"3276","collaborate",7,"view",2
"3277","concentrate",7,"description",11
"3278","concentrate",7,"note",11
"3279","concentrate",7,"dj",10
"3280","concentrate",7,"routine",10
"3281","concentrate",7,"sep",6
"3282","cross",7,"routine",58
"3283","cross",7,"dj",56
"3284","cross",7,"note",55
"3285","cross",7,"description",54
"3286","cross",7,"influence",40
"3287","delegate",7,"note",6
"3288","delegate",7,"oct",4
"3289","delegate",7,"deployable",2
"3290","delegate",7,"director",2
"3291","delegate",7,"forum",2
"3292","delegate",7,"fulfill",2
"3293","delegate",7,"limit",2
"3294","delegate",7,"matter",2
"3295","delegate",7,"periodic",2
"3296","delegate",7,"serve",2
"3297","delegate",7,"survey",2
"3298","delegate",7,"typically",2
"3299","delegate",7,"unify",2
"3300","delegate",7,"concurrently",2
"3301","delegate",7,"delegation",2
"3302","delegate",7,"purview",2
"3303","delegate",7,"usd",2
"3304","dispatch",7,"note",7
"3305","dispatch",7,"formerly",2
"3306","dispatch",7,"free",2
"3307","dispatch",7,"inter",2
"3308","dispatch",7,"mp",2
"3309","dispatch",7,"mpo",2
"3310","dispatch",7,"ms",2
"3311","dispatch",7,"open",2
"3312","dispatch",7,"outline",2
"3313","dispatch",7,"principle",2
"3314","dispatch",7,"sep",2
"3315","dispatch",7,"unnamed",2
"3316","dispatch",7,"adhere",2
"3317","dispatch",7,"appointment",2
"3318","dispatch",7,"fob",2
"3319","dispatch",7,"gateway",2
"3320","dispatch",7,"inclusion",2
"3321","dispatch",7,"jtru",2
"3322","dispatch",7,"mpos",2
"3323","dispatch",7,"paragraph",2
"3324","dispatch",7,"setup",2
"3325","dispatch",7,"sitrep",2
"3326","dispatch",7,"smooth",2
"3327","dispatch",7,"zip",2
"3328","educate",7,"note",10
"3329","educate",7,"knowledge",4
"3330","educate",7,"metl",3
"3331","educate",7,"regard",3
"3332","educate",7,"unconventional",3
"3333","educate",7,"uw",3
"3334","educate",7,"fight",3
"3335","educate",7,"regularly",3
"3336","expose",7,"extent",1
"3337","expose",7,"fight",1
"3338","expose",7,"impede",1
"3339","expose",7,"imperative",1
"3340","expose",7,"imperfect",1
"3341","expose",7,"intensive",1
"3342","expose",7,"like",1
"3343","expose",7,"manual",1
"3344","expose",7,"mou",1
"3345","expose",7,"neutralization",1
"3346","expose",7,"nonproliferation",1
"3347","expose",7,"notate",1
"3348","expose",7,"otherwise",1
"3349","expose",7,"oversee",1
"3350","expose",7,"pound",1
"3351","expose",7,"prompt",1
"3352","expose",7,"prosecution",1
"3353","expose",7,"publicly",1
"3354","expose",7,"raise",1
"3355","expose",7,"regulatory",1
"3356","expose",7,"removal",1
"3357","expose",7,"rfa",1
"3358","expose",7,"rfl",1
"3359","expose",7,"scheme",1
"3360","expose",7,"socio",1
"3361","expose",7,"sop",1
"3362","expose",7,"species",1
"3363","expose",7,"substance",1
"3364","expose",7,"towards",1
"3365","expose",7,"unintended",1
"3366","expose",7,"verifiably",1
"3367","expose",7,"wargamed",1
"3368","expose",7,"wildlife",1
"3369","expose",7,"yard",1
"3370","go",7,"routine",5
"3371","go",7,"note",5
"3372","go",7,"modify",4
"3373","go",7,"new",4
"3374","go",7,"icbm",3
"3375","go",7,"intercontinental",3
"3376","go",7,"long",3
"3377","go",7,"low",3
"3378","go",7,"mobile",3
"3379","go",7,"submarine",3
"3380","go",7,"survivability",3
"3381","go",7,"unexpectedly",3
"3382","go",7,"mar",3
"3383","go",7,"maximum",3
"3384","go",7,"patrol",3
"3385","go",7,"posture",3
"3386","go",7,"presence",3
"3387","go",7,"rapid",3
"3388","go",7,"responsiveness",3
"3389","go",7,"dispersal",3
"3390","go",7,"nonstrategic",3
"3391","go",7,"relay",3
"3392","imply",7,"routine",9
"3393","imply",7,"note",9
"3394","imply",7,"intent",6
"3395","imply",7,"problem",4
"3396","imply",7,"purpose",4
"3397","imply",7,"refine",4
"3398","imply",7,"sep",4
"3399","imply",7,"study",4
"3400","let",7,"micro",6
"3401","let",7,"purchase",4
"3402","let",7,"light",2
"3403","let",7,"link",2
"3404","let",7,"of",2
"3405","let",7,"pend",2
"3406","let",7,"rail",2
"3407","let",7,"rapid",2
"3408","let",7,"rear",2
"3409","let",7,"similar",2
"3410","let",7,"that",2
"3411","let",7,"yield",2
"3412","let",7,"yourself",2
"3413","let",7,"about",2
"3414","let",7,"are",2
"3415","let",7,"bothered",2
"3416","let",7,"by",2
"3417","let",7,"coating",2
"3418","let",7,"down",2
"3419","let",7,"efficient",2
"3420","let",7,"electrical",2
"3421","let",7,"feeling",2
"3422","let",7,"fortification",2
"3423","let",7,"four",2
"3424","let",7,"highway",2
"3425","let",7,"insulate",2
"3426","let",7,"liner",2
"3427","let",7,"locally",2
"3428","let",7,"market",2
"3429","let",7,"optimization",2
"3430","let",7,"optimize",2
"3431","let",7,"reflective",2
"3432","let",7,"reside",2
"3433","let",7,"resupply",2
"3434","let",7,"weatherproof",2
"3435","let",7,"weeks",2
"3436","let",7,"wrm",2
"3437","let",7,"you",2
"3438","let",7,"your",2
"3439","logistic",7,"note",168
"3440","logistic",7,"date",166
"3441","logistic",7,"description",166
"3442","logistic",7,"priority",164
"3443","logistic",7,"dj",161
"3444","logistic",7,"routine",161
"3445","look",7,"prophylaxis",4
"3446","look",7,"out",2
"3447","look",7,"roadmap",2
"3448","look",7,"soldiers",2
"3449","look",7,"strongly",2
"3450","look",7,"trust",2
"3451","possess",7,"exert",35
"3452","possess",7,"sep",9
"3453","possess",7,"mnfs",7
"3454","possess",7,"sponsorship",7
"3455","possess",7,"sf",5
"3456","possess",7,"tim",5
