"","id","login","deg_cent","wtd_deg_cent","eigen_cent","page_rank","auth_score","hub_score","k_core","component","louvain_comm","fstgrdy_comm"
"190","190","SACA Certified Industry 4.0 IT Systems Specialist II",12,21,1.79514239412374e-06,0.00073859377284412,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"191","191","Electromagnetic Compatibility (EMC/EMI) Certification",11,11,9.94587213218453e-07,0.000455036904446768,9.94587213073985e-07,9.94587213073985e-07,11,7,9,28
"192","192","SACA Certified Industry 4.0 Systems Professional",12,21,1.7951423941398e-06,0.000738593772844047,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"193","193","SACA C-101 Certified Industry 4.0 Associate - Basic Operations",12,21,1.79514239414782e-06,0.000738593772843996,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"194","194","SACA Certified Industry 4.0 Production Systems Specialist I",12,21,1.7951423941398e-06,0.000738593772843943,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"195","195","SACA Certified Industry 4.0 IT Systems Specialist I",12,21,1.79514239413177e-06,0.000738593772843889,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"196","196","SACA Certified Industry 4.0 Automation Systems Specialist I",12,21,1.7951423941398e-06,0.000738593772843833,1.79514239329704e-06,1.79514239329704e-06,11,7,9,28
"197","197","SACA C-104 Certified Industry 4.0 Associate -IIoT, Networking & Data Analytics",10,10,8.10628969735449e-07,0.000432250714476554,8.10628969639138e-07,8.10628969639138e-07,10,7,9,28
"198","198","Cadastral Mapping Specialist",8,9,0,0.000997524286241162,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"199","199","Certified Surveyor Technician: Level III",8,9,0,0.000997524286241007,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"200","200","Certified Survey Technician Level I",8,9,0,0.000997524286240847,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"201","201","Certified Surveyor Technician: Level IV",8,9,0,0.000997524286240681,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"202","202","Certified Surveyor Technician: Level II",8,9,0,0.000997524286240511,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"203","203","ArcGIS Desktop Entry 10.4",8,9,0,0.000997524286240335,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"204","204","Accredited Marine Surveyor",8,9,0,0.000997524286240153,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"205","205","Certified Portable 3D Metrologist Level 1",8,16,0,0.00166817620749655,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"206","206","ArcGIS Desktop Entry 10.5",8,9,0,0.000997524286239572,6.82236926245203e-17,6.82236926245203e-17,8,10,10,43
"207","207","Plant Maintenance Technologist Certification Class I",38,38,2.74388773371808e-08,0.00179952638007399,2.74388779632337e-08,2.74388779632337e-08,31,7,30,4
"208","208","Clinical Chemistry Technologist",7,7,1.6027412062179e-10,0.000740742721609352,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"209","209","Concrete Laboratory Testing Technician - Level 1",7,7,1.6027412062179e-10,0.000740742721609302,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"210","210","Level I Laboratory Lubricant Analyst",7,7,1.6027412062179e-10,0.00074074272160925,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"211","211","Concrete Laboratory Testing Technician - Level 2",7,7,1.60274124634948e-10,0.000740742721609196,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"212","212","Combustion Analysis Certification",7,7,1.60274124634948e-10,0.000740742721609139,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"213","213","Masonry Laboratory Testing Technician",7,7,1.6027412062179e-10,0.000740742721609081,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"214","214","Level II Laboratory Lubricant Analyst",7,7,1.60274124634948e-10,0.000740742721609019,1.60274521937629e-10,1.60274521937629e-10,7,7,30,4
"215","215","Registered Radiation Protection Technologist",2,2,0,0.000397961235407078,1.90625023509689e-17,1.90625023509689e-17,2,11,53,30
"216","216","Industry Radiography Radiation Safety Personnel",2,2,0,0.000397961235407005,1.90625023509689e-17,1.90625023509689e-17,2,11,53,30
"217","217","Coating Inspector Program Level 2",14,22,0,0.00176055738685418,1.12368434910975e-16,1.12368434910975e-16,10,11,53,30
"218","218","Certified of Medical Illustrator",0,0,0,0.000160806174957916,8.52796157806504e-18,8.52796157806504e-18,0,12,11,49
"219","219","Nationally Certified Resume Writer",5,5,0,0.00107204116638117,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"220","220","Grant Professionals Certification",5,5,0,0.0010720411663809,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"221","221","Certified Professional Technical Communicator - Foundational",5,5,0,0.00107204116638061,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"222","222","Certified Medical Publication Professional",5,5,0,0.00107204116638031,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"223","223","Certified Professional Technical Communicator - Expert",5,5,0,0.00107204116637999,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"224","224","Certified Professional Technical Communicator - Practitioner",5,5,0,0.00107204116637966,4.21381630916155e-17,4.21381630916155e-17,5,13,12,19
"225","225","Certified Reporting Instructor",8,8,0,0.00107204116638085,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"226","226","Registered Professional Reporter",8,8,0,0.00107204116638066,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"227","227","Certified Verbatim Reporter",8,8,0,0.00107204116638046,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"228","228","Registered CART Provider - Master",8,8,0,0.00107204116638026,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"229","229","Certificate of Merit",8,8,0,0.00107204116638005,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"230","230","Certified Realtime Reporter",8,8,0,0.00107204116637983,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"231","231","Registered Merit Reporter",8,8,0,0.00107204116637961,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"232","232","Registered Diplomate Reporter",8,8,0,0.00107204116637937,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"233","233","Registered Broadcast Captioner",8,8,0,0.00107204116637913,6.82236926245203e-17,6.82236926245203e-17,8,14,13,14
"234","234","Certified Digital Radio Broadcast Specialist",15,15,0,0.00084837451715676,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"235","235","Certified Technology Specialist-Design",15,15,0,0.0008483745171567,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"236","236","Avid Certified Support Representative: Avid VENUE | S6L",15,15,0,0.000848374517156639,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"237","237","Avid Certified Operator for Pro Tools | Post",29,32,0,0.00159354519756179,2.56842136939371e-16,2.56842136939371e-16,17,15,14,40
"238","238","Certified Video Engineer",27,29,0,0.00148046643729206,2.56842136939371e-16,2.56842136939371e-16,15,15,14,40
"239","239","Commercial Audio Technician",15,15,0,0.000848374517156443,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"240","240","Avid Certified User: Media Composer",29,32,0,0.00159354519756152,2.56842136939371e-16,2.56842136939371e-16,17,15,14,40
"241","241","Video Security Systems Technician III",15,15,0,0.000848374517156307,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"242","242","Video Security Systems Technician I",15,15,0,0.000848374517156238,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"243","243","Video Security Systems Designer I",15,15,0,0.000848374517156168,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"244","244","Certified AM Directional Specialist",29,32,0,0.00159354519756117,2.56842136939371e-16,2.56842136939371e-16,17,15,14,40
"245","245","Digital Video Editor",15,15,0,0.000848374517156023,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"246","246","Avid Certified User for Pro Tools",27,29,0,0.00148046643729143,2.56842136939371e-16,2.56842136939371e-16,15,15,14,40
"247","247","Avid Certified Operator: Pro Tools | Music",36,46,0,0.00222562838805057,3.21052671174213e-16,3.21052671174213e-16,17,15,14,40
"248","248","Certified Technology Specialist",15,15,0,0.000848374517155802,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"249","249","Video Security Systems Technician II",15,15,0,0.000848374517155723,1.36447385249041e-16,1.36447385249041e-16,15,15,14,40
"250","250","Certified Broadcast Television Engineer",14,14,0,0.000784008958761622,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"251","251","Certified Broadcast Networking Engineer",14,14,0,0.000784008958761551,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"252","252","Certified 8-VSB Specialist",26,31,0,0.00152948758984475,2.4078950338066e-16,2.4078950338066e-16,17,15,14,40
"253","253","Certified Television Operator",14,14,0,0.000784008958761404,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"254","254","Certified Radio Operator",14,14,0,0.000784008958761329,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"255","255","Certified Audio Engineer",26,31,0,0.00152948758984445,2.4078950338066e-16,2.4078950338066e-16,17,15,14,40
"256","256","Professional Broadcast Engineer",14,14,0,0.000784008958761175,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"257","257","Certified Broadcast Technologist",14,14,0,0.000784008958761095,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"258","258","Certified Broadcast Radio Engineer",26,31,0,0.00152948758984413,2.4078950338066e-16,2.4078950338066e-16,17,15,14,40
"259","259","Certified Senior Broadcast Radio Engineer",14,14,0,0.000784008958760932,1.2039475169033e-16,1.2039475169033e-16,14,15,14,40
"260","260","Certified Broadcast Networking Technologist",26,31,0,0.00152948758984388,2.4078950338066e-16,2.4078950338066e-16,17,15,14,40
"261","261","Certified Technology Specialist-Installation",26,31,0,0.00152948758984371,2.4078950338066e-16,2.4078950338066e-16,17,15,14,40
"262","262","Avid Certified Professional: Media Composer",17,17,0,0.000897675607629208,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"263","263","Avid Certified User: Pro Tools for Game Audio",17,17,0,0.000897675607629124,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"264","264","Avid Certified Operator: Pro Tools | Worksurface",17,17,0,0.000897675607629039,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"265","265","Avid Certified User: Avid VENUE | S6L",17,17,0,0.000897675607628952,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"266","266","Avid Certified Professional: Avid VENUE | S6L",17,17,0,0.000897675607628864,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"267","267","Avid Certified User: Sibelius",17,17,0,0.000897675607628774,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"268","268","Avid Certified Expert: Pro Tools | S6",17,17,0,0.000897675607628683,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"269","269","Avid Certified Operator: Avid VENUE",17,17,0,0.00089767560762859,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"270","270","Avid Certified Mixer: ICON Mixer",17,17,0,0.000897675607628495,1.52500018807751e-16,1.52500018807751e-16,17,15,14,40
"271","271","Adobe Photoshop CC 2015",3,3,0,0.00107204116638161,2.60855295329048e-17,2.60855295329048e-17,3,16,15,27
"272","272","Certified Digital Designer",3,3,0,0.00107204116638123,2.60855295329048e-17,2.60855295329048e-17,3,16,15,27
"273","273","Total Body Photography Certification",3,3,0,0.00107204116638083,2.60855295329048e-17,2.60855295329048e-17,3,16,15,27
"274","274","Forensic Photography & Imaging Certification",3,3,0,0.00107204116638039,2.60855295329048e-17,2.60855295329048e-17,3,16,15,27
"275","275","Neonatal/Pediatric Respiratory Care Specialist",5,5,0,0.00107204116638117,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"276","276","Certificate of Added Qualification in Neonatal Pediatric Transport",5,5,0,0.0010720411663809,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"277","277","Certified Respiratory Therapist",5,5,0,0.00107204116638061,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"278","278","Registered Respiratory Therapist - Sleep Disorders Specialty",5,5,0,0.00107204116638031,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"279","279","Certified Respiratory Therapist - Sleep Disorders Specialty",5,5,0,0.00107204116637999,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"280","280","Adult Critical Care Specialty",5,5,0,0.00107204116637966,4.21381630916155e-17,4.21381630916155e-17,5,17,16,22
"281","281","Certified Dental Technician",2,4,0,0.00126592095178962,1.80592127535495e-17,1.80592127535495e-17,2,18,55,44
"282","282","Certified Surgical First Assistant",7,10,0,0.00111567608390753,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"283","283","Orthopaedic Technologist-Surgery Certified",7,8,0,0.000926214628533268,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"284","284","Certified Ambulatory Surgery Technician",7,8,0,0.000926214628533109,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"285","285","Certified Surgical Assistant",7,16,0,0.00171390402056515,6.82236926245203e-17,6.82236926245203e-17,7,19,17,47
"286","286","Ophthalmic Surgical Assisting",7,10,0,0.00111567608390644,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"287","287","Certified Surgical Instrument Specialist",7,8,0,0.000926214628532412,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"288","288","Certified Surgical Technologist",7,8,0,0.000926214628532222,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"289","289","Tech in Surgery - Certified",7,8,0,0.000926214628532025,6.0197375845165e-17,6.0197375845165e-17,7,19,17,47
"290","290","Veterinary Technician Specialist- Nutrition",10,10,0,0.00107204116638073,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"291","291","Veterinary Technician Specialist in Nutrition",10,10,0,0.00107204116638057,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"292","292","Assistant Laboratory Animal Technician",10,10,0,0.00107204116638041,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"293","293","Laboratory Animal Technologist",10,10,0,0.00107204116638025,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"294","294","Veterinary Internal Medicine Technician - Large Animal Internal Medicine",10,10,0,0.00107204116638007,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"295","295","Veterinary Internal Medicine Technician - Neurology",10,10,0,0.0010720411663799,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"296","296","Laboratory Animal Technician",10,10,0,0.00107204116637971,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"297","297","Veterinary Technician National Exam",10,10,0,0.00107204116637953,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"298","298","Veterinary Internal Medicine Technician - Oncology",10,10,0,0.00107204116637933,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"299","299","Veterinary Internal Medicine Technician - Cardiology",10,10,0,0.00107204116637913,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"300","300","Veterinary Internal Medicine Technician - Small Animal Internal Medicine",10,10,0,0.00107204116637893,9.23026429625863e-17,9.23026429625863e-17,10,20,18,9
"301","301","Sartech I/ Crewleader",9,9,0,0.00107204116638078,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"302","302","Airport Master Firefighter",9,9,0,0.00107204116638061,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"303","303","WSO - Certified Hazardous Materials Technician I",9,9,0,0.00107204116638044,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"304","304","Airport Fire Officer",9,9,0,0.00107204116638025,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"305","305","Certified Wildfire Mitigation Specialist",9,9,0,0.00107204116638006,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"306","306","WSO - Certified Hazardous Materials Technician Level II",9,9,0,0.00107204116637987,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"307","307","Certified Fire Protection Specialist",9,9,0,0.00107204116637966,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"308","308","Sartech III",9,9,0,0.00107204116637946,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"309","309","Sartech II",9,9,0,0.00107204116637924,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"310","310","Certified Hazard Recognition Specialist",9,9,0,0.00107204116637902,8.02631677935533e-17,8.02631677935533e-17,9,21,19,11
"311","311","Certified Working Pastry Chef",9,9,0,0.00107204116638078,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"312","312","Master Certified Food Executive",9,9,0,0.00107204116638061,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"313","313","Certified Personal Chef",9,9,0,0.00107204116638044,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"314","314","Certified Chef de Cuisine",9,9,0,0.00107204116638025,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"315","315","Certified Master Chef",9,9,0,0.00107204116638006,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"316","316","Certified Executive Pastry Chef",9,9,0,0.00107204116637987,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"317","317","Certified Executive Chef",9,9,0,0.00107204116637966,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"318","318","Certified Sous Chef",9,9,0,0.00107204116637946,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"319","319","Certified Master Pastry Chef",9,9,0,0.00107204116637924,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"320","320","Certified Secondary Culinary Educator",9,9,0,0.00107204116637902,8.02631677935533e-17,8.02631677935533e-17,9,22,20,12
"321","321","Fundamental Payroll Certification",19,19,0,0.00107204116638201,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"322","322","Microsoft Office Specialist: Microsoft Excel 2016 Expert",19,19,0,0.00107204116638195,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"323","323","Microsoft Office Specialist: Microsoft Outlook 2016",19,19,0,0.00107204116638188,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"324","324","Microsoft Office Specialist: Excel Associate (Excel and Excel 2019)",19,19,0,0.00107204116638181,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"325","325","Microsoft Office Specialist: Microsoft Access Expert (Access and Access 2019)",19,19,0,0.00107204116638175,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"326","326","Certified Associate in Project Management",19,19,0,0.00107204116638168,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"327","327","Microsoft Office Specialist: Microsoft Excel Expert (Excel and Excel 2019)",19,19,0,0.00107204116638161,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"328","328","Microsoft Office Specialist: Word Associate (Word and Word 2019)",19,19,0,0.00107204116638153,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"329","329","Microsoft Office Specialist: Microsoft Word 2016 Expert",19,19,0,0.00107204116638146,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"330","330","Microsoft Office Specialist: Associate (Office 365 and Office 2019)",19,19,0,0.00107204116638139,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"331","331","Microsoft Office Specialist: PowerPoint Associate 2019",19,19,0,0.00107204116638131,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"332","332","Microsoft Office Specialist: Outlook Associate (Outlook and Outlook 2019)",19,19,0,0.00107204116638123,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"333","333","Certified Administrative Professional",19,19,0,0.00107204116638116,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"334","334","Microsoft Office Specialist: Microsoft Word 2016",19,19,0,0.00107204116638108,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"335","335","Microsoft Office Specialist: Microsoft Word Expert (Word and Word 2019)",19,19,0,0.001072041166381,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"336","336","Microsoft Office Specialist: Microsoft PowerPoint 2016",19,19,0,0.00107204116638091,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"337","337","Microsoft Office Specialist: Expert - Office 365 and Office 2019",19,19,0,0.00107204116638083,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"338","338","Microsoft Office Specialist: Microsoft Office 2016 Master Specialist",19,19,0,0.00107204116638075,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"339","339","Microsoft Office Specialist: Expert (Office 365 and Office 2019)",19,19,0,0.00107204116638066,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"340","340","Microsoft Office Specialist: PowerPoint Associate (PowerPoint and PowerPoint 2019)",19,19,0,0.00107204116638057,1.44473702028396e-16,1.44473702028396e-16,19,23,21,7
"341","341","Master Ground Water Contractor",24,25,8.74266433492889e-05,0.00109592103401874,8.74266433472988e-05,8.74266433472988e-05,22,7,22,34
"342","342","Graduate Master Builder",103,108,0.00444153190797622,0.00185276423684167,0.00444153190791839,0.00444153190791839,83,7,23,1
"343","343","Certified Kitchen and Bath Remodeler",22,23,8.74210745248114e-05,0.000810436032165173,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"344","344","Master Trainer",22,23,8.74210745248034e-05,0.000810436032165155,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"345","345","Construction Site Safety Orientation",22,23,8.74210745247793e-05,0.000810436032165137,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"346","346","Traffic Signal Inspector Level I",120,125,0.00444414730613107,0.00260521413823265,0.00444414730607401,0.00444414730607401,83,7,23,1
"347","347","Craft Instructor",22,44,0.000171947400592766,0.00141094046528224,0.000171947400587261,0.000171947400587261,22,7,22,34
"348","348","Tilt-Up Supervisor & Technician",22,23,8.74210745248355e-05,0.00081043603216506,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"349","349","Concrete Construction Special Inspector",114,123,0.00447195603488133,0.00237615897106686,0.00447195603482267,0.00447195603482267,83,7,23,1
"350","350","Supervisor Certification",23,25,0.000112634041504642,0.000852581288233153,0.000112634041501866,0.000112634041501866,22,7,22,34
"351","351","Mobile Crane Operator",22,23,8.74210745248114e-05,0.000810436032165001,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"352","352","Construction Site Safety Supervisor",22,23,8.74210745248355e-05,0.000810436032164981,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"353","353","Masonry Field Testing Technician",23,25,0.000112634041504626,0.000852581288233074,0.000112634041501866,0.000112634041501866,22,7,22,34
"354","354","Certified Remodeler Associate",22,23,8.74210745247873e-05,0.00081043603216494,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"355","355","Master Certified Remodeler",22,23,8.74210745247873e-05,0.000810436032164919,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"356","356","Certified Graduate Builder",22,23,8.74210745248034e-05,0.000810436032164897,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"357","357","Certified Remodeler Specialist",22,23,8.74210745247873e-05,0.000810436032164876,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"358","358","Certification in Construction Materials Testing - Asphalt Level IV",34,38,0.000142312565495459,0.00132462028549083,0.000142312565492152,0.000142312565492152,22,7,22,34
"359","359","Construction Superintendant Certification",22,23,8.74210745248034e-05,0.000810436032164832,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"360","360","Certification in Construction Materials Testing - Asphalt Level III",34,38,0.000142312565495459,0.00132462028549077,0.000142312565492152,0.000142312565492152,22,7,22,34
"361","361","Certification in Construction Materials Testing - Asphalt Level II",34,38,0.000142312565495443,0.00132462028549072,0.000142312565492152,0.000142312565492152,22,7,22,34
"362","362","Architectural Openings Consultants",39,40,8.81605151588527e-05,0.00154411952021279,8.81605151574887e-05,8.81605151574887e-05,22,7,22,34
"363","363","Master Craft/Technician Instructor",22,23,8.74210745248034e-05,0.000810436032164742,8.74210745227009e-05,8.74210745227009e-05,22,7,22,34
"364","364","PV System Inspector",2,2,1.15497351752329e-05,0.000453684291718189,1.15497351753714e-05,1.15497351753714e-05,2,7,25,17
"365","365","Solar Heating Installer",2,2,1.15497351752349e-05,0.000453684291718174,1.15497351753714e-05,1.15497351753714e-05,2,7,25,17
"366","366","PV Installation Professional",9,9,0.00203505546408238,0.00105948310002425,0.00203505546408297,0.00203505546408297,7,7,25,17
"367","367","National Board New Construction Inspector Commission",1,1,2.47132668251866e-05,0.000174021207567242,2.47132668245983e-05,2.47132668245983e-05,1,7,23,1
"368","368","National Board Inservice Inspector Commission",84,86,0.00437917403357052,0.00133705035812206,0.00437917403351426,0.00437917403351426,83,7,23,1
"369","369","Structural Masonry Special Inspector",85,87,0.00438029948577824,0.00124812853267178,0.00438029948572199,0.00438029948572199,83,7,23,1
"370","370","Certified Installer and Sand & Finisher",17,17,1.23417044573238e-06,0.000885870329308662,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"371","371","Door + Hardware Specification Consultant",17,17,1.23417044573238e-06,0.000885870329308641,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"372","372","Door + Hardware Industry Associate - Level I",17,17,1.23417044574843e-06,0.00088587032930862,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"373","373","Rain Screen Systems",17,17,1.23417044573238e-06,0.000885870329308598,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"374","374","Certified Craftsman",17,17,1.23417044574041e-06,0.000885870329308576,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"375","375","InstallationMasters",17,19,1.24817924512824e-06,0.000973725238000298,1.24817924574627e-06,1.24817924574627e-06,17,7,22,34
"376","376","FenestrationAssociate",17,19,1.24817924512021e-06,0.000973725238000254,1.24817924574627e-06,1.24817924574627e-06,17,7,22,34
"377","377","Adhesive Anchor Installer",17,17,1.23417044573238e-06,0.000885870329308508,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"378","378","Certified Graduate Associate",31,32,5.66066169517919e-05,0.00139931777407276,5.66066169513587e-05,5.66066169513587e-05,17,7,22,34
"379","379","Certified Lead Carpenter",17,17,1.23417044574041e-06,0.000885870329308462,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"380","380","Certified Installer",17,17,1.23417044574041e-06,0.000885870329308437,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"381","381","Certified Door Consultants",17,17,1.23417044572436e-06,0.000885870329308413,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"382","382","LEED Green Associate",31,32,5.66066169517919e-05,0.00139931777407264,5.66066169513587e-05,5.66066169513587e-05,17,7,22,34
"383","383","Door + Hardware Consultant  - Level III",17,17,1.23417044574041e-06,0.000885870329308363,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"384","384","FenestrationMaster",17,19,1.24817924514429e-06,0.000973725238000044,1.24817924574627e-06,1.24817924574627e-06,17,7,22,34
"385","385","Certified Master Craftsman",17,17,1.23417044572436e-06,0.000885870329308311,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"386","386","Door + Hardware Technician - Level II",17,17,1.23417044574041e-06,0.000885870329308283,1.2341704464066e-06,1.2341704464066e-06,17,7,22,34
"387","387","Certification in Construction Materials Testing - Asphalt",17,18,5.60115607788628e-05,0.00089854886444785,5.60115607778919e-05,5.60115607778919e-05,15,7,22,34
"388","388","Signalperson",15,15,5.56901055043963e-05,0.000666528889593984,5.56901055033211e-05,5.56901055033211e-05,15,7,22,34
"389","389","Qualified Rigger Advanced",15,15,5.56901055043963e-05,0.00066652888959396,5.56901055033211e-05,5.56901055033211e-05,15,7,22,34
"390","390","Graduate Master Remodeler",97,100,0.00440997800976908,0.00171665688234574,0.00440997800971227,0.00440997800971227,83,7,23,1
"391","391","Qualified Signalperson & Basic Rigger Certification",15,15,5.56901055043963e-05,0.000666528889593916,5.56901055033211e-05,5.56901055033211e-05,15,7,22,34
