"","soc","certificate","confidence_entry","confidence_cert","confidence","SOC","Raw"
"11059","Commonwealth Environmental Solutions, LLC","forklift operator certification",0.377597410178229,0.733413166422474,0.330563226709382,"49-9052","forklift operator certification"
"11069","Federal Aviation Administration (FAA)","remote pilot airman certification",0.226986288454458,0.330659178391793,0.089589484114583,"47-5012","pilot certification"
"11083","Federal Aviation Administration (FAA)","remote pilot airman certification",0.226986288454458,0.330659178391793,0.089589484114583,"27-4021","pilot certification"
"11092"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified teacher"
"11150"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.179137475147411,0.0495990812688696,0.0106056407198684,"27-4021","board certified/board eligible"
"11153","American Association of Medical Assistants (AAMA)","certified medical assistant (cma)",0.337143193373313,0.491128746499469,0.197645340718547,"49-9071","certified medical assistant"
"11159","Building Performance Institute (BPI)","air leakage control installer",0.163656212479746,0.238403954378604,0.0465717739314255,"47-2061","master installer"
"11181","Department of Environmental Quality","certified emissions repair technician ",0.288146094652293,0.0619988515860871,0.021324222864316,"49-9021","department of transportation certified"
"11185","Fiat and Chrysler Auto","mopar level 0",0.168935044709291,0,0,"49-3023","auto sales"
"11208","aws.amazon.com","aws security specialist",0.150942735871892,0.29317836108045,0.0528227442626031,"43-9031","security clearance"
"11235","Building Performance Institute (BPI)","air leakage control installer",0.163656212479746,0.238403954378604,0.0465717739314255,"49-2098","bicsi installer"
"11236","","",0,0,0,"49-2098","hubbell premise wiring"
"11240","Project Management Institute (PMI)","project management professional (pmp)",0.211495149281045,0.246093821197321,0.0621266520952525,"49-9062","certified software project manager"
"11241","International Association of Healthcare Central Services Material Management  (IAHCSMM)","central service technician",0.597286463295703,0.793782778125485,0.56592799031298,"49-9062","certified registered central service technician"
"11315","Department of Environmental Quality","certified emissions repair technician ",0.163656212479746,0.238403954378604,0.0465717739314255,"49-9021","appliance repair certificate"
"11332","American Registry for Diagnostic Medical Sonography (ARDMS)","registered diagnostic medical sonographer ",0.842060338603069,0.45147466851783,0.453788441886392,"17-3024","american registry for diagnostic medical sonography"
"11339","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"29-1126","vocational rehabilitation license"
"11342","International Information Systems Certification Consortium (ISC2)","certified information systems security professional (cissp)",0.574035395426227,0.557478819570569,0.38198285801557,"27-3042","certified information systems security professional"
"11343","ISACA","certified information systems auditor (cisa)",0.494060057627564,0.575772197849243,0.339552760066325,"27-3042","certified information systems auditor"
"11368","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"17-1021","sap certification"
"11375","American Welding Society (AWS)","certified welding supervisor (cws)",0.166281663560206,0.242228544414786,0.0480780129494997,"47-4011","welding certification"
"11382","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"51-8011","reactor operator license"
"11399","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"29-2056","basic life saving"
"11421","American Red Cross","child cpr",0.163656212479746,0.476807908757209,0.093143547862851,"29-2055","maternal child"
"11429","National Institute for Automotive Service Excellence (ASE)","ase entry-level medium/heavy truck brakes",0.335216708269497,0.325548243741405,0.130262030561517,"49-9041","heavy truck"
"11433","Certified Internet Web (CIW)","certified internet web (ciw) site development associate",0.201048613983891,0.167357042877844,0.0401626080389336,"49-3031","certified career development facilitator"
"11450","Society of Manufacturing Engineers (SME)","certified manufacturing engineer (cmfge)",0.221651448309522,0.242228544414786,0.064087410324964,"17-3024","engineer in training certification"
"11456","National Council of State Boards of Nursing","registered nurse",0.171616503705143,0.5,0.102424979147957,"49-2022","nurse anesthetist"
"11469","National Institute for Automotive Service Excellence (ASE)","ase student certification - heating and air conditioning",0.275489399332102,0.11754933875375,0.0386546648801187,"43-6014","seating and mobility specialist"
"11549","National Institute for Automotive Service Excellence (ASE)","ase student certification - heating and air conditioning",0.275489399332102,0.11754933875375,0.0386546648801187,"49-9071","seating and mobility specialist"
"11606","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"47-2031","first aid cpr aed"
"11608","American Institute of Professional Bookkeepers (AIPB)","certified bookkeeper",0.102969902223086,0.3,0.0368729924932645,"43-6014","bookkeeping certification"
"11622","Federal Emergency Management Agency (FEMA)","professional development certificate of achievement",0.312876126155637,0.164622421970786,0.061480620578825,"49-9071","chemical engineering certificate"
"11625","Environmental Protection Agency (EPA)","hvac 608 certification",0.551728383580036,0.107545571189057,0.0708263216114809,"49-9098","environmental protection agency certification"
"11626"," Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ","water works operator",0.155945961868708,0.302896202680369,0.0563825601750029,"49-9098","certified pool/spa operator"
"11632","aws.amazon.com","aws security specialist",0.150942735871892,0.29317836108045,0.0528227442626031,"27-1013","security clearance"
"11644","American Society for Quality (ASQ)","certified quality inspector (cqi)",0.206216317051499,0.300402805964691,0.0739441534204834,"49-9071","certified playground safety inspector"
"11647","Equipment and Engine Training Council (EETC)","reel technology certification",0.124016386231373,0.24087890452239,0.0356578102356686,"49-2092","real estate certification"
"11681","American Association of Veterinary State Boards","veterinary technician",0.102786617920897,0.299466006187543,0.0367418429866919,"47-2061","hazmat technician"
"11682","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"47-2061","first aid cpr aed"
"11702","Environmental Protection Agency (EPA)","hvac 608 certification",0.551728383580036,0.107545571189057,0.0708263216114809,"49-9012","environmental protection agency certification"
"11723","Occupational Safety & Health Administration","osha 30 construction",0.482138351668824,0.666666666666667,0.383669476613627,"49-1011","osha safety 30 hour"
"11728"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.166281663560206,0,0,"49-2022","passive intermodulation testing"
"11732","Federal Emergency Management Agency (FEMA)","leadership and influence",0.398382060876515,0.494788676005435,0.235286145674657,"49-9041","leadership in energy and environmental design certified"
"11752","Cisco","cisco certified network associate (ccna)",0.5031597183191,0.586376843084495,0.352175797109595,"49-1011","cisco certified network associate"
"11755","International Society of Arboriculture (ISA)","isa certified arborist",0.214176608276896,0.415998468781449,0.106350760229553,"47-1011","certified arborist"
"11780","Environmental Protection Agency (EPA)","hvac 608 certification",0.551728383580036,0.107545571189057,0.0708263216114809,"49-9041","environmental protection agency certification"
"11787","Project Management Institute (PMI)","project management professional (pmp)",0.403154654454807,0.587290041678441,0.282618863012435,"47-1011","project management professional"
"11871","American Association of Medical Assistants (AAMA)","certified medical assistant (cma)",0.193502840443646,0.281882622396425,0.0651077185609027,"51-9081","certified orthodontic assistant"
"11893","Federal Aviation Administration (FAA)","aviation mechanic powerplant (amp) certificate",0.168935044709291,0.196875056957857,0.0396997048302166,"49-1011","master mechanic"
"11909","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.201417468223513,0.14670607420832,0.0352713480364534,"49-1011","electrical certification"
"11949","","",0,0,0,"49-9071","belay"
"11964","S/P2","mechanical pollution prevention",0.171616503705143,0.333333333333333,0.0682833194319712,"49-9071","back-flow prevention certificate"
"11965","S/P2","mechanical pollution prevention",0.226986288454458,0.333333333333333,0.0903140252049597,"49-9071","backflow prevention certification"
"11968","American Red Cross","first aid",0.171616503705143,0,0,"49-9071","certified cross connection"
"12047","American Society for Quality (ASQ)","six sigma green belt",0.337870089418583,0.492187642394643,0.198498524151083,"17-3023","six sigma certification"
"12048","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"17-3023","basic life saving"
"12049","American Heart Association","basic life support (cpr) instructor",0.644647953553527,0.554390630940211,0.426594567343796,"17-3023","basic cardiac life support certification"
"12058"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-3023","gm certified"
"12100","CompTIA","comptia security+ certification",0.322559239577035,0.626511694413784,0.241221213775763,"49-2022","comptia security+"
"12107","American Medical Technologist (AMT)","medical laboratory technician (mlt)",0.415362015559856,0.605072948394136,0.299993154722861,"49-9041","certified medical laboratory technician"
"12115","AAPC","certified professional biller (cpb)",0.13787437005873,0.200846607234835,0.0330540645579031,"13-2081","certified treasury professional"
"12127","AAPC","certified professional biller (cpb)",0.13787437005873,0.200846607234835,0.0330540645579031,"43-6014","certified benefits professional"
"12128","Adobe Systems Incorporated ","adobe certified associate - visual design specialist",0.176835658195465,0.17173528805762,0.0362498501838854,"43-6014","certified employee benefit specialist"
"12150","CompTIA","comptia a+ certification",0.266442830400643,0.317871939171472,0.101095787525562,"49-2011","certified a+ technician"
"12152","National Institute for Metal Working Skills (NIMS)","machine building level iii: mechancial assembly",0.327562465573851,0.166666666666667,0.0651657969595177,"47-2061","machine operator certificate"
"12174","American Society for Quality (ASQ)","certified quality engineer (cqe)",0.166281663560206,0.242228544414786,0.0480780129494997,"49-9098","licensed professional engineer"
"12199","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"43-6014","crisis intervention certification"
"12204","National Center for Construction Education and Research (NCCER)","plumbing - level 1",0.171616503705143,0.333333333333333,0.0682833194319712,"47-3015","plumbing certification"
"12205","National Center for Construction Education and Research (NCCER)","plumbing - level 1",0.171616503705143,0.333333333333333,0.0682833194319712,"47-3015","plumbing license"
"12240","Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals","wastewater works operator",0.327562465573851,0.636229536013702,0.248762428581103,"47-1011","wastewater treatment plant operator"
"12255"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified applicator"
"12285","American Society of Quality (ASQ)","six sigma yellow belt",0.291345230327503,0.1,0.0347764096073435,"17-3031","fellow of the casualty actuarial society"
"12289","American Society of Quality (ASQ)","six sigma yellow belt",0.291345230327503,0.1,0.0347764096073435,"43-6014","fellow of the casualty actuarial society"
"12307","American Association of Family and Consumer Sciences","pre-professional certification in education fundamentals",0.199010137678983,0.231924241995869,0.0550932225193984,"49-9021","subspecialty certification in cardiac surgery"
"12328","American Association of Medical Assistants (AAMA)","certified medical assistant (cma)",0.508759697078456,0.491128746499469,0.298253043956887,"49-3023","aama certified medical assistant"
"12350","American Society for Quality (ASQ)","certified quality engineer (cqe)",0.37777681284125,0.304227396000873,0.137186206911853,"43-6014","certified software process engineer"
"12353","National Safety Council (NSC)","lift truck operator",0.226986288454458,0.333333333333333,0.0903140252049597,"49-9071","aerial lift certification"
"12354","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-2098","casino gaming license"
"12363","National Restaurant Association","servsafe food handler",0.353301550852773,0.317871939171472,0.134052391140554,"49-9021","food service certification"
"12378","American Design Drafter Association (ADDA)","mechanical drafter",0.102969902223086,0.3,0.0368729924932645,"17-3013","drafting certification"
"12433","Manufacturing Skills Institute","mt1 certified trainer ",0.208841768131959,0.405636528001164,0.101118646569159,"49-9041","certified fitness trainer"
"12434","American Heart Association","basic life support (cpr) instructor",0.168935044709291,0.196875056957857,0.0396997048302166,"49-9041","certified fitness instructor"
"12504","Occupational Safety & Health Administration","osha 30 construction",0.482138351668824,0.666666666666667,0.383669476613627,"47-4011","osha safety 30 hour"
"12515","National Institute for Metal Working Skills (NIMS)","machining level i: cnc turning: programming setup & operations",0.327562465573851,0.238586076005138,0.0932859107179135,"17-3023","cnc programming"
"12516"," Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ","water works operator",0.155945961868708,0.302896202680369,0.0563825601750029,"17-3023","certified crane operator"
"12517","National Institute for Metal Working Skills (NIMS)","machining level i: cnc turning: operator",0.171616503705143,0.166666666666667,0.0341416597159856,"17-3023","cnc certification"
"12539","Department of Environmental Quality","certified emissions repair technician ",0.288146094652293,0.0619988515860871,0.021324222864316,"47-4011","department of transportation certified"
"12565","Society of Manufacturing Engineers (SME)","certified manufacturing engineer (cmfge)",0.221651448309522,0.242228544414786,0.064087410324964,"47-2061","engineer in training certification"
"12566","Federal Emergency Management Agency (FEMA)","emergency planning",0.20325834545032,0.292187642394643,0.0708903401400436,"43-6014","certified event planner"
"12569","Apple","apple certified specialist",0.214176608276896,0.415998468781449,0.106350760229553,"49-2022","apple certified macintosh technician"
"12585","American Registry of Radiologic Technologists (ARRT)","registered radiation therapist",0.171616503705143,0.333333333333333,0.0682833194319712,"49-2022","radiation safety certified"
"12586","American Registry of Radiologic Technologists (ARRT)","registered radiation therapist",0.226986288454458,0.333333333333333,0.0903140252049597,"49-2022","radiation safety certification"
"12587","Microsoft","microsoft office specialist (mos) - access 2019  ",0.171616503705143,0.166666666666667,0.0341416597159856,"43-6014","access management"
"12648","American Medical Certification Association (AMCA)","billing and coding specialist",0.617352050190185,0.609413872616184,0.449078290628671,"43-6014","medical billing and coding certification"
"12656","aws.amazon.com","aws security specialist",0.150942735871892,0.29317836108045,0.0528227442626031,"43-6014","homeland security"
"12663","National Institute for Automotive Service Excellence (ASE)","ase entry-level medium/heavy truck brakes",0.221651448309522,0.161485696276524,0.0427249402166427,"49-2022","boom truck certification"
"12672","National Board of Respiratory Care (NRBC)","registered respiratory therapist (rrt)",0.478638940663234,0.697250745600773,0.398358277576937,"49-1011","registered respiratory therapist"
"12673","National Board for Respiratory Care (NBRC)","certified respiratory therapist (crt)",0.327423554121429,0.246093821197321,0.0961805947032008,"49-1011","respiratory care practitioner"
"12694","Practice Management Institute (PMI)","certified medical office manager (cmom)",0.206216317051499,0.0495990812688696,0.0122088143054543,"43-6014","pmi agile certified practitioner"
"12719","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"17-3023","master electrician license"
"12721","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.201417468223513,0.14670607420832,0.0352713480364534,"19-4051","electrical certification"
"12722","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"19-4051","electrician certification"
"12735","Occupational Safety & Health Administration","osha confined space safety",0.748026817003668,0.202348464832371,0.180673272742712,"47-5012","occupational safety and health administration certification"
"12785","Association of Energy Engineers (AEE)","certified energy managers (cem)",0.206216317051499,0.300402805964691,0.0739441534204834,"43-6014","certified energy manager"
"12805","American Association of Veterinary State Boards","veterinary technician",0.271721662630189,0.791653648582185,0.256765287795541,"29-2055","certified veterinary technician"
"12830","National Institute for Automotive Service Excellence (ASE)","automotive service excellence (ase) - c1 automobile service consultant",0.305892057328855,0.320604080500342,0.117061497603035,"49-9071","certified salesforce service cloud consultant"
"12863","Microsoft","microsoft certified professional",0.309490873763873,0.601128809646447,0.222071189818327,"49-2011","microsoft certified professional"
"12865","CompTIA","comptia network+ certification",0.335272716184889,0.651205272504806,0.26061112497264,"49-2011","comptia network+"
"12876","North American Technician Excellence","hvacr certification",0.518435889556923,0,0,"49-9071","north american technician excellence"
"12885","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"27-4021","first aid cpr aed"
"12886","American Heart Association","heartsaver first aid/cpr/aed",0.358625603193426,0,0,"27-4021","american heart association certification"
"12887","Mainstream Engineering Corporation","hvac epa 608 type ii certification",0.168935044709291,0.164062547464881,0.0330830873585138,"49-1011","nicet ii"
"12913","AAPC","certified professional biller (cpb)",0.13787437005873,0.200846607234835,0.0330540645579031,"49-3011","aruba certified mobility professional"
"12925","Commonwealth Environmental Solutions, LLC","forklift operator certification",0.377597410178229,0.733413166422474,0.330563226709382,"49-9011","forklift operator certification"
"12970","National Maritime Center","basic fire fighting (tidecc-53) ",0.343233007410286,0.5,0.204849958295914,"49-3023","aerial rescue and fire fighting"
"12973","","",0,0,0,"49-9071","shop math"
"12992"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.214176608276896,0.24959908126887,0.063810456137732,"49-9052","certified tester"
"12998"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-3023","3m certified"
"13006","Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals","wastewater works operator",0.327562465573851,0.636229536013702,0.248762428581103,"51-8021","wastewater treatment plant operator"
"13026"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified sanitarian"
"13027"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified entomologist"
"13042","National Restaurant Association","servsafe alcohol",0.168935044709291,0.492187642394643,0.0992492620755414,"43-6014","servsafe"
"13051"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.179137475147411,0.0495990812688696,0.0106056407198684,"11-9131","board certified/board eligible"
"13064","Occupational Safety & Health Administration","osha 10 construction",0.482138351668824,0.666666666666667,0.383669476613627,"47-4011","osha safety 10 hour"
"13065","Occupational Safety & Health Administration","osha confined space safety",0.748026817003668,0.202348464832371,0.180673272742712,"47-4011","occupational safety and health administration certification"
"13079","National Institute for Automotive Service Excellence (ASE)","automotive service excellence (ase) - a5 brakes",0.509192391474935,0.440733259843645,0.267876466274053,"27-4014","automotive service excellence certification"
"13093","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.18860778804595,0.183167881073956,0.0412368775477189,"49-2095","air brake certified"
"13098","Microsoft","microsoft digital literacy",0.171616503705143,0.333333333333333,0.0682833194319712,"49-9071","microsoft dynamics crm certification"
"13131","National Board for Certification of the National Association of Dental Laboratories","dental laboratory technology, recognized graduate (rg)",0.393699316407876,0.144199187001788,0.0677648220871097,"17-3012","american board for engineering and technology accredited"
"13140","Chesapeake Conservation Landscaping Council","chesapeake bay landscape professional level 1",0.0686466014820571,0.0666666666666667,0.0054626655545577,"49-3023","oregon bar"
"13173","Society of Manufacturing Engineers (SME)","certified manufacturing technologist (cmfgt)",0.431540396977405,0.0619988515860871,0.0319361038406784,"17-3013","american society of mechanical engineers certified"
"13241"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"43-6014","certified applicator"
"13279","Occupational Safety & Health Administration","osha 10 construction",0.482138351668824,0.666666666666667,0.383669476613627,"47-1011","osha safety 10 hour"
"13380","National Board for Certification of the National Association of Dental Laboratories","dental laboratory technology, recognized graduate (rg)",0.393699316407876,0.144199187001788,0.0677648220871097,"47-2061","american board for engineering and technology accredited"
"13399","American Health Information Management Association (AHIMA)","certified coding associate",0.208841768131959,0.405636528001164,0.101118646569159,"17-3031","certified outpatient coding"
"13402","National Roofing Contractors Association","asphalt shingle systems installer",0.171616503705143,0,0,"49-9021","contractors license"
"13405","American Health Information Management Association (AHIMA)","certified coding associate",0.208841768131959,0.405636528001164,0.101118646569159,"49-9021","certified outpatient coding"
"13452","National Board of Respiratory Care (NRBC)","registered respiratory therapist (rrt)",0.478638940663234,0.697250745600773,0.398358277576937,"49-9062","registered respiratory therapist"
"13453","American Heart Association","pediatric advanced life support (pals)",0.629306365858678,0.73338676907193,0.550899052607224,"49-9062","pediatric advanced life support certification"
"13482","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.191041866433978,0.185531754725846,0.0423081109322843,"49-9071","certified facility manager"
"13483","Department of Environmental Quality","certified emissions repair technician ",0.163656212479746,0.238403954378604,0.0465717739314255,"49-3023","motorcycle repair"
"13485","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.191041866433978,0.185531754725846,0.0423081109322843,"35-1011","certified dietary manager"
"13495","Microsoft","microsoft certified solutions associate (mcsa) - server",0.505785169399561,0.491197095927867,0.296550534567842,"27-4011","microsoft certified solutions associate"
"13507","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"49-9071","iv certification"
"13522","Federal Aviation Administration (FAA)","aviation mechanic powerplant (amp) certificate",0.554409842575887,0.2,0.13235420915653,"49-1011","federal aviation administration certification"
"13534","American Institute of CPAs","certified public accountant",0.319380556396523,0.0826651354481161,0.0315143014349347,"47-1011","american institute of certified planners"
"13542","American Welding Society (AWS)","welding (sense) training program (level one)",0.262439594453433,0.164062547464881,0.0513943808673722,"49-1011","north american defense contractors accreditation program"
"13555","National Institute for Metal Working Skills (NIMS)","industrial technology maintenance: maintenance piping",0.319712416841546,0.35761304995457,0.13647392813505,"47-2111","building maintenance"
"13582","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-9071","backflow license"
"13629","National Council of State Boards of Nursing","registered nurse",0.475665398171945,0,0,"17-3013","national council of architectural registration boards"
"13630","American Institute of CPAs","certified public accountant",0.276820451824769,0,0,"17-3013","american institute of architects"
"13681"," Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ","water works operator",0.155945961868708,0.302896202680369,0.0563825601750029,"51-4111","certified overhead crane operator"
"13688","Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals","wastewater works operator",0.327562465573851,0.636229536013702,0.248762428581103,"51-9011","wastewater treatment plant operator"
"13689","Occupational Safety & Health Administration","hazardous materials certification",0.390586493018813,0.758642058671867,0.353696666504557,"51-9011","hazardous materials certification"
"13693","National Board for Certification of the National Association of Dental Laboratories","dental laboratory technology, recognized graduate (rg)",0.393699316407876,0.144199187001788,0.0677648220871097,"17-3013","american board for engineering and technology accredited"
"13716","United States Green Building Council (USGBC)","leed green associate certification",0.465878445976893,0.678662069088248,0.377400981140645,"47-1011","leed green associate"
"13732","Occupational Safety & Health Administration","osha hazwoper",0.171616503705143,0.5,0.102424979147957,"33-2011","hazwoper"
"13735","American Institute of CPAs","certified public accountant",0.200169506453521,0,0,"17-3011","american concrete institute"
"13737","Federal Aviation Administration (FAA)","aviation mechanic powerplant (amp) certificate",0.398602792159601,0.2,0.0951584067821586,"49-9041","airframe and powerplant certification"
"13750","American Welding Society (AWS)","certified welding inspector (cwi)",0.372497980611705,0.542631350379478,0.241271283191699,"47-2152","certified welding inspector"
"13776","Society for Maintenance and Reliability","certified maintenance and reliability technician (cmrt)",0.195990857853093,0.190338005205129,0.0445285093914493,"49-1011","certified maintenance manager"
"13778","American Traffic Safety Services Association (ATSSA)","intermediate work zone traffic control",0.166281663560206,0.193782835531829,0.0384624103595997,"49-1011","certified pest control"
"13780","Occupational Safety & Health Administration","osha confined space safety",0.748026817003668,0.202348464832371,0.180673272742712,"27-4011","occupational safety and health administration certification"
"13814","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2152","casino gaming license"
"13815","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"27-4011","casino gaming license"
"13817","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-1011","stationary engineer license"
"13818","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-1011","casino gaming license"
"13822","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2111","casino gaming license"
"13888","American Health Information Management Association (AHIMA)","registered health information technician (rhit)",0.145346722492651,0.119786402475017,0.0207821078832073,"47-2061","certified survey technician"
"13907","IPC-Association Connecting Electronics Industries","certified ipc application specialist (cis)",0.226986288454458,0.2,0.0541884151229759,"49-3011","ipc certification"
"13953","National Center for Construction Education and Research (NCCER)","construction project management",0.30784038896783,0.59792304803959,0.219708937280577,"17-3021","project management certification"
"13954","Project Management Institute (PMI)","project management professional (pmp)",0.403154654454807,0.587290041678441,0.282618863012435,"17-3021","project management professional"
"13955","aws.amazon.com","aws security specialist",0.150942735871892,0.29317836108045,0.0528227442626031,"17-3021","security clearance"
"13956","American Society for Quality (ASQ)","six sigma black belt",0.678421637833017,0.988281463591964,0.800308022968834,"17-3021","six sigma black belt certification"
"13966","CFA Institute","chartered financial analyst (cfa)",0.168935044709291,0.246093821197321,0.0496246310377707,"29-2055","certified trust and financial advisor"
"14031","Commonwealth Environmental Solutions, LLC","forklift operator certification",0.377597410178229,0.733413166422474,0.330563226709382,"17-3024","forklift operator certification"
"14037","National Roofing Contractors Association","asphalt shingle systems installer",0.171616503705143,0,0,"49-1011","contractors license"
"14040","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-1011","psychologist license"
"14041","National Center for Construction Education and Research (NCCER)","power line worker 1",0.171616503705143,0.25,0.0512124895739784,"49-1011","social worker certification"
"14050","aws.amazon.com","aws security specialist",0.150942735871892,0.29317836108045,0.0528227442626031,"49-9064","security clearance"
"14066","American Medical Technologist (AMT)","medical laboratory technician (mlt)",0.271721662630189,0.395826824291093,0.12838264389777,"49-1011","laboratory animal technician"
"14119","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"49-9071","help desk certification"
"14123"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","hp certified"
"14206","aws.amazon.com ","aws certified solutions architect (associate)",0.171616503705143,0.2,0.0409699916591827,"17-3023","registered architect"
"14207","American Society for Quality (ASQ)","certified quality engineer (cqe)",0.166281663560206,0.242228544414786,0.0480780129494997,"17-3023","licensed professional engineer"
"14259","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"49-9071","basic life saving"
"14262","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"49-9081","first aid cpr aed"
"14294","Manufacturing Skills Institute","lean practitioner certification",0.224304829458607,0.435670666118819,0.116647053763979,"49-9071","lean bronze certification"
"14307","Mobiles Air Conditioning Society (MACS)","epa section 609 refrigerant recovery certification",0.332675047394913,0.323079890543324,0.128294188605692,"49-3023","epa 609"
"14345","American Society for Quality (ASQ)","certified quality engineer (cqe)",0.166281663560206,0.242228544414786,0.0480780129494997,"17-3024","licensed professional engineer"
"14381","National Institute for Metal Working Skills (NIMS)","machining level i: cnc turning: operator",0.221911104354913,0.151448101340185,0.040116191675826,"33-2011","driver/operator pumper"
"14402","American Welding Society (AWS)","certified welding supervisor (cws)",0.166281663560206,0.242228544414786,0.0480780129494997,"49-3031","welding certification"
"14408","Occupational Safety & Health Administration","osha 10 construction",0.482138351668824,0.666666666666667,0.383669476613627,"49-1011","osha safety 10 hour"
"14438","Society of Manufacturing Engineers (SME)","certified manufacturing engineer (cmfge)",0.221651448309522,0.242228544414786,0.064087410324964,"47-4011","engineer in training certification"
"14447","CompTIA","comptia it fundamentals",0.224304829458607,0.328125094929762,0.0878526569864222,"17-3031","it infrastructure library certification"
"14449","Cisco","cisco certified design associate (ccda)",0.497992015251492,0.580354458341723,0.344978901045018,"49-2022","cisco certified design associate"
"14450","Cisco","cisco certified network professional (ccnp)",0.473147086243619,0.551400449290752,0.311415421624321,"49-2022","cisco certified network professional"
"14454","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.146047683474197,0.106376485012423,0.0185445858410519,"49-9041","electrical contractor"
"14478","S/P2","mechanical pollution prevention",0.226986288454458,0.333333333333333,0.0903140252049597,"47-2152","backflow prevention certification"
