"","ONET Certification","Confidence of Match","Burning Glass Certification"
"605","certified cyber security professional - associate/practitioner",0.326784823766944,"systems security certified practitioner"
"432","certified registered locksmith",0.325381294643915,"certified registered central service technician"
"3810","certified registered locksmith",0.325381294643915,"certified flight registered nurse"
"261","certtec basic electricity and electronics certification",0.323506269219893,"basic electricity certificate"
"55","photovoltaic installer/designer",0.323481763644505,"residential and commercial photovoltaic systems certificate"
"208","manufactured housing professional",0.323481763644505,"fair housing"
"426","air diving supervisor",0.323481763644505,"diving"
"715","qualified rigger advanced",0.323481763644505,"nccer rigger"
"1706","comptia a+ certification",0.323481763644505,"teaching english as a foreign language"
"2155","qualified rigger advanced",0.323481763644505,"certified rigger"
"2190","certified energy auditor",0.323481763644505,"auditor certification"
"3326","electric vehicle technician",0.323481763644505,"emergency vehicle operator"
"3620","architectural apprentice drafter",0.323481763644505,"architectural technology"
"3903","hydronics oil service",0.323481763644505,"oil burner technician"
"4060","commercial audio technician",0.323481763644505,"nicet audio systems"
"10081","certified digital designer",0.320722731400463,"certified graphic designer"
"476","spacetec aerospace manufacturing",0.31862961866985,"manufacturing certification"
"852","fiber optics designer",0.31862961866985,"certified fiber"
"2062","microwave radio technician",0.31862961866985,"gmdss radio operator's license"
"2146","quality control inspector",0.31862961866985,"certified quality technician"
"2260","network systems technician",0.31862961866985,"security certified network architect"
"3877","certified fraud examiner",0.31862961866985,"sexual assault nurse examiner"
"4028","adobe analytics developer",0.31862961866985,"salesforce developer"
"4374","network systems technician",0.31862961866985,"security certified network specialist"
"6698","network systems technician",0.31862961866985,"security certified network professional"
"6747","service plumbing certification",0.31862961866985,"commercial plumbing license"
"7012","quality control inspector",0.31862961866985,"certified professional in healthcare quality"
"7421","microwave radio technician",0.31862961866985,"amateur radio license"
"9034","data cabling installer",0.31862961866985,"data architecture and management designer"
"10146","laboratory animal technologist",0.31862961866985,"ascp medical laboratory scientist"
"1130","certified cyber security professional - associate/practitioner",0.316276570334306,"comptia advanced security practitioner"
"76","certified energy auditor",0.316111947871838,"certified energy manager"
"79","certified energy auditor",0.316111947871838,"certified energy professional"
"958","certified photogrammetric technologist",0.316111947871838,"certified pulmonary function technologist"
"1303","certified maintenance employee",0.316111947871838,"certified maintenance manager"
"1712","certified photogrammetric technologist",0.316111947871838,"certified orthopedic technologist"
"4267","certified photogrammetric technologist",0.316111947871838,"certified technologist"
"6397","certified photogrammetric technologist",0.316111947871838,"certified polysomnographic technologist"
"2406","certification in aerospace physiology",0.314824266085724,"certification in neurophysiologic intraoperative monitoring"
"7221","certification in aerospace physiology",0.314824266085724,"certification in long term monitoring"
"1089","certtec basic electricity and electronics certification",0.313850497846978,"basic electronics"
"118","certified welding engineer",0.31382623855878,"stationary engineer license"
"794","traffic control supervisor",0.31382623855878,"pest control operator"
"2426","traffic control supervisor",0.31382623855878,"climate control"
"9831","termination and testing technician",0.313709046904287,"certified testing technician"
"659","heat pump service certification",0.311577308132735,"civil service certification"
"732","certified stormwater manager",0.311548697770851,"certified emergency manager"
"859","certified stormwater manager",0.311548697770851,"certified floodplain manager"
"997","certified equipment manager",0.311548697770851,"certified manager of software testing"
"1284","certified stormwater manager",0.311548697770851,"certified dietary manager"
"2478","certified stormwater manager",0.311548697770851,"certified manager"
"2642","certified service manager",0.311548697770851,"certified professional food manager"
"3158","certified stormwater manager",0.311548697770851,"certified case manager"
"8257","certified stormwater manager",0.311548697770851,"certified knowledge manager"
"379","certification in construction materials testing - asphalt",0.309457555337756,"american society for testing and materials"
"5244","plant maintenance technologist certification class i",0.309288602325534,"certified plant maintenance manager"
"20","physical security professional",0.309071377024106,"security clearance"
"505","certified surgical assistant",0.309071377024106,"administrative assistant certification"
"829","traffic control supervisor",0.309071377024106,"safety trained supervisor"
"848","physical security professional",0.309071377024106,"private security"
"1237","physical security professional",0.309071377024106,"homeland security"
"1699","tilt-up supervisor & technician",0.309071377024106,"supervisor abatement license"
"2577","pv installation professional",0.309071377024106,"installation inspector certificate"
"3739","tilt-up supervisor & technician",0.309071377024106,"licensed construction supervisor"
"4193","physical security professional",0.309071377024106,"armed security license"
"7565","mixed gas diver",0.309071377024106,"gas technician"
"3932","certified cyber security professional - foundation",0.307920411309459,"certified cyber forensics professional"
"683","commercial refrigeration service",0.304364787778639,"refrigeration technician certification"
"834","certified registered locksmith",0.304364787778639,"registered behavior technician"
"8343","certified registered locksmith",0.304364787778639,"registered hazardous substances professional"
"833","microsoft office specialist: microsoft access expert (access and access 2019)",0.3,"certified healthcare access associate"
"1235","microsoft office specialist: microsoft access expert (access and access 2019)",0.3,"access management"
"1163","truck-mounted attenuator operator",0.299706224535187,"reactor operator license"
"1333","multifamily building operator",0.299706224535187,"driver/operator pumper"
"1672","truck-mounted attenuator operator",0.299706224535187,"boom lift operator"
"4139","truck-mounted attenuator operator",0.299706224535187,"aerial lift operator"
"4713","truck-mounted attenuator operator",0.299706224535187,"driver/operator aerial"
"6520","multifamily building operator",0.299706224535187,"certified pump operator"
"7456","multifamily building operator",0.299706224535187,"boom pump operator"
"8110","truck-mounted attenuator operator",0.299706224535187,"ab operator"
"8157","truck-mounted attenuator operator",0.299706224535187,"ariel lift operator"
"101","traffic signal inspector level i",0.299412691252778,"fire inspector i"
"319","isa certified control systems technician - level i",0.297466740982067,"certified control systems technician"
"236","certified master safe technician",0.297167167799526,"master certified technician"
"266","property maintenance and housing inspector",0.29714335182827,"property and casualty license"
"1097","airport fire officer",0.295095441006563,"fire fighter"
"2225","airport fire officer",0.295095441006563,"burglar and fire"
"2280","mechanical certified drafter",0.295095441006563,"mechanical drafting"
"2876","laboratory animal technologist",0.295095441006563,"american medical technologist certification"
"4942","laboratory animal technologist",0.295095441006563,"radiologic technologist"
"6264","certified maintenance employee",0.295095441006563,"custodial maintenance"
"8199","passive intermodulation testing",0.290532190905575,"certified testing advanced level"
"323","certified survey technician level i",0.28925782709925,"certified survey technician"
"38","rigger and signal person certification",0.288209653448064,"competent person certification"
"80","residential building inspector",0.286016227945033,"building maintenance"
"1364","broadband premises installer",0.286016227945033,"certified cable installer"
"7375","residential building inspector",0.286016227945033,"certified building maintenance"
"1100","certification in construction materials testing - asphalt",0.283922520020378,"certified in construction"
"5424","master specialist residential electric heat",0.280702967674437,"certified residential specialist"
"181","certified concrete surface repair technician",0.28043559830116,"certified repair technician"
"358","reel technology certification",0.28034942241344,"real estate certification"
"74","backflow prevention assembly tester certification",0.28,"certified back-flow tester"
"85","backflow prevention assembly repairer certification",0.28,"back-flow prevention certificate"
"160","certification in electrical power testing",0.279387424649974,"power generation equipment certification"
"1042","certified alarm technician - level i",0.277553570234518,"certified alarm technician"
"6054","certified solidworks advanced professional mold making",0.277174920099305,"certified mold maker"
"7485","avid certified support representative: mediacentral | asset management",0.276378013330364,"asset management certified"
"92","interior fire alarm technician level ii",0.275401640018187,"fire inspector ii"
"205","ashi certified inspector",0.272577813719288,"certified home inspector"
"105","veterinary internal medicine technician - neurology",0.270736981166788,"certified veterinary technician"
"372","automobile and light truck certification:  automatic transmission/transaxle  (a2)",0.269577447394459,"automatic transmission certification"
"10032","certified master chef",0.268476352099227,"master ford certified"
"991","ccnp service provider",0.268420321763541,"certified service advisor"
"2018","ccnp service provider",0.268420321763541,"chrysler certified service"
"2885","service plumbing certification",0.268420321763541,"quality service"
"3143","commercial electrical inspector",0.268420321763541,"certified electrical technician"
"3422","commercial electrical inspector",0.268420321763541,"certified electrical maintenance"
"4885","ccnp service provider",0.268420321763541,"certified field service professional"
"9784","service plumbing certification",0.268420321763541,"certified central service vendor program"
"1751","avid certified system administrator: inews",0.266522697026981,"red hat certified system adminstrator"
"516","certified surgical first assistant",0.265762380148957,"certified first responder"
"1952","certified secondary culinary educator",0.265762380148957,"certified culinary administrator"
"2203","certified landscape irrigation auditor",0.265762380148957,"certified landscape technician"
"2921","certified maintenance & reliability professional",0.265762380148957,"certified reliability engineer"
"3626","tech in surgery - certified",0.265762380148957,"certified service tech"
"3971","certified radiology equipment specialist",0.265762380148957,"certified radiology technician"
"6400","nationally certified resume writer",0.265762380148957,"nationally certified psychiatric technician"
"6846","nationally certified resume writer",0.265762380148957,"certified service writer"
"9098","certified refrigeration compliance manager",0.265762380148957,"certified compliance & ethics professional"
"9127","certified international tax analyst",0.265762380148957,"certified tax credit specialist"
"2976","autodesk certified professional in design for manufacturing",0.262455310529708,"certified in lean manufacturing"
"3031","video security systems technician iii",0.262090749194549,"security technician certificate of approval"
"11","certified public infrastructure inspector",0.262049569976409,"certified public accountant"
"1763","certified public infrastructure inspector",0.262049569976409,"certified public purchasing officer"
"2305","certified secondary culinary educator",0.262049569976409,"certified asthma educator"
"3123","certified secondary culinary educator",0.262049569976409,"certified nurse educator"
"7031","certified secondary culinary educator",0.262049569976409,"aws certified welding educator"
"7416","certified ambulatory surgery technician",0.262049569976409,"certified plastic and reconstructive surgery coder"
"9008","certified secondary culinary educator",0.262049569976409,"certified diabetes educator"
"9875","master certified food executive",0.262049569976409,"certified association executive"
"10072","certified secondary culinary educator",0.262049569976409,"certified family life educator"
"360","residential hvac design for quality installation",0.258379911371913,"american society for quality certification"
"592","certified pdm administrator professional",0.258373702882336,"citrix certified advanced administrator"
"4204","certified pdm administrator professional",0.258373702882336,"certified salesforce advanced administrator"
"134","autodesk certified professional in autocad for design and drafting",0.254346035061526,"drafting and design"
"3271","sap certified application associate - sap sales cloud 1911",0.252367297075672,"certified salesforce sales cloud consultant"
"3341","code specialist",0.252198082383311,"certified maintenance specialist"
"8876","code specialist",0.252198082383311,"certified housing specialist"
"142","piping inspector certification",0.251561306854012,"certified welding inspector"
"4710","piping inspector certification",0.251561306854012,"aws certified associate welding inspector"
"6047","piping inspector certification",0.251561306854012,"senior certified welding inspector"
"43","certified surgical instrument specialist",0.251132059068042,"certified surgical technician"
"5354","certified radiology equipment specialist",0.251132059068042,"certified equipment operator"
"7242","backflow prevention program specialist/administrator certification",0.25073269412777,"certified prevention specialist"
"39","certified surgical first assistant",0.25,"first aid cpr aed"
"81","master certified food executive",0.25,"global food safety initiative"
"185","fluid power pneumatic mechanic",0.25,"master mechanic"
"197","master ground water contractor",0.25,"electrical contractor"
"223","aem 6 lead developer",0.25,"series 6"
"327","master truck equipment specialist",0.25,"bucket truck certification"
"333","certified radiology equipment specialist",0.25,"dental radiology license"
"409","master ground water contractor",0.25,"asbestos contractor/supervisor"
"430","certified community transit manager",0.25,"community health certificate"
"477","adult critical care specialty",0.25,"care license"
"750","national qmed: machinist/pumpman",0.25,"machinist certification"
"995","fluid power pneumatic mechanic",0.25,"elevator mechanic"
"1002","adobe experience manager architect",0.25,"registered architect"
"1090","adult critical care specialty",0.25,"home care certificate"
"1095","veterinary internal medicine technician - large animal internal medicine",0.25,"sports medicine certification"
"1115","adult critical care specialty",0.25,"patient care technician"
"1123","certified international tax analyst",0.25,"tax preparation certificate"
"1226","machining level i - cnc milling: programming setup & operations",0.25,"cnc programming"
"1238","master truck equipment specialist",0.25,"boom truck certification"
"1321","certified electrical safety worker",0.25,"social worker certification"
"1346","certified electrical safety worker",0.25,"licensed master social worker"
"1422","total body photography certification",0.25,"body shop"
"1429","veterinary internal medicine technician - large animal internal medicine",0.25,"institute of internal auditors"
"1522","adult critical care specialty",0.25,"acute care nurse practitioner"
"1618","certified electrical safety worker",0.25,"licensed clinical social worker"
"1638","certification in aerospace physiology",0.25,"anatomy and physiology certificate"
"1738","certified international tax analyst",0.25,"income tax certificate"
"1859","accredited traffic accident reconstructionist",0.25,"accident health and life"
"1986","veterinary internal medicine technician - large animal internal medicine",0.25,"cardiac medicine"
"2035","certified working pastry chef",0.25,"baking and pastry"
"2071","certtec aviation structures certification",0.25,"aviation electronics certificate"
"2078","certified electrical safety worker",0.25,"licensed independent clinical social worker"
"2162","fluid power pneumatic mechanic",0.25,"certified maintenance mechanic"
"2222","certified community transit manager",0.25,"community service"
"2414","veterinary technician specialist- nutrition",0.25,"nutrition certification"
"2465","certified electrical safety worker",0.25,"asbestos worker"
"2540","national insulation energy appraiser",0.25,"certified residential appraiser"
"2608","adult critical care specialty",0.25,"adult education certificate"
"2673","certified hazard recognition specialist",0.25,"hazard communication"
"2770","certified international tax analyst",0.25,"tax professional"
"2946","master ground water contractor",0.25,"solar contractor certificate"
"3161","adult critical care specialty",0.25,"patient care assistant"
"3426","certified solidworks professional api",0.25,"api 1104"
"3478","veterinary technician national exam",0.25,"medical exam certificate"
"3504","adult critical care specialty",0.25,"personal care assistant"
"3653","adult critical care specialty",0.25,"adult learning certificate"
"3825","adobe experience manager architect",0.25,"landscape architect license"
"3904","certified surgical instrument specialist",0.25,"nccer instrument technician"
"4027","fluid power pneumatic mechanic",0.25,"asc certified mechanic"
"4181","certtec aviation structures certification",0.25,"aviation license"
"4496","fluid power pneumatic mechanic",0.25,"boiler mechanic license"
"4747","adult critical care specialty",0.25,"patient care certification"
"5315","master truck equipment specialist",0.25,"boom truck operator"
"5666","fluid power pneumatic mechanic",0.25,"certified motorcycle mechanic"
"5843","machining level i - cnc milling: programming setup & operations",0.25,"cnc machining certificate"
"5881","certified electrical safety worker",0.25,"licensed independent social worker"
"5942","adult critical care specialty",0.25,"health care administration"
"5954","certified international tax analyst",0.25,"tax collector's license"
"6143","adult critical care specialty",0.25,"certified child care worker"
"6217","adult critical care specialty",0.25,"certified life care planner"
"6301","master truck equipment specialist",0.25,"bucket truck operator"
"6522","adult critical care specialty",0.25,"care provider license"
"6620","adobe experience manager architect",0.25,"aws certified solutions architect"
"6641","registered cart provider - master",0.25,"cart license"
"6664","adult critical care specialty",0.25,"certified child care provider"
"6667","master ground water contractor",0.25,"certified mechanical contractor"
"7358","adobe experience manager architect",0.25,"red hat certified architect"
"7549","certified international tax analyst",0.25,"tax assessment"
"7822","adult critical care specialty",0.25,"long term care certification"
"9156","air systems cleaning specialist",0.25,"carpet cleaning certification"
"9224","fluid power pneumatic mechanic",0.25,"conveyor mechanic"
"9452","master ground water contractor",0.25,"certified government contractor"
"9860","oil monitoring analyst i",0.25,"electronic fetal monitoring"
"10159","adobe experience manager architect",0.25,"certified system architect"
"10531","total body photography certification",0.25,"certified body technician"
"10621","national insulation energy appraiser",0.25,"certified appraiser"
"109","electrical generator systems technician certification",0.249261846506188,"electrical certification"
"740","household hazardous waste & cesqg collection facility operations - specialist",0.248143594913726,"hazardous waste incinerator operator"
"5735","household hazardous waste & cesqg collection facility operations - specialist",0.248143594913726,"waste management facility operator"
"6335","household hazardous waste & cesqg collection facility operations - specialist",0.248143594913726,"hazardous waste transportation certificate"
"1013","residential and commercial mechanical inspector",0.248080135940677,"certified erosion, sediment and storm water inspector"
"321","certified fire protection specialist",0.247565912917037,"certified protection professional"
"1039","certified alarm security technician",0.247565912917037,"certified safety and security director"
"3664","ala certified lighting consultant",0.247565912917037,"certified personnel consultant"
"4236","ala certified lighting consultant",0.247565912917037,"certified lactation consultant"
"4661","certified fire protection specialist",0.247565912917037,"certified food protection professional"
"7904","cedia electronic systems certified",0.247565912917037,"certified electronic recorder"
"7905","cedia electronic systems certified",0.247565912917037,"certified electronic operator"
"2424","airport master firefighter",0.247459845233951,"six sigma master black belt"
"4032","airport master firefighter",0.247459845233951,"100 ton master captain's license"
"4116","certified master locksmith",0.247459845233951,"master financial professional"
"1513","ibm certified associate developer - rational application developer v8",0.246853404076866,"certified salesforce platform developer"
"3147","ibm certified associate developer - rational application developer v8",0.246853404076866,"certified salesforce platform developer ii"
"4216","ibm certified associate developer - rational application developer v8",0.246853404076866,"certified economic developer"
"7486","ibm certified associate developer - rational application developer v8",0.246853404076866,"certified salesforce advanced developer"
"9881","ibm certified associate developer - rational application developer v8",0.246853404076866,"certified labview developer"
"135","certified operator class i",0.246287189827452,"class 2 certification"
"180","combustion appliance zone certification",0.246287189827452,"appliance repair certificate"
"1707","fiber to the antenna",0.246287189827452,"teachers of english to speakers of other languages"
"1755","certified operator class i",0.246287189827452,"class fcc license"
"2011","advanced engine performance specialist",0.246287189827452,"certified in small engine repair"
"2669","certified operator class i",0.246287189827452,"class n"
"2686","certified ambulatory surgery technician",0.246287189827452,"american board of surgery certification"
"2850","certified operator class i",0.246287189827452,"class 3 license"
"3083","arcgis desktop entry 10.4",0.246287189827452,"desktop publishing certificate"
"4328","certified operator class i",0.246287189827452,"class f endorsement"
"5287","fiber to the antenna",0.246287189827452,"certified to carry a firearm"
"5585","advanced engine performance specialist",0.246287189827452,"certified engine repair"
"5586","fiber to the antenna",0.246287189827452,"certified to operate heavy machinery"
"6201","certified operator class i",0.246287189827452,"4th class engineer"
"6989","certified operator class i",0.246287189827452,"class 3 solder"
"8247","test and balance technician",0.246287189827452,"breath alcohol test"
"8297","certified operator class i",0.246287189827452,"class d security license"
"9026","test and balance technician",0.246287189827452,"test analyst"
"9309","fiber to the antenna",0.246287189827452,"license to carry firearms"
"9333","certified operator class i",0.246287189827452,"class t"
"10470","certified operator class i",0.246287189827452,"amateur extra class license"
"226","certified electrical safety technician",0.244035970982936,"certified professional - food safety"
"349","certified electrical safety technician",0.244035970982936,"certified safety professional"
"3669","certified electrical safety technician",0.244035970982936,"certified healthcare safety professional"
"238","big data foundation certification",0.242611322733379,"itil foundation"
"985","fluid power accredited instructor",0.242611322733379,"accredited records technician"
"1895","business class services specialist",0.242611322733379,"certified business intelligence professional"
"2028","business class services specialist",0.242611322733379,"certified business analysis professional"
"3042","fiber optics technician-inside plant",0.242611322733379,"air frame and power plant license"
"3848","accredited traffic accident reconstructionist",0.242611322733379,"accredited ach professional"
"4761","business class services specialist",0.242611322733379,"certified business continuity professional"
"4762","business class services specialist",0.242611322733379,"master business continuity professional"
"5342","accredited traffic accident reconstructionist",0.242611322733379,"accredited resident manager"
"5487","accredited traffic accident reconstructionist",0.242611322733379,"accredited veterinarian"
"9293","accredited traffic accident reconstructionist",0.242611322733379,"accredited residential manager"
"10540","accredited traffic accident reconstructionist",0.242611322733379,"hp accredited systems engineer"
"10541","fluid power accredited instructor",0.242611322733379,"hp accredited integration specialist"
"1342","transit bus - compressed natural gas (cng) engines (h1)",0.24090176638404,"propane and natural gas installer"
"6","certified operator class i",0.240542048550347,"certified pool/spa operator"
"8124","certified operator class i",0.240542048550347,"certified plant operator"
"9291","certified operator class i",0.240542048550347,"certified backhoe operator"
"27","epa section 608 certification - refrigerant handling",0.24017471120672,"epa cfc/hcfc certification"
"31","epa section 608 certification - refrigerant handling",0.24017471120672,"cash handling certification"
"71","basic refrigeration and charging procedures certification",0.24017471120672,"training for intervention procedures certification"
"163","epa section 608 certification - refrigerant handling",0.24017471120672,"epa lead certification"
"29","certified in plumbing design",0.238972214002387,"plumbing license"
"613","certified ira services professional",0.238972214002387,"building services"
"701","certified operator class iv",0.238972214002387,"iv certification"
"1053","certtec basic composites certification",0.238972214002387,"mecp basic installation"
"6458","fluid power pneumatic mechanic",0.238972214002387,"american power conversion"
"999","linux server professional certification - level 1",0.237699504425021,"server+ certification"
"3227","linux server professional certification - level 1",0.237699504425021,"alcohol server certification"
"3507","backflow prevention program specialist/administrator certification",0.237699504425021,"program management certification"
"3723","master oil heat specialist certification",0.236685560588434,"master gardener certification"
"8874","master oil heat specialist certification",0.236685560588434,"red x master certification"
"1935","master truck equipment specialist",0.235369678919085,"certified heavy equipment operator"
"1980","concrete transportation construction inspector",0.235369678919085,"transportation and logistics"
"2382","certified surgical instrument specialist",0.235369678919085,"operating room surgical technician"
"6117","concrete construction special inspector",0.235369678919085,"nicet concrete"
"6250","reinforced concrete special inspector",0.235369678919085,"certified concrete technician"
"7151","master truck equipment specialist",0.235369678919085,"certified heavy equipment mechanic"
"485","certified collection systems - manager",0.233661523328138,"certified facility manager"
"2122","citrix endpoint management certified",0.233661523328138,"certified evaluation and management coder"
"1397","residential air conditioning certification",0.23180353276808,"certified strength and conditioning specialist"
"1556","assistant laboratory animal technician",0.23180353276808,"registered medical assistant"
"3966","assistant laboratory animal technician",0.23180353276808,"teaching assistant"
"5636","assistant laboratory animal technician",0.23180353276808,"registered radiologist assistant"
"10127","certified alarm security technician",0.23180353276808,"giac mobile device security analyst"
"4254","certified systems integrator",0.231499778567292,"nicet fire alarm systems"
"764","epa section 608 certification - refrigerant handling",0.230858126551635,"epa 609"
"2734","certified international tax analyst",0.230274551107732,"board certified behavior analyst"
"6484","certified international tax analyst",0.230274551107732,"certified valuation analyst"
"6530","certified international tax analyst",0.230274551107732,"certified investment management analyst"
"10067","certified international tax analyst",0.230274551107732,"certified behavioral analyst"
"737","registered construction inspector - concrete",0.228273590833979,"registered cardiac sonographer"
"1761","registered construction inspector - concrete",0.228273590833979,"registered diagnostic cardiac sonographer"
"2271","registered construction inspector - concrete",0.228273590833979,"registered dietitian"
"3171","advanced engine performance specialist",0.228273590833979,"advanced programming in c++ certificate"
"3295","registered construction inspector - concrete",0.228273590833979,"registered congenital cardiac sonographer"
"4464","carbon monoxide safety certification",0.228273590833979,"basic safety training"
"5608","carbon monoxide safety certification",0.228273590833979,"water safety instructor"
"6439","registered construction inspector - concrete",0.228273590833979,"registered phlebology sonographer"
"8825","advanced engine performance specialist",0.228273590833979,"licensed master social worker - advanced generalist"
"3854","autodesk certified expert in generative design for manufacturing",0.226064056096341,"cisco certified design expert"
"8899","autodesk certified expert in generative design for manufacturing",0.226064056096341,"vmware certified design expert"
"1696","certtec advanced electricity and electronics certification",0.225690438429372,"mecp advanced certification"
"10435","certtec advanced electricity and electronics certification",0.225690438429372,"advanced plc certification"
"532","certificate of added qualification in neonatal pediatric transport",0.225424694551549,"certificate in school administration"
"4096","certificate of added qualification in neonatal pediatric transport",0.225424694551549,"certificate in accounting"
"9066","certificate of added qualification in neonatal pediatric transport",0.225424694551549,"certificate in html/css"
"150","certified operator class i",0.224779668401391,"forklift operator certification"
"312","certified operator class i",0.224779668401391,"wastewater treatment plant operator"
"406","light commercial hvac design",0.224779668401391,"commercial applicators license"
"1724","light commercial hvac design",0.224779668401391,"commercial applicator certification"
"2371","light commercial hvac design",0.224779668401391,"commercial fishing license"
"2494","light commercial refrigeration certification",0.224779668401391,"certified commercial investment member"
"2973","light commercial hvac design",0.224779668401391,"commercial pesticide license"
"3894","light commercial hvac design",0.224779668401391,"commercial pilot's license"
"6467","certified operator class i",0.224779668401391,"high capacity fossil fuel fired plant operator"
"961","certified fire protection specialist",0.221321580754922,"fire sprinkler license"
"2227","concrete construction special inspector",0.221321580754922,"nicet highway construction"
"2250","concrete construction special inspector",0.221321580754922,"construction technology"
"3110","concrete construction special inspector",0.221321580754922,"nicet construction"
"155","plant maintenance technologist certification class i",0.221055765043334,"maintenance certification"
"78","electrical certification",0.220524133620159,"automation certification"
"104","instructor certification",0.220524133620159,"food handler certification"
"905","instructor certification",0.220524133620159,"landscape design certification"
"2911","electrical certification",0.220524133620159,"animal control certification"
"3770","electrical certification",0.220524133620159,"national electric code certification"
"3951","electrical certification",0.220524133620159,"marketing automation certification"
"4187","electrical certification",0.220524133620159,"supply chain management certification"
"10083","instructor certification",0.220524133620159,"graphic design certification"
"77","certified in hydrocarbon refrigerants",0.220324579424602,"leadership in energy and environmental design certified"
"1014","certified in hydrocarbon refrigerants",0.220324579424602,"certified professional in erosion and sediment control"
"2589","certified in hydrocarbon refrigerants",0.220324579424602,"certified professional in supply management"
"2825","certified in hydrocarbon refrigerants",0.220324579424602,"certified in risk and information systems control"
"6050","certified in plumbing design",0.220324579424602,"certified in hydraulics"
"7858","certified in plumbing design",0.220324579424602,"certified in teaching english to speakers of other languages"
"8015","certified in plumbing design",0.220324579424602,"certified in red cross"
"8254","certified in plumbing design",0.220324579424602,"certified in confined spaces"
"10440","certified in plumbing design",0.220324579424602,"certified in propane"
"556","transit bus technician: electrical/electronic systems",0.218408957662124,"electronic technician certification"
"2949","citrix endpoint management certified",0.217899143179181,"it service management"
"3233","citrix endpoint management certified",0.217899143179181,"leadership and management"
"2586","test and balance technician",0.217239093510443,"orthotic and prosthetic technician"
"2206","certified welding engineer",0.216066093301879,"aws certified welder"
"925","certified international tax analyst",0.214512170958775,"chartered financial analyst"
"1148","heat pump installer certification",0.214512170958775,"master installer"
"2294","certified international tax analyst",0.214512170958775,"chartered alternative investment analyst"
"2629","heat pump installer certification",0.214512170958775,"certified installer"
"10558","residential heat load analyst",0.214512170958775,"supply chain analyst"
"1133","giac certified web application defender",0.212609904119166,"giac certified incident handler"
"3587","certified building official - legal module",0.212609904119166,"certified legal document preparer"
"5163","giac certified web application defender",0.212609904119166,"giac certified intrusion analyst"
"8143","giac certified web application defender",0.212609904119166,"giac certified forensic analyst"
"9010","giac certified web application defender",0.212609904119166,"giac certified forensic examiner"
"4891","transit bus technician: preventive maintenance & inspection",0.211420989653352,"bomi systems maintenance technician"
"7556","certified wireless technology specialist",0.211160479378312,"design technology"
"4183","avid certified support representative: elite",0.209639655981128,"certified patient account representative"
"10090","avid certified support representative: elite",0.209639655981128,"certified medical representative"
"389","avid certified system administrator: inews",0.206698962305869,"certified salesforce administrator"
"1875","avid certified system administrator: inews",0.206698962305869,"certified network administrator"
"2653","avid certified system administrator: inews",0.206698962305869,"check point certified security administrator"
"3688","avid certified system administrator: inews",0.206698962305869,"certified administrator"
"5870","avid certified system administrator: inews",0.206698962305869,"certified research administrator"
"6010","avid certified system administrator: inews",0.206698962305869,"certified pre-award research administrator"
"6882","avid certified system administrator: inews",0.206698962305869,"certified construction contract administrator"
"7671","avid certified system administrator: inews",0.206698962305869,"aws certified sysops administrator"
"10055","avid certified system administrator: inews",0.206698962305869,"certified openstack administrator"
"7381","microsoft certified: dynamics 365 customer service functional consultant associate",0.205939916132918,"certified customer service specialist"
"369","certified public infrastructure inspector",0.204433360289466,"certified car inspector"
"4811","certified senior broadcast radio engineer",0.203787675321075,"shrm senior certified professional"
"10091","certified portable power distribution technician",0.203787675321075,"certified power quality professional"
"53","automobile technician: brakes",0.2,"air brake certified"
"270","wastewater lab analyst class iii",0.2,"wastewater collection license"
"307","giac certified web application defender",0.2,"sans/giac certification"
"311","wastewater lab analyst class iii",0.2,"wastewater treatment certification"
"383","property maintenance and housing inspector",0.2,"chartered property casualty underwriter"
"726","general communications technician - level 2",0.2,"general radiotelephone operator license"
"1136","giac certified web application defender",0.2,"giac security essentials"
"1259","backflow prevention assembly tester certification",0.2,"certified tester"
"1291","backflow prevention assembly repairer certification",0.2,"backflow license"
"1383","associate electronics technician - direct current",0.2,"direct care"
"1769","associate electronics technician - direct current",0.2,"direct support professional - specialist"
"1860","giac certified web application defender",0.2,"giac security leadership"
"1882","property maintenance and housing inspector",0.2,"property manager certification"
"1888","general communications technician - level 2",0.2,"general studies"
"1908","certified building official - legal module",0.2,"legal assistant"
"1981","automobile technician: brakes",0.2,"brake certified"
"2002","crew leader",0.2,"certified blueprint reader"
"2047","microsoft office specialist: word associate (word and word 2019)",0.2,"45 words per minute"
"2493","fluid power mobile hydraulic mechanic",0.2,"hydraulic specialist certification"
"2701","general communications technician - level 2",0.2,"certified general contractor"
"3666","certified building official - legal module",0.2,"legal secretary certification"
"3670","industry radiography radiation safety personnel",0.2,"radiography certification"
"3789","backflow prevention assembly repairer certification",0.2,"backflow certified"
"4137","veterinary internal medicine technician - oncology",0.2,"certified oncology nurse"
"4287","two stroke engine certification test",0.2,"nih stroke scale certified"
"4443","certified installer and sand & finisher",0.2,"nccer concrete finisher"
"4596","wastewater lab analyst class iii",0.2,"certified lab technician"
"4720","aci shotcrete nozzleman (wet-mix process)",0.2,"product part approval process"
"5084","giac certified web application defender",0.2,"giac penetration tester"
"5915","general communications technician - level 2",0.2,"general business"
"6230","general communications technician - level 2",0.2,"certified general surgery coder"
"7058","professional scrum master level i",0.2,"certified scrum product owner"
"7243","backflow prevention assembly repairer certification",0.2,"certified prevention consultant"
