index,DEPARTMENT,PREDICTIONS,ABSTRACT
11961,NSF,NSF,"The GEMS (Get Educators in Mathematics and Science) project at Florida International University (FIU) is building a model for recruiting, preparing, and successfully inducting STEM discipline majors into the teaching profession. FIU's status as a minority-serving institution offers the unique opportunity to develop this model within a diverse community of traditionally under-represented minorities and women. GEMS is opening new pathways into science and mathematics teaching while supporting 7 undergraduates per year (totaling over 34 during the lifetime of the project). Most GEMS graduates teach in South Florida's diverse public school districts, where they have a significant impact on high needs schools.  GEMS is recruiting talented undergraduate Chemistry, Earth Sciences, Mathematics, and Physics majors into the teaching profession. In addition to providing strong pedagogical content knowledge, the project offers the Noyce fellows further incentives through stipend support and an integrated pre- and in-service support community, ensuring a high likelihood for success and retention in the profession.  As a member of the Physics Teacher Education Coalition (PhysTEC),  FIU's Physics Department and College of Education are deeply engaged in the enterprise of producing more and better-prepared elementary, middle, and high school teachers who are committed to interactive, inquiry-based approaches to teaching. The GEMS  program offers Noyce fellows: (1) a mentor network including faculty mentors at FIU and in-service teachers in local public schools; (2) enhanced early field teaching experiences both on campus and in high school classroom; (3) dedicated on-campus space serving as a central meeting place for the fellows' community; (4) access to guided inquiry-based workshops as part of ongoing in-service teacher programs; (5) regular meetings and events for pre- and in-service teachers; and (6) web-based community access email lists and central web resources for asynchronous support.  The project is investigating factors that bring participants to the program, critical factors for teacher preparation, and factors necessary for successful induction into the teaching profession.  GEMS is providing insight into basic education research topics such as the benefits and challenges of implementing a new teacher education program in a diverse urban environment, the pedagogic development and shift in attitudes towards K-12 teaching by STEM discipline majors, and the changes by faculty in their engagement with and beliefs of supporting teacher education programs.  The project's broader impact includes building an effective model for universities contributing to the production of K-12 STEM teachers, strategies developed within that model, as well as the direct impact of the scholarship recipients on their future students."
11963,NSF,NSF,"This project will address an imbalance in the study of the American postwar physics community. Currently, the historical study of this period revolves mainly around two topics: particle physics theory and experimentation, and relationships between the Cold War military-industrial complex and the academic physics community. Developments in physics outside of these areas have received comparatively little attention. Due to vast expansions in the physics community during this period, the social and intellectual development of this community cannot be easily traced through singular narratives. This project proposes two means for undertaking and encouraging new avenues of analysis: the creation of an internet resource and the undertaking of a research initiative. Both revolve around a reconsideration of the nature of the physics elite. The project will accumulate information on an elite sub-community of roughly 600 members self-selected by the broader physics community (through prizes, appointments, and membership in elite organizations) from 1945-2008. This information will offer insight on the social and intellectual dynamics of the broader community encompassing all of its intellectual, pedagogical, infrastructural, administrative, and advisory facets. With the aid of a Project Assistant, a historical research tool will be created by placing this information on the internet in an Interactive Guide to the American Postwar Physics Elite (IGAPPE). IGAPPE will feature profiles of institutions, lines of research, as well as the ca. 600 aforementioned individuals. The profiles will emphasize precise information (e.g., dates of residency) over commentary; they will be hyperlinked to each other, and will contain references to archives and secondary literature, and links to relevant online resources (many hosted by the American Institute of Physics). IGAPPE will also serve as a pedagogical resource for historians gaining familiarity with this expansive community, and for physics students wishing to understand the background of their own research and discipline. The research initiative component will entail a prosopographical analysis (a collective study of the lives of members of a group that aims to determine patterns of relationships and activities), and it will focus on the information gathered for the assembly of IGAPPE. That study will result in scholarly articles and eventually a book. These will make assertions concerning the nature, role, and attainment of elite status in this period and historiographical representations thereof; they will identify previously neglected nodes of elite activity; and they will speculate on how classes of elites (as opposed to elite individuals) impact the nature of physics and its role in society. The resulting internet reference tool and scholarship from this project will advance broader aims. It will foster new historiographical currents in the study of postwar physics, identify and preserve vital records, and better equip researchers to discuss a broader range of issues of concern to them. The project can be expanded in the future to encompass broader swathes of physics and other scientific communities."
12002,NSF,HHS,"This dissertation research will improve current understandings of regional adaptation to climate change, a problem increasingly recognized as critically important by scientists and policymakers. It will integrate climatology, hydrology, and decision analysis to address a current debate about the importance of risk and risk aversion in climate change assessments. Risk aversion (the desire to manage events so as to avoid risk), is common in human decision-makers, but to date modeling of water resources and climate change have implicitly assumed risk neutrality (indifference to risk). The proposed research will incorporate risk and risk aversion into an integrated assessment of climate change impacts and adaptation strategies in water resources in California's Central Valley. The analysis will proceed in four steps. First, an integrated hydrology and water operations simulation model will describe three basins in California's Central Valley. Second, re-sampling synthetic historical weather time series (and perturbing them based on downscaled GCM data) over many model runs will generate probability distributions for water supply reliability at each demand node in the model. Third, economic techniques for utility function elicitation will be used to determine the risk preferences of water organizations in the study basins. Combining these utility functions with probabilistic output from the hydrology model will allow estimation of expected utility. Finally, scenarios of management options for adapting to projected changes will be analyzed under different assumptions of emissions trajectories, allowing for comparison of the expected utility to each water organization under each modeled scenario. The result will be a clearer understanding of impacts and adaptation than existing studies. The project will make contributions to the study of water resources in the fields of physical geography and risk analysis. First, it will take up theoretical challenges to the widespread assumptions by water planners that future climate will closely resemble that in recorded history. It will produce a method to more clearly articulate the hydrologic risks faced by water managers. Second, in the field of risk analysis, the research will challenge the implicit assumption of risk neutrality in the water resources and climate change literatures. Given that climate change will likely involve increased extreme events and uncertainty about water supply, its projected impacts will likely be significantly greater when risk aversion is explicitly acknowledged. By applying both risk and risk aversion to regional scale climate impacts assessment, this research will produce a set of products that are greater than the sum of the individual parts. The tools produced by this research will have direct application in this and other water resource systems. The hydrology/water operations model will be a more transparent, accessible tool than those that currently exist for modeling water operations in California. In the short term, the model will be useful for sensitivity analysis by stakeholders who currently lack access to such planning tools. In the longer term, the model will be connected with others to form a statewide representation that integrates new functionality, including a dynamic representation of physical hydrology appropriate for climate change assessment. Additionally, this general tool can be applied to topics ranging from environmental assessments to water supply reliability analysis. As a Doctoral Dissertation Research Improvement award, this award also will provide support to enable a promising student to establish a strong independent research career."
12029,NSF,HHS,"Aircraft-generated contrails and their resulting cirrus clouds may exacerbate climate warming in those areas characterized by frequent commercial flights. For the United States, the majority of persisting contrails occur as clusters, or  outbreaks , which can persist over relatively large regions (i.e. U.S. Midwest) for many hours. In particular, contrail outbreaks occurring in otherwise mostly clear skies significantly modify radiation and energy budgets, and help reduce the range of temperature in the lower atmosphere between day and night. Their study would allow for evaluating human influences on climatic factors. Recently, some airline companies and foreign governments have expressed a desire to reduce aviation impacts on the environment and climate, including those related to contrails. Realization of this goal requires both a fuller understanding of the space and time-scale characteristics of outbreaks, and an ability to forecast their occurrence in a timely manner, thus potentially permitting horizontal or vertical diversion of high-altitude flights around such areas. This research will determine the geographical and meteorological space and time scales of clear-sky contrail outbreaks through analysis of high resolution satellite imagery with data from composites of key meteorological variables near aircraft cruising altitudes stratified by season and by U.S. sub-regions. These analyses will form the basis for predictive (statistical) models of outbreaks with an eye towards their eventual use in operational forecasting. Geographic Information Systems will be used for both statistical model development---using conventional meteorological data, satellite cloud and moisture retrievals, and aviation data---and for validation of outbreak events conducted on independent data and time periods. Advanced geostatistical techniques will be applied to the imagery containing the outbreaks to simulate their removal and estimate resulting impacts on the radiation and energy budgets and surface temperature. The research also will further clarify the impacts of contrails on Earth surface temperatures and will demonstrate the potential value of implementing the models by focusing on an optimal subset of outbreaks for case study investigation."
12072,NSF,NSF,"The PI's request funding to investigate and quantify the high pressure double pulse LIBS through studies of bubble dynamics and plasma behavior. This effort will guide apparatus and methodology improvements with the goal of increasing the pressure where double pulse LIBS can be effectively used to 250 bar or more. The proposed work will also provide important information about matrix effects at high pressure. The ultimate goal is sufficient understanding of high pressure LIBS to allow its use from an ROV or submersible, and the production of a conceptual design for that purpose.Broader Impacts: One reviewer said that by significantly advancing our abilities for in situ and continuous chemical analysis of the oceans, the proponents are enhancing society's abilities to understand the ocean. The proponents do this while promoting teaching and learning for graduate students in their pursuit of graduate degrees.  Another said that the authors are involved in training students in the LIBS technique and its applications. This is extremely important for a new technique. A useful technique like LIBS will only gain its full advantage as young people grow into the technique. The authors also demonstrate a great record in terms of publication and disseminating information on their work, so I have high hopes that they will continue this good record with the continuation of this work."
12077,NSF,NSF,"The PI's request funding to develop ELISA methods for determination of vitamin B12 in coastal seawater and sediment pore water using both steady and time-resolved fluorescence technologies. A flow injection immunosensor based on immunoaffinity solid-phase extraction will allow rapid in-situ measurement of ultra trace B12 in seawater either by remote control technology, or on board ship. A new fluorescence resonance energy transfer (FRET) planar immunosensor, optimized based on the overlying water methodology, will be utilized for in-situ mapping of 2-dimensional vitamin B12 distribution and transport patterns in bottom deposits.  Vitamin B12 is a microbially produced compound specifically required by phytoplankton for primary production in aquatic systems. It is representative of multiple trace organometallic compounds essential for biological growth and functioning, and has major sources from heterotrophic microbial communities in sediments. Its importance in phytoplankton ecology is just beginning to be understood, and the distribution, transport and factors controlling production patterns of B12 and other biogenic organometallics in marine sediments are essentially undocumented due to lack of suitable analytical tools. The capability for rapid and accurate quantitative or qualitative reconnaissance of vitamin B12 in situ would significantly advance knowledge of biogeochemical cycling of vitamins and related compounds, further reveal the influence of B12 on primary productivity and phytoplankton growth, and provide an enhanced basis for conceptual models and practical management decisions related to nutrient cycling in coastal environments.  The PI?s request funding to develop ELISA methods for determination of vitamin B12 in coastal seawater and sediment pore water using both steady and time-resolved fluorescence technologies. A flow injection immunosensor based on immunoaffinity solid-phase extraction will allow rapid in-situ measurement of ultra trace B12 in seawater either by remote control technology, or on board ship. A new fluorescence resonance energy transfer (FRET) planar immunosensor, optimized based on the overlying water methodology, will be utilized for in-situ mapping of 2-dimensional vitamin B12 distribution and transport patterns in bottom deposits.  Broader Impacts:   The proposed work could revolutionize the way we analyze small biomolecules, and may have important applications in fields outside of chemical oceanography, like chemical ecology.  This project has the potential develop a novel sensor that if successful would contribute significantly to our understanding of the influence of B12 in marine systems. These novel technologies (flow immunosensor, planar fluorescence) would be incorporated into graduate and undergraduate curricula, as well to local high school outreach programs to highly motivated students."
12093,NSF,HHS,"Non-technical abstractThe new multipurpose X-ray diffractometer system (MXDS) will support advanced materials research in a variety of multidisciplinary programs at Rensselaer, and serve as an educational tool for hands-on training to undergraduate and graduate students through newly designed laboratory modules. This instrument will directly impact more than 35 projects in 12 major research programs in 8 academic departments and 4 research centers at Rensselaer in the areas of nano- and bio-sciences and device technologies. In particular, the MXDS will serve as a key central facility for studies involving the synthesis, fabrication, assembly, stability and properties of a wide range of novel materials for energy generation, nanoelectronics, solid-state lighting, infrared detection, light-weight composites, biological-assembly, detection and sensing, tissue engineering, and early earth studies for understanding climatic changes. More than 18 faculty, 21 post-doctoral fellows, 69 graduate students (16 women/minorities), and 29 undergraduate researchers from 8 departments across the schools of engineering and sciences and 4 research centers funded through federal, state and industrial grants, will use this instrument on a regular basis. The MXDS will be used for in 4 undergraduate and 3 graduate courses through laboratory modules and live experimental demonstrations, to enrich the educational experience of more than 700 students per year. Additionally, the new instrument will be available for training and access to more than 70 student participants each year in Rensselaer?s K-12 and summer outreach programs --including those from Historically Black Colleges and Universities and Primarily Undergraduate Institutions. Finally, the MXDS will also be used by other local educational institutions and the industry, including Union College and General Electric, for research and training.Technical AbstractThe new multipurpose X-ray diffractometer system (MXDS) will serve as an essential cornerstone tool for characterizing the structure of advanced materials in a variety of multidisciplinary programs at Rensselaer, and for enriching the educational experience of students through demonstrations and hands-on research. The MXDS will be used to characterize a wide range of novel materials and composites in bulk, micro- and nano-structured forms, impacting 35 projects in 12 major research programs in 8 academic departments and 4 research centers in the areas of nano-, bio- and geo-sciences and device technologies. The state-of-the-art MXDS will be a versatile medium-resolution X-ray diffraction system used for characterizing crystal structure, phase formation, transformations and stability, preferred orientation, residual stresses and reflectivity in a variety of materials. The MXDS includes a multiple strip detector for rapid high-signal-to-noise ratio data collection, a capillary pipe collimator for spatially resolved microdiffraction, and a hot-stage for phase transition kinetics studies. The MXDS will be used in laboratory modules and live demonstrations in 4 undergraduate (including the Materials Science for Engineers course wit 500+ students) and 3 graduate courses to provide enriched education in the rudiments of diffraction and materials structure characterization. Additionally, the new instrument will be available for training and access to more than 70 student participants each year in Rensselaer?s K-12 and summer outreach programs --including those from Historically Black Colleges and Universities and Primarily Undergraduate Institutions.  Finally, this instrument will also be used by other local educational institutions and the industry, including Union College and General Electric, for research and training. The software supports advanced analyses and user-friendly interfacing for remote operation, real-time classroom demonstrations, and outreach through laboratory modules."
12106,NSF,HHS,"Tides rival winds as an energy source for mixing in the deep ocean, yet the pathways of energy transfer from basin-scale tidal flows to turbulent mixing scales are not well understood. Over the past decade, many observations have shown barotropic tidal flow over steep, tall mid-ocean topography generates low-mode (large-scale) internal tides. Most of the energy lost from barotropic tides at these sites is carried away by internal tides with decay scales of O(1000 km). With few in situ observations away from internal tide generation sites, the ultimate fate of these low-mode internal tides and their energy is uncertain. This project will examine how topographic scattering of internal tides from large to small scales dissipates their energy via micro-scale mixing. Topographic scattering may also be a sink for wind-driven near-inertial internal waves. Hutchinson Seamount in the Line Islands Ridge will serve as an ideal test site, which lies in the path of energetic mode-1 internal tides emanating southward from the Hawaiian Ridge. Numerical models show the conversion of energy from a low-mode structure to a localized beam of energy with enhanced vertical shear and mixing. Altimetry provides unambiguous support for the model predictions of energy transfer from mode 1 to 2 downstream of the seamount. This project will observe the internal tide scattering process, quantify the associated mixing relative to the temporal and spatial structures of the scattered waves, verify model predictions, and improve model capabilities. Moorings will be deployed upstream (with respect to the incoming internal tides), on top, and downstream of the seamount for 150 days. A survey on R/V Revelle will provide spatial coverage at 19 stations with lowered acoustic Doppler current profiling/CTD/micro-structure to map 1) the incident and scattered wave fields near the seamount and 2) mixing via direct measurements, Thorpe scales, and fine-scale parameterizations. The mooring time series will isolate the tidal signal from background variability. A new numerical modeling study of the scattering will help refine the sampling plan and interpret the data. Internal tides impact the magnitude and inhomogeneity (in time and space- vertically and laterally) of diapycnal mixing. The meridional overturning circulation is likely not a heat engine, but is driven energetically by deep-ocean mixing. The relevance of global models, most with uniform mixing, of past or future climate is at issue if they are tuned to reproduce present observations, but do not include spatially and temporally inhomogeneous diapycnal mixing. Internal tide scattering is important where baroclinic tides are large and topography is tall and steep, such as in the Western Pacific and at mid-ocean ridges. The investogators will validate their numerical models against their experimental results for 2D and 3D topography in linear and nonlinear regimes. Graduate students and interns will gain experience with state-of-the-art instrumentation. Results will be broadly disseminated to the public by developing in cooperation with other researchers a Wikipedia entry on internal tides, their importance in mixing, and relevance to global circulation and climate. This website is often top ranked in internet searches and has the potential to reach millions of interested people in the general public as well as students. Publication of results in popular science magazines and websites will be sought via a press release from the Scripps Communications Office. Results will be disseminated in the oceanographic community by presentations at the International Union of Geophysics and Geodesy meeting in 2011 and the Ocean Sciences meeting in 2012 and by publishing in peer-reviewed journals."
12156,NSF,NSF,"The investigators will study new methodology in multiple testing in the case where test statistics are dependent.  The objective is to provide extensions of the multiple residual down method (MRD) developed by these investigators.  The extensions encompass important topics such as pairwise comparisons, contrasts, a variety of exponential family distributions, and tests for independence of collections of contingency tables embedded in a large contingency table.  The new methodology and its extensions are expected to have several desirable advantages over current methodology.  Multiple testing is one of the most important practical areas of statistical inference.  Here is a list of areas in which multiple testing is utilized and has impact:  (i) microarray analyses ? the identification of which genes are related to cancer,(ii)monitoring spatial and temporal abundance of bacteria in air samples in US cities, (iii)identifying successful mutual funds, (iv)identifying individual or groups that are vulnerable to disclosure risk, (v)identifying changes in quality in production processes, (vi)determining which blood analytes remain unchanged when new and more efficient blood collection tubes are used, and (vii)identifying which schools are not meeting expected standards. In addition, applications of multiple testing have been used in imaging, analysis of proteins, and numerous other branches of medicine.  Research can provide better and more efficient methodology, which can greatly benefit all those cognate fields."
12174,NSF,HHS,"The research objectives of this award are to 1) develop and calibrate new fiber optic sensors that are fireproof and sensitive to temperature and strain, 2) develop an integrated sensing system and a decision-making tool based on measured strains and temperatures, and 3) validate and demonstrate the developed system in a high-temperature environment for the assessment of the progressive collapse mechanism of steel structures. Building frame models, representing a reduced-scale substructure of the 3-story steel building frame used in SAC Steel Project after the 1994 Northridge earthquake, will be tested under gravity loads at elevated temperatures. To simulate various earthquake effects, the frames will be first subjected to different inelastic stresses with a lateral load. It will then be tested at elevated temperature. As the temperature increases, the steel column degrades (softens) and its ability to carry the dead weights decreases gradually. The progressive collapse of the frame will be monitored with fire-resistant sensors and predicted in real time using the finite element model updating technique.This award results from a collaborative effort of faculty from electrical and civil engineering, thus providing an interdisciplinary training opportunity to participating students in structural health monitoring and condition assessment. If successful, the new sensor technology will enable researchers to measure data at fire-structure interfaces that are critical to fundamental understanding of the fire-induced structural degradation process in post-earthquake fire environments. The developed decision-making tool with FEM will allow a real-time monitoring and assessment of the structural condition of steel buildings in post-earthquake fire environments. Research findings will be integrated into the teaching of an undergraduate senior course that will attract students from a broad range of backgrounds including electrical, civil, and mechanical engineering. The enabling technology will be demonstrated to federal agencies such as FEMA for potential deployment in future disaster responses."
12180,NSF,HHS,"AbstractProposal Number:  ECCS-0821918Proposal Title: Electromagnetic Scattering from 3-D Objects Buried in Layered Lossy Earth with Multiple Rough InterfacesPI Name:            Xu, Xiao-BangPI Institution:  Clemson UniversityThe objective is to investigate scattering of 3-D objects buried in stratified earth with multiple random rough interfaces. The approach is to develop and then employ an efficient hybrid numerical technique based on pseudospectral time-domain method with Monte-Carlo simulation.Intellectual Merit: The proposed research is more advanced than the previously published work by considering stratified media with multiple random rough interfaces, which can more faithfully model the earth and other realistic layered structures that may be encountered in practical subsurface investigations. The proposed numerical technique is based on the pseudospectral time-domain method, which is more efficient than the conventional finite-difference time-domain method, due to its significantly less computer time and memory requirement for the same or even higher accuracy, as illustrated by many published numerical experiment results. The pseudospectral time-domain technique can also deal with complex geometry with a great flexibility, and has potential for parallel computations.  Broader Impacts: The proposed research may benefit the society through a number of important potential applications in various areas including: detection of subsurface targets such as landmines for protection of our troops; geophysical exploration of mineral deposit, petroleum, and alternative energy resources such as geothermal spots; locating buried hazardous waste for environment protection; nondestructive testing of underground pipes and other underground facilities; microwave imaging of abnormal area embedded in multi-layer biological structures for detection of cancers; and modeling of indoor wave propagation through multi-layer walls for wireless internet planning. The research will also enhance three graduate courses and train five students."
12195,NSF,HHS,"The ability to develop legged robots that can effectively run over flat, inclined, uneven and deformable surfaces is critical to a wide range of civilian (e.g., search and rescue) and military (e.g., reconnaissance, mine detection) applications. This task has proven particularly problematic to traditional control strategies, yet many animals, unlike their synthetic counterparts, are able to transcend complex environments such as jungles, caves, deserts, buildings, and piles of rubble with remarkable ease. Despite their miniscule size, insects can function in almost any environment by means of their ability to climb, crawl, or run as the situation demands. Although recent progress has been made in the development of bio-inspired robots capable of locomotion over uneven ground, and others that can (slowly) climb sheer surfaces, no legged machines currently exist that can dynamically operate in a combination of vertical and horizontal regimes.  The recent discovery that rapidly climbing cockroaches and geckos utilize their legs to actively pull the body toward the feet, rather than pushing the body away as in running, has inspired a new dynamic model for vertical running and the construction of the first dynamic climbing robot. The salient feature of this climbing model and robot is the intentional utilization of large lateral pulling forces when rapidly climbing. Since these pulling motions observed experimentally do not appear to provide an obvious energetic advantage, we hypothesize that this type of side to side climbing is driven primarily by stability considerations. This project pursues an integrated study of insect biomechanics, dynamic modeling, and robotic synthesis to determine the importance and proper utilization of lateral oscillations in running and climbing over various degrees of incline. The study seeks to answer these questions not only to provide insight into animal biomechanics, but also to produce guiding principles that can be utilized to develop the next generation of dynamic legged robots.  In particular we aim to understand the connection between neuromuscular control strategies in insects and functional performance in changing environments (i.e. slope and substrate), develop reduced order models to determine how lateral motion pattern contribute to improved stability and locomotion performance, and develop a novel robotic test platform to empirically test the predictions of the bio-inspired locomotion models and provide insight into how lateral dynamics can be explicitly utilized to improve the mobility of legged robots over varying terrain and substrates."
12196,NSF,NSF,"Across all science and engineering disciplines, research is conducted in theoretical, experimental, and computational modes.  In some disciplines, such as meteorology, the dominant mode of research is computational.  Yet extant instructional materials for responsible conduct of research focus on ethical issues that arise in experimental research, and do not address specific issues that arise in computational modeling and research.  In this project which encompasses a combination of research and education, the PIs will determine empirically the ethical issues and accepted standards for the responsible conduct of computational modeling and research, in a form suitable for teaching graduate students.  Specifically, the PIs will articulate the standards for model integrity and validity, model robustness, representations and visualizations, data and code integrity, and intellectual property.  They will develop instructional materials, case studies and associated commentaries to teach these standards to graduate students in science and engineering, will assess the quality and effectiveness of the instructional materials, and will disseminate them through conferences, journals, and the Web.  The expertise of the project team includes computational dynamics, computational biomechanics, engineering ethics, instructional design, and educational assessment.Broader Impacts:  In collaboration with both graduate and undergraduate students, the PIs will develop cases based on actual situations, and commentaries on the cases for teaching the professional standards of computational modeling to graduate students in science and engineering.  These materials will be tested and assessed with students and instructors in two institutions, and with professionals at technical conferences.  The materials will be disseminated through academic conferences and archived at the Online Ethics Center of the National Academy of Engineering.  The standards will be proposed for inclusion in the publication guidelines of research journals."
12197,NSF,HHS,"As safety-critical systems become increasingly more complex, statutory certification organizations are increasingly mandating that formal techniques be used to prove that such systems meet their specifications. Techniques from real-time scheduling theory are commonly applied during this proof process to demonstrate compliance with temporal specifications.  This project focuses on the emerging field of meta-real-time scheduling theory.  Meta-scheduling theory attempts to understand those properties that cause certain scheduling-theoretic techniques to be more successful than others in designing and implementing real-time systems, and seeks general principles that are common to such successful techniques.  The objective is to identify several such principles and establish that scheduling techniques complying with these principles are more likely to yield error-free real-time systems. We will seek methods of deriving scheduling techniques that are compliant with these principles. Using these techniques, the project seeks to provide theoretical foundations for the analysis of timing constraints in such systems, and obtain new methodologies for obtaining system designs that are provably correct by construction (thereby concurrently obtaining both correct designs and their formal proofs of correctness). Broader impacts include joint research with industry colleagues, building on strong expressions of interest from system designers in the topics and possible outcomes of this research.  All tools and development platforms implemented as part of this project are being made public, and can be used by other institutions for research and teaching purposes."
12198,NSF,HHS,"0743540Fischer This proposal seeks funding to acquire a dual-detector gas chromatograph and a quadrupole mass spectrometer. The GC and QMS systems will be used for He, Ne, Ar, N2, O2, H2, CH4, CO, CO2, and H2S analyses and will expand the analytical tools available at the Volcanic and Hydrothermal Fluids Analyses Laboratory at the University of New Mexico. The major advantage of the proposed instrumentation is greater sensitivity allowing smaller sample sizes and more rapid analyses. A general expansion of capabilities is proposed. Several research efforts will be enhanced through this acquisition. Highlighted projects include using CO2, N2, He, and Ar abundances to understand mantle volatile composition in back-arc glasses and arc phenocrysts, analyzing the mantle xenolith formation by assaying trapped volatiles in metamorphic fluid inclusions, analyzing gases (H2, H2S, CO2, CH4 and CO) from hot spring waters to investigate chemolithoautotrophy associated with hydrothermal systems, and other microenvironmental geochemistry analyses over a broad discipline range. The instrument will be housed in a newly renovated space with full sample prep capabilities. A PhD student will be involved with instrument installation and configuration. All support personnel (electronics engineer, stable isotope geochemist, mass spec support tech and computer network specialist) are provided by the University. Students and post-docs will be heavily involved in running the instrument. The laboratory supports multiple students ? several visiting from other institutions. About 10 UNM graduate students have used the facility for their thesis work and two undergraduates have used VHFAL data in their honors work. Associated outreach includes E&PS senior thesis project support, the Alliance for Minority Participation (Crossey is PI) and ongoing GK-12 efforts. The instrument will be integrated into a volcanology summer field course.***"
12209,NSF,NSF,"Proposed research will improve the accuracy and efficiency of numerical simulations in unbounded domains. Investigations in two important areas of fluid dynamics are pursued. The first is the development of absorbing boundary conditions based on the Perfectly Matched Layer (PML) technique for Large Eddy Simulation (LES) of turbulent flows. Following recent successes of extending the Perfectly Matched Layer methodology to the nonlinear Euler and Navier-Stokes equations, further development of the PML technique for Large Eddy Simulation of turbulent flows is proposed. Formulations of absorbing equations for LES, as well as other turbulent flow simulation, such as the time-dependent Reynolds Averaged Navier-Stokes (RANS) simulations, are proposed. The second area of research is the development of non-reflecting boundary conditions for numerical schemes for the Boltzmann-BGK equation in gas kinetic theory. Proposed work will develop, analyze and implement the absorbing boundary condition based on the Perfectly Matched Layer methodology. Implementation and analysis of PML absorbing boundary condition in the Lattice Boltzmann Method will also be carried out in proposed research.Due to the ubiquity of non-reflecting boundaries and the importance of Large Eddy Simulation in the computational studies of complex turbulent flows, proposed work will have a direct impact on the quality and efficiency of a broad class of numerical simulations in computational fluid dynamics and computational acoustics, such as in the reduction of airframe and jet noises, in studies of turbulent combustion in reactive flows, and in numerical models for weather predictions. The PML for the Boltzmann-BGK equation developed in proposed research is applicable to a diverse field of scientific investigations that employ the kinetic theory, such as multiphase and multi-component flows, microfluidics in nanotechnologies, particle suspensions and microflows in micro-electro-mechanical systems (MEMS)."
12228,NSF,HHS,"This project will start to integrate what we know about the challenging task of recognizing objects from visual inputs, by drawing on the highest-performing artificial neural network systems, new models of deep belief learning from cognitive science, and new experiments on the visual cortex. The most transformative aspect of this work is that it will aim at decisive experiments which challenge traditional assumptions about purely local feedback in the learning system as such, assumptions which are prevalent in today,s mathematical models of learning in neural circuits. Many engineers and more classical systems neuroscientists believe that these assumptions are obviously false, but a decisive set of experiments would be crucial in encouraging new types of computational models of the brain, including models which fit with what actually works in image processing in technology. On the other hand, if the experiments begin to show how such learning capabilities are actually possible within the traditional paradigm, that would be equally transformative. Brain-like capabilities in image processing are an additional goal of this work; image processing is a large and growing part of the nation's cyberinfrastructure."
12234,NSF,NSF,"The value of computer-generated protein structural models in biological research and practice relies critically on their accuracy. However, development of high-resolution computational approaches that can reliably produce protein structural models with or close to experimental quality remains an unsolved problem, though significant advances have been made in the past ten years. The main difficulties include the tremendously large and complex protein conformation space and, more importantly, the absence of scoring functions with satisfactory accuracy as well as sensitivity. In this project, the research seeks to answer a challenging question ? can one still model protein structures with high accuracy using the existing scoring functions which are potentially insensitive and inaccurate? Different from the common approaches of globally optimizing a scoring function describing the conformational energy, the investigators explore a new direction to model protein structures via efficiently sampling the common low score regions in multiple carefully-selected knowledge-based, physics-based, or regression-based scoring functions. This new approach addresses the scoring function insensitivity problem based on the assumption that the native or native-like conformations should satisfy most of the existing good scoring functions by yielding low score values. Sampling multiple scoring functions allows toleration of insensitivity and deficiency in individual scoring functions and identification of conformations that can best satisfy most scoring functions, which will eventually lead to significant resolution improvement.  The investigators verify this sampling strategy by applying it to a proof-of-concept ab initio protein loop structure prediction problem. The work involves integrating multiple scoring functions, including triplet torsion angle score, physical energy, distance-based potential, loop closure score, and others, into the sampling scheme with the goal of reliably predicting loop backbone structures with near experimental resolution. The computational tools for loop structure prediction are being made available as a software package to the protein modeling research community."
