,PROJECT_ID,ABSTRACT,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,PROJECT_START_DATE,PROJECT_END_DATE,FY,FY_TOTAL_COST
24,90102,"Arizona State University (ASU) in collaboration with Phoenix Union High School District, Scottsdale Union High School District, Roosevelt District, Boys and Girls Club of the East Valley-Sacaton, Intel, Applied Learning Technologies Institute, Dynamic Educational Leadership for Teachers and Administrators (D.E.L.T.A.), ASU's School of Computing & Informatics, ASU's Video Game Design Camp, and Arizona Council of Black Engineers and Scientists Computer Camp (ACBES), are conducting a culturally relevant multimedia program strategy, COMPUGIRLS. Drawing on three well-documented frameworks, Culturally Relevant Pedagogical practices (CRP), Social Justice Youth Development Framework, and Future Time Perspective, this after-school and summer program fosters in IT/STEM related outcomes for 100 adolescent (grades 8-12) girls from several Phoenix high needs districts and schools. COMPUGIRLS takes place at two sites, ASU and the Boys and Girls Club of the East Valley-Sacaton. Already, 40 girls have completed one-year of the program. This project expands the program to include another 60 students, their parents, ASU graduate students and in-service teachers, and peer mentors. COMPUGIRLS provides hands-on technology experiences that include internships, Advanced Placement credit, conference and community presentations, and parent workshops that will ultimately develop participants' techno-social analytic skills for real world problems.As part of their experience, students visit ASU. For many, this is the first time they have been on a college campus. Students participate in 6 multimedia courses: 1) social justice and the media, 2) SCRATCH, user-friendly computer programming, 3) modding SIMS, designing, modifying, and troubleshooting simplified simulations, 4) choice of 3-D, programming, and character design, 5) advanced choice of 3-D, programming, and character design, and 6) teamwork to create neighborhoods in Sim City using all skills learned. Participants' projects will be disseminated semi-annually through community ceremonies, web pages, and presentations.The project builds upon a pilot program (Summer 2007 to present) that accommodated 40 girls from under-resourced districts in the Phoenix metro area. The COMPUGIRLS program is a two-year curriculum using multimedia activities as a means of encouraging computational thinking. The project advances understanding of how to encourage girls (including girls from underrepresented groups) to pursue ICT fields. It builds upon established research and includes evaluation of the impact on participants' computational thinking, techno-social analytical skills, attitudes about and interest in pursuing further education and careers in ICT/STEM fields. The goals are:1) To use multimedia activities as a means of encouraging computational thinking; 2) To enhance girls' techno-social analytical skills; and 3) To provide the building blocks for Arizona girls from underrepresented groups to successfully traverse an ICT and/or any work force roadmap. The evaluation of the project consists of a mixed-methods approach (qualitative and quantitative), incorporating the use of survey instruments, student journals, focus groups, interviews, document review, observation and an intensive case study. A comparison/control group is incorporated into the pre- and post-test design to determine the extent the participants' skills, knowledge, attitudes and behaviors changed relative to where they would have been without participation in the project.","3-Dimensional; Administrator; Adolescent; Area; Arizona; Attitude; behavior change; boys; Build-it; Camping; career; Case Study; Cities; Collaborations; college; Communities; Computers; Control Groups; design; Development; Education; Educational Curriculum; Educational workshop; Engineering; Evaluation; experience; Focus Groups; Fostering; Future; girls; Goals; graduate student; Group Interviews; Hand; Health Knowledge, Attitudes, Practice; high school; Impact evaluation; Informatics; Institutes; interest; Internships; Journals; Leadership; Learning; Mentors; Methods; Multimedia; Neighborhoods; Outcome; Parents; Participant; peer; Pre-Post Tests; programs; Relative (related person); Research; Schools; Scientist; Services; simulation; Site; skills; social; Social Justice; Students; Surveys; symposium; teacher; Technology; Time; Universities; user-friendly; Video Games; Visit; web page; Work; Youth",COMPUGIRLS: A CULTURALLY RELEVANT TECHNOLOGY PROGRAM FOR GIRLS,NSF,NSF,9/15/2008,8/31/2012,2008,879425.0
25,90103,"In most areas of human knowledge, the information revolution has resulted in a massive data explosion. The scale of data sets, their distributed and heterogeneous nature, and the need to quickly deliver results easily interpretable by non-experts, raise new theoretical and computational challenges for statistical learning, from variable selection and structural inference to visualization and online learning. This project uses sparse statistical inference as a powerful approach to meet these challenges. Its key insight is that seeking sparsity is a meaningful way of simultaneously stabilizing inference procedures, and highlighting structure in the underlying data. This work thus combines fundamental advances in sparse statistical learning with cutting-edge computational tools from mathematical programming to create a new framework for structural knowledge discovery in large-scale, streaming data sets. It is focused on two fundamental themes in sparse inference: variable selection and structural inference. Variable selection seeks to isolate a few key variables from high dimensional data sets and is a fundamental preprocessing tool in statistical learning. Structural inference then aims to consistently identify a few core dependence relationships among these variables to highlight its structure. From a computational point of view, many recent results in machine learning have relied on advanced methods from convex optimization such as semidefinite programming and robust optimization and this project seeks to improve the complexity of these algorithms and their capacity to handle very-large scale, streaming data.  In practice, this project is motivated by the desire to help the public understand our democracies by analyzing large-scale political and social data sets, with a particular focus on voting records, online news sources, and polling data. Its approach is to apply statistical inference principles to social sciences, using collaborations with experts in political science and economics to forge the models and techniques under study. In carrying out the research, this project will be training graduate students from statistics, electrical engineering/financial engineering into interdisciplinary researchers at the interface of statistics, optimization, and subject matter areas such as finance and political science. In addition we plan to develop a web site, accessible first to a restricted set of social science researchers, to allow them to analyze mid-sized corpora of online news in text format, in the form of say, sparse graphs of words showing statistical associations between given keywords. The PIs plan to develop a software toolbox implementing these results, interfaced with common numerical packages such as MATLAB, R or python as well as an undergraduate course on ``Statistical Analysis of Online Data  at Berkeley and Princeton, incorporating some of the material produced in this project into the course program.",Algorithms; Area; Collaborations; Computer software; computerized tools; Data; Data Set; Democracy; Dependence; Economics; Electrical Engineering; Engineering; Explosion; forging; graduate student; Graph; Human; Imagery; improved; insight; Knowledge; Knowledge Discovery; Learning; Machine Learning; meetings; Methods; Modeling; Nature; news; Procedures; programs; Pythons; Records; Research; Research Personnel; Research Project Grants; Science; social; Social Sciences; Source; statistics; Stream; Structure; Techniques; Text; tool; Training; Voting; web site; Work,CDI TYPE II: COLLABORATIVE RESEARCH: SPARSE INFERENCE: NEW TOOLS FOR STRUCTURAL KNOWLEDGE DISCOVERY,NSF,NSF,9/15/2008,2/28/2013,2008,1341676.0
26,90106,"Lead Partner:  Michigan Technological UniversityCore Partner: Grand Rapids Public Schools (GRPS)Supporting Partners: Grand Rapids Area Pre-College Engineering Program (GRAPCEP), Midwest National Parks, Cass Technical High School, American Geological Institute, Grand Valley State University Geology Department, Kalamazoo Area Mathematics and Science Center   Michigan Teaching Excellence Program (MITEP) is a multi-year program of teacher leadership development that empowers middle-grade science teachers to lead their schools and districts through the process of systematically improving science teaching and learning. The project uses Earth Systems Science(ESS)content and inquiry-based instructional practices to emphasize themes that unite all sciences and mathematics. MITEP includes both summer and academic-year components, and uses a variety of on-site, residential, field, distance, and in-service delivery methods. Components promote leadership skills, collaboration, urban place-based inquiry, access to cutting-edge data and materials, technology, engagement of diverse learners, study of key scientific concepts that cross disciplinary boundaries, pedagogical innovation. The project will also implement and test lessons and units that challenge students and prepare them for further science study. Teachers receive stipends and credit as incentive for participating in the project and testing its approach to reform.    The project is based on the premise that successful reform depends on the full involvement of teachers who have the skills to lead their colleagues through the process of developing and implementing new instructional approaches. MITEP teacher-leaders and research university faculty are full partners in the process. Teacher-leaders are at the forefront of their schools' and district's efforts to evaluate, design, implement, and test new inquiry-based instructional programs. MITEP teacher-leaders help develop common pacing schedules and  course assessments. They assist with planning  professional development activities and providing ongoing assistance to colleagues. MITEP teacher-leaders are encouraged to disseminate information about the project through presentations at state and national conferences, to submit papers for publication.     Teacher-led reform is strongly supported by the administration of the core school district partner as an innovative way to generate enthusiasm for curricular and instructional change. To encourage development of leadership skills, school administrators give teacher-leaders progressively increased responsibility for strengthening curriculum, improving instructional strategies, and designing assessments. District administrators are providing the resources required for teachers' success in implementing and coordinating the project by assisting with the selection of teachers with exceptional leadership qualities for participation in MITEP;assisting in the design of professional development activities that meet the needs of teachers and their students; providing flexibility in teachers' schedules; utilizing middle-grade teachers' expertise in the dissemination of information to primary and high-school teachers; recognizing, rewarding, and encouraging teachers who serve as leaders; fostering growth of a teacher network; and creating a district-wide atmosphere that nurtures teacher-led reform efforts.",Administrator; American; Area; base; Collaborations; college; Data; design; Development; Educational Curriculum; Educational process of instructing; empowered; Engineering; Faculty; flexibility; Fostering; Geology; Growth; high school; improved; Incentives; Information Dissemination; innovation; Institutes; Lead; Leadership; Learning; Mathematics; meetings; Methods; Michigan; Modeling; Paper; planetary Atmosphere; Process; programs; Publications; Research; Resources; Rewards; Schedule; School Teachers; Schools; Science; science education; Services; Site; skills; Students; success; symposium; System; teacher; Technology; Testing; Universities,MICHIGAN TEACHER EXCELLENCE PROGRAM (MITEP): A MODEL FOR IMPROVING EARTH SCIENCE EDUCATION NATIONWIDE,NSF,NSF,1/1/2009,12/31/2012,2008,3311435.0
27,89960,IMPACT MECHANICS AND CENTRAL PIT FORMATION ON ICY SATELLITES Central pit craters are an unusual morphological class of impact crater seen most commonly on the large icy satellites Ganymede and Callisto where they replace the peak-ring morphology expected,Ganymede; Mechanics; Morphology,IMPACT MECHANICS AND CENTRAL PIT FORMATION ON ICY SATELLITES CENTRAL PIT CRATERS ARE AN UNUSUAL MORPHOLOGICAL CLASS OF IMPACT CRATER SEEN MOST COMMONLY ON THE LARGE ICY SATELLITES GANYMEDE AND CALLISTO WHERE THEY REPLACE THE PEAK-RING MORPHOLOGY EXPECTED,NASA,NASA,9/17/2008,9/16/2012,2008,188920.0
28,89958,"The number of scientific journals and the number of papers published in those journals is increasing at a fast pace: currently, there are roughly 9,000 scientific journals, a twenty-fold increase from the 400 scientific journals available in 1955. The size and growth of the research literature places a tremendous burden on decision-making agents, such as funding agencies, university administrators, and reviewers, who have to evaluate the quality of research of individuals and institutions in a fast and efficient manner. In addition, the evaluation of individuals and institutions relies heavily on the assessment of the ultimate impact of published research, typically measured as the number of publications or the number of citations. Despite the oversimplification of using just a few numbers to quantify the scientific merit of a body of research, the entire science and technology community is relying more and more on citation-based statistics as a tool for evaluating the research performance of individuals and institutions and the development of tools that facilitate the evaluation task is crucial in order to ensure the highest quality standard for funded research.A major challenge is that stakeholders often want an estimate of the impact of a paper long before citations start to accumulate. This project aims precisely at facilitating such a task by developing tools to predict, soon after publication, the ultimate impact of research. This project uses longitudinal data available for papers published since 1955, drawing upon the concept that one can infer patterns of citation accumulation from large-scale analysis of historical data. Broader Impact: The outcome of this research is of relevance to decision makers that are called on to evaluate the productivity of researchers and institutions, as well as the impact of their work. The goal of this project is to develop transparent statistically-sound methods in order to enable institutions and funding agencies to make better informed decisions based on an objective assessment of the impact of published research.",Administrator; base; Communities; Data; Decision Making; Ensure; Evaluation; Funding; Funding Agency; Goals; Growth; Individual; Institution; Journals; Literature; Measures; Methods; Modeling; Outcomes Research; Paper; Pattern; Performance; Productivity; Publications; Publishing; Research; Research Personnel; Science; sound; statistics; Technology; tool; tool development; Universities; Work,TLS: EARLY PREDICTION OF THE IMPACT OF RESEARCH THROUGH LARGE-SCALE ANALYSIS AND MODELING CITATION DYNAMICS,NSF,NSF,10/1/2008,9/30/2011,2008,450817.0
29,90112,IMPROVED NUMERICAL MODELING OF GAS-SURFACE INTERACTION IN HYPERSONIC FLOWS  A modification to the NASA DPLR code is proposed to improve the capability of the tool to simulate detailed gas/surface interaction chemistry on TPS materials for applications to,Chemistry; Code; Gases; improved; Modeling; Modification; Simulate; Surface; tool; United States National Aeronautics and Space Administration,IMPROVED NUMERICAL MODELING OF GAS-SURFACE INTERACTION IN HYPERSONIC FLOWS A MODIFICATION TO THE NASA DPLR CODE IS PROPOSED TO IMPROVE THE CAPABILITY OF THE TOOL TO SIMULATE DETAILED GAS/SURFACE INTERACTION CHEMISTRY ON TPS MATERIALS FOR APPLICATIONS TO,NASA,NASA,8/1/2008,11/2/2009,2008,38591.0
30,90115,"The Kentucky (KY) EPSCoR RII-7 proposal unites eight institutions, University of Kentucky, Berea College, Centre College of Kentucky, Kentucky State University, Morehead State University, Northern Kentucky University, University of Louisville, and Eastern Kentucky University, to continue the strategy of investing in infrastructure to develop Kentucky?s ?New Economy? by supporting research in Innovative Materials and Devices.  Intellectual Merit This project will pursue two major research initiatives. Initiative in Innovative Materials and Devices is focused on studies of bulk single-crystal transition metal oxides and epitaxial thin films with complementary functionalities, and applications of multilayered thin films for molecular electrodes as well as for single-molecule magnets. The other part of the project will focus on engineering new platforms to enhance our understanding of a single cell or multiple cell types, interactions between individual cells and cell types, and sensing at the molecular, intracellular and intercellular levels. A statewide Micro/Nano Network will advance micro/nanotechnology and the many fields that utilize this technology.Broader ImpactsKentucky EPSCoR has developed a comprehensive plan for increasing diversity and evaluating progress in that area.  Programs such as seed-funding that supports research at regional institutions and a program to involve diverse populations of Kentucky students in research will be supported through EPSCoR.  A special program for computer science graduate students at Kentucky State University will be introduced.  Kentucky EPSCoR also proposes the cyberinfrastructure plans for the state, and augments them with support for increasing the expertise and developing new sources of talent. The project is consistent with the state?s science and technology plan, and the associated higher education plan.  The project will develop new facilities and establish new faculty and staff positions in the bio-, nano-, & cyber-technology areas.  Kentucky EPSCoR has developed a review process intended to identify infrastructure that should support the most promising research.  A system of evaluation metrics has been developed to determine whether a strategy is working, and if it is improving Kentucky?s competitiveness.",Area; cell type; Cells; college; computer science; Devices; education planning; Electrodes; Engineering; Evaluation; Faculty; Film; Funding; graduate student; improved; Individual; innovation; Institution; Kentucky; metal oxide; Metric; Molecular; molecular film; nano; Nanotechnology; Population Heterogeneity; Positioning Attribute; Process; programs; Research; Research Infrastructure; Research Support; Science; Seeds; single molecule; Source; Students; System; Talents; Technology; Transition Elements; Universities; Work,TRANSFORMING KENTUCKY''S NEW ECONOMY,NSF,NSF,9/1/2008,8/31/2013,2008,7421000.0
31,90117,"The Milwaukee Mathematics Partnership (MMP) began in 2003 with the aim of improving mathematics achievement for the students in the Milwaukee Public Schools and increasing students' success in transitioning to college mathematics. The University of Wisconsin-Milwaukee, the Milwaukee Public Schools, and the Milwaukee Area Technical College have solidified their continued commitment as core partners to this unique collaboration among a large urban district, a four-year urban university, and a two-year technical college. Student achievement has increased in most grade levels with an accompanying decrease in the gap between state and district proficiency. Evaluations indicate that building school capacity through a math framework and distributed leadership via school learning teams and math teacher leaders is associated with improved student achievement.Phase II will investigate three specific research topics. The first topic involves continued study of the impact of distributed leadership through varied mathematics teacher leader models on school professional communities and on student achievement. The MMP initiated a no-release time model of teacher leaders and is transitioning to a partial-release time model with funds from the Office of the Wisconsin Governor. A second area of research is the transition of students to post-secondary mathematics. The MMP will study the impact of a new district post-secondary mathematics readiness exam on high school course enrollments and post-secondary placements into remedial and non-remedial courses. The third area is focuses on the development of mathematical knowledge for teaching in preservice teachers, teacher leaders, and classroom teachers and will examine the relationship of this knowledge to teacher leader practice, instructional practice, and student learning.",Achievement; Area; Collaborations; college; Communities; Development; Educational process of instructing; Enrollment; Evaluation; Funding; high school; improved; Knowledge; Leadership; Learning; Mathematics; Modeling; Phase; Readiness; Research; Schools; Students; success; teacher; Time; Universities; Wisconsin,MILWAUKEE MATHEMATICS PARTNERSHIP PHASE II: SHARING IN LEADERSHIP FOR STUDENT SUCCESS,NSF,NSF,1/1/2009,12/31/2012,2008,2099988.0
32,90118,"The research objective is the theoretical and practical design and implementation of new computational data models and query languages for the trajectories (both historical and predicted) of moving objects in both constrained and unconstrained environments. One aspect is to include the modeling and querying of current and predictive movement (e.g., the prediction of the future evolution of hurricanes and wild fires) into databases. This especially introduces the inherent feature of uncertainty of moving objects, incorporates the database support of prediction models independent of applications, and includes a homogeneous and seamless integration of both historical and predictive moving objects in unconstrained environments that allow free movement. Another aspect relates to the special situation of moving objects in constrained environments, and here especially in spatial networks (like vehicles in transportation networks). The main issues here are how spatial networks as well as moving objects in them can be designed, queried, and implemented within a database system. The solution approach is based on three fundamental algebras or type systems that are embedded into database systems: (i) the Moving Balloon Algebra (MBA) for predictive moving objects in unconstraint environments, (ii) the Network Algebra (NETALG) for geometric networks in spatial databases, and (iii) the Moving Object in Network (MONET) Algebra for moving objects in spatial networks. The resuls of this research are expected to have applications in areas where dynamically evolving spatial objects -- which change their location, shape, and extent over time -- play a role. Examples are meteorology, hurricane research, fire management, disaster management, navigation systems, environmental monitoring, transportation and distribution, emergency services, telecommunications, to name only a few. The educational component of this project includes specialized classes that focus on important aspects of this project, the creation and use of new GIS educational materials, and the involvement of students in interdisciplinary research. The project Website (http://www.cise.ufl.edu/~mschneid/Research/FundedResearchProjects/NSF-IIS-0812194/)is used for the dissemination of research results, educational material, publications, generated data sets, produced software, and other information of interest.",Area; base; Computer software; data modeling; Data Set; Databases; design; Disasters; dissemination research; Educational Materials; Emergency medical service; Environment; Environmental Monitoring; Evolution; Fire - disasters; Future; Hurricane; Interdisciplinary Study; interest; Language; Location; Meteorology; Modeling; Movement; Names; Navigation System; Play; Publications; Research; Role; Shapes; Solutions; Students; System; Telecommunications; Time; Transportation; Uncertainty; web site,III-COR: MODELING AND QUERYING MOVING OBJECTS IN UNCONSTRAINED AND CONSTRAINED ENVIRONMENTS,NSF,NSF,10/1/2008,9/30/2011,2008,449754.0
33,89950,"Institution: American Association for the Advancement of ScienceTitle:  Interdisciplinary Scientific Conference in South Africa to support the South African Ph.D. ProjectRef.: Vaughan C. TurekianHRD 0850461With National Science Foundation support, the American Association for the Advancement of Science (AAAS) will support the National Research Foundation?s (NRF) South African Ph.D. Project by serving as a key collaborator in planning an interdisciplinary science and engineering capacity building conference in South Africa for the NRF?s Ph.D. students worldwide.  The conference will provide opportunities to forge relationships between South African scientists and students, their counterparts at NSF CREST institutions in the U.S. and other members of the larger science communities in the U.S. and beyond.  This NSF award will enable AAAS to support the intellectual development of the conference and travel by U.S.-based scientists and students to the meeting in South Africa.  AAAS will serve a key collaborator in planning the scientific conference, developing the framework for the meeting, and through an advisory role, helping to build long term capacity to organize and conduct such meeting ? conveying best practices in the organization and execution of an interdisciplinary scientific conference and providing adaptable templates for conference materials.Intellectual MeritThe proposed conference will provide significant educational and professional development experiences for the participating students from South Africa and the United States while providing in-person contact between U.S. and South African scientists that could facilitate future scientific collaborations among and between the participating scientists.Broader ImpactsThe proposed conference should significantly enhance the educational and professional development of the participating U.S. and South African students as well as facilitate the development of both institutional and faculty research collaborations between the participating U.S. and South African institutions and scientists.",African; American Association for the Advancement of Science; Award; base; Collaborations; Communities; Development; Doctor of Philosophy; Engineering; experience; Faculty; forging; Foundations; Future; Institution; meetings; member; Persons; Research; Role; Science; Scientist; South Africa; Students; symposium; Travel; United States,INTERDISCIPLINARY SCIENTIFIC CONFERENCE IN SOUTH AFRICA TO SUPPORT THE SOUTH AFRICAN PHD PROJECT,NSF,NSF,10/1/2008,9/30/2011,2008,240004.0
34,90127,"SES-0818337Meredith Kleykamp   University of KansasThe project will measure whether employers exhibit discriminatory or preferential attitudes toward military veterans and whether this affects veteran treatment in the hiring process. This study explores how and why veteran outcomes differ by race/ethnicity and gender. The main goals of the project are to: 1) identify how military veterans fare in hiring, document the extent of differential hiring treatment of veterans and whether such treatment varies by race and gender using an experimental design 2) explore the mechanisms explaining employer  treatment of veterans, how employers evaluate military experience, and what meaning military experience holds in the civilian hiring process using in-depth interviews with hiring agents and 3) adjudicate competing sociological explanations for differential veteran/nonveteran employment outcomes, of human capital development, selection, signaling or screening, and cultural capital development on the basis of the audit and interview data.  Broader ImpactsThe research has broad reaching social impacts.  First, it contributes to both the academic and practical understanding of veteran hiring practices. Findings will foster development of veteran-friendly transition and employment policies.  Evidence of discriminatory hiring practices or negative sentiments toward military job seekers would suggest the need for better employer education on laws protecting military members and better evaluation of compliance with such laws.  On the other hand, evidence of preferential treatment could clarify that employment transition difficulties facing veterans lie elsewhere in the hiring or job matching process.   The project contributes to the recent University of Kansas-Ft. Leavenworth initiative facilitating collaboration between the University and the Army?s Command and General Staff College by providing information that can be used to aid military policymaking.",adjudicate; Affect; Attitude; base; Capital; Collaborations; college; Data; Development; Education; Employment; Evaluation; Exhibits; experience; Experimental Designs; Fostering; Gender; Goals; Hand; human capital; Interview; Kansas; Laws; Measures; member; Military Personnel; Occupations; Outcome; Policies; Process; Race; Research; Role; Screening procedure; Signal Transduction; Social Impacts; Universities; Veterans; War; Work,FINDING WORK AFTER WAR: THE ROLE OF MILITARY EXPERIENCE IN CIVILIAN HIRING,NSF,NSF,9/15/2008,9/30/2010,2008,74060.0
35,90128,X-Ray Flares: The Last Breath of the Inner Engine Gamma-Ray Burst (GRB) explosions occur approximately three times per day in the visible universe (not considering the beaming correction) and have been observed routinely by highly successful dedicated mis,Explosion; Flare; Gamma Rays; Roentgen Rays; Time,X-RAY FLARES: THE LAST BREATH OF THE INNER ENGINE GAMMA-RAY BURST (GRB) EXPLOSIONS OCCUR APPROXIMATELY THREE TIMES PER DAY IN THE VISIBLE UNIVERSE (NOT CONSIDERING THE BEAMING CORRECTION) AND HAVE BEEN OBSERVED ROUTINELY BY HIGHLY SUCCESSFUL DEDICATED MIS,NASA,NASA,9/22/2008,3/7/2011,2008,45438.0
36,89948,"Immigration is a major area of concern shaping contemporary policy, practice and debate in the United States. As a large scale agent of change, shifts in policy and perceptions concerning immigrants ripple through social networks, affecting household arrangements and resources that impact not only individuals, but families and whole communities. These impacts are felt by immigrants, naturalized citizens and natives who share the same communities, households and families. Recent research suggests that social networks among the urban poor can be eroded by macro-level economic and political uncertainty and instability, but comparatively little is known about how this process unfolds. Clear scientific evidence demonstrating how people are affected by such policy shifts can provide evidence for developing immigration-related policy and practice with fewer negative unintended consequences. With backgrounds in sociology, anthropology, human biology, geography and demography, the project team examined Latino households with at least one Spanish-speaking adult in south Phoenix, Arizona. Households were recruited by partnering with Latino community educators who are well-established in the area. Field interviews were conducted by bilingual students at Arizona State University. Using a range of tools and methods, including social network analysis and mathematical modeling, researchers determined if and how the households reorganized in response to changing immigration policy and practice. The study examined the social networks that link household members to each other and larger networks, and model the implications of this for the resource flows to household members and ultimately for household resiliency and the well-being of family members. Agent-based models were then applied to examine the potential impact of future large-scale shifts in immigration perceptions and policies.By focusing on the mechanism of social networks?as the framework in which decisions concerning resource flows are made, played out, and constrained?the study empirically ties well-being of household members to social policy shifts outside the household in new and more explicit ways. The project?s unique approach to data construction makes it possible to clarify the potential for changes in immigration enforcement or employer sanction laws to impact individuals who may or may not be directly targeted by these policies. At the local level, the data, findings, and related outreach activities will contribute to the development of research capacities within the target community and raise public awareness. Research findings, such as determining which factors enhance household stability and how social networks can be leveraged to move limited resources where they are most needed, were shared with local stakeholders to support their goals of building healthy communities.",Adult; Affect; Area; Arizona; Awareness; base; Communities; Data; Demography; Economics; enhancing factor; Family; Family member; Future; Geography; Goals; Household; Household and Family; Human Biology; Immigrant; Individual; In-Migration; Interview; Latino; Laws; Link; mathematical model; member; Methods; Modeling; network models; outreach; Pathway Analysis; Perception; Personal Satisfaction; Play; Policies; Process; Recruitment Activity; Research; research and development; Research Personnel; Resources; response; Shapes; social; Social Network; Social Policies; sociology/anthropology; Students; tool; Uncertainty; United States; Universities,"AOC: SOCIAL DYNAMICS IN RESPONSE TO SHIFTING IMMIGRATION POLICY AND PRACTICE: LATINO SOCIAL NETWORKS, RESOURCE FLOW, AND HOUSEHOLD REORGANIZATION",NSF,NSF,10/1/2008,9/30/2011,2008,752249.0
37,90132,THE CENTER FOR RADIATION ENGINEERING AND SCIENCE FOR SPACE EXPLORATION (CRESSE) Prairie View A&M University (PVAMU) - a HBCU - proposes a research center with the infrastructure to investigate the scientific and engineering challenges faced by NASA and th,Engineering; Historically Black Colleges and Universities; Radiation; Research; Research Infrastructure; Science; Space Explorations; United States National Aeronautics and Space Administration; Universities,THE CENTER FOR RADIATION ENGINEERING AND SCIENCE FOR SPACE EXPLORATION (CRESSE) PRAIRIE VIEW A&M UNIVERSITY (PVAMU) - A HBCU - PROPOSES A RESEARCH CENTER WITH THE INFRASTRUCTURE TO INVESTIGATE THE SCIENTIFIC AND ENGINEERING CHALLENGES FACED BY NASA AND TH,NASA,NASA,10/1/2008,9/30/2010,2008,1999994.0
38,89947,ENHANCING THE USE OF NASA EARTH SCIENCE RESULTS / DATA / AND TECHNOLOGY BY ENGAGING THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS COMMUNITIES OF PRACTICE IN TARGET AREAS OF INTEREST TO NASA The Federation of Earth Science Information Partners ( Fed,Area; Community Practice; Data; feeding; Information Sciences; interest; Science; Technology; United States National Aeronautics and Space Administration,ENHANCING THE USE OF NASA EARTH SCIENCE RESULTS / DATA / AND TECHNOLOGY BY ENGAGING THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS COMMUNITIES OF PRACTICE IN TARGET AREAS OF INTEREST TO NASA THE FEDERATION OF EARTH SCIENCE INFORMATION PARTNERS (''FED,NASA,NASA,7/28/2008,7/27/2011,2008,975000.0
39,89944,"The period between the late-Pleistocene glacial maximum and the early-Holocene thermal maximum (ca. 21,000 to 7,000 years ago) was a time of dramatic environmental change and biotic adjustments. The creation of new ecosystems in deglaciated regions was governed by the rate of ice recession, the nature of postglacial climate change, the characteristics of new landscapes, and the life-history traits of the biologic colonizers.The Yellowstone region supported the largest independent ice field in the western U.S., and ice recession after 17 cal ka set in motion a sequence of poorly-documented biologic events that ultimately led to the present-day terrestrial and aquatic ecosystems. This examination of the late-glacial and early-Holocene periods in the Yellowstone region poses the following questions: What are the primary controls of terrestrial and aquatic ecosystem development on newly created landscapes? Specifically, how are past biota influenced by intrinsic biological constraints, landscape evolution, and subregional climate differences during a period of dramatic climate change? The study tests hypotheses concerning the importance of climatic and nonclimatic drivers in ecosystem development through an examination of lake-sediment records from sites that (1) lie along the path of ice recession, (2) span a variety of substrates, and (3) are situated within summer-wet and summer-dry precipitation regimes.  Yellowstone is an ideal region to examine the development and structuring of terrestrial and aquatic ecosystems, because (1) the climate history of the western US is reasonably well understood from prior data syntheses and paleoclimate model simulations; (2) a well-documented glacial history of the Yellowstone region offers independent information on local environmental change; (3) different substrates and precipitation regimes shape modern ecosystem distributions and likely have in the past as well; and (4) previous paleoecologic findings motivate more-nuanced research questions that can be addressed with the acquisition of new high-resolution records.Intellectual Merit of the Research: Understanding the biotic consequences of climatic change is a major challenge in Earth systems research and identified as a high priority in recent international and US climate change assessments. The proposed study builds on existing knowledge of Yellowstone's past in an effort to better understand the resilience of terrestrial and aquatic ecosystems to environmental change, including abrupt climate events of the magnitude projected in the future. This project adopts a stratified sampling approach that is not possible in most locations where paleobiotic data are sparse, and the information gained will help answer basic biologic questions about the importance of abiotic and biotic variables in modulating the effects of climate change on species, communities, and ecosystems. The resulting synthesis will be a critical step in bridging the gap between current understanding of ecological processes on short time scales and evidence of dramatic change preserved in paleoecologic data on long time scales.Broader Impacts of the Research lie in its contribution to ongoing efforts that better inform the public, land and resource managers, and students about the importance of environmental history in the national parks, including an understanding of past climate change and ecosystem sensitivity. This project in particular, extends outreach activities in a number of ways, among them regularly updated web-disseminated information by the National Park Service on Yellowstone's history; education and training activities for Park staff on cutting-edge paleoclimate research; incorporation of Yellowstone findings in Park-directed K-12 curricula and university coursework; publication in popular scientific magazines; and content for a new museum exhibit on Yellowstone. The project also continues the PIs' commitment to train and educate the next generation of diverse scientists and to contribute to ongoing efforts to build multidisciplinary paleoclimate datasets for use by researchers, land managers, educators, and the public.",Address; Adopted; Biological; Biota; Characteristics; Climate; climate change; Communities; Data; Data Set; Development; Ecosystem; Education; Educational Curriculum; environmental change; Event; Evolution; Exhibits; Future; Ice; International; Internet; Journals; Knowledge; life history; Location; models and simulation; Motion; multidisciplinary; Museums; Nature; next generation; outreach; Precipitation; Process; Publications; Recording of previous events; Records; Research; Research Personnel; resilience; Resolution; Resources; Sampling; Scientist; Services; Shapes; Site; Structure; Students; systems research; Testing; Time; Training; Training Activity; trait; Universities; Update,COLLABORATIVE RESEARCH: CONTROLS OF ECOSYSTEM DEVELOPMENT DURING RAPID ENVIRONMENTAL CHANGE: YELLOWSTONE IN THE LATE-GLACIAL AND EARLY-HOLOCENE PERIODS,NSF,NSF,10/1/2008,9/30/2011,2008,260000.0
