,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
109832,352163112,352163112201912.0,2019,SOUTHWEST UTAH COMMUNITY HEALTH CENTER,UT,E,25 N 100 E STE 102,ST GEORGE,84770-7369,3,HE,HE,HE,E,5172096.0
109864,352174239,352174239202008.0,2020,EASTERN AREA HEALTH EDUCATION CENTER INC,WV,E,2500 FOUNDATION WAY,MARTINSBURG,25401-9000,3,HE,HE,EH,EH,139289.0
109878,352181050,352181050201912.0,2019,RONALD MCDONALD HOUSE AT THE MARIA FARERI CHILDRENS HOSPITAL INC,NY,E,80 WOODS RD,VALHALLA,10595-1556,3,HE,HE,HE,E,887436.0
109895,352189031,352189031202006.0,2020,NURSING KNOWLEDGE INTERNATIONAL INC,IN,E,550 W NORTH ST,INDIANAPOLIS,46202-3288,3,HE,HE,HE,E,0.0
109954,352206645,352206645201906.0,2019,BRAIN FOUNDATION,VA,E,14735 JARNIGAN ST,CENTREVILLE,20120-1550,3,HE,HE,HE,E,93685.0
110013,352228583,352228583201906.0,2019,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,E,1266 HIGHWAY 515 S,JASPER,30143-4872,3,HE,HE,EH,EH,652127.0
110016,352229303,352229303201909.0,2019,SHANNON MEDICAL CENTER PIONEER FOUNDATION,TX,E,120 E HARRIS AVE,SAN ANGELO,76903-5904,3,HE,HE,HE,E,0.0
110018,352230515,352230515201912.0,2019,MIDWEST HEALTH FOUNDATION,IL,E,120 N OAK ST,HINSDALE,60521-3829,3,HE,HE,HE,E,243880.0
110033,352236684,352236684201912.0,2019,WELLNESS SHACK INC,WI,E,505 S DEWEY ST STE 101,EAU CLAIRE,54701-3781,3,HE,HE,HE,E,34180.0
110043,352238542,352238542201912.0,2019,SUPERIOR HEALTH SUPPORT SYSTEMS,MI,E,2956 ASHMUN STREET SUITE 139,SAULT STE MARIE,49783-3720,3,HE,HE,HE,E,1065969.0
110063,352246162,352246162201908.0,2019,MN COMMUNITY MEASUREMENT,MN,E,3433 BROADWAY ST NE STE 455,MINNEAPOLIS,55413-2553,3,HE,HE,HE,E,2492489.0
110088,352258075,352258075201909.0,2019,SHELTERING ARMS HOSPITAL SOUTH INC,VA,E,8226 MEADOWBRIDGE RD,MECHANICSVLLE,23116-2331,3,HE,HE,EH,EH,0.0
110095,352262163,352262163201912.0,2019,FORENSIC NURSE EXAMINERS OF LOUISIANA INC,LA,E,2900 HEARNE AVE,SHREVEPORT,71103-3936,3,HE,HE,HE,E,174411.0
110097,352262336,352262336201912.0,2019,FRIENDS OF NORFOLK ANIMAL CARE CENTER,VA,E,PO BOX 11403,NORFOLK,23517-0403,3,HE,HE,HE,E,195654.0
110104,352268179,352268179201912.0,2019,PARTNERS IN PUBLIC HEALTH INC,KS,E,11875 S SUNSET DR STE 300,OLATHE,66061-2797,3,HE,HE,HE,E,26357.0
110125,352279508,352279508201912.0,2019,FLIGHT TO THE NORTH POLE INC,FL,E,600 US HWY 301 BLVD W,BRADENTON,34205-7957,3,HE,HE,HE,E,204193.0
110147,352289841,352289841201906.0,2019,WESTERN MARYLAND HEALTH SYSTEM FOUNDATION INC,MD,E,PO BOX 539,CUMBERLAND,21501-0539,3,HE,HE,HE,E,1408914.0
110156,352297925,352297925201912.0,2019,THE LAKES COMMUNITY HEALTH CENTER INC,WI,E,7665 US HIGHWAY 2,IRON RIVER,54847-4690,3,HE,HE,HE,E,6671733.0
110157,352298919,352298919201912.0,2019,CHARIS HEALTH CENTER,TN,E,2620 NORTH MT JULIET RD,MOUNT JULIET,37122-8015,3,HE,HE,EH,EH,231744.0
110183,352309836,352309836201912.0,2019,GROUNDED STRATEGIES,PA,E,6401 PENN AVENUE 3RD FLOOR,PITTSBURGH,15206-4051,3,HE,HE,HE,E,268388.0
110233,352332179,352332179201906.0,2019,RIVERSTONE HEALTH FOUNDATION,MT,E,123 S 27TH ST,BILLINGS,59101-4227,3,HE,HE,HE,E,1705019.0
110250,352339114,352339114201906.0,2019,ELMHURST MEMORIAL HEALTHCARE,IL,E,155 E BRUSH HILL RD,ELMHURST,60126-5658,3,HE,HE,HE,E,21890997.0
110286,352349681,352349681201912.0,2019,HEATHER PERKINS TREW FOUNDATION,SC,E,PO BOX 5686,HILTON HEAD,29938-5686,3,HE,HE,HE,E,39530.0
110331,352367360,352367360201906.0,2019,UNITED STATES CATHOLIC CONFERENCE,ND,E,1031 7TH ST NE,DEVILS LAKE,58301-2719,3,HE,HE,EH,EH,50477.0
110335,352368240,352368240201909.0,2019,HILLS & DALES FOUNDATION INC,MI,E,4675 HILL ST,CASS CITY,48726-1008,3,HE,HE,HE,E,84336.0
110360,352380180,352380180201909.0,2019,NORTHEAST MEDICAL GROUP PLLC,CT,E,99 HAWLEY LANE,STRATFORD,06614-1202,3,HE,HE,HE,E,0.0
110362,352381188,352381188201912.0,2019,2-1-1 NEW YORK INC,NY,E,800 TROY-SCHENECTADY ROAD 2ND FLOO,LATHAM,12110-2424,3,HE,HE,HE,E,1012.0
110365,352381904,352381904201912.0,2019,BIKUR-CHOLIM OF PASSAIC-CLIFTON INC,NJ,E,636 PASSAIC AVE,CLIFTON,07012-1825,3,HE,HE,HE,E,244033.0
110389,352391110,352391110201906.0,2019,MEMORIAL HEALTH SERVICES GROUP RETURN,CA,E,17360 BROOKHURST ST,FOUNTAIN VLY,92708-3720,3,HE,HE,HE,E,20812260.0
110433,352410801,352410801201912.0,2019,METHODIST HOSPITAL GROUP,TX,E,6565 FANNIN NO GB240,HOUSTON,77030-0000,3,HE,HE,EH,EH,42835545.0
110437,352414105,352414105201903.0,2019,DREW MEMORIAL HOSPITAL INC,AR,E,778 SCOGIN DR,MONTICELLO,71655-5729,3,HE,HE,EH,EH,102708.0
110449,352419176,352419176201912.0,2019,TOVA COMMUNITY HEALTH INC,DE,E,213 GREENHILL AVE,WILMINGTON,19805-1800,3,HE,HE,HE,E,277585.0
110492,352435851,352435851201912.0,2019,O N E BISTRO INC,OH,E,87 E MAIN ST,XENIA,45385-3201,3,HE,HE,HE,E,86779.0
110508,352443724,352443724202006.0,2020,MESSIAH LIFEWAYS,PA,E,100 MT ALLEN DRIVE,MECHANICSBURG,17055-6171,3,HE,HE,HE,E,36247.0
110509,352443853,352443853202006.0,2020,CUMBERLAND HEALTHNET,NC,E,707 MURCHISON RD STE 3,FAYETTEVILLE,28301-7012,3,HE,HE,HE,E,496265.0
110538,352457233,352457233201912.0,2019,TISSUE BANK ASBESTOS RESEARCH CHARITABLE TRUST,MD,E,9602 MARTIN LUTHER KING JR HWY,LANHAM,20706-1839,3,HE,HE,HE,E,1464393.0
110639,352508744,352508744201912.0,2019,AVOW INC,FL,E,1095 WHIPPOORWILL LN,NAPLES,34105-3847,3,HE,HE,HE,E,0.0
110677,352528741,352529000000000.0,2019,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,E,1161 21ST AVE S,NASHVILLE,37232-0011,3,HE,HE,EH,EH,378866982.0
110690,352533287,352533287201912.0,2019,HEALING ODYSSEY INC,CA,E,23785 EL TORO RD,LAKE FOREST,92630-4762,3,HE,HE,HE,E,110521.0
110712,352543765,352543765201912.0,2019,COVENANT AT HOME INC,FL,E,5041 N 12TH AVE,PENSACOLA,32504-8916,3,HE,HE,EH,EH,0.0
110721,352548455,352548455201912.0,2019,LONGBOAT KEY CENTER FOR HEALTHY LIVING INC,FL,E,546 BAY ISLES RD,LONGBOAT KEY,34228-3129,3,HE,HE,HE,E,603540.0
110764,352581424,352581000000000.0,2019,UPSTREAM USA INC,MA,E,2 OLIVER ST STE 402,BOSTON,02109-4954,3,HE,HE,EH,EH,55862738.0
110779,352601748,352601748201912.0,2019,HOPE FOR HAIR FOUNDATION,NC,E,1016 PATRICK JOHNSTON LN,DAVIDSON,28036-7202,3,HE,HE,HE,E,33824.0
110799,352613131,352613131201912.0,2019,CARING FOUNDATION OF MONTANA INC,TX,E,1001 E LOOKOUT DRIVE A02204,RICHARDSON,75082-4144,3,HE,HE,HE,E,107483.0
110819,352631980,352631980201906.0,2019,COMMUNITY HEALTH CARE CENTER INCORPORATED,MT,E,601 1ST AVE N,GREAT FALLS,59401-2510,3,HE,HE,EH,EH,0.0
110831,352640151,352640151201912.0,2019,MONARCH HEALTH SERVICES INC,FL,E,2580 METROCENTRE BLVD STE 3,WEST PALM BCH,33407-3100,3,HE,HE,HE,E,1946.0
110845,352661584,352661584201912.0,2019,BLUE LOTUS INC,OR,E,496 BEACH ST,ASHLAND,97520-3210,3,HE,HE,HE,E,0.0
110860,356001540,356001540201912.0,2019,GOSHEN HOSPITAL ASSOCIATION INC,IN,E,200 HIGH PARK AVE,GOSHEN,46526-4810,3,HE,HE,EH,EH,74602.0
110878,356007827,356007827201912.0,2019,KENNEDY TRUST UNDER WILL OF SAMUEL KENNEDY,PA,E,100 S COMMONS STE 116,PITTSBURGH,15212-5359,3,HE,HE,HE,E,0.0
110898,356023013,356023013202007.0,2020,ST MARGARETS HOSPITAL GUILD INC,IN,E,PO BOX 40793,INDIANAPOLIS,46240-0793,3,HE,HE,HE,E,261161.0
110903,356023714,356023714201912.0,2019,COLUMBUS REGIONAL HOSPITAL FOUNDATION INC,IN,E,2400 17TH ST,COLUMBUS,47201-5351,3,HE,HE,HE,E,1889511.0
110945,356040713,356040713201906.0,2019,HOSPITAL CHEER GUILD KOKOMO INDIANA INC,IN,E,1907 W SYCAMORE ST,KOKOMO,46901-5148,3,HE,HE,HE,E,53636.0
110947,356041299,356041000000000.0,2019,INDIANAPOLIS JEWISH HOME INC HOOVERWOOD,IN,E,7001 HOOVER RD,INDIANAPOLIS,46260-4169,3,HE,HE,HE,E,1812196.0
110979,356043086,356043086201912.0,2019,INDIANA UNIVERSITY HEALTH FOUNDATION INC,IN,E,1633 N CAPITOL AVE 1200,INDIANAPOLIS,46202-1261,3,HE,HE,HE,E,6637349.0
111009,356047817,356047817201909.0,2019,PARKVIEW DEKALM HOSPITAL FOUNDATION INC,IN,E,1316 EAST SEVENTH STREET,AUBURN,46706-0000,3,HE,HE,HE,E,58487.0
111014,356049685,356049685201912.0,2019,FORT WAYNE MEDICAL SOCIETY FOUNDATION INC,IN,E,750 BROADWAY STE 250,FORT WAYNE,46802-1412,3,HE,HE,HE,E,10675015.0
111033,356055789,356055789201912.0,2019,INDIANA LIONS EYE BANK INC,IN,E,4745 HAVEN POINT BLVD,CARMEL,46280-2818,3,HE,HE,HE,E,79909.0
111047,356061407,356061407201905.0,2019,VICTORIA GUILD AT ST VINCENTS ANDERSON REGIONAL HOSPITAL INC,IN,E,2015 JACKSON ST,ANDERSON,46016-4337,3,HE,HE,HE,E,2399.0
111058,356065606,356065606201912.0,2019,AUXILIARY OF THE COMMUNITY HOSPITAL OF ANDERSON-MADISON CO,IN,E,1515 N MADISON AVE,ANDERSON,46011-3453,3,HE,HE,HE,E,1747.0
111063,356067049,356067049201912.0,2019,MARGARET MARY COMMUNITY HOSPITAL INC,IN,E,321 MITCHELL AVE,BATESVILLE,47006-8909,3,HE,HE,EH,EH,534610.0
111065,356067664,356067664202005.0,2020,HUNTINGTON COUNTY MEDICAL MEMORIAL FOUNDATION,IN,E,112 W MAIN ST,PORTLAND,,3,HE,HE,HE,E,8410.0
111067,356068581,356068581201912.0,2019,MEMORIAL ENDOWMENT FUND OF MEMORIAL HOSPITAL OF SOUTH BEND,IN,E,PO BOX 1602,SOUTH BEND,46634-1602,3,HE,HE,HE,E,0.0
111083,356088862,356088862201906.0,2019,ST VINCENT HOSPITAL FOUNDATION INC,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,HE,E,7985217.0
111085,356112355,356112355201912.0,2019,REID MEMORIAL HOSPITAL AUXILIARY,IN,E,1100 REID PKWY,RICHMOND,47374-1157,3,HE,HE,HE,E,0.0
111086,356201530,356201530201912.0,2019,ST VINCENT DUNN AUXILIARY,IN,E,1600 23RD ST,BEDFORD,47421-4704,3,HE,HE,HE,E,592.0
111117,356731001,356731001201912.0,2019,THE CHILDRENS DISPENSARY & HOSPITAL ASSOCIATION OF SOUTH BEND INDIANA,DE,E,1 RIGHTER PKWY STE 120,WILMINGTON,19803-1533,3,HE,HE,HE,E,0.0
111128,360724325,360724325201912.0,2019,FOUNDATION OF THE AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,IL,E,300 S RIVERSIDE PLZ STE 1900,CHICAGO,60606-6698,3,HE,HE,HE,E,132324.0
111134,360989730,360989730201912.0,2019,ANATOMICAL GIFT ASSOCIATION,IL,E,1540 S ASHLAND AVE STE 104,CHICAGO,60608-2064,3,HE,HE,HE,E,1525.0
111135,361000540,361000540201912.0,2019,KATHERINE SHAW BETHEA HOSPITAL,IL,E,403 E 1ST ST,DIXON,61021-3116,3,HE,HE,EH,EH,762896.0
111153,361509000,361509000201906.0,2019,MOUNT SINAI HOSPITAL MEDICAL CENTER,IL,E,CALIFORNIA AVENUE AT 15TH STREET,CHICAGO,60608-0000,3,HE,HE,EH,EH,6150670.0
111154,361520565,361520565201912.0,2019,NATIONAL ASSOCIATION OF BOARDS OF PHARMACY,IL,E,1600 FEEHANVILLE DR,MT PROSPECT,60056-6014,3,HE,HE,HE,E,124.0
111159,361564290,361564290201909.0,2019,HUMBOLDT PARK HEALTH,IL,E,1044 N FRANCISCO AVE,CHICAGO,60622-2743,3,HE,HE,EH,EH,2074533.0
111160,361584893,361584893202007.0,2020,EASTERN STAR HOME OF MACON,IL,E,PO BOX 317,MACON,62544-0317,3,HE,HE,HE,E,3673680.0
111161,361649460,361649460201912.0,2019,PROVIDENT FOUNDATION,IL,E,1525 E 53RD ST STE 451,CHICAGO,60615-4539,3,HE,HE,EH,EH,0.0
111164,361703630,361703630201903.0,2019,ROSELAND COMMUNITY HOSPITAL,IL,E,45 W 111TH ST,CHICAGO,60628-4200,3,HE,HE,EH,EH,0.0
111169,361799520,361799520201812.0,2018,SOUTH SHORE HOSPITAL CORPORATION,IL,E,8012 S CRANDON AVE,CHICAGO,60617-1124,3,HE,HE,EH,EH,3091938.0
111178,361952520,361952520201912.0,2019,CENTRAL BAPTIST HOME FOR THE AGED,IL,E,4747 N CANFIELD AVE,NORRIDGE,60706-4480,3,HE,HE,HE,E,397887.0
111182,362012788,362012788201909.0,2019,BETHANY HOMES AND METHODIST HOSPITAL,IL,E,5025 N PAULINA ST,CHICAGO,60640-2772,3,HE,HE,EH,EH,71521.0
111200,362124225,362124225201912.0,2019,HILL TOP CENTER,IL,E,PO BOX 163,LAKE BLUFF,60044-0163,3,HE,HE,HE,E,336363.0
111221,362167008,362167008201912.0,2019,MCHC-CHICAGO HOSPITAL COUNCIL,IL,E,1151 E WARRENVILLE RD PO BOX 3015,NAPERVILLE,60563-9339,3,HE,HE,HE,E,5785949.0
111230,362167060,362167060201909.0,2019,NORTHSHORE UNIVERSITY HEALTHSYSTEM,IL,E,1301 CENTRAL ST,EVANSTON,60201-1613,3,HE,HE,EH,EH,27126491.0
111241,362167742,362167742201906.0,2019,HYGIENIC INSTITUTE FOR LA SALLE PERU & OGLESBY INC,IL,E,2970 CHARTRES ST,LA SALLE,61301-1097,3,HE,HE,HE,E,0.0
111243,362167752,362167752201906.0,2019,INFANT WELFARE SOCIETY OF CHICAGO,IL,E,3600 W FULLERTON AVE,CHICAGO,60647-2319,3,HE,HE,HE,E,1828729.0
111253,362167785,362167785201909.0,2019,MENDOTA COMMUNITY HOSPITAL,IL,E,1201 E 12TH STREET,MENDOTA,61342-0000,3,HE,HE,EH,EH,69087.0
111275,362167884,362167884201909.0,2019,ST MARGARETS HOSPITAL,IL,E,600 E 1ST ST,SPRING VALLEY,61362-1512,3,HE,HE,EH,EH,178244.0
111277,362167897,362167897201906.0,2019,ST PAULS CORPORATION,IL,E,3150 SALT CREEK LANE,ARLINGTON HEIGHTS,60005-5024,3,HE,HE,HE,E,7009.0
111279,362167920,362167920201912.0,2019,ADVOCATE SHERMAN HOSPITAL,IL,E,3075 HIGHLAND PKWY FL 6,DOWNERS GROVE,60515-5563,3,HE,HE,EH,EH,1329470.0
111291,362169138,362169138201906.0,2019,CHICAGO HOME FOR INCURABLES,IL,E,5801 S ELLIS AVENUE 619,CHICAGO,60637-5418,3,HE,HE,HE,E,726876.0
111294,362169147,362169147201912.0,2019,ADVOCATE HEALTH AND HOSPITALS CORPORATION,IL,E,3075 HIGHLAND PKWY FL 6,DOWNERS GROVE,60515-5563,3,HE,HE,EH,EH,28047472.0
111299,362169179,362169179201912.0,2019,NORTHWESTERN MEMORIAL HEALTHCARE,IL,E,541 N FAIRBANKS COURT SUITE 1630,CHICAGO,60611-3319,3,HE,HE,EH,EH,92993.0
111309,362170133,362170133201906.0,2019,HOLY CROSS HOSPITAL,IL,E,CALIFORNIA AVE 15TH ST,CHICAGO,60608-0000,3,HE,HE,EH,EH,529834.0
111315,362170143,362170143201906.0,2019,LA RABIDA CHILDRENS HOSPITAL,IL,E,6501 S PROMONTORY DR,CHICAGO,60649-1003,3,HE,HE,EH,EH,3525150.0
111317,362170152,362170152201906.0,2019,MERCY HOSPITAL & MEDICAL CENTER,IL,E,2525 S MICHIGAN AVE,CHICAGO,60616-2315,3,HE,HE,EH,EH,2445854.0
111318,362170155,362170155201912.0,2019,MORRIS HOSPITAL,IL,E,150 W HIGH ST,MORRIS,60450-1463,3,HE,HE,EH,EH,300309.0
111324,362170833,362170833201908.0,2019,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,IL,E,225 E CHICAGO AVE BOX 282,CHICAGO,60611-2991,3,HE,HE,EH,EH,60276418.0
111325,362170840,362170840201906.0,2019,COPLEY MEMORIAL HOSPITAL INC,IL,E,2000 OGDEN AVE,AURORA,60504-7222,3,HE,HE,EH,EH,1057724.0
111327,362170866,362170866201906.0,2019,INGALLS MEMORIAL HOSPITAL,IL,E,1 INGALLS DR,HARVEY,60426-3558,3,HE,HE,EH,EH,1027959.0
111328,362170869,362171000000000.0,2019,PILLARS COMMUNITY HEALTH,IL,E,23 CALENDAR AVENUE,LA GRANGE,60525-2365,3,HE,HE,HE,E,13534326.0
111332,362170882,362170882201912.0,2019,NORWOOD CROSSING ASSOCIATION,IL,E,6016 N NINA AVE,CHICAGO,60631-2439,3,HE,HE,HE,E,0.0
111333,362170901,362170901201906.0,2019,PLANNED PARENTHOOD OF ILLINOIS,IL,E,18 S MICHIGAN AVE 6TH FLR,CHICAGO,60603-3200,3,HE,HE,HE,E,17544995.0
111344,362171729,362171729201912.0,2019,EASTER SEALS INC,IL,E,141 W JACKSON BLVD STE 1400A,CHICAGO,60604-3188,3,HE,HE,HE,E,51784246.0
111345,362171730,362171730201912.0,2019,ADMIRAL AT THE LAKE,IL,E,929 WEST FOSTER AVE,CHICAGO,60640-1491,3,HE,HE,HE,E,645242.0
111351,362174823,362174823201906.0,2019,RUSH UNIVERSITY MEDICAL CENTER,IL,E,1700 W VAN BUREN ST STE 265,CHICAGO,60612-3228,3,HE,HE,EH,EH,75461029.0
111352,362174832,362174832201909.0,2019,SILVER CROSS HOSPITAL & MEDICAL CENTERS,IL,E,1900 SILVER CROSS BLVD,NEW LENOX,60451-9509,3,HE,HE,EH,EH,1236946.0
111365,362179802,362179802201906.0,2019,SCHWAB REHABILITATION HOSPTIAL AND CARE NETWORK,IL,E,CALIFORNIA AVE AT 15TH ST,CHICAGO,60608-0000,3,HE,HE,EH,EH,840208.0
111371,362181961,362181961201906.0,2019,BRETHREN HOME,IL,E,414 S WESLEY AVE,MOUNT MORRIS,61054-1428,3,HE,HE,HE,E,721367.0
111377,362181997,362181997201912.0,2019,FREEPORT MEMORIAL HOSPITAL,IL,E,1045 W STEPHENSON ST,FREEPORT,61032-4864,3,HE,HE,EH,EH,351909.0
111385,362182076,362182076202006.0,2020,NORTH ROCKFORD CONVALESCENT HOME,IL,E,6401 NEWBURG RD,ROCKFORD,61108-4322,3,HE,HE,HE,E,18254.0
111387,362182095,362182095201906.0,2019,VNA HEALTH CARE,IL,E,400 N HIGHLAND AVE,AURORA,60506-3814,3,HE,HE,HE,E,13228786.0
111390,362182170,362182170201906.0,2019,RESURRECTION UNIVERSITY,IL,E,1431 N CLAREMONT AVE,CHICAGO,60622-1702,3,HE,HE,EH,EH,329772.0
111395,362183812,362183812201906.0,2019,RUSH OAK PARK HOSPITAL INC,IL,E,520 S MAPLE AVE,OAK PARK,60304-1022,3,HE,HE,EH,EH,167047.0
111401,362192824,362192824201906.0,2019,LUTHERAN HOME FOR THE AGED,IL,E,800 W OAKTON ST,ARLINGTON HTS,60004-4602,3,HE,HE,HE,E,328227.0
111406,362193608,362193608201912.0,2019,SHRINERS HOSPITALS FOR CHILDREN,FL,E,2900 N ROCKY POINT DR,TAMPA,33607-1435,3,HE,HE,EH,EH,403738980.0
111407,362193614,362193614201912.0,2019,ADELINE E PROUTY ESTATE GREENFIELD,IL,E,508 PARK AVE E,PRINCETON,61356-2538,3,HE,HE,HE,E,4500.0
111414,362200248,362200248201906.0,2019,LORETTO HOSPITAL,IL,E,645 S CENTRAL AVE,CHICAGO,60644-5059,3,HE,HE,EH,EH,179394.0
111416,362203931,362203931201912.0,2019,HEALTH RESEARCH AND EDUCATIONAL TRUST,IL,E,155 N WACKER DR STE 400,CHICAGO,60606-1719,3,HE,HE,HE,E,33103420.0
111420,362207922,362207922201908.0,2019,CHILDRENS THERAPY CENTER OF THE QUAD CITIES NFP,IL,E,4450 48TH AVENUE CT,ROCK ISLAND,61201-9213,3,HE,HE,HE,E,370449.0
111429,362212706,362212706201912.0,2019,AMERICAN LUTHERAN CHURCH MENDOTA LUTHERAN HOME,IL,E,Z ZIELINSKI TTEE 6336 N CICERO 201,CHICAGO,60646-0000,3,HE,HE,HE,E,43869.0
111439,362222696,362222696201906.0,2019,SWEDISHAMERICAN HOSPITAL,IL,E,1401 E STATE ST,ROCKFORD,61104-2315,3,HE,HE,EH,EH,928787.0
111446,362229255,362229255201912.0,2019,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,IL,E,1 RENAISSANCE BLVD,OAKBROOK TER,60181-4294,3,HE,HE,HE,E,825286.0
111459,362235165,362235000000000.0,2019,PRESENCE CHICAGO HOSPITALS NETWORK,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,EH,EH,2988700.0
111466,362249886,362249886201912.0,2019,NATIONAL RESIDENT MATCHING PROGRAM,DC,E,2121 K ST NW STE 1000,WASHINGTON,20037-1890,3,HE,HE,HE,E,0.0
111470,362255350,362255350201905.0,2019,THE AUXILIARY OF RUSH OAK PARK HOSPITAL,IL,E,520 S MAPLE AVE,OAK PARK,60304-1022,3,HE,HE,HE,E,92171.0
111473,362256036,362256036201908.0,2019,REHABILITATION INSTITUTE OF CHICAGO,IL,E,355 E ERIE ST,CHICAGO,60611-3167,3,HE,HE,EH,EH,41104126.0
111478,362264414,362264414201912.0,2019,ST BERNARD HOSPITAL,IL,E,326 W 64TH ST,CHICAGO,60621-3114,3,HE,HE,EH,EH,2840657.0
111489,362276984,362276984201912.0,2019,ADVENTIST MIDWEST HEALTH,IL,E,120 N OAK ST,HINSDALE,60521-3829,3,HE,HE,EH,EH,604310.0
111493,362300706,362300706201908.0,2019,EASTER SEALS JOLIET REGION INC,IL,E,212 BARNEY DR,JOLIET,60435-5271,3,HE,HE,HE,E,1870557.0
111494,362302593,362302593201912.0,2019,UNION HEALTH SERVICE INC,IL,E,1634 W POLK ST,CHICAGO,60612-4352,3,HE,HE,HE,E,0.0
111510,362340313,362340313201909.0,2019,NORTHWEST COMMUNITY HOSPITAL,IL,E,3040 W SALT CREEK LN,ARLINGTON HTS,60005-1069,3,HE,HE,EH,EH,4541954.0
111528,362376972,362376972201906.0,2019,AMERICAN ASSOCIATION OF COLLEGES OF PHARMACY,VA,E,1400 CRYSTAL DR STE 300,ARLINGTON,22202-4156,3,HE,HE,HE,E,275500.0
111531,362379649,362379649201906.0,2019,GOTTLIEB MEMORIAL HOSPITAL,IL,E,701 W NORTH AVE,MELROSE PARK,60160-1612,3,HE,HE,EH,EH,1039614.0
111534,362382853,362382853201912.0,2019,REST HAVEN ILLIANA CHRISTIAN CONVALESCENT HOME,IL,E,18601 NORTH CREEK DRIVE,TINLEY PARK,60477-6397,3,HE,HE,HE,E,1651685.0
111535,362384118,362384118201912.0,2019,AMERICAN ASSOCIATION OF BLOOD BANKS,MD,E,4550 MONTGOMERY AVE N TOWER NO,BETHESDA,20814-3304,3,HE,HE,HE,E,924376.0
111553,362414944,362414944201912.0,2019,RIVERSIDE MEDICAL CENTER,IL,E,350 N WALL ST,KANKAKEE,60901-2901,3,HE,HE,EH,EH,1441281.0
111578,362464449,362464449201908.0,2019,RESTHAVE HOME OF WHITESIDE COUNTY ILLINOIS,IL,E,408 MAPLE AVENUE,MORRISON,61270-2904,3,HE,HE,HE,E,120282.0
111592,362474218,362474218202004.0,2020,CGH MEDICAL CENTER AUXILIARY,IL,E,100 EAST LEFEVRE ROAD,STERLING,61081-1278,3,HE,HE,HE,E,2109.0
111596,362476388,362476388201908.0,2019,EASTER SEALS DUPAGE AND THE FOX VALLEY REGION,IL,E,830 S ADDISON AVE,VILLA PARK,60181-2877,3,HE,HE,HE,E,1410347.0
111638,362527011,362527011201912.0,2019,ST PATRICK RESIDENCE,IL,E,1400 BROOKDALE RD,NAPERVILLE,60563-2126,3,HE,HE,HE,E,1009307.0
111652,362544491,362544491201905.0,2019,HEALTHCARE FINANCIAL MANAGEMENT EDUCATIONAL FOUNDATION,IL,E,3 WESTBROOK CORPORATE CENTER NO 6,WESTCHESTER,60154-5703,3,HE,HE,HE,E,0.0
111657,362548549,362548549201904.0,2019,ROCHELLE COMMUNITY HOSPITAL ASSOCIATION,IL,E,900 N 2ND ST,ROCHELLE,61068-1764,3,HE,HE,EH,EH,74309.0
111658,362549037,362549037201906.0,2019,ST JOSEPHS NURSING HOME INC,IL,E,401 9TH ST,LACON,61540-1140,3,HE,HE,HE,E,81725.0
111681,362588676,362588676201912.0,2019,AMERICAN OSTEOPATHIC COLLEGE OF PHYSICAL MEDICINE & REHABILITATION,NM,E,PO BOX 67798,ALBUQUERQUE,87193-7798,3,HE,HE,HE,E,0.0
111690,362596381,362596381201906.0,2019,ALEXIAN BROTHERS MEDICAL CENTER,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,EH,EH,198712.0
111700,362604009,362604009201909.0,2019,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,IL,E,1100 E NORRIS DR,OTTAWA,61350-1604,3,HE,HE,EH,EH,189111.0
111715,362637617,362637617201909.0,2019,AMERICAN COLLEGE OF HEALTH CARE ADMINISTRATORS,DC,E,1101 CONNECTICUT AVE NW STE 450,WASHINGTON,20036-4359,3,HE,HE,HE,E,10263.0
111721,362644178,362644000000000.0,2019,PRESENCE HEALTH PARTNERS SERVICES,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,EH,EH,0.0
111722,362645180,362645180202001.0,2020,PAUL CARLSON MEDICAL PROGRAM INC,IL,E,8303 W HIGGINS RD,CHICAGO,60631-2941,3,HE,HE,HE,E,1181512.0
111732,362654533,362654533201912.0,2019,AMERICAN BURN ASSOCIATION INC,IL,E,311 S WACKER DR STE 4150,CHICAGO,60606-6671,3,HE,HE,HE,E,443785.0
111737,362656113,362656113201908.0,2019,MCGAW MEDICAL CENTER OF NORTHWESTERN UNIVERSITY,IL,E,420 E SUPERIOR ST 9900,CHICAGO,60611-4494,3,HE,HE,EH,EH,83702653.0
