"","EIN","FisYr","NAME","STATE","CAT","CONT"
"643",521219436,"2000","AMERICAN ACADEMY OF OTOLARYNGOLOGY- HEAD AND NECK SURGERY INC","VA","HE",156344
"644",521258403,"2000","FAIR CONGRESSIONAL TASK FORCE","DC","HE",1637250
"645",521292273,"2000","AMERICAN RADIOLOGICAL NURSES ASSOCIATION INC JOHNS HOPKINS HOSP","IL","HE",10097
"646",521309589,"2000","CUMBERLAND VOLUNTEER RESCUE SQUAD INCORPORATED","VA","HE",22720
"647",521315425,"2000","CITIZENS FOR PUBLIC ACTION ON BLOOD PRESSURE AND CHOLESTEROL INC","MD","HE",6100
"648",521317156,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","MD","HE",52371
"649",521327868,"2000","MARYLAND MEDICAL RECORD ASSOCIATION","MD","HE",1000
"650",521336883,"2000","AIDS ACTION COUNCIL","DC","HE",3295
"651",521337300,"2000","NATIONAL ASSN OF ALCOHOLISM & DRUG ABUSE COUNSELORS INC","VA","HE",3261
"652",521544067,"2000","SECTION ON CLINICAL ELECTRO PHYSIOLOGY AMER PHYSICAL THERAPY","NJ","HE",1524
"653",521595057,"2000","INTERNATIONAL SOCIETY OF NURSES IN GENETICS INC","NH","HE",2848
"654",521602325,"2000","AMERICAN ASSOCIATION FOR MARRIAGE & FAMILY THERAPY INC","SC","HE",914
"655",521612768,"2000","AMERICAN ASSOCIATION OF OFFICE NURSES","NJ","HE",45687
"656",521630552,"2000","MARYLAND CHAPTER OF THE AMERICAN ACADEMY OF PEDIATRICS","MD","HE",125477
"657",521632583,"2000","FAMILIES USA","DC","HE",83574
"658",521662440,"2000","MARYLAND DENTAL HYGIENISTS ASSOCIATION INC","MD","HE",5681
"659",521677525,"2000","PLANNED PARENTHOOD OF MARYLAND ACTION FUND INC","MD","HE",24502
"660",521797845,"2000","NATIONAL ASSOCIATION OF PSYCHIATRIC TREATMENT CENTERS FOR CHILDREN","DC","HE",46000
"661",521802000,"2000","MEDICAL DEVICE MANUFACTURES ASSOCIATION","MD","HE",2380
"662",521802508,"2000","DISTRICT OF COLUMBIA LIFE AND HEALTH INSURANCE GUARANTY ASSOC","DC","HE",772389
"663",521815589,"2000","AMERICAN COLLEGE OF NURSE PRACTITIONERS","DC","HE",3600
"664",521820420,"2000","THE AMERICAN BOARD OF GENETIC COUNSELING INC","MD","HE",15000
"665",521841736,"2000","AMERICAN ASSOCIATION OF NURSE ATTORNEYS INC","MD","HE",633
"666",521872794,"2000","GRASONVILLE VOLUNTEER AMBULANCE DEPARTMENT","MD","HE",173328
"667",521904610,"2000","LIFE AND HEALTH INSURANCE FOUNDATION FOR EDUCATION","DC","HE",2010879
"668",521905475,"2000","IATSE LOCAL B-868 HEALTH & WELFARE FUND","DC","HE",65196
"669",521943466,"2000","AMERICAN BOARD OF NURSING SPECIALTIES","MD","HE",1391
"670",521950426,"2000","AMERICAN MEDICAL DIRECTORS ASSOCIATION INC","MD","HE",452035
"671",521978549,"2000","REPUBLICAN PRO CHOICE COALITION","NY","HE",1117024
"672",522003935,"2000","NATIONAL PROSTATE CANCER COALITION CO","DC","HE",69235
"673",522016693,"2000","AMERICAN COLLEGE OF WOMENS HEALTH PHYSICIANS INC","IL","HE",15724
"674",522030304,"2000","NATIONAL ALLIANCE FOR EYE AND VISION RESEARCH INC","DC","HE",371605
"675",522084923,"2000","CAMPAIGN FOR MEDICAL RESEARCH","DC","HE",210000
"676",522185437,"2000","ASSOCIATION OF MEDICAL DIAGNOSTICS MANUFACTURERS","MD","HE",3127
"677",522204473,"2000","GOLDEN L E A F LONG-TERM ECONOMIC ADVANCEMENT FOUNDATION INC","NC","HE",40322402
"678",522208746,"2000","MARYLAND CITIZENS HEALTH INITIATIVE INC","MD","HE",8766
"679",522218542,"2000","","","HE",1405
"680",522218839,"2000","COALITION FOR RESPONIBLE TOBACCO RETAILING","DC","HE",5198202
"681",522257665,"2000","SINUS & ALLERGY HEALTH PARTNERSHIP INC","DC","HE",128415
"682",526054422,"2000","MARYLAND HORSEMENS ASSISTANCE FUND INC","MD","HE",293528
"683",526054439,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","DC","HE",8375
"684",526055662,"2000","CIVIL AVIATION MEDICAL ASSOCIATION DOMESTIC & INTERNATIONAL","OK","HE",200
"685",526447064,"2000","UBC HEALTH & SAFETY FUND","DC","HE",6300
"686",530026970,"2000","AMERICAN TRUCKING ASSOCIATIONS INC","VA","HE",1156253
"687",530075900,"2000","DISTRICT OF COLUMBIA NURSES ASSOC","DC","HE",43691
"688",530108420,"2000","MEDICAL SOCIETY OF THE DISTRICT OF COLUMBIA","DC","HE",30000
"689",530238820,"2000","NATIONAL AIR TRAN ASSOCIATION","MD","HE",527240
"690",530243571,"2000","AMVETS NATIONAL AUXILIARY","MD","HE",126245
"691",540227389,"2000","VIRGINIA NURSES ASSOCIATION","VA","HE",19784
"692",540299956,"2000","MEDICAL SOCIETY OF VIRGINIA","VA","HE",129331
"693",540356395,"2000","RICHMOND ACADEMY OF MEDICINE INC","VA","HE",39879
"694",540660151,"2000","AEROSPACE MEDICAL ASSOCIATION","VA","HE",10000
"695",540701665,"2000","VIRGINIA HOSPITAL AND HEALTHCARE ASSOCIATION","VA","HE",20939
"696",540829762,"2000","PSYCHIATRIC SOCIETY OF VA INC","VA","HE",21830
"697",541067816,"2000","VIRGINIA OSTEOPATHIC MEDICAL ASSN","VA","HE",15622
"698",541125218,"2000","TROUTVILLE RESCUE SQUAD INCORPORATED","VA","HE",72938
"699",541231273,"2000","SENTRA HEALTH SYSTEM EMPLOYEE BENEFIT TRUST","TX","HE",25495970
"700",541439111,"2000","HOSPITAL INSURANCE FORUM","VA","HE",106500
"701",541463820,"2000","MID CO INC VOLUNTEER RESCUE SQUAD","VA","HE",91241
"702",541542627,"2000","E Z DUZIT INC","VA","HE",4793
"703",541566359,"2000","NATIONAL ASSOCIATION OF MANAGED CARE PHYSICIANS INC","VA","HE",1508773
"704",541633556,"2000","AMERICAN ACADEMY OF HEALTH PHYSICS","VA","HE",35
"705",541648579,"2000","NATIONAL REGISTRY OF REHABILITATION TECHNOLOGY SUPPLIES INC","TX","HE",19900
"706",541703530,"2000","AMERICAN ASSOCIATION OF MANAGED CARE NURSES INC","VA","HE",7500
"707",541757616,"2000","VIRGINIA ASSOCIATION OF HEMATOLOGY AND ONCOLOGY MANAGERS","VA","HE",118113
"708",550419533,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","WV","HE",22500
"709",550563620,"2000","POINT PLEASANT EMERGENCY MEDICAL SERVICES INC","WV","HE",2562
"710",550569085,"2000","WEST VIRGINIA HEALTH CARE ASSOCIATION INC","WV","HE",36600
"711",550574215,"2000","ELK DISTRICT AMBULANCE SERVICE","WV","HE",5720
"712",550576892,"2000","AMERICAN COLLEGE OF SURGEONS","WV","HE",39126
"713",550615296,"2000","CABELL COUNTY MEDICAL SOCIETY","WV","HE",8360
"714",550757583,"2000","WEST VIRGINIA CHAPTER OF THE AMER ASSOC CLIN ENDOCRINOLOGISTS","WV","HE",90900
"715",560320130,"2000","NORTH CAROLINA MEDICAL SOCIETY 203","NC","HE",16000
"716",560608781,"2000","NORTH CAROLINA DENTAL SOCIETY GENERAL FUND","NC","HE",21323
"717",560641290,"2000","NORTH CAROLINA HOSPITAL ASSOCIATION","NC","HE",20000
"718",560947311,"2000","STONY CREEK VOLUNTEER RESCUE SQUAD INC","NC","HE",455789
"719",561257064,"2000","CLEMENT RESCUE SQUAD","NC","HE",24853
"720",561324158,"2000","FORT BARNWELL RESCUE SQUAD INC","NC","HE",76752
"721",561362657,"2000","LINCOLN COUNTY HOME BUILDERS INC","NC","HE",1826
"722",561375061,"2000","KNIGHTDALE AREA RESCUE SQUAD INC","NC","HE",89980
"723",561388731,"2000","MOUNT PLEASANT RESCUE SQUAD INC","NC","HE",201717
"724",561403148,"2000","NORTH CAROLINA SOCIETY OF HOSPITAL VOLUNTEERS AUXILIANS INC","NC","HE",4300
"725",561486093,"2000","GRASSY CREEK RESCUE SQUAD INC","NC","HE",8299
"726",561534578,"2000","TRIAD ASSOCIATION OF HEALTH UNDERWRITERS","NC","HE",9390
"727",561865246,"2000","NORTH CAROLINA ONCOLOGY MANAGER SOCIETY","NC","HE",43248
"728",562036967,"2000","AMERICAN HOLISTIC NURSES CERTIFICATION CORPORATION","AZ","HE",3500
"729",562065595,"2000","NORTH CAROLINA ASSOCIATION FOR HOSPITAL CENTRAL SERVICE PROF INC","NC","HE",3748
"730",566058458,"2000","NORTH CAROLINA PHYSICAL THERAPY ASSOCIATION","NC","HE",3151
"731",566062043,"2000","AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS","NC","HE",635
"732",570372816,"2000","SOUTH CAROLINA HOSPITAL ASSOCIATION 101 MEDICAL CIR","SC","HE",64586
"733",570640341,"2000","SOUTH CAROLINA PSYCHOLOGICAL ASSOCIATION","SC","HE",18350
"734",570694100,"2000","LEXINGTON COUNTY HOSPITAL AUXILIARY","SC","HE",3399
"735",570732587,"2000","SOUTH CAROLINA ONCOLOGY SOCIETY","SC","HE",6000
"736",570743252,"2000","SOUTH CAROLINA ORTHOPAEDIC ASSOCIATION","SC","HE",17500
"737",570846110,"2000","SOUTH CAROLINA STATE COUNCIL EMERGENCY NURSES ASSOCIATION","SC","HE",150
"738",570982020,"2000","CLINICAL CYTOMETRY SOCIETY INC","CO","HE",50615
"739",571080711,"2000","ORANGEBURG AREA SICKLE CELL ANEMIA FOUNDATION","SC","HE",106124
"740",571101736,"2000","TEEN CHALLENGE OF SOUTH CAROLINA","SC","HE",81754
"741",576026723,"2000","SOUTH CAROLINA PUBLIC HEALTH ASSOCIATION","SC","HE",44568
"742",580220300,"2000","GEORGIA NURSES ASSOCIATION INC","GA","HE",18817
"743",580605267,"2000","MEDICAL ASSOCIATION OF GEORGIA","GA","HE",425535
"744",580612274,"2000","GEORGIA HOSPITAL ASSOCIATION INC","GA","HE",125160
"745",580659110,"2000","GEORGIA VETERINARY MEDICAL ASSOCIATION INC","GA","HE",37135
"746",580898763,"2000","GEORGIA CHIROPRACTIC ASSOCIATION INCORPORATED","GA","HE",70318
"747",580947956,"2000","GEORGIA MEDICAL SOCIETY INC","GA","HE",150
"748",581024582,"2000","GEORGIA OSTEOPATHIC MEDICAL ASSOCIATION","GA","HE",2400
"749",581202754,"2000","BULLOCH COUNTY ALCOHOL AND DRUG ABUSE COUNCIL INC","GA","HE",53265
"750",581282623,"2000","GEORGIA MEDICAL RECORD ASSOCIATION","GA","HE",761
"751",581317664,"2000","NEWTON GROVE RESCUE SQUAD INC","NC","HE",26248
"752",581330752,"2000","SECTION ON PEDIATRICS OF THE AMERICAN PHYSICAL THERAPY","AR","HE",6200
"753",581341452,"2000","GARLAND RESCUE SQUAD INC","NC","HE",31586
"754",581341801,"2000","SUTTONTOWN RESCUE SQUAD INCORPORATED","NC","HE",24627
"755",581342973,"2000","HARRELLS RESCUE SQUAD INC","NC","HE",29023
"756",581484553,"2000","NORTH CAROLINA SCHOOL PSYCHOLOGY ASSOCIATION","NC","HE",22112
"757",581507983,"2000","SOCIETY OF NUCLEAR MEDICINE","OH","HE",4780
"758",581581578,"2000","CLAYTON HOUSE INC","GA","HE",52186
"759",581609832,"2000","GEORGIA MEDICAL GROUP ADMINISTRATORS INC","GA","HE",7000
"760",581681015,"2000","NORTH CAROLINA MEDICAL GROUP MANAGERS","NC","HE",3125
"761",581681317,"2000","ODYSSEY PROPERTIES INC","GA","HE",88107
"762",581705487,"2000","GEORGIA OCCOPATIONAL THERAPY ASSOCIATION INC","GA","HE",19649
"763",581752866,"2000","GEORGIA SOCIETY OF CLINICAL ONCOLOGY INC","GA","HE",37515
"764",581776247,"2000","ARKANSAS ASSOCITION OF HOSPITAL PHARMACISTS INC","AR","HE",32570
"765",581871348,"2000","PELICAN PROVIDERS INC","LA","HE",348610
"766",581897356,"2000","INSTITUTE FOR TECHNOLOGY DEV HEALTH INSURANCE PROGRAM","MS","HE",137771
"767",581940951,"2000","ARKANSAS ASSOCIATION OF HEALTH UNDERWRITERS","AR","HE",34683
"768",581947167,"2000","INTERNATIONAL SCOIETY OF TRAVEL MEDICINE INC","GA","HE",43997
"769",581965163,"2000","NORTH CAROLINA ASSOCIATION OF HEALTH UNDERWRITERS","NC","HE",570
"770",582044965,"2000","LOUISIANA ASSOCIATION OF NURSE PRACTITIONERS INC","LA","HE",26752
"771",582063717,"2000","ATLANTA ASSOCIATION OF HEALTH UNDERWRITERS","GA","HE",542
"772",582088040,"2000","INTERNATIONAL ASSOCIATION OF FORENSIC NURSES INCORPORATED","NJ","HE",8500
"773",582153484,"2000","GEORGIA MANAGED CARE ASSOCIATION","GA","HE",155121
"774",582176067,"2000","NATIONAL ASSOCIATION OF CHILDRENS HOSPITALS INC","VA","HE",1397690
"775",582204172,"2000","NORTH AMERICAN CASE RESEARCH ASSOCIATION","GA","HE",3200
"776",582323271,"2000","NEW FAITH REHABILITATION CENTER INC","GA","HE",43748
"777",582504530,"2000","ST FRANCIS HOSPITAL INC","SC","HE",261923
"778",586038305,"2000","NORTHERN DISTRICT DENTAL SOCIETY","GA","HE",909
"779",586040371,"2000","RICHMOND COUNTY MEDICAL SOCIETY","GA","HE",500
"780",590248217,"2000","FLORIDA NURSES ASSOCIATION","FL","HE",14531
"781",590624449,"2000","ST VINCENTS MEDICAL CENTER INC UNITED STATES CATHOLIC CONFERENCE","FL","HE",1398153
"782",590634434,"2000","SACRED HEART HOSPITAL OF PENSACOLA UNITED STATES CATHOLIC CONFERENCE","FL","HE",1336013
"783",591103936,"2000","FLORIDA PEDIATRIC SOCIETY INC","FL","HE",3300
"784",591152227,"2000","FLORIDA CHIROPRACTIC ASSOCIATION INC","FL","HE",770
"785",591735183,"2000","FLORIDA PSYCHIATRIC SOCIETY","FL","HE",1025
"786",591738758,"2000","FLORIDA HEALTH INFORMATION MANAGEMENT ASSOCIATION INC","FL","HE",2825
"787",592013158,"2000","FLORIDA SOCIETY OF THE AMER COL OF GEN PRACT IN OSTEOPATHIC MED & SUR","FL","HE",33000
"788",592106715,"2000","FLORIDA SOCIETY OF RHEUMATOLOGY INC","FL","HE",51551
"789",592305456,"2000","EMPLOYERS HEALTH COALITION","FL","HE",809130
"790",592470871,"2000","CUBAN AMERICAN PHYSICIANS ASSOCIATION OF CENTRAL FLORIDA INC","FL","HE",35500
"791",592622949,"2000","CERTIFICATION BOARD FOR ADDICTION PROFESSIONALS OF FLORIDA INC","FL","HE",124500
"792",592952548,"2000","AMERICAN ASSOCIATION FOR MEDICAL TRANSCRIPTION","FL","HE",175
"793",593018398,"2000","NATIONAL NURSING STAFF DEVELOPMENT ORGANIZATION","FL","HE",5670
"794",593019934,"2000","FLORIDA NURSES ASSOCIATION","FL","HE",25228
"795",593142119,"2000","FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES INC","FL","HE",40843
"796",593149454,"2000","ONCOLOGY MANAGERS OF FLORIDA INC","FL","HE",8150
"797",593264134,"2000","TWENTY TWO FIFTY GROUP INC","FL","HE",22490
"798",593298602,"2000","FLORIDA ACADEMY OF PAIN MEDICINE","FL","HE",11000
"799",593312741,"2000","CENTRAL FLORIDA PHYSICIANS ALLIANCE","FL","HE",5750
"800",593374796,"2000","FLORIDA ALLERGY ASTHMA & IMMUNOLOGY SOCIETY INC","FL","HE",141210
"801",593470019,"2000","SAVE OUR SOCIETY FROM DRUGS","FL","HE",62160
"802",593585876,"2000","SOUTHEAST LIPID ASSOCIATION INC","FL","HE",442500
"803",593594371,"2000","INTERNATIONAL SOCIETY OF BREAST PATHOLOGY INC","FL","HE",20000
"804",593600145,"2000","COLON & RECTAL EDUCATIONAL & RESEARCH INSTITUTE OF FLORIDA INC","FL","HE",90326
"805",593677690,"2000","CENTER FOR PRACTICAL HEALTH REFORM INC","LA","HE",37500
"806",596138054,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","FL","HE",416356
"807",596139579,"2000","FLORIDA DENTAL HYGIENISTS ASSOCIATION INC","FL","HE",3338
"808",596146682,"2000","FLORIDA SOCIETY OF PLASTIC & RECONSTRUCTIVE SURGEONS INC","FL","HE",90036
"809",596149397,"2000","FLORIDA MEDICAL ASSN AUXILIARY INC","FL","HE",8000
"810",596150964,"2000","AIR CONDITIONING REFRGTNG HTG & PIPING IND HEALTH & WELFARE FUND","GA","HE",5301185
"811",610564546,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","KY","HE",41588
"812",610621044,"2000","KENTUCKY VETERINARY MEDICAL ASSOCIATION INC","KY","HE",100
"813",611192985,"2000","DAVIESS COUNTY MEDICAL SOCIETY","KY","HE",19383
"814",611249764,"2000","NATIONAL ASSOCIATION OF NEONATAL NURSES","IN","HE",25121
"815",616037539,"2000","BAPTIST HOSPITAL EAST AUXILIARY","KY","HE",1367
"816",616051900,"2000","KENTUCKY PSYCHIATRIC ASSOCIATION","KY","HE",2678
"817",620306045,"2000","NATIONAL COTTON COUNCIL OF AMERICA","TN","HE",20000
"818",620419454,"2000","TENNESSEE DENTAL ASSOCIATION","TN","HE",57000
"819",620534232,"2000","THA-AN ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS","TN","HE",430078
"820",620730650,"2000","TENNESSEE PHARMACISTS ASSOCIATION","TN","HE",28727
"821",620913596,"2000","MORGAN COUNTY HEALTH COUNCIL INC","TN","HE",349956
"822",621066860,"2000","CLINCH RIVER HOME HEALTH INC","TN","HE",85328
"823",621153413,"2000","NATIONAL ASSOCIATION OF ORTHOPEDIC TECHNOLOGISTS","NC","HE",2400
"824",621190366,"2000","TENNESSEE CHIROPRACTIC ASSOCIATION","TN","HE",36853
"825",621382844,"2000","LEFT BEAVER CIVIL DEFENSE & RESCUE SQUAD INC","KY","HE",16312
"826",621843165,"2000","TENNESSEE SOCIETY OF ALLERGY ASTHMA AND IMMUNOLOGY","TN","HE",55000
"827",626046706,"2000","COTTON COUNCIL INTERNATIONAL","DC","HE",15485373
"828",626074838,"2000","TENNESSEE PUBLIC HEALTH ASSOC INC","TN","HE",18399
"829",630363485,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","AL","HE",7700
"830",630763195,"2000","THE HOUSTON COUNTY MEDICAL SOCIETY INC","AL","HE",38808
"831",630774188,"2000","ALABAMA SOCIETY OF HEALTH-SYSTEM PHARMACISTS INC","AL","HE",28964
"832",630813339,"2000","SPRINGHILL HOSPITAL HEALTH TRUST 3719 DAUPHIN ST","AL","HE",3451622
"833",630814285,"2000","ALABAMA PHYSICAL THERAPY ASSOCIATION CHAPTER OF THE","AL","HE",780
"834",630814942,"2000","SELMA MEDICAL CENTER HOSPITAL AUXILIARY","AL","HE",8911
"835",630901743,"2000","CALHOUN COUNTY CIVIL DEFENSE EMERGENCY GROUP INC","AL","HE",3221
"836",631006292,"2000","ALABAMA PSYCHIATRIC SOCIETY","AL","HE",13000
"837",631134360,"2000","ALABAMA INDEPENDENT DRUGSTORE ASSOCIATION","AL","HE",5113
"838",631146663,"2000","PHYSICIANS ALABAMA OPPORTUNITY FAIR INC","AL","HE",24763
"839",631184576,"2000","COALITION FOR NATURAL HEALTH INC","DC","HE",722923
"840",631225955,"2000","ATHENS-LIMESTONE HOSPITAL FOUNDATION INC","AL","HE",150473
"841",640317537,"2000","MISSISSIPPI STATE MEDICAL ASSOCIATION","MS","HE",100000
"842",640321143,"2000","MISSISSIPPI NURSES ASSOCIATION","MS","HE",3545
"843",640410120,"2000","MISSISSIPPI VETERINARY MEDICAL ASSOCIATION","MS","HE",3500
"844",640411249,"2000","MISSISSIPPI HOSPITAL ASSOCIATION","MS","HE",108880
"845",640641901,"2000","TOTAL HEALTH FOUNDATION SOUTHEAST","MS","HE",29946
"846",640751861,"2000","EAST MISSISSIPPI STATE HOSPITAL FRIENDS","MS","HE",1127
"847",640766394,"2000","MISSISSIPPI ASSOCIATION OF GOVERNMENTAL PURCHASING-PROPERTY","MS","HE",3750
"848",646025386,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","MS","HE",22085
"849",650063921,"2000","CAMILLUS HEALTH CONCERN INC","FL","HE",2347243
"850",650073752,"2000","PPA HEALTH BENEFITS TRUST","FL","HE",39490685
"851",650211927,"2000","FLORIDA EMERGENCY NURSES ASSOCIATION","FL","HE",25835
"852",650213738,"2000","FLORIDA ASSOCIATION OF NEONATAL NURSE PRACTITIONERS INC","FL","HE",5450
"853",650328971,"2000","NATIONAL BUSINESS COALITION ON HEALTH OF VIRGINIA INC","DC","HE",304076
"854",650355438,"2000","X-RAY EQUIPMENT COMPANY CORPORATE HEALTH PLAN","FL","HE",240000
"855",650370778,"2000","DISTRICT XI FLORIDA OSTEOPATHIC MEDICAL ASSOCIATION INC","FL","HE",33900
"856",650456501,"2000","FLORIDA STATE ORIENTAL MEDICAL ASSOCIATION INC","FL","HE",41235
"857",650550288,"2000","HEALTHY PALM BEACHES INC","FL","HE",725079
"858",650584679,"2000","AMERICAN ACADEMY OF WOUND MANAGEMENT INC","FL","HE",1500
"859",650816828,"2000","FLORIDA AIDS ACTION COUNCIL INC","FL","HE",38250
"860",650899286,"2000","ENDOCRINOLOGY CLUB OF MIAMI-DADE INC","FL","HE",28750
"861",650974734,"2000","PALMETTO MEDICAL STAFF FUND INC","FL","HE",140896
"862",660480279,"2000","FUNDACION PUERTORRIQUENA DEL RINON","PR","HE",65709
"863",680027315,"2000","NATIONAL ASSOCIATION OF NEONATAL NURSES","IL","HE",88740
"864",680148902,"2000","CALIFORNIA HOSPITALS ISSUES COMMITTEE","CA","HE",85710
"865",680220462,"2000","GRASS VALLEY FELLOWSHIP OF ALCOHOLICS ANONYMOUS","CA","HE",26358
"866",680220979,"2000","GOLDEN GATE CHAPTER CALIFORNIA HEALTH UNDERWRITERS ASSOCIATION","CA","HE",5750
"867",680265704,"2000","SAN RAMON REGIONAL MEDICAL CENTER MEDICAL STAFF","CA","HE",9850
"868",680281643,"2000","CALIFORNIA SOCIETY OF PHYSICAL MEDICINE AND REHABILITATION","CA","HE",16247
"869",680327979,"2000","CALIFORNIA ASSOCIATION OF NATUROPATHIC PHYSICIANS","CA","HE",93726
"870",680442413,"2000","STOP BIG TABACCO-NO ON PROP 28","CA","HE",1367540
"871",680446291,"2000","ORANGE COUNTY TOBACCO SETTLEMENT FUND COMMITTEE","CA","HE",1097368
"872",710301484,"2000","GREENE ACRES NURSING HOME ASSC INC","AR","HE",20
"873",710441069,"2000","ARKANSAS HOSPITALITY ASSOCIATION INC","AR","HE",500
"874",710525771,"2000","TWENTIETH CENTURY CLUB OF LITTLE ROCK INC","AR","HE",30375
"875",710708774,"2000","MENTAL HEALTH COUNCIL OF ARKANSAS INC","AR","HE",17900
"876",716057691,"2000","ARKANSAS CHIROPRACTIC ASSOCIATION","AR","HE",10938
"877",720570930,"2000","COUNCIL FOR A BETTER LOUISIANA","LA","HE",437198
"878",720828107,"2000","JEFFERSON PARISH MEDICAL SOCIETY","LA","HE",21420
"879",720926943,"2000","LOUISIANA PSYCHOLOGICAL ASSOCIATION","LA","HE",6145
"880",721057835,"2000","LOUISIANA BLACK ALCOHOLISM COUNCIL INC","LA","HE",121632
"881",721066120,"2000","LAFAYETTE MEDICAL SOCIETY","LA","HE",2670
"882",721181034,"2000","LOUISIANA HEALTH INSURANCE ASSOC","LA","HE",2000000
"883",721200794,"2000","LOUISIANA MANAGED HEALTHCARE ASSOCIATION INC","LA","HE",30000
"884",726010037,"2000","CALCASIEU PARISH MEDICAL SOCIETY","LA","HE",6565
"885",726023269,"2000","EAST BATON ROUGE PARISH MEDICAL SOCIETY","LA","HE",580
"886",726029095,"2000","LOUISIANA PSYCHIATRIC MEDICAL ASSOCIATION","LA","HE",56362
"887",730555125,"2000","SOCIETY OF EXPLORATION GEOPHYSICISTS","OK","HE",276444
"888",730612930,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","OK","HE",247855
"889",730699842,"2000","AMERICAN MEDICAL TECHNOLOGISTS","IL","HE",4714
"890",731078011,"2000","OKLAHOMA ASSOCIATION OF NURSE ANESTHETISTS","OK","HE",10
"891",731274465,"2000","ARKANSAS OSTEOPATHIC MEDICAL ASSOCIATION","AR","HE",84086
"892",731378382,"2000","HARMON COUNTY HEALTH CARE AUTHORITY","OK","HE",132220
"893",731500629,"2000","MERCY MEMORIAL HEALTH CENTER INC","MO","HE",49825
"894",736108721,"2000","LADIES AUXILIARY OF THE DEACONESS HOSPITAL","OK","HE",18916
"895",740940303,"2000","TEXAS NURSES ASSOCIATION","TX","HE",209755
"896",741078510,"2000","TEXAS MEDICAL ASSOCIATION","TX","HE",465918
"897",741238007,"2000","EL PASO COUNTY MEDICAL SOCIETY","TX","HE",103000
"898",741592272,"2000","PARK PLACE HOSPITAL AUXILIARY INC","TX","HE",2000
"899",741775166,"2000","TEXAS SOCIETY OF PSYCHIATRIC PHYSICIANS","TX","HE",132973
"900",742044960,"2000","INTERNATIONAL BRANGUS AUXILIARY INC","AR","HE",5360
"901",742073058,"2000","TEXAS NEUROLOGICAL SOCIETY","TX","HE",60500
"902",742077823,"2000","NORTH CHANNEL EMERGENCY MEDICAL SERVICES ASSOCIATION","TX","HE",220847
"903",742102460,"2000","HOUSTON-GALVESTON AREA SOCIETY OF HOSPITAL PHARMACISTS","TX","HE",3000
"904",742269065,"2000","ROBERTSON COUNTY E M S INC","TX","HE",88467
"905",742354545,"2000","ASSOCIATION OF SCHOOL BUSINESS OFFICIALS INTERNATIONAL","CO","HE",44262
"906",742373215,"2000","COLORADO HEART CYCLE ASSOCIATION INC","CO","HE",500
"907",742510587,"2000","EL PASO VETERINARY MEDICAL ASSOCIATION","TX","HE",4760
"908",742520188,"2000","CENTRAL AMERICAN CARIBBEAN RESEARCH COUNCIL INC","TX","HE",37914
"909",742527439,"2000","PHYSICIANS WHO CARE DTD 010589","TX","HE",3526
"910",742566071,"2000","ASSOCIATION OF ANESTHESIA CLINICAL DIRECTORS INC","IL","HE",30150
"911",742567495,"2000","TEXAS ORGANIZATION OF RURAL & COMMUNITY HOSPITALS","TX","HE",28993
"912",742605163,"2000","","","HE",52214
"913",742623973,"2000","COALITION FOR NURSES IN ADVANCED PRACTICE","TX","HE",41176
"914",742655654,"2000","TEXAS PAIN SOCIETY","TX","HE",28000
"915",742773086,"2000","CHILDRENS HOSPITAL FOUNDATION OF AUSTIN","TX","HE",3178211
"916",742842360,"2000","HEARTLAND REGIONAL ALCOHOL & DRUG ASSESSMENT CENTER INC","KS","HE",803864
"917",742952580,"2000","EQUAL HEALTH CARE ALLIANCE","TX","HE",45500
"918",746047079,"2000","NINTH DISTRICT DENTAL SOCIETY","TX","HE",7491
"919",746059871,"2000","GERMANIA FARMER VEREIN","TX","HE",285
"920",746060526,"2000","TEXAS DENTAL HYGIENISTS ASSOCIATION","TX","HE",4100
"921",746060670,"2000","EL PASO PHARMACY ASSOCIATION","TX","HE",30850
"922",746062042,"2000","BRAZOSPORT MEMORIAL HOSPITAL AUXILIARY","TX","HE",1881
"923",746062205,"2000","TEXAS HEALTH INFORMATION MANAGEMENT ASSOCIATION","TX","HE",1886
"924",746063269,"2000","TEXAS A & M UNIVERSITY STUDENT VETERANINARY MEDICAL ASSO ENER FND","TX","HE",4500
"925",746074671,"2000","TEXAS PSYCHOLOGICAL ASSOCIATION","TX","HE",35000
"926",746075776,"2000","AMERICAN ACADEMY OF FAMILY PHYSICIANS","TX","HE",40250
"927",750602145,"2000","TEXAS OSTEOPATHIC MEDICAL ASSOC","TX","HE",37525
"928",750725428,"2000","HI-PLAINS HOSPITAL","TX","HE",894
"929",750837636,"2000","W E & LELA I STEWART BLOOD CENTER INC","TX","HE",180979
