"","EIN","FisYr","NAME","STATE","CAT","CONT"
"652",237089049,"2000","ALPHA CHARTER GUILD TO THE ANTELOPE VALLEY HOSPITAL MEDICAL CENTER","CA","HE",432
"653",237091329,"2000","CAMELOT OF STATEN ISLAND INC","NY","HE",1795657
"654",237094979,"2000","NATIONAL KIDNEY FOUNDATION INC","IA","HE",109485
"655",237102789,"2000","PROBLEMS ANONYMOUS ACTION GROUP INCORPORATED","UT","HE",97411
"656",237105159,"2000","RIO GRANDE CANCER FOUNDATION","TX","HE",59968
"657",237105579,"2000","SUTTER DAVIS HOSPITAL AUXILIARY INC","CA","HE",975
"658",237107569,"2000","FAMILY HEALTH CENTER INC","MI","HE",1071210
"659",237107959,"2000","SUN HEALTH FOUNDATION INC DIBIA BOSWELL HOSPITAL FOUNDATION","AZ","HE",6499116
"660",237108869,"2000","JOINT IMPLANT SURGERY & RESEARCH FOUNDATION","OH","HE",500
"661",237112989,"2000","PLEASANT PLAINS FIRST AID SQUAD INC","NJ","HE",156776
"662",237113069,"2000","BROOKNEAL RESCUE SQUAD INC","VA","HE",59976
"663",237113799,"2000","SOUTHSIDE COMMUNITY HEALTH SERVICES INC","MN","HE",1178698
"664",237120949,"2000","SPECULATOR VOLUNTEER AMBULANCE CORPS INC","NY","HE",63489
"665",237121449,"2000","NEW HOPE MANOR INC","CT","HE",120108
"666",237122189,"2000","REIDSVILLE RESCUE SQUAD INC","NC","HE",75485
"667",237122199,"2000","LIFE TREATMENT CENTERS INC","IN","HE",157719
"668",237123169,"2000","NATIONAL KIDNEY FOUNDATION OF SOUTH TEXAS INC","TX","HE",235416
"669",237128309,"2000","COMMUNITY FRIENDSHIP INC","GA","HE",26783
"670",237131209,"2000","NEW BRIDGE FOUNDATION INC","CA","HE",2245738
"671",237136099,"2000","KENNY ROGERS CEREBRAL CENTER OF SOUTHEAST MISSOURI","MO","HE",30583
"672",237137119,"2000","ST FRANCIS HOSPITAL FOUNDATION","CA","HE",1063643
"673",237150399,"2000","NATIONAL MULTIPLE SCLEROSIS SOCIETY","UT","HE",1155418
"674",237152879,"2000","SISTERS OF CHARITY OF THE INCARNATE WORD","TX","HE",6800
"675",237160139,"2000","PIEDMONT TRIAD AMBULANCE & RESCUE INC","NC","HE",14762
"676",237161819,"2000","EYE INSTITUTE OF NEW JERSEY","NJ","HE",101979
"677",237163009,"2000","PERRY MORRICE SHAFTSBURG AMBULANCE SERVICE","MI","HE",575
"678",237167059,"2000","VILLA PHOENIX INC 418 N LAWE ST","WI","HE",9354
"679",237167429,"2000","PRINCE GEORGE EMERGENCY CREW","VA","HE",166246
"680",237171709,"2000","PENNSYLVANIA OSTEOPATHIC MEDICAL ASSOCIATION FOUNDATION","PA","HE",95742
"681",237175669,"2000","YORK VOLUNTEER AMBULANCE ASSOCIATION INC","ME","HE",23451
"682",237180009,"2000","DOWNTOWN TUCSON LIONS CLUB FOUNDATION","AZ","HE",4009
"683",237186229,"2000","SUDDEN INFANT DEATH SYNDROME ALLIANCE INC","OH","HE",192325
"684",237190109,"2000","WINTER HAVEN HOSPITAL AUXILIARY INC","FL","HE",130378
"685",237192599,"2000","SCAN VOLUNTEER SERVICE INC","AR","HE",111359
"686",237201619,"2000","PAUL OLIVER MEMORIAL HOSPITAL FOUNDATION","MI","HE",232060
"687",237205109,"2000","MANHEIM TOWNSHIP AMBULANCE ASSOCIATION","PA","HE",19571
"688",237207619,"2000","HOPE CHRISTIAN CENTER","NY","HE",192421
"689",237208109,"2000","HARLAN E MOORE HEART RESEARCH FOUNDATION","IL","HE",263182
"690",237215849,"2000","EVE OF JANUS BENEFIT INC","TN","HE",118610
"691",237217159,"2000","MEDICAL EYE BANK OF WEST VIRGINIA INC","WV","HE",3430
"692",237218429,"2000","L B SMITH MEDICAL FOUNDATION INC","PA","HE",236585
"693",237220319,"2000","MARION COUNTY RESCUE SQUAD INC","WV","HE",144242
"694",237222269,"2000","METROHEALTH MEDICAL CENTER AUXILIARY","OH","HE",59660
"695",237225449,"2000","NATIONAL KIDNEY FOUNDATION OF NEBRASKA INC","NE","HE",131687
"696",237227989,"2000","EDWARD JOHN NOBLE HOSPITAL OF ALEXANDRIA BAY","NY","HE",363421
"697",237229899,"2000","NAIC-CENTER FOR OKLAHOMA ALCOHOL & DRUG SERVICES INC","OK","HE",326471
"698",237236339,"2000","AMERICAN SOCIETY OF LAW MEDICINE & ETHICS INC","MA","HE",122865
"699",237243829,"2000","NORTH PACIFIC SOCIETY OF NEUROLOGY NEUROSURGERY & PSYCHIATRY","WA","HE",12213
"700",237249029,"2000","CHATTANOOGA SURGICAL FOUNDATION","TN","HE",125957
"701",237251419,"2000","WOMENS AUXILIARY TO THE MICHIGAN DENTAL ASSOCIATION","MI","HE",30301
"702",237258439,"2000","SEATTLE COUNSELING CENTER","WA","HE",260281
"703",237269469,"2000","HEALTH CENTER OF SOUTH COUNTY","RI","HE",176924
"704",237274169,"2000","BOSTON WOMENS HEALTH BOOK COLLECTIVE INC","MA","HE",524169
"705",237275289,"2000","NEW LIFE FOUNDATION","DC","HE",35514
"706",237275389,"2000","WILLIAM K WARREN MEDICAL RESEARCH CENTER INC","OK","HE",22221006
"707",237277569,"2000","RUNNELLS HOSPITAL VOLUNTEERS GUILD","NJ","HE",1703
"708",237297769,"2000","GENESIS HOUSE INC","CA","HE",458242
"709",237299199,"2000","AAA CRISIS PREGNANCY CENTER","MI","HE",190893
"710",237304039,"2000","VERMONT ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS NETWORK","VT","HE",1859107
"711",237310589,"2000","COLUMBUS CABRINI MEDICAL FOUNDATION","IL","HE",83542
"712",237325699,"2000","SUFFOLK INTERGROUP ASSOCIATION OF ALCOHOLICS ANONYMOUS","NY","HE",53718
"713",237334649,"2000","DONALD MC FEE MEMORIAL AMBULANCE SERVICE INC","NY","HE",38683
"714",237337229,"2000","AMERICAN HEALTH ASSISTANCE FOUNDATION","MD","HE",25750319
"715",237337259,"2000","HALIFAX HOSPITAL EMPLOYEES COMMUNITY SERVICE FUND INC","FL","HE",87696
"716",237338139,"2000","AUXILIARY OF THE DOCTORS HOSPITAL HARRISBURG","IL","HE",49
"717",237348139,"2000","STEPPIN STONE FARM INC","FL","HE",784384
"718",237348349,"2000","WELL CHILD CONFERENCE OF ELGIN","IL","HE",1281404
"719",237351959,"2000","JAMAICA ESTATES-HOLLISWOOD SOUTH BAYSIDE VOLUNTEER AMBULANCE CORP","NY","HE",77137
"720",237353699,"2000","EAST WEST ACADEMY OF HEALING ARTS","CA","HE",3624
"721",237354449,"2000","OUTREACH & PREVENTION SERVICES OF ALAMANCE INC","NC","HE",111567
"722",237354899,"2000","CHESPENN HEALTH SERVICES","PA","HE",1126773
"723",237357919,"2000","BOSTON HARBOR ASSOCIATION INC","MA","HE",146881
"724",237366209,"2000","KUYAHOORA VOLUNTEER AMBULANCE CORPS INC","NY","HE",43173
"725",237374129,"2000","BETHESDA FOUNDATION INC","OH","HE",301884
"726",237376649,"2000","GREENFIELD AREA LIFE SQUAD INC","OH","HE",44095
"727",237380349,"2000","VERSAILLES VOLUNTEER LIFE RESCUE SQUAD INC","OH","HE",15999
"728",237399839,"2000","COMMUNITY ACCESS INC","NY","HE",543163
"729",237412439,"2000","ANDERSON COUNTY EMERGENCY AND RESCUE SQUAD","TN","HE",89154
"730",237413409,"2000","HOSPITAL CHAPLAINCY SERVICE INC","MI","HE",165382
"731",237417749,"2000","HALIFAX AREA AMBULANCE AND RESCUE ASSOCIATION INC","PA","HE",6479
"732",237422549,"2000","NEIGHBORHOOD HEALTH SERVICES INC","FL","HE",590460
"733",237424959,"2000","HI VENTURE","WA","HE",53689
"734",237425849,"2000","EAST BOSTON NEIGHBORHOOD HEALTH CENTER CORP","MA","HE",6164361
"735",237426289,"2000","HARRISBURG MEDICAL CENTER INC","IL","HE",35150
"736",237427669,"2000","HEALTH CENTER VOLUNTEERS INC","WA","HE",453
"737",237431829,"2000","PARENTS ASSOCIATION CEREBRAL PALSY RESIDENTIAL HOMES INC","IL","HE",8800
"738",237433919,"2000","HOSPITAL FUND INCORPORATED","IA","HE",775391
"739",237439469,"2000","BAPTIST ESTATES OF FLORIDA INC","FL","HE",412321
"740",237444739,"2000","HEARING RESEARCH INC","CA","HE",26039
"741",237444829,"2000","LANCASTER VOLUNTEER AMBULANCE CORPS INC","NY","HE",143624
"742",237446919,"2000","GRANT-RIVERSIDE METHODIST HOSPITALS FOUNDATION INC","OH","HE",5496990
"743",237448069,"2000","DEAF MEDIA INC","CA","HE",21344
"744",237449669,"2000","SOUTHERN CALIFORNIA WORLD SERVICE OF AFG INC","CA","HE",42149
"745",237527559,"2000","MYASTHENIA GRAVIS FOUNDATION OF AMERICA INC","AZ","HE",16295
"746",237527569,"2000","MYASTHENIA GRAVIS FOUNDATION OF AMERICA INC","OH","HE",22651
"747",240795499,"2000","SUSQUEHANNA REGIONAL HOME HEALTH SERVICES","PA","HE",53995
"748",240798689,"2000","EASTON HOSPITAL","PA","HE",1398959
"749",240798839,"2000","WAYNE MEMORIAL HOSPITAL","PA","HE",198311
"750",250930059,"2000","LIONS CLUB OF ERIE SAVE-AN-EYE FUND INC","PA","HE",9968
"751",250965429,"2000","MERCY HOSPITAL OF PITT","PA","HE",2786704
"752",250965579,"2000","TITUSVILLE AREA HOSPITAL","PA","HE",256375
"753",250966629,"2000","VINCENTIAN HOME FOR CHRONICALLY ILL","PA","HE",304037
"754",250979369,"2000","PRESBYTERIAN HOMES IN THE PRESBYTERY OF LAKE ERIE","PA","HE",147359
"755",251010039,"2000","CLARION HOSPITAL","PA","HE",22082
"756",251049119,"2000","METRO HEALTH CENTER","PA","HE",2895
"757",251053469,"2000","MENTAL HEALTH ASSOCIATION IN BEAVER COUNTY","PA","HE",58895
"758",251055319,"2000","MENTAL HEALTH ASSOCIATION OF BUTLER COUNTY","PA","HE",69175
"759",251070499,"2000","UNITED CEREBRAL PALSY OF WESTERN PENNSYLVANIA INC","PA","HE",89477
"760",251072149,"2000","MULTIPLE SCLEROSIS SERVICE SOCIETY","PA","HE",281682
"761",251073129,"2000","BEAVER COUNTY CANCER SOCIETY","PA","HE",92764
"762",251100699,"2000","UNITED CEREBRAL PALSY OF SOUTHERN ALLEGHENIES REGION INC","PA","HE",22544
"763",251181389,"2000","COMMUNITY BLOOD BANK OF ERIE COUNTY","PA","HE",10964
"764",251222869,"2000","VALLEY AMBULANCE AUTHORITY","PA","HE",7255
"765",251271559,"2000","STAIRWAYS","PA","HE",60582
"766",251294779,"2000","CENTRE COMMUNITY HOSPITAL AUXILIARY","PA","HE",61783
"767",251299059,"2000","ERIE COUNTY DIABETES ASSOCIATION INC","PA","HE",103688
"768",251318679,"2000","PENNSYLVANIA AL-ANON ASSEMBLY AL-ANON FAMILY GROUPS INC","PA","HE",23813
"769",251323589,"2000","CLEARFIELD-JEFFERSON DRUG AND ALCOHOL COMMISSION","PA","HE",1226670
"770",251325979,"2000","TRAFFORD EMERGENCY MEDICAL SERVICE COMPANY NO 1","PA","HE",3440
"771",251364229,"2000","EMLENTON AREA AMBULANCE SERVICE","PA","HE",16797
"772",251385379,"2000","HEALTH EDUCATION CENTER INC","PA","HE",279983
"773",251399479,"2000","WAYNESBORO AMBULANCE SQUAD","PA","HE",4903
"774",251400999,"2000","HAMOT HEALTH FOUNDATION","PA","HE",209342
"775",251404399,"2000","FAYETTE COUNTY EMERGENCY MEDICAL SERVICES COUNCIL","PA","HE",68045
"776",251407399,"2000","ST CLAIR MEMORIAL HOSPITAL FOUNDATION","PA","HE",687908
"777",251423189,"2000","RICHLAND EMS INC","PA","HE",33723
"778",251426999,"2000","MON VALE HEALTH RESOURCES INC","PA","HE",253827
"779",251455169,"2000","WINDBER HOSPITAL PALLIATIVE CARE FOUNDATION","PA","HE",67590
"780",251471759,"2000","ST FRANCIS HEALTH FOUNDATION","PA","HE",722171
"781",251472179,"2000","VENANGO V N A FOUNDATION","PA","HE",107700
"782",251501879,"2000","MEDICAL RESCUE TEAM SOUTH AUTHORTIY","PA","HE",33666
"783",251519959,"2000","FAMILY HOUSE INC","PA","HE",1881638
"784",251526739,"2000","PITTSBURGH EMERGENCY MEDICINE FOUNDATION","PA","HE",39481
"785",251531359,"2000","DUBOIS REGIONAL MEDICAL CENTER AUXILIARY","PA","HE",114604
"786",251537089,"2000","WOODLAWN HEALTH RESOURCES INC","PA","HE",468
"787",251550059,"2000","MMC HEALTH SYSTEMS INC","PA","HE",237012
"788",251552909,"2000","ST BARNABAS MEDICAL CENTER INC","PA","HE",56838
"789",251559259,"2000","CENTRAL ERIE COUNTY PARAMEDIC ASSOCIATION","PA","HE",100
"790",251580509,"2000","PITTSBURGH BIOMEDICAL DEVELOPMENT CORPORATION","PA","HE",88220
"791",251594929,"2000","UPPER DAUPHIN COUNTY EMERGENCY SERVICES INC","PA","HE",38484
"792",251612399,"2000","BRADFORD HOSPITAL FOUNDATION","PA","HE",428172
"793",251633859,"2000","CRAWFORD COUNTY MENTAL HEALTH AWARENESS PROGRAM INC","PA","HE",739050
"794",251642599,"2000","THE AIDS PROJECT","PA","HE",270069
"795",251676169,"2000","FOREST HILLS-CHALFANT RESCUE 8","PA","HE",42782
"796",251690939,"2000","CARLISLE HOSPITAL MEDICAL CARE FOUNDATION","PA","HE",53710
"797",251695419,"2000","FAME EMERGENCY MEDICAL SERVICES INC","PA","HE",32989
"798",251737079,"2000","AUMC-CANONSBURG","PA","HE",248530
"799",251753409,"2000","VILLA ST JOSEPH OF BADEN INC","PA","HE",402055
"800",251757599,"2000","NORTHCENTRAL PENNSYLVANIA AHEC INC","PA","HE",10207
"801",251798379,"2000","ALLEGHENY UNIVERSITY MEDICAL CENTERS","PA","HE",840941
"802",251848409,"2000","PRIMARY CARE CENTER OF MT MORRIS","PA","HE",46360
"803",251858159,"2000","CHILDHOOD APRAXIA OF SPEECH ASSOCIATION OF NORTH AMERICA","PA","HE",32096
"804",256067339,"2000","FAMILY PLANNING SERVICES OF MERCER COUNTY","PA","HE",379494
"805",256076729,"2000","ST LUCYS AUXILIARY TO THE BLIND REHABILATION CENTER","PA","HE",44381
"806",256094749,"2000","AC-ACLD AN ASSOCIATION FOR CHILDREN &ALDULTS WITH LEARNING DISABILITIE","PA","HE",217672
"807",300033499,"2000","SOUTH PALM BEACH CO CHAPTER OF NATIONAL PARKINSON FOUNDATION INC","FL","HE",29312
"808",310536649,"2000","CONVALESCENT HOSPITAL FOR CHILDREN & ORPHAN ASYLUM","OH","HE",22766
"809",310536989,"2000","FRANCISCAN MEDICAL CENTER-DAYTON CAMPUS","OH","HE",10065
"810",310537069,"2000","BEECHWOOD HOME FOR INCURABLES","OH","HE",2760850
"811",310537129,"2000","CHILDRENS HEART ASSOCIATION","OH","HE",210028
"812",310537149,"2000","ST JOSEPH CHILDRENS TREATMENT CENTER","OH","HE",686547
"813",310588219,"2000","UNITED CEREBRAL PALSY ASSOCIATION OF OHIO INC","OH","HE",6909
"814",310592919,"2000","UNITED REHABILITATION SERVICES OF GREATER DAYTON","OH","HE",1906815
"815",310720849,"2000","SCIOTO PAINT VALLEY MENTAL HEALTH CENTER INC","OH","HE",7403626
"816",310728479,"2000","KIDNEY FOUNDATION OF GREATER CINCINNATI","OH","HE",482693
"817",310796119,"2000","MENTAL HEALTH ASSOCIATION OF THE CINCINNATI AREA INC","OH","HE",426788
"818",310814079,"2000","NETCARE CORPORATION","OH","HE",11906756
"819",310816109,"2000","NORCEN BEHAVIORAL HEALTH SYSTEMS INC","OH","HE",44785
"820",310861029,"2000","CLERMONT RECOVERY CENTER INC","OH","HE",1988538
"821",310886949,"2000","GREENE FOUNDATION","OH","HE",399159
"822",310914919,"2000","NORTON HOSPITALS FOUNDATION INC","KY","HE",988916
"823",310921099,"2000","MAYFIELD EDUCATION AND RESEARCH FUND","OH","HE",963
"824",310940189,"2000","SOUTHEAST INC","OH","HE",10345612
"825",310943109,"2000","AMERICAN ANIMAL HOSPITAL ASSOCIATION FOUNDATION INC","CO","HE",64183
"826",310958799,"2000","APPALACHIAN HEALTH COOPERATIVE INC","WV","HE",26741
"827",310958969,"2000","ST GEORGE MEDICAL CLINIC INC","WV","HE",538038
"828",310981029,"2000","HOME HOSPITAL FOUNDATION INC","IN","HE",2288
"829",310983259,"2000","CENTRAL OHIO PEDIATRIC SOCIETY","OH","HE",20400
"830",310999059,"2000","STATE PLANNING COMMITTEE FOR HEALTH EDUCATION IN OHIO","OH","HE",15000
"831",311000369,"2000","DENTAL CARE ACTION INC DENTAL CARE CENTER OF MONROE CO","IN","HE",312407
"832",311019299,"2000","TOURETTE SYNDROME ASSOCIATION OF OHIO INC","OH","HE",27533
"833",311028109,"2000","LIONS EYE BANK OF WEST CENTRAL OHIO","OH","HE",17405
"834",311038309,"2000","OHIO CANCER RESEARCH ASSOCIATES","OH","HE",143104
"835",311050609,"2000","JEWISH HOSPITAL OF CINCINNATI INC","OH","HE",1023171
"836",311070029,"2000","SOJOURNER WOMENS RECOVERY SERVICES INC","OH","HE",1591581
"837",311079309,"2000","MIDDLETOWN REGIONAL HOSPITAL","OH","HE",213549
"838",311100389,"2000","DAYTON CLINICAL ONCOLOGY PROGRAM INC","OH","HE",398577
"839",311100529,"2000","HUNGARIA MEDICAL ASSOCIATION OF AMERICA INC","VA","HE",6770
"840",311118719,"2000","DIABETES ASSOCIATION OF ST JOSEPH COUNTY INC","IN","HE",37709
"841",311126469,"2000","MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER INC","GA","HE",2552762
"842",311131099,"2000","OHIO COUNTY HOSPITAL CORPORATION","KY","HE",29159
"843",311135569,"2000","COMMUNITY HEALTH TRUST INC","KY","HE",299198
"844",311153989,"2000","DEKALB COUNCIL ON PREGNANCY INC","IN","HE",34027
"845",311179509,"2000","PRAIRIE VIEW MANAGEMENT INC","IA","HE",301828
"846",311190239,"2000","WHITLEY COUNTY MEMORIAL HOSPITAL FOUNDATION INC","IN","HE",440061
"847",311227539,"2000","COLUMBUS OHIO CHAPTER NATIONAL MEDICAL ASSOCIATION","OH","HE",39000
"848",311243129,"2000","GUERNSEY HEALTH CHOICES INC","OH","HE",244903
"849",311247899,"2000","UNVERFERTH HOUSE INC","OH","HE",32933
"850",311275159,"2000","DAYTON NORTH WOMENS CENTER INC","OH","HE",40191
"851",311289309,"2000","HEALTH EDUC & SERVICES FUND OF THE AUXIL TO THE ACAD OF MED OF CINTI","OH","HE",32015
"852",311315349,"2000","ALOIS ALZHEIMER FOUNDATION","OH","HE",30216
"853",311327089,"2000","CHILDRENS HOSPITAL FOUNDATION CINCINNATI OHIO","OH","HE",2547829
"854",311329649,"2000","DEAF SERVICES CENTER INC","OH","HE",215073
"855",311340169,"2000","LICKING COUNTY COMMUNITY HEALTH CARE","OH","HE",26800
"856",311380939,"2000","HEALTHY BEGINNINGS INC","OH","HE",98077
"857",311401679,"2000","SENIOR WOMENS HOSPITAL BOARD","OH","HE",127043
"858",311423419,"2000","LINCOLN CRAWFORD","OH","HE",69825
"859",311452549,"2000","DANA TRANSITIONAL BRIDGE SERVICES","OH","HE",35182
"860",311465829,"2000","FOUR POINTS INC","GA","HE",67094
"861",311479309,"2000","FRANKLIN COUNTY PREVENTION INSTITUTE","OH","HE",453046
"862",311487319,"2000","SHOULDER TO SHOULDER INC","OH","HE",151796
"863",311504569,"2000","FAIRFIELD APARTMENTS INC","WV","HE",15278
"864",311563579,"2000","BEHAVORIAL HEALTHCARE SERVICES INC","KY","HE",15916
"865",311574909,"2000","SYNCURE INC","FL","HE",74100
"866",311579359,"2000","ARC OF WHATCOM COUNTY","WA","HE",148362
"867",311604759,"2000","MOVEABLE FEAST LEXINGTON INC","KY","HE",98106
"868",311614379,"2000","NEW HOPE CLINIC INC","NC","HE",191851
"869",311626179,"2000","UNIVERSITY HEALTH SYSTEM INC","TN","HE",1754473
"870",311631609,"2000","ASOCIACION PROTECCION A LA SALUD","FO","HE",1673898
"871",311633699,"2000","EAST HAMPTON HEALTHCARE FOUNDATION","NY","HE",702475
"872",311652899,"2000","CARL AND EDYTH LINDNER CENTER FOR RESEARCH AND EDUCATION","OH","HE",393545
"873",311655839,"2000","TOBY THE CLOWN FOUNDATION INC","FL","HE",17048
"874",311656199,"2000","INSTITUTE FOR CAREGIVER EDUCATION INC","PA","HE",219097
"875",311658149,"2000","TOOTH MOBILE","CA","HE",768988
"876",311662309,"2000","ASCENSION HEALTH","MO","HE",697875
"877",311668749,"2000","SHARING LIFE THE LAURA L NEUMANN FOUNDATION","MN","HE",28320
"878",311671779,"2000","TAPESTRY OF POLYGAMY INC","UT","HE",26625
"879",311694999,"2000","UNIVERSITY OF LOUISVILLE HOSPITAL FOUNDATION INC","KY","HE",656998
"880",311699259,"2000","PROJECT GRACE INC","FL","HE",204753
"881",311700139,"2000","ORTHOPEDIC & NEUROLOGICAL FOUNDATION FOR RESEARCH & EDUCATIO","OH","HE",106150
"882",311705829,"2000","HOPE SPRINGS INSTITUTE","OH","HE",35710
"883",311733089,"2000","BIKERS WHO CARE INC","TN","HE",20024
"884",311752879,"2000","CERTIFIED NURSING FACILITY EDUCATION INITATIVE INC","VA","HE",7e+05
"885",311763269,"2000","MY BROTHERS KEEPER HELPING OUR WOMEN H O W HIV AIDS COMMUNITY","DC","HE",41177
"886",311773259,"2000","GENESIS HEALTHCARE SYSTEM -GROUP RETURN-","OH","HE",5457070
"887",314379449,"2000","COLUMBUS SPEECH AND HEARING CENTER","OH","HE",912940
"888",314379509,"2000","MARIETTA MEMORIAL HOSPITAL CORPORATION","OH","HE",250912
"889",314379639,"2000","ST RITAS HOME FOR THE AGED","OH","HE",17448
"890",314413259,"2000","SELBY GENERAL HOSPITAL","OH","HE",226869
"891",314443449,"2000","HOUSE OF HOPE FOR ALCOHOLICS INC","OH","HE",1048866
"892",314446189,"2000","MARION COMMUNITY FOUNDATION","OH","HE",284724
"893",314446959,"2000","SHELTERING ARMS FOUNDATION INC","OH","HE",678399
"894",316034219,"2000","UNION COUNTY HOSPITAL ASSOCIATION INC","OH","HE",1045
"895",330006089,"2000","DEAF COMMUNITY SERVICES OF SAN DIEGO INC","CA","HE",713230
"896",330014299,"2000","HEARTLAND BIBLICAL COUNSELING","CA","HE",12255
"897",330103979,"2000","HIGH DESERT CHILD ADOLESCENT FAMILY SERVICE CENTER","CA","HE",11821
"898",330112879,"2000","SAN DIEGO MICROSURGICAL INSTITUTE AND TRAINING CENTER","CA","HE",42000
"899",330169449,"2000","SAN BERNARDINO COMMUNITY AGAINST DRUGS INC","CA","HE",191647
"900",330176789,"2000","KERN VALLEY HOSPITAL FOUNDATION","CA","HE",25001
"901",330182999,"2000","SOUTHEAST ALANO CLUB","CA","HE",459
"902",330305099,"2000","LOMA LINDA VETERANS ASSOCIATION FOR RESEARCH AND EDUCATION","CA","HE",2788585
"903",330329709,"2000","HEMET HIGH GRAD NIGHT","CA","HE",8980
"904",330342399,"2000","LONG BEACH YOUTH ACTIVITIES AND D A R E INC","CA","HE",3107
"905",330346319,"2000","BINATIONAL EMERGENCY MEDICAL CARE COMMITTEE","CA","HE",98708
"906",330360439,"2000","FOUNDATION FOR THE MENIFEE VALLEY MEDICAL CENTER","CA","HE",70319
"907",330371439,"2000","DRUG ALTERNATIVE PROGRAM","CA","HE",223918
"908",330407659,"2000","SUPPORT FOR HARBOR AREA WOMENS LIVES","CA","HE",271984
"909",330418739,"2000","SIDNEY KIMMEL CANCER CENTER","CA","HE",29483863
"910",330525069,"2000","AMERICAN FOUNDATION FOR SPECIAL CHILDREN INC","GA","HE",44928
"911",330536599,"2000","INLAND EMPIRE CHAPTER OF CANDLELIGHTERS","CA","HE",113152
"912",330617599,"2000","ORANGE COUNTY REGIONAL CANCER CENTER","CA","HE",26321
"913",330759049,"2000","NATIONAL CANCER PREVENTION FUND","CA","HE",23811
"914",330783029,"2000","GREEN OAK RANCH","CA","HE",98574
"915",330832999,"2000","ASSOCIATION FOR COMPREHENSIVE ENERGY PSYCHOLOGY","CA","HE",2477
"916",330865249,"2000","FOUNDATION FOR CARDIOVASCULAR MEDICINE AND RESEARCH","CA","HE",697413
"917",330880409,"2000","VIETNAMESE AMERICAN MEDICAL RESEARCH FOUNDATION","CA","HE",25350
"918",330901999,"2000","ADVANCED MEDICAL ENDEAVORS","CA","HE",44696
"919",330953529,"2000","O C KOREAN-AMERICAN HEALTH INFORMATION & EDUCATION CENTER","CA","HE",26820
"920",340478839,"2000","NATIONAL MULTIPLE SCLEROSIS SOCIETY NORTHWEST OHIO CHAPTER","OH","HE",663797
"921",340714479,"2000","GRACE HOSPITAL","OH","HE",233259
"922",340714679,"2000","JENNINGS HALL INC","OH","HE",2029162
"923",340714779,"2000","VISITING NURSE SERVICE INC","OH","HE",333873
"924",340949459,"2000","NORD CENTER","OH","HE",498686
"925",341025619,"2000","ARTHRITIS FOUNDATION INC","OH","HE",289904
"926",341084499,"2000","WOMEN AND FAMILY SERVICES INC","OH","HE",711313
"927",341085239,"2000","WOMENS HEALTH CENTER OF JEFFERSON COUNTY OHIO INCORPORATED","OH","HE",125294
"928",341088279,"2000","BELMONT COUNTY FAMILY HEALTH SERVICES INC","OH","HE",353722
"929",341091439,"2000","TOWNHALL II INC","OH","HE",2208288
"930",341105619,"2000","ST RITAS MEDICAL CENTER","OH","HE",160182
"931",341127919,"2000","POSITIVE EDUCATION PROGRAM","OH","HE",11686088
"932",341138269,"2000","FAR WEST CENTER","OH","HE",712939
"933",341153179,"2000","SISTERS OF ST JOSEPH OF ST MARK","OH","HE",1105
"934",341162129,"2000","MINSTER AREA LIFE SQUAD INC","OH","HE",15293
"935",341171699,"2000","COMMUNITY DRUG BOARD INC","OH","HE",6040150
"936",341186729,"2000","PEDIATRIC DEVELOPMENT CENTER INC","OH","HE",19435
"937",341191839,"2000","FOUNDATIONS BEHAVORIAL HEALTH SERVICES INC","OH","HE",667373
"938",341192599,"2000","OHIO HILLS HEALTH SERVICES","OH","HE",1052263
"939",341292849,"2000","ST LUKES HOSPITAL FOUNDATION INC","OH","HE",721796
"940",341311179,"2000","OSGOOD AREA LIFE SQUAD INC","OH","HE",19270
"941",341368429,"2000","SRHC FOUNDATION","OH","HE",948741
"942",341371559,"2000","ALCOHOL AND DRUG DEPENDENCY SERVICES OF MEDINA COUNTY INC","OH","HE",544688
"943",341434759,"2000","TOLEDO COMMUNITY HOSPITAL ONCOLOGY PROGRAM","OH","HE",336209
"944",341443079,"2000","MOUNT EATON CARE CENTER INC","OH","HE",3609
"945",341443269,"2000","PREGNANCY CARE CENTER OF WAYNE COUNTY INC","OH","HE",127734
"946",341461049,"2000","TRUMBULL MEMORIAL HOSPITAL","OH","HE",298000
"947",341464549,"2000","TASK FORCE ON VIOLENT CRIME CHARITABLE FUND","OH","HE",338938
"948",341481439,"2000","ASHLAND COUNTY COUNCIL ON ALCOHOLISM & DRUG ABUSE INC","OH","HE",260964
"949",341498769,"2000","VILLA SANCTA ANNA HOME FOR THE AGED","OH","HE",197728
"950",341516429,"2000","CHILDRENS DENTAL CLINIC OF COSHOCTON COUNTY OHIO INC","OH","HE",106408
"951",341525159,"2000","LIFEBANC","OH","HE",35429
"952",341540699,"2000","YOUNGSTOWN URBAN MINORITY ALCOHOLISM & DRUG ABUSE OUTREACH P","OH","HE",467407
"953",341559229,"2000","METRO CARDIOVASCULAR RESEARCH FOUNDATION INC","OH","HE",28812
"954",341571749,"2000","HARRISON COMMUNITY HOSPITAL FOUNDATION","OH","HE",229208
"955",341575839,"2000","STARK COUNTY COMMUNITY SUPPORT CONSORTIUM INC","OH","HE",2039292
"956",341587149,"2000","ALUMINUM CANS FOR BURNED CHILDREN OF NORTHEAST OHIO","OH","HE",36043
