"","X","source","target","weight"
"1957",1957,"mix","extent",1
"1958",1958,"mix","gather",1
"1961",1961,"mix","live",1
"1963",1963,"mix","negro",2
"1964",1964,"mix","negro",3
"1965",1965,"mix","noncom",1
"1966",1966,"mix","officer",1
"1967",1967,"mix","oil",1
"1968",1968,"mix","people",2
"1970",1970,"mix","pull",1
"1971",1971,"mix","races",1
"1972",1972,"mix","soldier",3
"1973",1973,"mix","trouble",1
"1974",1974,"mix","water",1
"1975",1975,"mix","white",6
"1976",1976,"mix","whites",2
"1977",1977,"mixed","color",1
"1978",1978,"mixed","combat",1
"1979",1979,"mixed","depend",1
"1980",1980,"mixed","m.p.",1
"1981",1981,"mixed","outfit",8
"1982",1982,"mixed","races",1
"1983",1983,"mixed","unit",1
"1984",1984,"mixing","negro",1
"1985",1985,"mixing","white",1
"1987",1987,"mixing","color",2
"1988",1988,"mixing","fight",1
"1989",1989,"mixture","class",1
"1991",1991,"monkeying","lot",1
"1992",1992,"morale","builders",1
"1993",1993,"morale","company",1
"1994",1994,"morale","morale",2
"1995",1995,"morale","people",1
"1996",1996,"morale","white",1
"1997",1997,"morale","army",1
"2000",2000,"morale","drop",1
"2001",2001,"morale","lot",1
"2002",2002,"morale","outlook",1
"2003",2003,"morale","races",2
"2004",2004,"morale","soldier",2
"2005",2005,"morale","white",2
"2006",2006,"morale","whites",1
"2007",2007,"motion","army",1
"2008",2008,"move","living",1
"2053",2053,"myth","colored",1
"2054",2054,"myth","people",1
"2055",2055,"narrow","minded",1
"2056",2056,"nasty","unfair",1
"2057",2057,"nasty","yellow",1
"2058",2058,"national","combat",1
"2060",2060,"national","serve",1
"2062",2062,"natural","competition",1
"2063",2063,"natural","friction",1
"2065",2065,"natural","mix",1
"2066",2066,"natural","oppose",1
"2067",2067,"natural","person",1
"2068",2068,"natural","teaching",1
"2069",2069,"natural","tendency",1
"2071",2071,"natural","white",1
"2072",2072,"nature","question",1
"2073",2073,"nco","versa",1
"2074",2074,"nco","vice",1
"2080",2080,"negro","agree",1
"2082",2082,"negro","stay",1
"2083",2083,"negro","act",1
"2085",2085,"negro","alow",1
"2087",2087,"negro","arise",1
"2088",2088,"negro","associate",1
"2089",2089,"negro","barrack",1
"2093",2093,"negro","boy",1
"2094",2094,"negro","buddy",1
"2095",2095,"negro","carry",1
"2096",2096,"negro","cent",1
"2097",2097,"negro","chance",3
"2098",2098,"negro","clean",1
"2099",2099,"negro","cleaner",1
"2100",2100,"negro","close",1
"2102",2102,"negro","competition",1
"2103",2103,"negro","definite",1
"2104",2104,"negro","deletion",1
"2106",2106,"negro","dirty",3
"2107",2107,"negro","discriminate",1
"2108",2108,"negro","diseases",1
"2109",2109,"negro","drill",1
"2110",2110,"negro","eat",1
"2111",2111,"negro","feel",1
"2112",2112,"negro","fight",1
"2113",2113,"negro","outfit",1
"2115",2115,"negro","gather",1
"2118",2118,"negro","happier",2
"2121",2121,"negro","leader",1
"2122",2122,"negro","leave",1
"2125",2125,"negro","live",4
"2126",2126,"negro","lot",1
"2128",2128,"negro","meet",1
"2129",2129,"negro","mix",5
"2132",2132,"negro","negro",1
"2133",2133,"negro","negro",1
"2134",2134,"negro","northerner",1
"2136",2136,"negro","officer",1
"2137",2137,"negro","officer",1
"2138",2138,"negro","outfit",5
"2139",2139,"negro","people",1
"2140",2140,"negro","people",1
"2142",2142,"negro","position",1
"2143",2143,"negro","prefer",1
"2145",2145,"negro","race",2
"2146",2146,"negro","reckless",1
"2148",2148,"negro","rights",1
"2149",2149,"negro","ruin",1
"2151",2151,"negro","seldom",1
"2152",2152,"negro","separate",3
"2153",2153,"negro","severe",1
"2154",2154,"negro","sgt",1
"2156",2156,"negro","sleep",1
"2157",2157,"negro","sleeping",1
"2158",2158,"negro","soldier",17
"2159",2159,"negro","soldier",1
"2160",2160,"negro","special",1
"2161",2161,"negro","stay",3
"2163",2163,"negro","talent",1
"2164",2164,"negro","talk",1
"2165",2165,"negro","tent",1
"2167",2167,"negro","top",1
"2168",2168,"negro","trait",1
"2169",2169,"negro","troops",1
"2170",2170,"negro","trouble",2
"2172",2172,"negro","unclear",4
"2173",2173,"negro","understand",1
"2174",2174,"negro","unity",1
"2175",2175,"negro","vice",1
"2177",2177,"negro","white",13
"2178",2178,"negro","whites",1
"2179",2179,"negro","whites",1
"2180",2180,"negro","wood",1
"2182",2182,"negro","boy",1
"2184",2184,"negro","learn",1
"2185",2185,"negro","soldier",3
"2186",2186,"negro","tend",1
"2187",2187,"negro","white",1
"2188",2188,"negro","abuse",1
"2189",2189,"negro","bad",1
"2192",2192,"negro","buddy",1
"2193",2193,"negro","business",1
"2195",2195,"negro","chance",1
"2196",2196,"negro","chinese",1
"2197",2197,"negro","competition",1
"2198",2198,"negro","competition",1
"2199",2199,"negro","dirty",1
"2200",2200,"negro","eat",1
"2201",2201,"negro","equal",1
"2202",2202,"negro","equality",1
"2203",2203,"negro","establish",1
"2204",2204,"negro","extent",1
"2205",2205,"negro","feel",1
"2209",2209,"negro","happier",1
"2211",2211,"negro","human",1
"2212",2212,"negro","inch",1
"2213",2213,"negro","inferior",1
"2214",2214,"negro","intelligent",1
"2216",2216,"negro","learn",1
"2220",2220,"negro","mix",2
"2221",2221,"negro","negro",2
"2222",2222,"negro","noncom",2
"2223",2223,"negro","officer",1
"2224",2224,"negro","outfit",1
"2225",2225,"negro","people",1
"2226",2226,"negro","prevent",1
"2227",2227,"negro","proud",1
"2228",2228,"negro","riot",1
"2229",2229,"negro","satisfied",1
"2231",2231,"negro","separate",1
"2232",2232,"negro","sleeping",1
"2233",2233,"negro","social",1
"2234",2234,"negro","soldier",1
"2235",2235,"negro","southerner",1
"2236",2236,"negro","stay",1
"2237",2237,"negro","superficial",1
"2238",2238,"negro","tend",1
"2240",2240,"negro","treat",1
"2242",2242,"negro","white",7
"2243",2243,"negro","whites",2
"2245",2245,"negro","camp",1
"2247",2247,"negro","officer",1
"2248",2248,"negro","adapt",1
"2249",2249,"negro","desease",1
"2250",2250,"negro","fighting",1
"2251",2251,"negro","love",1
"2252",2252,"negro","mix",1
"2254",2254,"negro","satisfied",1
"2256",2256,"negro","susceptible",1
"2257",2257,"negro","war",1
"2258",2258,"negro","whites",1
"2259",2259,"negro","whites",1
"2262",2262,"negro","white",1
"2263",2263,"negro","bad",2
"2266",2266,"negro","idea",1
"2267",2267,"negro","labor",1
"2268",2268,"negro","odor",1
"2269",2269,"negro","understand",1
"2270",2270,"negro","white",1
"2271",2271,"negro","whites",1
"2274",2274,"nice","heart",1
"2276",2276,"night","field",1
"2277",2277,"night","patrol",1
"2279",2279,"noncom","commission",1
"2280",2280,"noncom","officer",2
"2281",2281,"noncom","reciprocate",1
"2282",2282,"noncom","tend",1
"2283",2283,"noncom","officer",1
"2284",2284,"noncom","private",1
"2287",2287,"noncom","cooperate",1
"2288",2288,"noncom","officer",1
"2289",2289,"noncom","return",1
"2290",2290,"north","tolerate",1
"2291",2291,"northern","living",1
"2292",2292,"northern","negro",1
"2293",2293,"northern","southerner",1
"2295",2295,"northern","white",1
"2296",2296,"northern","boy",1
"2298",2298,"northern","negro",1
"2302",2302,"obey","black",1
"2303",2303,"obey","negro",1
"2304",2304,"obey","officer",1
"2309",2309,"occur","unclear",1
"2310",2310,"odor","perspire",1
"2311",2311,"odor","finger",1
"2312",2312,"odor","habit",1
"2313",2313,"odor","light",1
"2315",2315,"officer","cooperate",1
"2316",2316,"officer","enlist",1
"2319",2319,"officer","race",1
"2320",2320,"officer","return",1
"2321",2321,"officer","white",1
"2323",2323,"officers","noncom",1
"2324",2324,"officer","cooperate",1
"2325",2325,"officer","line",1
"2327",2327,"officer","nco",1
"2328",2328,"officer","private",1
"2329",2329,"officer","vice",1
"2330",2330,"oil","water",1
"2347",2347,"operate","complicated",1
"2348",2348,"operate","machine",1
"2350",2350,"opinion","officers",1
"2351",2351,"opinion","seperate",1
"2352",2352,"opinion","soldier",1
"2354",2354,"opportunity","credit",1
"2356",2356,"oppose","class",1
"2357",2357,"oppose","mix",1
"2358",2358,"oppose","negro",1
"2359",2359,"oppose","people",1
"2374",2374,"organization","combine",1
"2375",2375,"organization","note",1
"2376",2376,"organization","races",1
"2377",2377,"organization","retard",1
"2378",2378,"organization","war",1
"2381",2381,"outfit","war",1
"2382",2382,"outfit","accustom",1
"2383",2383,"outfit","argument",1
"2384",2384,"outfit","bad",1
"2385",2385,"outfit","bear",1
"2387",2387,"outfit","bunch",1
"2389",2389,"outfit","chance",2
"2390",2390,"outfit","circumstance",1
"2391",2391,"outfit","close",1
"2392",2392,"outfit","colored",1
"2393",2393,"outfit","colors",1
"2394",2394,"outfit","combat",1
"2395",2395,"outfit","cooperate",1
"2396",2396,"outfit","depend",1
"2398",2398,"outfit","distinguish",1
"2399",2399,"outfit","eat",1
"2400",2400,"outfit","effective",1
"2401",2401,"outfit","efficiency",1
"2403",2403,"outfit","feel",1
"2404",2404,"outfit","fight",1
"2405",2405,"outfit","gain",1
"2407",2407,"outfit","harder",1
"2408",2408,"outfit","idea",1
"2409",2409,"outfit","inferior",1
"2412",2412,"outfit","live",1
"2416",2416,"outfit","mingle",1
"2417",2417,"outfit","mix",1
"2418",2418,"outfit","negro",1
"2419",2419,"outfit","negro",4
"2420",2420,"outfit","negro",1
"2421",2421,"outfit","officer",1
"2422",2422,"outfit","opinion",1
"2423",2423,"outfit","personnel",1
"2425",2425,"outfit","preference",1
"2426",2426,"outfit","prevent",1
"2427",2427,"outfit","race",1
"2428",2428,"outfit","resent",1
"2429",2429,"outfit","separate",1
"2431",2431,"outfit","southern",1
"2432",2432,"outfit","southerner",1
"2433",2433,"outfit","suggest",1
"2435",2435,"outfit","trouble",1
"2437",2437,"outfit","unclear",1
"2438",2438,"outfit","white",3
"2439",2439,"outfit","whites",1
"2444",2444,"outfits","segregate",1
"2447",2447,"outlook","people",1
"2448",2448,"outlook","sanitation",1
"2450",2450,"overbear","negro",1
"2451",2451,"overrun","negro",1
"2452",2452,"overrun","soldier",1
"2453",2453,"owe","situation",1
"2455",2455,"paragraph","myth",1
"2456",2456,"partiality","select",1
"2464",2464,"peace","outfit",1
"2465",2465,"pecularity","peculiarity",1
"2466",2466,"people","accept",1
"2467",2467,"people","advantage",1
"2468",2468,"people","avoid",1
"2469",2469,"people","belong",1
"2470",2470,"people","cent",1
"2471",2471,"people","color",1
"2472",2472,"people","colored",1
"2474",2474,"people","discriminate",1
"2475",2475,"people","discrimination",1
"2476",2476,"people","educate",1
"2479",2479,"people","grudge",1
"2480",2480,"people","heart",1
"2481",2481,"people","inferior",1
"2484",2484,"people","learn",1
"2486",2486,"people","lot",1
"2488",2488,"people","meet",1
"2489",2489,"people","mingle",1
"2490",2490,"people","mix",2
"2491",2491,"people","negro",1
"2492",2492,"people","negro",6
"2493",2493,"people","negro",3
"2494",2494,"people","nice",1
"2496",2496,"people","outfit",1
"2497",2497,"people","people",2
"2499",2499,"people","satisfy",1
"2502",2502,"people","south",1
"2503",2503,"people","stand",1
"2504",2504,"people","superiority",1
"2506",2506,"people","tend",1
"2507",2507,"people","tendency",1
"2511",2511,"people","trouble",1
"2512",2512,"people","trust",1
"2514",2514,"people","understand",1
"2515",2515,"people","understanding",1
"2518",2518,"people","dirty",1
"2519",2519,"perform","army",1
"2520",2520,"perform","life",1
"2522",2522,"person","army",1
"2523",2523,"person","fight",1
"2524",2524,"person","sleep",1
"2526",2526,"personal","educational",1
"2527",2527,"personal","feel",1
"2528",2528,"personal","prejudice",1
"2529",2529,"personal","reason",1
"2530",2530,"personnel","ideal",1
"2531",2531,"personnel","means",1
"2532",2532,"personnel","treat",1
"2533",2533,"perspire","people",1
"2534",2534,"perspire","white",1
"2535",2535,"phase","feel",1
"2537",2537,"pick","special",1
"2539",2539,"pick","unclear",1
"2551",2551,"play","foxcut",1
"2552",2552,"plenty","fight",1
"2556",2556,"poor","camp",1
"2557",2557,"poor","devils",2
"2558",2558,"poor","fighting",1
"2559",2559,"poor","human",1
"2560",2560,"poor","outfit",1
"2563",2563,"position","advance",1
"2565",2565,"position","trouble",1
"2570",2570,"postwar","understanding",1
"2571",2571,"power","push",1
"2572",2572,"practical","education",1
"2573",2573,"practical","necessity",1
"2574",2574,"practice","bring",1
"2575",2575,"practice","negro",1
"2577",2577,"precede","peace",1
"2578",2578,"precede","question",1
"2580",2580,"prejudice","erase",1
"2581",2581,"prejudice","strong",1
"2582",2582,"prefer","outfit",1
"2583",2583,"prefer","respective",1
"2586",2586,"prejudice","deletion",1
"2587",2587,"prejudice","exist",2
"2588",2588,"prejudice","existent",1
"2589",2589,"prejudice","feel",1
"2591",2591,"prejudice","hat",1
"2593",2593,"prejudice","negro",1
"2594",2594,"prejudice","negro",1
"2603",2603,"prevent","argument",3
"2604",2604,"prevent","feeling",1
"2605",2605,"prevent","fight",1
"2606",2606,"prevent","friction",3
"2609",2609,"prevent","races",1
"2610",2610,"prevent","riot",1
"2611",2611,"prevent","trouble",1
"2612",2612,"prevent","unnecessary",1
"2613",2613,"prevent","whites",1
"2615",2615,"previous","question",2
"2616",2616,"previous","statement",1
"2617",2617,"pride","outfit",1
"2618",2618,"private","respects",1
"2619",2619,"privilege","soldiers",1
"2620",2620,"privilege","white",1
"2621",2621,"privileges","chance",1
"2622",2622,"privileges","whites",1
"2623",2623,"privilege","white",1
"2625",2625,"proceeding","statement",1
"2626",2626,"promote","feeling",2
"2627",2627,"promote","unity",1
"2628",2628,"proud","accomplishment",1
"2629",2629,"proud","outfit",1
"2630",2630,"prove","ability",1
"2632",2632,"prove","worth",1
"2633",2633,"punish","manner",1
"2647",2647,"qualified","necessity",1
"2648",2648,"qualified","practical",1
"2649",2649,"qualified","negro",1
"2650",2650,"quarrel","contention",1
"2651",2651,"quell","prejudice",1
"2652",2652,"question","creep",1
"2654",2654,"question","impractical",1
"2657",2657,"question","negro",2
"2659",2659,"question","paragraph",1
"2660",2660,"question","peace",1
"2661",2661,"question","races",1
"2662",2662,"question","superior",1
"2663",2663,"question","white",1
"2667",2667,"quick","white",1
"2669",2669,"quote","[/unclear",1
"2670",2670,"race","agree",1
"2671",2671,"race","attitude",1
"2674",2674,"race","cent",1
"2675",2675,"race","cleaner",1
"2676",2676,"race","color",3
"2678",2678,"race","cooperate",1
"2679",2679,"race","creed",1
"2680",2680,"race","devils",1
"2682",2682,"race","fight",1
"2683",2683,"race","hat",2
"2685",2685,"race","mingle",1
"2686",2686,"race","mix",2
"2688",2688,"race","people",3
"2689",2689,"race","person",1
"2690",2690,"race","poor",1
"2691",2691,"race","power",1
"2692",2692,"race","prejudice",2
"2693",2693,"race","push",1
"2694",2694,"race","riot",1
"2695",2695,"race","separate",4
"2696",2696,"race","seperate",1
"2697",2697,"race","superiority",1
"2698",2698,"race","unclear",1
"2700",2700,"race","versa",1
"2701",2701,"race","white",1
"2702",2702,"race","win",1
"2704",2704,"races","color",1
"2705",2705,"races","divide",1
"2706",2706,"races","enjoy",1
"2707",2707,"races","gel",1
"2709",2709,"races","individual",1
"2710",2710,"races","interbreed",1
"2711",2711,"races","lead",1
"2713",2713,"races","mix",3
"2714",2714,"races","units",1
"2716",2716,"races","feel",1
"2717",2717,"races","mix",1
"2719",2719,"racial","deletion",1
"2720",2720,"racial","difference",3
"2721",2721,"racial","difficulty",1
"2722",2722,"racial","discontentment",1
"2723",2723,"racial","discrimination",1
"2724",2724,"racial","exist",1
"2725",2725,"racial","existent",1
"2726",2726,"racial","hard",1
"2727",2727,"racial","hatred",1
"2728",2728,"racial","hatred",1
"2729",2729,"racial","prejudice",3
"2730",2730,"racial","prejudice",3
"2731",2731,"racial","prejudices",1
"2732",2732,"racial","pride",1
"2733",2733,"racial","superiority",1
"2734",2734,"racial","tend",1
"2735",2735,"racial","white",1
"2736",2736,"rain","basic",1
"2737",2737,"rainy","season",1
"2739",2739,"raise","negro",1
"2740",2740,"range","record",1
"2742",2742,"rank","fight",1
"2743",2743,"rank","people",1
"2744",2744,"rank","white",1
"2745",2745,"rank","whites",1
"2747",2747,"ration","army",1
"2749",2749,"realize","hard",1
"2751",2751,"reason","educational",1
"2752",2752,"reason","fellow",1
"2755",2755,"reason","list",1
"2757",2757,"reason","people",1
"2759",2759,"reason","question",7
"2760",2760,"reason","separate",1
"2761",2761,"reason","soldier",1
"2762",2762,"reason","south",1
"2765",2765,"reason","white",1
"2766",2766,"reception","classify",1
"2767",2767,"reciprocate","bully",1
"2768",2768,"reciprocate","private",1
"2769",2769,"reciprocate","white",1
"2770",2770,"reckless","cleanliness",1
"2771",2771,"record","establish",1
"2772",2772,"record","negro",1
"2773",2773,"record","rain",1
"2777",2777,"regiment","company",1
"2780",2780,"relationship","understanding",1
"2781",2781,"relish","idea",1
"2783",2783,"remove","idea",1
"2784",2784,"remove","race",1
"2785",2785,"replace","unclear",1
"2787",2787,"resent","negro",1
"2788",2788,"resent","negro",1
"2791",2791,"resentment","enmity",1
"2792",2792,"resentment","antinegro",1
"2794",2794,"respective","outfit",1
"2796",2796,"respond","negro",1
"2797",2797,"restraint","outfit",1
"2798",2798,"result","friction",1
"2800",2800,"result","mix",1
"2801",2801,"result","set",1
"2802",2802,"result","trouble",1
"2803",2803,"retard","effort",1
"2804",2804,"retard","war",1
"2805",2805,"return","night",1
"2806",2806,"return","noncom",1
"2812",2812,"rights","black",1
"2813",2813,"rights","equal",1
"2814",2814,"rights","freedom",1
"2816",2816,"rights","privileges",1
"2817",2817,"rights","white",1
"2818",2818,"riot","disorder",1
"2821",2821,"riot","unclear",1
"2823",2823,"roof","healthy",1
"2824",2824,"roof","stay",1
"2828",2828,"ruin","morale",1
"2830",2830,"rule","cooperate",1
"2831",2831,"rule","race",1
"2833",2833,"run","negro",1
"2835",2835,"rush","wait",1
"2836",2836,"safe","intermingling",1
"2838",2838,"sanitary","reason",1
"2839",2839,"sanitation","people",1
"2840",2840,"sanitation","white",1
"2842",2842,"satisfied","commander",1
"2843",2843,"satisfied","outfit",1
"2844",2844,"satisfied","stand",1
"2846",2846,"satisfied","white",1
"2847",2847,"satisfy","outfit",1
"2849",2849,"save","lot",1
"2850",2850,"save","trouble",1
"2861",2861,"seas","fighting",1
"2862",2862,"section","country",2
"2864",2864,"section","negro",1
"2865",2865,"section","separation",1
"2866",2866,"section","town",1
"2898",2898,"segregate","respect",1
"2901",2901,"segregation","result",1
"2902",2902,"select","ability",1
"2905",2905,"seldom","friendly",1
"2906",2906,"select","noncom",1
"2913",2913,"separate","outfit",1
"2914",2914,"separate","trouble",1
"2915",2915,"separate","white",1
"2916",2916,"separate","accomplish",1
"2917",2917,"separate","achieve",1
"2918",2918,"separate","adapt",1
"2919",2919,"separate","argument",1
"2920",2920,"separate","barrack",2
"2923",2923,"separate","camp",2
"2925",2925,"separate","chance",1
"2926",2926,"separate","color",1
"2927",2927,"separate","depend",1
"2928",2928,"separate","disaster",1
"2929",2929,"separate","efficiency",2
"2930",2930,"separate","faction",1
"2931",2931,"separate","feel",1
"2932",2932,"separate","fight",1
"2933",2933,"separate","fighting",1
"2934",2934,"separate","outfit",1
"2935",2935,"separate","friction",1
"2936",2936,"separate","friend",1
"2941",2941,"separate","live",1
"2944",2944,"separate","matter",1
"2946",2946,"separate","mixed",1
"2947",2947,"separate","negro",1
"2948",2948,"separate","negro",1
"2949",2949,"separate","outfit",33
"2951",2951,"separate","prevent",1
"2953",2953,"separate","quarter",1
"2954",2954,"separate","race",2
"2955",2955,"separate","separate",1
"2956",2956,"separate","sleeping",1
"2957",2957,"separate","soldier",1
"2958",2958,"separate","suggest",1
"2961",2961,"separate","troops",1
"2963",2963,"separate","units",2
"2964",2964,"separate","victory",1
"2965",2965,"separate","white",4
"2966",2966,"separate","whites",1
"2971",2971,"separation","in the",1
"2972",2972,"seperated","unclear",1
"2974",2974,"seperate","camp",1
"2975",2975,"seperate","outfit",4
"2976",2976,"seperate","quarter",1
"2977",2977,"seperate","seas",1
"2978",2978,"seperate","units",1
"2979",2979,"seperate","prefer",1
"2980",2980,"separate","unclear",1
"2981",2981,"separate","outfit",1
"2982",2982,"separate","separate",1
"2985",2985,"serve","feel",1
"2986",2986,"serve","mixed",1
"2987",2987,"serve","outfit",1
"2988",2988,"serve","race",1
"2990",2990,"service","reception",1
"2991",2991,"severe","discipline",1
"2992",2992,"share","colored",1
"2993",2993,"share","latrine",1
"2995",2995,"shed","blood",1
"2997",2997,"shoulder","shoulder",1
"3007",3007,"shower","negro",1
"3015",3015,"signal","corps",1
"3019",3019,"single","reason",1
"3020",3020,"single","south",1
"3021",3021,"sit","close",1
"3023",3023,"slave","treat",1
"3024",3024,"sleep","barrack",2
"3025",3025,"sleep","eat",8
"3026",3026,"sleep","negro",3
"3027",3027,"sleep","negro",1
"3028",3028,"sleep","negro",1
"3029",3029,"sleep","outfit",1
"3031",3031,"sleep","soldier",1
"3032",3032,"sleep","unclear",1
"3033",3033,"sleep","whites",1
"3034",3034,"sleeping","eat",1
"3035",3035,"sleeping","quarter",1
"3039",3039,"slower","pick",1
"3041",3041,"smell","goat",1
"3042",3042,"smell","sweat",1
"3043",3043,"social","diseases",1
"3044",3044,"social","dissension",1
"3045",3045,"social","equality",1
"3046",3046,"sociologist","negro",1
"3048",3048,"socializing","unclear",1
"3049",3049,"soldier","shoulder",1
"3050",3050,"soldier","benefit",1
"3053",3053,"soldier","care",1
"3054",3054,"soldier","chance",1
"3055",3055,"soldier","change",1
"3057",3057,"soldier","drink",1
"3058",3058,"soldier","drop",1
"3059",3059,"soldier","feel",1
"3061",3061,"soldier","funny",1
"3064",3064,"soldier","head",1
"3066",3066,"soldier","learn",1
"3068",3068,"soldier","live",2
"3070",3070,"soldier","matter",1
"3071",3071,"soldier","mind",1
"3072",3072,"soldier","mix",3
"3073",3073,"soldier","mixed",1
"3074",3074,"soldier","narrow",1
"3075",3075,"soldier","negro",1
"3077",3077,"soldier","obey",1
"3078",3078,"soldier","offend",1
"3079",3079,"soldier","operate",1
"3080",3080,"soldier","outfit",4
"3081",3081,"soldier","overlook",1
"3082",3082,"soldier","overrun",1
"3084",3084,"soldier","people",1
"3085",3085,"soldier","prejudice",1
"3086",3086,"soldier","privilege",1
"3087",3087,"soldier","section",1
"3089",3089,"soldier","separate",2
"3090",3090,"soldier","separation",1
"3091",3091,"soldier","seperate",1
"3092",3092,"soldier","slower",1
"3093",3093,"soldier","soldier",1
"3094",3094,"soldier","south",1
"3095",3095,"soldier","southerner",1
"3096",3096,"soldier","superior",1
"3098",3098,"soldier","tend",1
"3100",3100,"soldier","unclear",2
"3104",3104,"soldier","white",2
"3107",3107,"soldier","would not",1
"3108",3108,"soldiers","gather",1
"3109",3109,"soldier","negro",1
"3110",3110,"soldier","wood",1
"3111",3111,"sort","aversion",1
"3112",3112,"sort","disagreement",1
"3113",3113,"sort","feeling",1
"3114",3114,"sort","inborn",1
"3115",3115,"sort","independent",1
"3116",3116,"southern","negro",1
"3117",3117,"southern","soldier",1
"3118",3118,"south","explain",2
"3119",3119,"south","fellow",1
"3120",3120,"south","hate",1
"3122",3122,"south","lot",1
"3123",3123,"south","negro",1
"3126",3126,"southern","attitude",1
"3127",3127,"southern","bear",1
"3128",3128,"southern","boy",3
"3130",3130,"southern","include",1
"3133",3133,"southern","negro",1
"3134",3134,"southern","northern",1
"3135",3135,"southern","obey",1
"3137",3137,"southern","people",3
"3138",3138,"southern","prejudice",1
"3140",3140,"southern","race",1
"3141",3141,"southern","resent",1
"3142",3142,"southern","soldier",3
"3143",3143,"southern","soldiers",1
"3145",3145,"southern","white",1
"3146",3146,"southern","whites",1
"3148",3148,"southern","boy",1
"3149",3149,"southern","mixed",1
"3150",3150,"southern","soldier",1
"3151",3151,"southerner","feel",1
"3152",3152,"southerner","hell",1
"3153",3153,"southerner","mix",1
"3154",3154,"southerner","northerner",1
"3155",3155,"southerner","outfit",1
"3158",3158,"southerner","white",1
"3159",3159,"southerner","acquaintance",1
"3160",3160,"southerner","courtmartial",1
"3163",3163,"special","soldier",1
"3164",3164,"special","trait",1
"3166",3166,"spirit","soldier",1
"3167",3167,"spirit","white",1
"3168",3168,"spirit","whites",1
"3169",3169,"squabbling","account",1
"3170",3170,"squabbling","difference",1
"3171",3171,"squabbling","racial",1
"3173",3173,"stand","chance",1
"3175",3175,"stand","negro",1
"3176",3176,"stand","negro",1
"3178",3178,"standard","hygene",1
"3179",3179,"standard","live",1
"3180",3180,"standard","living",2
"3182",3182,"standard","white",2
"3183",3183,"standpoint","southerner",1
"3185",3185,"start","fight",4
"3186",3186,"start","friction",1
"3189",3189,"start","rainy",1
"3190",3190,"start","riot",1
"3191",3191,"start","season",1
"3192",3192,"start","white",1
"3197",3197,"statement","lead",1
"3198",3198,"station","nativity",1
"3199",3199,"stay","clean",1
"3200",3200,"stay","comm",1
"3201",3201,"stay","race",1
"3202",3202,"stay","healthy",1
"3203",3203,"stay","home",1
"3204",3204,"stay","outfit",2
"3206",3206,"stay","race",1
"3209",3209,"stay","week",1
"3210",3210,"stink","unclear",1
"3211",3211,"stomach","change",1
"3212",3212,"strife","trouble",1
"3214",3214,"stripe","suit",1
"3215",3215,"strive","credit",1
"3217",3217,"strong","army",1
"3218",3218,"strong","intermingling",1
"3219",3219,"strong","weakest",1
"3221",3221,"subscribe","question",1
"3222",3222,"susceptible","desease",1
"3224",3224,"suit","unclear",1
"3225",3225,"suitable","climate",1
"3226",3226,"suited","job",1
"3228",3228,"superior","complex",1
"3229",3229,"superior","lead",1
"3231",3231,"superior","negro",1
"3232",3232,"superior","races",1
"3233",3233,"superior","soldier",1
"3234",3234,"superior","trouble",1
"3235",3235,"superiority","complex",1
"3236",3236,"suppose","grate",1
"3237",3237,"suppose","soldier",1
"3238",3238,"suppose","united",1
"3246",3246,"surest","ruin",1
"3262",3262,"talent","white",1
"3263",3263,"talk","act",1
"3267",3267,"teach","carry",1
"3268",3268,"teach","diseases",1
"3269",3269,"teach","negro",1
"3271",3271,"teaching","competition",1
"3273",3273,"teaching","unified",1
"3275",3275,"team","exist",1
"3276",3276,"team","obtain",1
"3277",3277,"team","separate",1
"3279",3279,"teamwork","harmony",1
"3283",3283,"temperment","morale",1
"3284",3284,"tend","bully",1
"3285",3285,"tend","discrepancy",1
"3286",3286,"tend","efficiency",1
"3287",3287,"tend","impair",1
"3288",3288,"tend","reciprocate",1
"3289",3289,"tend","separate",1
"3290",3290,"tend","underdog",1
"3291",3291,"tendency","class",1
"3292",3292,"tendency","lower",1
"3293",3293,"tendency","mix",1
"3294",3294,"tendency","morale",1
"3295",3295,"tendency","oppose",1
"3296",3296,"tendency","overbear",1
"3297",3297,"tendency","people",1
"3298",3298,"tendency","white",1
"3299",3299,"tent","barrack",1
"3300",3300,"test","monkeying",1
"3305",3305,"theories","racial",1
"3306",3306,"theories","superiority",1
"3396",3396,"tie","army",1
"3397",3397,"tie","soldier",1
"3398",3398,"tie","southern",1
"3401",3401,"time","argue",1
"3403",3403,"time","choose",1
"3405",3405,"time","concentrate",1
"3406",3406,"time","fight",1
"3410",3410,"time","saver",1
"3412",3412,"time","start",1
"3413",3413,"time","waste",1
"3416",3416,"tip","people",1
"3418",3418,"total","negro",1
"3419",3419,"total","outfit",1
"3420",3420,"trace","distinction",1
"3421",3421,"track","disease",1
"3422",3422,"tradition","people",1
"3423",3423,"train","accept",1
"3424",3424,"train","harder",1
"3425",3425,"train","people",1
"3426",3426,"train","soldier",1
"3427",3427,"train","white",1
"3430",3430,"training","separate",1
"3431",3431,"trait","soldier",1
"3432",3432,"treat","dog",1
"3433",3433,"treat","equal",1
"3434",3434,"treat","slave",1
"3436",3436,"troops","background",1
"3437",3437,"troops","fight",1
"3438",3438,"troops","lower",1
"3439",3439,"troops","separate",1
"3441",3441,"trouble","answer",1
"3442",3442,"trouble","arise",1
